   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51          52          53          54          55          56          57          58          59          60          61          62          63          64          65          66          67          68          69          70          71          72          73          74          75          76          77          78          79          80          81          82          83          84          85          86          87          88          89          90          91          92          93          94          95          96          97          98          99         100         101         102         103         104         105         106         107         108         109         110         111
           0 9.9564e-001 4.3246e-003 3.9399e-005 4.1594e-008 8.4385e-008 1.9869e-008 6.3628e-009 7.2048e-009 3.4141e-010 3.6464e-049 2.3671e-036 1.3237e-045 1.6589e-043 4.8660e-041 2.8653e-038 1.1842e-025 1.6525e-035 7.2244e-035 2.2571e-033 2.0463e-031 2.5643e-020 8.7915e-030 1.1633e-031 4.9686e-028 2.1704e-025 1.2290e-013 2.4721e-023 9.2206e-023 2.0584e-021 2.2412e-019 3.7856e-009 3.7999e-018 9.2388e-018 1.2603e-016 1.8920e-014 3.5377e-009 2.6127e-014 6.9686e-014 1.0295e-012 1.1451e-009 4.9503e-011 1.1887e-011 3.5852e-011 1.0055e-010 5.0007e-011 1.5753e-011 4.1523e-012 2.6709e-014 2.6902e-012 1.0422e-011 2.0975e-011 3.2247e-011 4.2349e-011 4.9930e-011 5.4229e-011 5.4892e-011 5.2069e-011 4.6399e-011 3.8831e-011 3.0334e-011 2.1779e-011 1.3987e-011 7.6093e-012 3.0763e-012 5.7129e-013 4.4775e-014 1.2697e-012 3.8795e-012 7.4202e-012 1.1397e-011 1.5346e-011 1.8844e-011 2.1581e-011 2.3333e-011 2.3944e-011 2.3425e-011 2.1852e-011 1.9426e-011 1.6355e-011 1.2930e-011 9.4287e-012 6.1525e-012 3.3651e-012 1.3054e-012 1.7291e-013 1.1266e-013 1.2155e-012 3.5167e-012 7.0042e-012 1.1616e-011 1.7245e-011 2.3767e-011 3.1010e-011 3.8807e-011 4.6955e-011 5.5249e-011 6.3561e-011 7.1653e-011 7.9398e-011 8.6670e-011 9.3314e-011 9.9234e-011 1.0439e-010 1.0865e-010 1.1201e-010 1.1443e-010 1.1592e-010 1.1643e-010 1.1590e-010 1.1407e-010 1.1013e-010 1.0269e-010
           1 4.2251e-003 9.8834e-001 7.1986e-003 2.3941e-004 1.0584e-006 2.4500e-007 1.6192e-007 3.2461e-013 1.2967e-008 1.0526e-047 1.3211e-034 9.3617e-045 2.2965e-044 2.9123e-041 2.1883e-038 9.2632e-026 1.2812e-035 5.0824e-035 1.2764e-033 6.9991e-032 3.2066e-021 1.6596e-031 1.8136e-029 1.9202e-027 4.3479e-025 2.0151e-013 3.6818e-023 1.1351e-022 2.1916e-021 2.1128e-019 3.3748e-009 3.2161e-018 7.0880e-018 8.8344e-017 1.2217e-014 2.2373e-009 1.5696e-014 3.9496e-014 5.6195e-013 6.1983e-010 2.6854e-011 6.7218e-012 2.2547e-011 7.3107e-011 4.5633e-011 2.3874e-011 1.8465e-011 1.5309e-011 1.2554e-011 1.0953e-011 1.0658e-011 1.1460e-011 1.3257e-011 1.6044e-011 1.9813e-011 2.4445e-011 2.9705e-011 3.5290e-011 4.0882e-011 4.6108e-011 5.0488e-011 5.3599e-011 5.5126e-011 5.4895e-011 5.2935e-011 4.9365e-011 4.4348e-011 3.8215e-011 3.1377e-011 2.4285e-011 1.7441e-011 1.1275e-011 6.1916e-012 2.4936e-012 4.1319e-013 9.3961e-014 1.5776e-012 4.8193e-012 9.6938e-012 1.6023e-011 2.3558e-011 3.2052e-011 4.1217e-011 5.0746e-011 6.0349e-011 6.9777e-011 7.8819e-011 8.7230e-011 9.4942e-011 1.0177e-010 1.0762e-010 1.1250e-010 1.1632e-010 1.1913e-010 1.2092e-010 1.2173e-010 1.2173e-010 1.2089e-010 1.1935e-010 1.1723e-010 1.1456e-010 1.1145e-010 1.0802e-010 1.0427e-010 1.0032e-010 9.6207e-011 9.2000e-011 8.7714e-011 8.3320e-011 7.8678e-011 7.3289e-011 6.6316e-011
           2 1.3624e-004 6.8459e-003 9.8526e-001 6.4723e-003 1.2768e-003 1.8172e-006 1.0164e-006 1.2618e-006 2.5027e-007 2.4741e-046 2.5954e-032 3.7869e-042 5.6556e-041 6.6887e-039 2.1086e-036 6.0167e-024 7.3190e-034 2.0350e-033 4.1232e-032 2.3722e-030 2.0542e-019 5.4824e-029 4.7383e-030 3.8404e-027 9.1201e-025 3.8101e-013 6.3493e-023 1.4364e-022 1.8365e-021 1.0187e-019 1.1316e-009 6.9112e-019 3.4547e-019 1.3064e-019 1.2560e-015 3.6269e-010 6.3135e-015 3.8698e-014 1.1010e-012 1.9218e-009 9.5126e-011 3.9755e-011 2.0703e-010 9.1123e-010 7.5352e-010 5.4999e-010 5.7113e-010 5.9417e-010 5.6114e-010 5.0572e-010 4.5006e-010 3.9487e-010 3.4026e-010 2.8808e-010 2.3980e-010 1.9576e-010 1.5625e-010 1.2161e-010 9.2001e-011 6.7189e-011 4.6725e-011 3.0300e-011 1.7659e-011 8.5722e-012 2.8286e-012 2.1321e-013 5.3929e-013 3.6280e-012 9.2864e-012 1.7286e-011 2.7389e-011 3.9295e-011 5.2726e-011 6.7358e-011 8.2702e-011 9.8412e-011 1.1400e-010 1.2922e-010 1.4356e-010 1.5683e-010 1.6857e-010 1.7871e-010 1.8699e-010 1.9319e-010 1.9725e-010 1.9922e-010 1.9920e-010 1.9719e-010 1.9354e-010 1.8831e-010 1.8165e-010 1.7392e-010 1.6520e-010 1.5582e-010 1.4590e-010 1.3565e-010 1.2540e-010 1.1516e-010 1.0517e-010 9.5548e-011 8.6355e-011 7.7673e-011 6.9583e-011 6.2068e-011 5.5171e-011 4.8883e-011 4.3201e-011 3.8088e-011 3.3495e-011 2.9335e-011 2.5419e-011 2.1501e-011
           3 3.3053e-006 4.8287e-004 6.0536e-003 9.8818e-001 8.0042e-004 4.4099e-003 4.1414e-005 2.6096e-005 2.5922e-008 1.5752e-044 7.9979e-031 1.0090e-040 8.5996e-040 6.2224e-038 1.1429e-035 1.9711e-023 1.8514e-033 9.6938e-034 1.7340e-032 2.5067e-029 1.1142e-017 7.6974e-027 3.2323e-026 8.7894e-025 9.2376e-023 2.9773e-011 4.4267e-021 8.4407e-021 1.0485e-019 6.5492e-018 8.3442e-008 6.3077e-017 8.2339e-017 5.2674e-016 2.6613e-014 3.2552e-009 3.3504e-015 1.6636e-014 2.0445e-012 5.6151e-009 3.0677e-010 1.7210e-010 1.0722e-009 5.2056e-009 4.6448e-009 3.6581e-009 4.0218e-009 4.3478e-009 4.1944e-009 3.7911e-009 3.3130e-009 2.7842e-009 2.2293e-009 1.6872e-009 1.1925e-009 7.6833e-010 4.3210e-010 1.9341e-010 5.2302e-011 7.6777e-013 2.5659e-011 1.1030e-010 2.3596e-010 3.8365e-010 5.3629e-010 6.7952e-010 8.0109e-010 8.9234e-010 9.4843e-010 9.6727e-010 9.5139e-010 9.0398e-010 8.3148e-010 7.3997e-010 6.3522e-010 5.2490e-010 4.1509e-010 3.1195e-010 2.1950e-010 1.4141e-010 7.9714e-011 3.5666e-011 9.3320e-012 4.3219e-014 6.4428e-012 2.6630e-011 5.8376e-011 9.9213e-011 1.4676e-010 1.9856e-010 2.5231e-010 3.0614e-010 3.5809e-010 4.0684e-010 4.5104e-010 4.8969e-010 5.2271e-010 5.4921e-010 5.6936e-010 5.8335e-010 5.9118e-010 5.9325e-010 5.9023e-010 5.8222e-010 5.7000e-010 5.5399e-010 5.3483e-010 5.1286e-010 4.8820e-010 4.6033e-010 4.2670e-010 3.8303e-010
           4 2.5365e-007 7.2000e-006 1.4330e-003 9.1557e-004 9.8343e-001 6.6143e-003 6.7393e-003 8.0316e-004 2.0264e-005 2.0896e-043 7.2935e-030 8.3031e-040 4.1412e-039 1.3554e-037 3.0979e-036 6.5677e-024 2.8557e-033 6.5018e-032 4.8308e-030 9.8512e-028 2.5148e-016 1.4083e-025 3.5677e-025 6.3728e-024 4.4576e-022 1.1010e-010 1.3638e-020 1.4764e-020 7.7629e-020 6.8319e-019 1.3813e-013 8.3503e-018 1.5018e-016 4.8228e-015 1.2516e-012 2.6455e-007 2.6207e-012 9.9688e-012 2.0485e-010 2.9336e-007 1.3738e-008 4.6615e-009 2.0317e-008 7.8665e-008 5.7346e-008 3.5342e-008 3.0405e-008 2.5625e-008 1.8848e-008 1.2438e-008 7.3693e-009 3.6608e-009 1.2788e-009 1.4542e-010 1.0427e-010 9.4397e-010 2.4180e-009 4.2696e-009 6.2669e-009 8.2147e-009 9.9409e-009 1.1318e-008 1.2268e-008 1.2763e-008 1.2828e-008 1.2507e-008 1.1848e-008 1.0921e-008 9.8027e-009 8.5672e-009 7.2962e-009 6.0452e-009 4.8698e-009 3.8020e-009 2.8603e-009 2.0621e-009 1.4097e-009 9.0047e-010 5.2192e-010 2.6025e-010 9.8040e-011 1.7550e-011 9.8954e-013 3.1851e-011 9.5184e-011 1.7808e-010 2.6988e-010 3.6194e-010 4.4819e-010 5.2392e-010 5.8611e-010 6.3368e-010 6.6576e-010 6.8311e-010 6.8649e-010 6.7728e-010 6.5793e-010 6.2957e-010 5.9444e-010 5.5437e-010 5.1078e-010 4.6519e-010 4.1901e-010 3.7305e-010 3.2833e-010 2.8552e-010 2.4520e-010 2.0769e-010 1.7317e-010 1.4161e-010 1.1263e-010 8.5916e-011
           5 4.9412e-008 2.6898e-006 1.1677e-006 4.1652e-003 4.5049e-003 9.4637e-001 3.8175e-002 3.9336e-003 2.6941e-003 1.2216e-042 1.8652e-029 1.5693e-039 9.5981e-041 5.8467e-037 5.9992e-034 2.7893e-021 3.9954e-031 1.8636e-030 6.4131e-029 7.3753e-027 1.3198e-015 6.1708e-025 8.5418e-025 6.5355e-024 7.7003e-023 6.7146e-014 1.7068e-021 3.5338e-020 1.2750e-018 1.6867e-016 2.9932e-006 3.0927e-015 7.6625e-015 1.0284e-013 1.4834e-011 2.7342e-006 1.9311e-011 4.7677e-011 6.3798e-010 6.4442e-007 2.6908e-008 5.4100e-009 1.2675e-008 2.6287e-008 7.7374e-009 2.3680e-010 1.7379e-009 9.3739e-009 2.0957e-008 3.3977e-008 4.7073e-008 5.8791e-008 6.7892e-008 7.3760e-008 7.6266e-008 7.5451e-008 7.1660e-008 6.5561e-008 5.7981e-008 4.9635e-008 4.1047e-008 3.2712e-008 2.5033e-008 1.8295e-008 1.2671e-008 8.1983e-009 4.8232e-009 2.4545e-009 9.6160e-010 1.9532e-010 2.1606e-012 2.3436e-010 7.5971e-010 1.4667e-009 2.2603e-009 3.0694e-009 3.8377e-009 4.5334e-009 5.1291e-009 5.6181e-009 5.9910e-009 6.2567e-009 6.4190e-009 6.4840e-009 6.4629e-009 6.3685e-009 6.2136e-009 6.0055e-009 5.7604e-009 5.4827e-009 5.1795e-009 4.8617e-009 4.5312e-009 4.1957e-009 3.8578e-009 3.5213e-009 3.1932e-009 2.8728e-009 2.5643e-009 2.2702e-009 1.9910e-009 1.7285e-009 1.4843e-009 1.2581e-009 1.0512e-009 8.6375e-010 6.9597e-010 5.4767e-010 4.1846e-010 3.0773e-010 2.1448e-010 1.3863e-010
           6 3.2304e-009 2.8148e-007 7.7031e-006 1.5067e-005 9.9129e-003 2.7121e-002 8.7997e-001 7.8029e-002 4.2837e-004 2.0371e-041 9.6015e-028 1.1992e-037 1.0257e-036 8.1279e-035 1.8509e-032 4.2747e-020 4.7851e-030 9.7897e-030 1.3281e-028 3.3483e-027 2.3608e-017 1.6677e-026 1.4855e-024 8.1465e-023 1.1982e-020 4.4079e-009 7.0046e-019 1.5228e-018 2.0750e-017 1.3878e-015 1.8185e-005 1.4085e-014 1.9182e-014 1.2760e-013 6.7962e-012 8.5187e-007 1.0606e-012 2.9682e-012 4.3038e-010 1.2072e-006 6.6093e-008 3.6987e-008 2.2759e-007 1.0902e-006 9.5738e-007 7.3597e-007 7.8626e-007 8.2308e-007 7.6570e-007 6.6431e-007 5.5461e-007 4.4304e-007 3.3526e-007 2.3809e-007 1.5634e-007 9.2157e-008 4.6064e-008 1.7071e-008 2.8408e-009 2.7045e-010 6.0730e-009 1.7084e-008 3.0494e-008 4.4021e-008 5.6053e-008 6.5580e-008 7.2004e-008 7.5185e-008 7.5324e-008 7.2797e-008 6.8234e-008 6.2172e-008 5.5240e-008 4.7908e-008 4.0520e-008 3.3457e-008 2.6933e-008 2.1136e-008 1.6112e-008 1.1898e-008 8.4559e-009 5.7395e-009 3.6665e-009 2.1515e-009 1.1092e-009 4.5481e-010 1.0894e-010 3.7026e-013 6.7239e-011 2.5730e-010 5.2736e-010 8.4318e-010 1.1773e-009 1.5096e-009 1.8244e-009 2.1106e-009 2.3635e-009 2.5769e-009 2.7504e-009 2.8846e-009 2.9795e-009 3.0376e-009 3.0627e-009 3.0557e-009 3.0210e-009 2.9612e-009 2.8798e-009 2.7788e-009 2.6590e-009 2.5177e-009 2.3409e-009 2.1053e-009
           7 1.1777e-008 1.9205e-008 1.7703e-006 3.3254e-006 3.6376e-005 1.5377e-002 5.6572e-002 8.0910e-001 1.1362e-001 1.9799e-041 1.5688e-028 8.7331e-039 8.5737e-038 5.3067e-035 3.4907e-032 1.4839e-019 2.0971e-029 9.9395e-029 3.7447e-027 5.0528e-025 1.0534e-013 5.4090e-023 1.0993e-022 1.6413e-021 9.8273e-020 2.2185e-008 2.5961e-018 2.3955e-018 9.9427e-018 3.1501e-017 3.5274e-007 2.8343e-015 2.8602e-014 7.5323e-013 1.7011e-010 3.4746e-005 3.1509e-010 1.0630e-009 1.9296e-008 2.4979e-005 1.1322e-006 3.3313e-007 1.2501e-006 4.2701e-006 2.7098e-006 1.3505e-006 8.8021e-007 5.0761e-007 2.0500e-007 3.8669e-008 1.6124e-009 6.4857e-008 1.9715e-007 3.6732e-007 5.4765e-007 7.1429e-007 8.4907e-007 9.4158e-007 9.8938e-007 9.9446e-007 9.6007e-007 8.9280e-007 8.0118e-007 6.9437e-007 5.8165e-007 4.7027e-007 3.6529e-007 2.7101e-007 1.9020e-007 1.2424e-007 7.3566e-008 3.7394e-008 1.4374e-008 2.6332e-009 1.4073e-010 4.7954e-009 1.4543e-008 2.7525e-008 4.2089e-008 5.6908e-008 7.0848e-008 8.3172e-008 9.3308e-008 1.0089e-007 1.0578e-007 1.0805e-007 1.0789e-007 1.0550e-007 1.0129e-007 9.5543e-008 8.8600e-008 8.0875e-008 7.2627e-008 6.4193e-008 5.5799e-008 4.7663e-008 4.0009e-008 3.2921e-008 2.6514e-008 2.0846e-008 1.5929e-008 1.1766e-008 8.3342e-009 5.5863e-009 3.4716e-009 1.9264e-009 8.8286e-010 2.6992e-010 1.6699e-011 5.2370e-011 3.0038e-010 6.5975e-010
           8 1.0649e-008 1.4987e-008 6.6124e-008 9.6670e-006 1.2879e-005 4.4695e-006 1.8251e-002 8.6634e-002 7.3237e-001 1.2756e-039 4.0294e-026 4.5443e-036 2.4645e-035 1.2503e-033 1.7413e-031 2.5735e-019 2.2977e-029 1.1087e-029 1.1573e-028 1.7775e-025 7.6147e-014 5.1619e-023 2.0624e-022 5.4198e-021 5.6042e-019 1.8056e-007 2.6950e-017 5.2745e-017 6.9091e-016 4.7113e-014 6.3830e-004 5.1987e-013 8.3810e-013 7.5801e-012 7.3730e-010 1.2148e-004 6.2234e-010 8.9476e-010 5.2964e-009 1.6017e-006 3.3525e-008 8.3975e-009 2.9190e-007 2.3980e-006 2.9668e-006 3.1180e-006 4.2352e-006 5.3840e-006 5.9469e-006 6.0635e-006 5.9320e-006 5.5756e-006 5.0243e-006 4.3441e-006 3.6036e-006 2.8557e-006 2.1478e-006 1.5202e-006 9.9885e-007 5.9340e-007 3.0157e-007 1.1518e-007 2.0719e-008 1.2208e-009 3.8340e-008 1.1433e-007 2.1306e-007 3.2049e-007 4.2534e-007 5.1878e-007 5.9548e-007 6.5168e-007 6.8673e-007 7.0083e-007 6.9435e-007 6.7039e-007 6.3148e-007 5.8179e-007 5.2389e-007 4.6152e-007 3.9709e-007 3.3359e-007 2.7287e-007 2.1650e-007 1.6585e-007 1.2179e-007 8.4817e-008 5.4983e-008 3.2177e-008 1.5940e-008 5.6968e-009 7.5005e-010 3.1718e-010 3.5910e-009 9.7645e-009 1.8055e-008 2.7761e-008 3.8211e-008 4.8856e-008 5.9233e-008 6.8935e-008 7.7667e-008 8.5242e-008 9.1460e-008 9.6273e-008 9.9637e-008 1.0159e-007 1.0214e-007 1.0130e-007 9.8954e-008 9.4511e-008 8.6956e-008
           9 8.7318e-010 3.5540e-009 7.3377e-009 2.5628e-007 1.3854e-005 7.4716e-005 1.4524e-004 2.1230e-002 1.2186e-001 2.9659e-039 1.6525e-025 2.1310e-035 2.0343e-034 1.7570e-032 4.4457e-030 1.1450e-017 1.3551e-027 3.6670e-027 8.3117e-026 6.7952e-024 9.9333e-013 4.2154e-022 4.3353e-022 2.2165e-021 4.3108e-021 5.9339e-009 3.0015e-018 2.4796e-017 6.9504e-016 8.0917e-014 1.3779e-003 1.3823e-012 3.3164e-012 4.4536e-011 6.6346e-009 1.2408e-003 9.2261e-009 2.5292e-008 3.9419e-007 4.6716e-004 2.0693e-005 5.6517e-006 2.0326e-005 6.8421e-005 4.3465e-005 2.2288e-005 1.5635e-005 1.0450e-005 5.7499e-006 2.5137e-006 7.2674e-007 3.9637e-008 1.4025e-007 7.5171e-007 1.6373e-006 2.6037e-006 3.5025e-006 4.2360e-006 4.7580e-006 5.0551e-006 5.1276e-006 4.9967e-006 4.6979e-006 4.2738e-006 3.7724e-006 3.2332e-006 2.6858e-006 2.1578e-006 1.6705e-006 1.2385e-006 8.7224e-007 5.7469e-007 3.4576e-007 1.8084e-007 7.3490e-008 1.6132e-008 3.6483e-011 1.6238e-008 5.6057e-008 1.1152e-007 1.7542e-007 2.4184e-007 3.0584e-007 3.6347e-007 4.1195e-007 4.4966e-007 4.7590e-007 4.9029e-007 4.9385e-007 4.8719e-007 4.7148e-007 4.4852e-007 4.1949e-007 3.8615e-007 3.4982e-007 3.1183e-007 2.7374e-007 2.3628e-007 2.0046e-007 1.6697e-007 1.3624e-007 1.0863e-007 8.4354e-008 6.3427e-008 4.5849e-008 3.1493e-008 2.0183e-008 1.1680e-008 5.7187e-009 2.0157e-009 2.6486e-010 8.4678e-011
