   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51          52          53          54          55          56          57          58          59          60          61          62          63          64          65          66          67          68          69          70          71          72          73          74          75          76          77          78          79          80          81          82          83          84          85          86          87          88          89          90          91          92          93          94          95          96          97          98          99         100         101
           0 9.9179e-001 8.1896e-003 1.5504e-005 4.0074e-007 1.7645e-007 2.5889e-010 4.8192e-009 8.0795e-010 1.6002e-009 1.8393e-040 5.8576e-042 3.8728e-040 2.9482e-038 1.4506e-027 1.0065e-035 3.0042e-034 3.0327e-032 5.9297e-030 8.9689e-018 1.0494e-026 6.3777e-027 9.3464e-026 4.1005e-024 3.1252e-012 6.6303e-022 8.7613e-023 1.1089e-022 1.4955e-019 4.8313e-010 2.8944e-017 5.8075e-017 9.1530e-016 9.2244e-014 2.2935e-009 5.1439e-013 1.2427e-012 1.9318e-011 1.5990e-009 4.4395e-010 1.8774e-010 3.4282e-010 4.8946e-010 4.0787e-010 3.1162e-010 2.5036e-010 1.9629e-010 1.4378e-010 9.7573e-011 6.0575e-011 3.3179e-011 1.4833e-011 4.4045e-012 2.8570e-013 6.7434e-013 3.8222e-012 8.1691e-012 1.2449e-011 1.5791e-011 1.7699e-011 1.8003e-011 1.6811e-011 1.4412e-011 1.1263e-011 7.8677e-012 4.6918e-012 2.1433e-012 5.1912e-013 1.9019e-015 6.5450e-013 2.4236e-012 5.1628e-012 8.6546e-012 1.2641e-011 1.6833e-011 2.0959e-011 2.4766e-011 2.8022e-011 3.0551e-011 3.2250e-011 3.3061e-011 3.2961e-011 3.2021e-011 3.0311e-011 2.7936e-011 2.5060e-011 2.1816e-011 1.8370e-011 1.4879e-011 1.1500e-011 8.3699e-012 5.6147e-012 3.3342e-012 1.6062e-012 4.8878e-013 1.5812e-014 2.0097e-013 1.0381e-012 2.5011e-012 4.5434e-012 7.0820e-012 9.9486e-012 1.2756e-011
           1 7.9791e-003 9.7649e-001 1.5341e-002 1.7982e-004 7.1700e-006 6.3321e-008 3.8407e-007 4.0270e-008 2.2495e-008 2.5953e-039 1.3376e-040 1.6679e-038 4.3914e-036 1.9792e-023 2.7624e-032 8.3036e-033 9.2230e-032 9.8482e-031 5.6098e-019 1.1461e-027 4.4156e-027 1.4343e-025 1.1142e-023 1.3639e-011 3.2924e-021 1.3137e-021 5.3914e-021 7.2020e-021 8.0559e-011 9.5205e-018 4.8034e-017 1.1185e-015 1.4134e-013 3.7622e-009 9.1636e-013 2.4670e-012 4.1588e-011 3.6064e-009 1.0224e-009 4.5323e-010 8.5894e-010 1.2623e-009 1.0805e-009 8.4707e-010 6.9697e-010 5.5876e-010 4.1824e-010 2.9028e-010 1.8485e-010 1.0464e-010 4.9282e-011 1.6397e-011 1.9068e-012 8.9191e-013 8.4059e-012 1.9944e-011 3.1797e-011 4.1372e-011 4.7168e-011 4.8633e-011 4.6014e-011 4.0067e-011 3.2003e-011 2.3144e-011 1.4681e-011 7.6310e-012 2.6908e-012 2.5047e-013 3.9189e-013 2.9206e-012 7.4280e-012 1.3365e-011 2.0119e-011 2.7057e-011 3.3607e-011 3.9290e-011 4.3706e-011 4.6600e-011 4.7876e-011 4.7539e-011 4.5679e-011 4.2531e-011 3.8333e-011 3.3368e-011 2.7979e-011 2.2451e-011 1.7085e-011 1.2142e-011 7.8497e-012 4.3837e-012 1.8767e-012 4.0703e-013 8.9915e-015 6.7531e-013 2.3622e-012 4.9936e-012 8.4719e-012 1.2668e-011 1.7433e-011 2.2551e-011 2.7649e-011 3.1941e-011
           2 2.2053e-004 1.4462e-002 9.6704e-001 1.6858e-002 1.3992e-003 1.0287e-005 6.6238e-006 9.1517e-007 1.2326e-006 1.4108e-037 2.8200e-039 1.2793e-037 6.5777e-036 1.4102e-024 4.9112e-033 5.9973e-032 4.7611e-030 7.8039e-028 1.0459e-015 1.2042e-024 6.6513e-025 9.3851e-024 4.3758e-022 4.0463e-010 9.2852e-020 3.1556e-020 1.5307e-019 2.0825e-018 5.7341e-010 6.7218e-018 1.6785e-017 7.7997e-016 1.0186e-013 2.5912e-009 5.7154e-013 1.2215e-012 1.5401e-011 1.0469e-009 2.5878e-010 7.6330e-011 8.9207e-011 7.3480e-011 2.5280e-011 2.2448e-012 2.7285e-012 2.0934e-011 5.1681e-011 8.9012e-011 1.2808e-010 1.6507e-010 1.9724e-010 2.2343e-010 2.4384e-010 2.5903e-010 2.6970e-010 2.7665e-010 2.8090e-010 2.8377e-010 2.8610e-010 2.8823e-010 2.9031e-010 2.9187e-010 2.9285e-010 2.9323e-010 2.9235e-010 2.9000e-010 2.8561e-010 2.7881e-010 2.6884e-010 2.5572e-010 2.3961e-010 2.2062e-010 1.9913e-010 1.7560e-010 1.5075e-010 1.2538e-010 1.0024e-010 7.6262e-011 5.4368e-011 3.5354e-011 1.9916e-011 8.6421e-012 1.9315e-012 2.9883e-014 3.0095e-012 1.0777e-011 2.3085e-011 3.9539e-011 5.9633e-011 8.2759e-011 1.0827e-010 1.3551e-010 1.6371e-010 1.9226e-010 2.2047e-010 2.4763e-010 2.7336e-010 2.9688e-010 3.1763e-010 3.3450e-010 3.4520e-010 3.4468e-010
           3 6.4281e-006 8.3106e-004 1.5235e-002 9.7114e-001 7.9063e-003 4.7762e-003 4.6644e-005 4.8260e-005 4.1486e-006 4.7103e-037 1.6127e-039 1.2126e-037 2.5827e-034 3.0180e-021 4.5491e-030 3.3107e-030 1.0903e-028 1.0359e-026 9.5121e-015 1.0369e-023 3.8129e-024 3.4283e-023 8.6618e-022 3.4231e-010 5.7637e-020 4.4552e-022 4.7274e-019 7.1775e-017 1.4838e-007 7.7025e-015 1.0935e-014 1.3410e-013 1.1071e-011 2.5634e-007 5.2278e-011 1.0945e-010 1.5005e-009 1.1435e-007 3.0492e-008 1.1646e-008 1.9333e-008 2.5252e-008 1.9018e-008 1.2824e-008 8.8141e-009 5.6207e-009 3.0487e-009 1.2548e-009 2.6492e-010 3.4823e-012 3.4954e-010 1.1522e-009 2.2499e-009 3.4848e-009 4.7101e-009 5.7982e-009 6.6536e-009 7.2276e-009 7.5001e-009 7.4735e-009 7.1745e-009 6.6374e-009 5.9241e-009 5.1034e-009 4.2319e-009 3.3688e-009 2.5579e-009 1.8351e-009 1.2220e-009 7.3497e-010 3.7774e-010 1.4506e-010 2.5271e-011 2.3572e-012 5.7514e-011 1.7100e-010 3.2339e-010 4.9646e-010 6.7456e-010 8.4471e-010 9.9631e-010 1.1229e-009 1.2197e-009 1.2841e-009 1.3172e-009 1.3196e-009 1.2942e-009 1.2448e-009 1.1755e-009 1.0907e-009 9.9517e-010 8.9307e-010 7.8786e-010 6.8326e-010 5.8181e-010 4.8563e-010 3.9684e-010 3.1629e-010 2.4490e-010 1.8291e-010 1.3030e-010 8.6901e-011
           4 5.6970e-007 1.8970e-005 2.3219e-003 6.6762e-003 9.8359e-001 3.2748e-004 6.2419e-003 7.5503e-004 1.3812e-005 1.6114e-036 1.7702e-037 2.9347e-035 9.2514e-033 4.9259e-020 6.9993e-029 2.7676e-029 5.2175e-028 2.6734e-026 1.1975e-014 1.1327e-023 6.3813e-025 7.3220e-024 3.5325e-021 9.0924e-009 2.5630e-018 2.4188e-018 3.4126e-017 1.8657e-015 2.5183e-006 1.1164e-013 1.0360e-013 8.8865e-013 5.2508e-011 1.0599e-006 1.7611e-010 2.5260e-010 2.2122e-009 1.1325e-007 2.3701e-008 3.8589e-009 1.3301e-009 7.0286e-011 3.5885e-009 1.1220e-008 2.2609e-008 3.6524e-008 5.0603e-008 6.3215e-008 7.3457e-008 8.0545e-008 8.3973e-008 8.3782e-008 8.0431e-008 7.4453e-008 6.6453e-008 5.7135e-008 4.7259e-008 3.7569e-008 2.8596e-008 2.0689e-008 1.4062e-008 8.7941e-009 4.8887e-009 2.2471e-009 7.0100e-010 5.3943e-011 9.7785e-011 6.3374e-010 1.4813e-009 2.4855e-009 3.5247e-009 4.5072e-009 5.3707e-009 6.0747e-009 6.6029e-009 6.9545e-009 7.1337e-009 7.1576e-009 7.0507e-009 6.8365e-009 6.5355e-009 6.1753e-009 5.7731e-009 5.3438e-009 4.9063e-009 4.4682e-009 4.0390e-009 3.6254e-009 3.2326e-009 2.8631e-009 2.5202e-009 2.2046e-009 1.9153e-009 1.6530e-009 1.4159e-009 1.2025e-009 1.0123e-009 8.4290e-010 6.9295e-010 5.6039e-010 4.4288e-010 3.3774e-010
           5 1.6998e-007 3.4647e-006 3.8625e-005 4.9931e-003 1.4777e-004 9.8813e-001 4.7221e-004 4.2122e-003 1.8834e-003 2.1556e-034 4.5507e-036 2.6200e-034 3.0792e-032 5.2580e-020 6.5196e-029 9.3691e-031 2.4346e-028 9.6449e-026 1.7611e-013 2.0997e-022 1.4368e-022 2.4377e-021 1.3845e-019 1.5473e-007 3.7318e-017 1.7372e-017 1.3246e-016 3.8897e-015 3.2479e-006 1.1275e-013 3.7747e-014 3.8157e-014 2.4002e-012 1.7022e-007 8.5289e-011 4.2528e-010 1.0015e-008 1.0220e-006 3.1020e-007 1.5921e-007 3.3745e-007 5.4152e-007 5.0466e-007 4.3214e-007 3.8945e-007 3.4409e-007 2.8733e-007 2.2712e-007 1.7038e-007 1.2036e-007 7.8843e-008 4.6766e-008 2.3997e-008 9.5545e-009 2.0630e-009 2.4376e-012 1.8376e-009 6.1567e-009 1.1782e-008 1.7797e-008 2.3540e-008 2.8532e-008 3.2524e-008 3.5450e-008 3.7294e-008 3.8167e-008 3.8174e-008 3.7462e-008 3.6107e-008 3.4270e-008 3.2093e-008 2.9679e-008 2.7116e-008 2.4475e-008 2.1825e-008 1.9222e-008 1.6692e-008 1.4276e-008 1.2011e-008 9.9190e-009 8.0128e-009 6.3124e-009 4.8212e-009 3.5411e-009 2.4741e-009 1.6128e-009 9.4939e-010 4.7268e-010 1.6872e-010 2.1062e-011 1.1700e-011 1.2136e-010 3.3023e-010 6.1865e-010 9.6724e-010 1.3571e-009 1.7716e-009 2.1931e-009 2.6055e-009 2.9884e-009 3.3087e-009 3.5009e-009
           6 4.3637e-011 8.7781e-007 3.0772e-006 1.4166e-004 6.2171e-003 5.7615e-004 9.8780e-001 5.6111e-004 1.6121e-003 1.8604e-034 1.0655e-035 1.5828e-033 5.1185e-031 2.9081e-018 4.1625e-027 1.8225e-027 3.9760e-026 2.5883e-024 1.7097e-012 1.7682e-021 4.2200e-022 2.0877e-021 1.3758e-020 2.2921e-009 1.8189e-018 9.8800e-018 2.4497e-016 1.8139e-014 2.8354e-005 1.3302e-012 1.4446e-012 1.4192e-011 9.5415e-010 2.0324e-005 3.6654e-009 6.1608e-009 6.6299e-008 4.1600e-006 9.9551e-007 2.7601e-007 3.1312e-007 2.5894e-007 9.5564e-008 1.3661e-008 2.2579e-009 3.8092e-008 1.0464e-007 1.8494e-007 2.6558e-007 3.3640e-007 3.9048e-007 4.2493e-007 4.4023e-007 4.3808e-007 4.2090e-007 3.9176e-007 3.5423e-007 3.1222e-007 2.6862e-007 2.2550e-007 1.8449e-007 1.4652e-007 1.1260e-007 8.3326e-008 5.8787e-008 3.9002e-008 2.3722e-008 1.2621e-008 5.2728e-009 1.2358e-009 2.0446e-014 1.0417e-009 3.8446e-009 7.9094e-009 1.2774e-008 1.8027e-008 2.3295e-008 2.8265e-008 3.2710e-008 3.6455e-008 3.9369e-008 4.1425e-008 4.2601e-008 4.2912e-008 4.2461e-008 4.1306e-008 3.9557e-008 3.7323e-008 3.4726e-008 3.1872e-008 2.8878e-008 2.5838e-008 2.2823e-008 1.9913e-008 1.7151e-008 1.4574e-008 1.2219e-008 1.0090e-008 8.1966e-009 6.5298e-009 5.0720e-009 3.7970e-009
           7 2.9335e-010 4.8896e-008 4.1023e-006 4.1542e-007 7.1993e-004 4.2057e-003 6.9454e-004 9.9034e-001 3.4230e-004 3.8352e-035 4.1934e-037 2.1402e-034 1.9071e-032 6.1924e-020 1.4042e-028 8.5406e-028 6.5628e-026 1.0419e-023 1.3381e-011 1.5296e-020 7.9991e-021 1.0823e-019 4.9951e-018 4.7597e-006 1.1072e-015 4.2804e-016 2.7328e-015 6.7434e-014 4.9727e-005 1.6254e-012 4.2442e-013 1.7062e-013 6.2284e-011 3.1667e-006 1.2865e-009 5.3455e-009 1.1220e-007 1.0739e-005 3.1671e-006 1.5234e-006 3.0686e-006 4.7373e-006 4.2674e-006 3.5485e-006 3.1281e-006 2.7258e-006 2.2647e-006 1.7983e-006 1.3700e-006 9.9513e-007 6.8080e-007 4.3093e-007 2.4453e-007 1.1620e-007 3.8695e-008 3.9949e-009 3.4204e-009 2.8099e-008 6.9658e-008 1.2058e-007 1.7444e-007 2.2567e-007 2.7022e-007 3.0567e-007 3.3031e-007 3.4397e-007 3.4694e-007 3.4033e-007 3.2504e-007 3.0304e-007 2.7635e-007 2.4665e-007 2.1555e-007 1.8436e-007 1.5427e-007 1.2614e-007 1.0050e-007 7.7782e-008 5.8230e-008 4.1870e-008 2.8594e-008 1.8240e-008 1.0533e-008 5.1770e-009 1.8606e-009 2.6270e-010 7.7337e-011 1.0153e-009 2.8106e-009 5.2245e-009 8.0479e-009 1.1103e-008 1.4236e-008 1.7328e-008 2.0276e-008 2.2996e-008 2.5443e-008 2.7551e-008 2.9281e-008 3.0551e-008 3.1179e-008 3.0754e-008
           8 9.4541e-009 2.2658e-009 6.6460e-007 1.2608e-006 3.7883e-007 1.8418e-003 1.3059e-003 2.4931e-004 9.8165e-001 1.1098e-031 1.8452e-034 7.6609e-033 4.6134e-030 1.1294e-017 1.4115e-026 1.3568e-028 4.0753e-026 7.2725e-024 4.1917e-012 3.8704e-021 2.9739e-025 3.4555e-020 6.7892e-018 1.3144e-005 3.5024e-015 2.4945e-015 2.6689e-014 1.1057e-012 1.2358e-003 5.0369e-011 3.5968e-011 2.4105e-010 1.1308e-008 2.0855e-004 3.0503e-008 3.5382e-008 2.4858e-007 1.0620e-005 1.9923e-006 2.1003e-007 1.0926e-008 1.4865e-007 6.7177e-007 1.3286e-006 2.0889e-006 2.8152e-006 3.3535e-006 3.6664e-006 3.7785e-006 3.7183e-006 3.5201e-006 3.2285e-006 2.8861e-006 2.5221e-006 2.1553e-006 1.8001e-006 1.4677e-006 1.1671e-006 9.0197e-007 6.7311e-007 4.8047e-007 3.2294e-007 1.9986e-007 1.0936e-007 4.8410e-008 1.3475e-008 3.8468e-010 4.7196e-009 2.1975e-008 4.7746e-008 7.8073e-008 1.0955e-007 1.3947e-007 1.6577e-007 1.8717e-007 2.0301e-007 2.1299e-007 2.1732e-007 2.1664e-007 2.1168e-007 2.0313e-007 1.9199e-007 1.7894e-007 1.6462e-007 1.4976e-007 1.3472e-007 1.1991e-007 1.0563e-007 9.2085e-008 7.9420e-008 6.7757e-008 5.7135e-008 4.7544e-008 3.8997e-008 3.1447e-008 2.4847e-008 1.9169e-008 1.4342e-008 1.0317e-008 7.0368e-009 4.4481e-009 2.5090e-009
           9 3.7081e-009 3.4418e-010 2.0687e-008 3.6075e-006 5.2003e-006 1.1774e-004 2.6733e-003 8.8084e-007 1.0887e-002 3.2247e-033 9.2800e-032 1.0003e-029 1.0655e-027 1.0200e-015 1.1521e-024 8.2533e-027 5.1546e-024 4.6115e-022 2.0104e-010 1.8363e-019 4.8353e-021 1.1743e-019 1.9029e-017 2.0430e-005 4.5485e-015 8.0142e-016 2.6262e-018 2.9746e-013 9.2556e-004 5.2169e-011 8.0150e-011 9.2343e-010 6.7152e-008 1.4611e-003 2.7053e-007 4.7588e-007 5.4539e-006 3.6531e-004 9.1201e-005 2.9356e-005 4.1414e-005 4.6590e-005 2.9845e-005 1.6737e-005 9.3647e-006 4.6985e-006 1.8568e-006 4.3766e-007 4.8133e-009 1.7685e-007 6.6740e-007 1.2763e-006 1.8768e-006 2.3953e-006 2.7923e-006 3.0517e-006 3.1754e-006 3.1811e-006 3.0885e-006 2.9170e-006 2.6868e-006 2.4136e-006 2.1180e-006 1.8182e-006 1.5259e-006 1.2525e-006 1.0040e-006 7.8485e-007 5.9560e-007 4.3733e-007 3.0890e-007 2.0781e-007 1.3101e-007 7.5269e-008 3.7325e-008 1.4034e-008 2.4976e-009 1.5272e-010 4.7263e-009 1.4268e-008 2.7115e-008 4.1912e-008 5.7534e-008 7.3046e-008 8.7807e-008 1.0123e-007 1.1292e-007 1.2261e-007 1.3017e-007 1.3551e-007 1.3872e-007 1.3990e-007 1.3915e-007 1.3672e-007 1.3278e-007 1.2751e-007 1.2124e-007 1.1407e-007 1.0621e-007 9.7694e-008 8.8362e-008 7.7671e-008
