   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34
          10 1.0384e-009 2.4730e-009 1.0463e-009 2.5330e-008 4.5680e-007 3.7474e-007 1.6836e-005 1.2400e-003 2.4154e-002 2.0075e-001 4.7653e-001 2.7975e-001 1.7542e-002 2.7400e-005 3.6001e-008 3.9854e-007 7.9911e-008 1.2690e-007 7.6164e-010 1.8474e-008 6.4937e-009 2.9028e-009 2.2429e-010 3.1907e-009 2.5222e-009 2.5272e-011 5.6854e-010 6.7792e-010 2.4380e-010 2.6640e-011 6.7602e-013 8.7220e-012 1.0187e-011 7.7526e-012 4.8777e-012
          11 2.1848e-010 9.6763e-013 5.3123e-009 5.7325e-009 7.8349e-008 6.2698e-007 2.2588e-008 5.4982e-005 2.2687e-003 3.3292e-002 2.1898e-001 4.0652e-001 3.1570e-001 2.3144e-002 4.0090e-005 1.2978e-008 4.2609e-007 1.1529e-007 1.4969e-007 5.4491e-010 2.6367e-008 9.9304e-009 1.1204e-009 1.3109e-010 2.5022e-009 2.7870e-009 3.6099e-010 7.9613e-011 3.5041e-010 2.9318e-010 1.5113e-010 6.6714e-011 3.0110e-011 1.4469e-011 7.1477e-012
          12 1.5637e-009 1.6646e-009 2.6374e-009 5.4746e-009 1.9118e-008 2.0092e-007 9.6960e-007 3.6241e-007 1.4730e-004 3.9079e-003 4.4181e-002 2.3275e-001 3.3813e-001 3.5096e-001 2.9867e-002 5.2991e-005 3.0940e-007 4.1060e-007 1.9453e-007 1.2920e-007 1.6819e-008 3.0083e-008 7.7675e-009 1.6102e-010 6.6407e-010 2.0676e-009 1.2913e-009 2.4813e-010 4.2995e-012 9.5804e-012 1.3673e-011 8.6819e-012 4.6463e-012 2.4398e-012 1.2640e-012
          13 1.5901e-010 7.9543e-010 1.4571e-009 8.4466e-011 1.2817e-008 7.2450e-008 3.6708e-007 8.7050e-007 3.7075e-006 3.3846e-004 6.3628e-003 5.6593e-002 2.4101e-001 2.7303e-001 3.8484e-001 3.7752e-002 6.1441e-005 1.4807e-006 4.4354e-007 1.5194e-007 2.8800e-007 3.4953e-009 4.0306e-008 4.3610e-008 1.3219e-009 6.3734e-010 2.9005e-010 3.3944e-009 4.1937e-009 2.6414e-009 1.2452e-009 5.4212e-010 2.4763e-010 1.2087e-010 6.0437e-011
          14 5.0824e-010 8.1113e-014 2.1895e-009 7.3938e-010 7.1694e-010 2.6046e-008 1.2432e-007 5.7671e-007 3.6641e-007 1.8208e-005 7.0945e-004 9.8513e-003 7.0093e-002 2.4298e-001 2.1291e-001 4.1661e-001 4.6763e-002 6.0006e-005 4.4212e-006 3.3143e-007 1.7572e-007 3.5277e-007 1.2169e-008 4.3913e-008 5.9965e-008 9.1211e-009 1.7066e-011 6.1348e-011 1.2784e-009 2.4042e-009 2.1671e-009 1.4153e-009 8.2670e-010 4.6666e-010 2.5354e-010
          15 8.2370e-010 6.4576e-011 1.6220e-011 1.6871e-011 5.5988e-010 2.9322e-009 8.7449e-008 2.7861e-007 7.6312e-007 4.4338e-009 5.9094e-005 1.3804e-003 1.4589e-002 8.3970e-002 2.3807e-001 1.5931e-001 4.4583e-001 5.6726e-002 4.2872e-005 1.0656e-005 1.1717e-007 3.0522e-007 2.0773e-007 9.1278e-008 6.7868e-008 3.1676e-008 1.2111e-008 7.1146e-009 5.6260e-009 4.1585e-009 2.6197e-009 1.4737e-009 8.0581e-010 4.4074e-010 2.3571e-010
          16 7.6327e-011 6.0565e-013 8.5352e-010 3.0908e-010 2.7316e-013 1.3942e-010 2.2491e-008 1.6840e-007 5.3436e-007 6.8000e-007 1.1955e-006 1.5561e-004 2.5035e-003 2.0717e-002 9.7301e-002 2.2623e-001 1.1343e-001 4.7232e-001 6.7312e-002 1.1738e-005 2.3548e-005 1.0306e-012 3.1651e-007 2.5452e-007 7.2639e-008 9.3093e-008 7.9617e-008 3.3035e-008 1.0338e-008 3.7794e-009 1.8130e-009 9.7997e-010 5.4751e-010 3.0714e-010 1.6721e-010
          17 1.9776e-010 4.8008e-011 6.5398e-011 4.3029e-011 7.9751e-010 3.9868e-010 1.9536e-010 5.1587e-008 2.7351e-007 6.5702e-007 3.1036e-007 9.7876e-006 3.6365e-004 4.2568e-003 2.8204e-002 1.0896e-001 2.0789e-001 7.6091e-002 4.9638e-001 7.7773e-002 7.1231e-006 4.3656e-005 6.9221e-007 2.4178e-007 6.0953e-007 4.9537e-008 1.7929e-008 6.5830e-008 7.9918e-008 5.2113e-008 2.6277e-008 1.2405e-008 6.0727e-009 3.1129e-009 1.6052e-009
          18 5.2777e-010 7.0059e-012 5.6747e-010 2.4880e-010 3.1648e-010 4.8733e-010 1.8187e-014 6.4959e-009 1.0376e-007 5.1031e-007 6.8770e-007 1.6880e-008 3.9326e-005 7.8003e-004 6.8801e-003 3.6870e-002 1.1773e-001 1.8398e-001 4.7676e-002 5.1883e-001 8.7030e-002 1.4519e-004 5.5321e-005 5.7201e-006 1.1367e-008 8.7503e-007 3.0614e-007 5.5996e-008 3.1118e-008 2.8139e-008 2.0440e-008 1.2197e-008 6.8189e-009 3.7626e-009 2.0199e-009
          19 2.7600e-010 4.5150e-011 1.1548e-009 5.5008e-010 9.5510e-011 3.2540e-011 1.6734e-009 2.2905e-009 3.8827e-008 2.5105e-007 7.2022e-007 5.3486e-007 2.0622e-006 1.1683e-004 1.5256e-003 1.0545e-002 4.6191e-002 1.2239e-001 1.5590e-001 2.7745e-002 5.4034e-001 9.4551e-002 5.9296e-004 4.7743e-005 1.4388e-005 1.2121e-006 8.2711e-008 2.1894e-007 1.6382e-007 1.1815e-007 7.7444e-008 4.5135e-008 2.5193e-008 1.3933e-008 7.4960e-009
          20 8.8822e-012 1.7254e-010 3.6633e-010 1.8229e-010 5.5791e-010 8.5149e-011 2.4315e-009 3.8955e-009 1.8155e-008 8.2682e-008 4.5794e-007 8.3800e-007 8.5832e-008 1.3360e-005 2.9941e-004 2.7858e-003 1.5383e-002 5.5471e-002 1.2191e-001 1.2604e-001 1.4676e-002 5.6207e-001 9.9546e-002 1.7798e-003 2.2483e-005 2.6652e-005 6.2472e-006 2.5220e-007 1.3219e-008 4.0585e-008 3.3506e-008 2.2105e-008 1.3431e-008 7.8378e-009 4.3517e-009
          21 8.6477e-011 1.7144e-010 2.7995e-011 4.1920e-012 2.9689e-010 1.0839e-010 3.3411e-010 3.0022e-009 8.4226e-009 3.3204e-008 1.9147e-007 6.2904e-007 6.6997e-007 6.2316e-007 5.2151e-005 6.7786e-004 4.7536e-003 2.1239e-002 6.3534e-002 1.1542e-001 9.7257e-002 6.8222e-003 5.8729e-001 9.8557e-002 4.3028e-003 4.7052e-006 2.7316e-005 1.7099e-005 4.2697e-006 8.7913e-007 2.1248e-007 6.5542e-008 2.5198e-008 1.1243e-008 5.3600e-009
          22 2.4571e-010 6.4167e-011 5.7146e-010 1.5096e-010 4.7370e-012 5.3226e-012 2.2947e-010 5.1092e-010 2.8629e-009 2.3248e-008 8.0816e-008 3.4906e-007 7.1795e-007 1.6252e-007 7.0734e-006 1.5668e-004 1.3954e-003 7.6499e-003 2.7842e-002 6.9072e-002 1.0376e-001 7.0449e-002 3.0882e-003 6.1720e-001 9.0283e-002 8.8411e-003 2.4485e-004 3.4884e-006 1.9027e-005 1.1269e-005 4.9401e-006 2.1542e-006 1.0149e-006 5.1063e-007 2.6086e-007
          23 2.5282e-010 1.6864e-012 9.2380e-010 2.0072e-010 8.7664e-011 3.1894e-011 7.1140e-010 4.1404e-011 6.8053e-010 1.6861e-008 5.0998e-008 1.9467e-007 5.2291e-007 6.3835e-007 3.0439e-007 3.4014e-005 4.0291e-004 2.6407e-003 1.1475e-002 3.4493e-002 7.0628e-002 8.8173e-002 4.7061e-002 1.7014e-003 6.5464e-001 7.1742e-002 1.5357e-002 1.4775e-003 8.7598e-005 1.8867e-007 2.5219e-006 2.7918e-006 1.8723e-006 1.1117e-006 6.1738e-007
          24 1.4667e-010 1.8002e-011 7.0593e-010 1.0760e-010 1.6670e-010 7.3055e-011 3.1924e-010 2.8032e-010 1.7103e-010 8.4206e-009 3.9181e-008 1.2399e-007 3.5253e-007 6.4188e-007 1.2001e-007 5.9347e-006 1.1550e-004 9.0750e-004 4.6010e-003 1.6106e-002 4.0070e-002 6.7990e-002 6.9199e-002 2.8746e-002 1.9378e-003 6.9879e-001 4.4007e-002 2.1484e-002 4.7474e-003 9.6764e-004 2.1506e-004 5.8216e-005 1.9969e-005 8.2296e-006 3.7349e-006
          25 4.6998e-011 5.4705e-011 3.0854e-010 2.4097e-011 1.0589e-010 4.7033e-011 3.0136e-012 1.3138e-010 1.0441e-010 2.5730e-009 2.6055e-008 8.2583e-008 2.3770e-007 4.6303e-007 3.9938e-007 5.4254e-007 3.1925e-005 3.2137e-004 1.8562e-003 7.3375e-003 2.1064e-002 4.3035e-002 6.0044e-002 4.9908e-002 1.5469e-002 4.4673e-003 7.4540e-001 1.3961e-002 2.1101e-002 8.7030e-003 3.2303e-003 1.2670e-003 5.5730e-004 2.6881e-004 1.3399e-004
          26 4.0634e-012 6.8350e-011 6.4947e-011 2.2283e-013 2.8024e-011 1.0541e-011 1.2714e-010 4.9301e-013 1.2453e-010 4.4896e-010 1.3518e-008 5.1782e-008 1.5780e-007 3.1846e-007 4.3235e-007 1.2300e-009 8.2754e-006 1.1742e-004 7.7386e-004 3.3840e-003 1.0783e-002 2.5260e-002 4.2084e-002 4.8074e-002 3.1793e-002 7.0449e-003 1.3072e-002 7.7885e-001 1.3402e-004 1.0018e-002 7.6816e-003 4.1061e-003 2.1099e-003 1.1052e-003 5.7587e-004
          27 2.2949e-012 5.8511e-011 4.3004e-013 4.3055e-012 5.6041e-013 7.4763e-015 3.1338e-010 6.7668e-011 1.4418e-010 3.9172e-011 5.6888e-009 3.0087e-008 1.0204e-007 2.2805e-007 3.6450e-007 1.1290e-007 1.9743e-006 4.4152e-005 3.3800e-004 1.6258e-003 5.5938e-003 1.4440e-002 2.7304e-002 3.7139e-002 3.4101e-002 1.7529e-002 2.5654e-003 3.7498e-002 7.6304e-001 2.8541e-002 3.1516e-005 7.7167e-004 8.9453e-004 6.3704e-004 3.8275e-004
          28 1.2126e-011 3.8325e-011 1.4498e-011 8.5498e-012 4.5221e-012 4.5981e-012 3.2946e-010 1.5725e-010 1.2817e-010 2.1997e-012 2.0264e-009 1.5946e-008 6.1432e-008 1.5818e-007 2.7040e-007 1.6983e-007 4.0000e-007 1.6534e-005 1.4854e-004 7.8203e-004 2.8562e-003 7.8834e-003 1.6279e-002 2.4799e-002 2.6959e-002 1.9668e-002 7.5238e-003 4.1991e-004 9.9152e-002 6.6514e-001 8.4628e-002 1.5276e-002 3.8674e-003 1.2667e-003 4.9106e-004
          29 1.7012e-011 2.1772e-011 3.1502e-011 7.7348e-012 1.0802e-011 8.4163e-012 2.4252e-010 1.6899e-010 9.3346e-011 1.5858e-012 7.1451e-010 8.3220e-009 3.5960e-008 1.0529e-007 1.8753e-007 1.5473e-007 6.6771e-008 6.5754e-006 6.8581e-005 3.8972e-004 1.4916e-003 4.3125e-003 9.4227e-003 1.5448e-002 1.8623e-002 1.5904e-002 8.7555e-003 2.1826e-003 2.5119e-005 2.0786e-001 4.9116e-001 1.0503e-001 3.5983e-002 1.5169e-002 6.9983e-003
          30 1.2898e-011 9.9532e-012 2.7102e-011 4.4074e-012 9.3179e-012 6.7334e-012 1.2796e-010 1.1029e-010 5.0865e-011 2.8416e-012 2.4163e-010 3.7790e-009 1.7680e-008 5.6421e-008 1.0347e-007 9.6517e-008 7.6096e-009 2.4692e-006 2.8843e-005 1.7282e-004 6.8327e-004 2.0344e-003 4.5929e-003 7.8603e-003 1.0046e-002 9.3341e-003 5.9024e-003 2.2784e-003 1.6631e-004 7.7460e-005 3.5504e-001 3.8399e-001 5.6947e-002 2.7057e-002 1.3335e-002
          31 1.3452e-012 8.5743e-013 2.9241e-012 4.0849e-013 9.9971e-013 7.0693e-013 1.1619e-011 1.0851e-011 4.7154e-012 4.2015e-013 1.8653e-011 3.2912e-010 1.5888e-009 5.2402e-009 9.7312e-009 9.4533e-009 2.4328e-010 1.9879e-007 2.4369e-006 1.4916e-005 5.9752e-005 1.7995e-004 4.1120e-004 7.1492e-004 9.3310e-004 8.9365e-004 5.9163e-004 2.5337e-004 3.4372e-005 1.1408e-006 3.0529e-003 1.2130e-001 5.8084e-001 2.3423e-001 3.2234e-002
          32 1.2804e-012 7.8964e-013 2.7979e-012 3.8074e-013 9.5533e-013 6.7322e-013 1.0797e-011 1.0224e-011 4.3997e-012 4.2399e-013 1.6867e-011 3.0395e-010 1.4752e-009 4.8932e-009 9.1072e-009 8.9068e-009 1.7656e-010 1.8104e-007 2.2386e-006 1.3753e-005 5.5220e-005 1.6663e-004 3.8155e-004 6.6515e-004 8.7122e-004 8.3866e-004 5.5950e-004 2.4343e-004 3.5634e-005 1.1661e-006 1.8044e-003 8.8295e-002 9.9302e-002 2.6751e-001 4.8990e-001
