   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46
           0 9.7599e-001 1.1902e-011 3.9664e-010 2.3995e-002 1.4633e-008 1.3779e-008 1.0272e-005 3.8054e-009 4.3180e-008 7.5721e-007 3.0309e-009 4.0047e-009 3.0421e-012 8.9765e-009 1.1415e-008 1.8077e-009 1.6367e-009 5.9456e-009 3.6236e-009 2.2302e-010 5.7249e-010 1.2493e-009 3.6066e-010 1.4545e-010 1.7148e-009 3.3177e-009 3.2920e-009 1.9650e-009 6.4712e-010 5.8464e-011 1.9470e-011 8.3976e-011 5.8140e-011 5.3249e-012 1.5459e-011 7.6628e-011 1.1641e-010 9.4002e-011 3.5314e-011 2.5555e-013 3.0144e-011 1.2137e-010 2.3453e-010 3.2069e-010 3.4500e-010 2.9033e-010 1.4275e-010
           1 2.2692e-002 1.7287e-009 7.5501e-008 9.3128e-001 8.6252e-008 1.8843e-006 4.5862e-002 2.2265e-005 1.3795e-005 1.2326e-004 4.5691e-008 2.1715e-006 2.4029e-006 1.5705e-007 6.3066e-010 2.5083e-012 1.6466e-008 2.8402e-008 9.6394e-009 5.0595e-010 1.4910e-008 2.7074e-008 2.3118e-008 1.1392e-008 2.9899e-009 2.2163e-010 2.4510e-011 4.4019e-011 8.0464e-012 2.3866e-010 6.2677e-010 8.1184e-010 6.5549e-010 3.2672e-010 7.0769e-011 1.0438e-012 7.3337e-011 1.8039e-010 2.4333e-010 2.4242e-010 1.9861e-010 1.4158e-010 9.2012e-011 5.6684e-011 3.4204e-011 1.9739e-011 8.0050e-012
           2 1.2143e-003 4.9793e-008 7.1548e-007 4.0606e-002 8.5696e-006 1.2469e-004 8.9292e-001 9.9478e-005 5.8605e-004 5.9063e-002 3.5867e-003 1.3092e-003 4.6239e-004 1.7610e-007 1.6446e-005 5.6635e-006 3.1451e-008 1.4134e-006 7.2153e-007 1.7218e-009 2.8544e-007 4.0705e-007 1.4742e-007 5.9240e-011 8.4549e-008 1.7422e-007 1.4396e-007 5.8256e-008 6.2621e-009 2.5163e-009 1.4336e-008 1.6916e-008 9.6794e-009 2.2371e-009 1.2497e-011 1.7201e-009 3.7822e-009 4.1642e-009 3.0124e-009 1.4503e-009 3.6654e-010 2.9955e-012 1.4354e-010 4.4499e-010 6.5051e-010 6.3301e-010 3.3305e-010
           3 8.9997e-005 2.0559e-006 2.0048e-005 3.6546e-003 1.0884e-004 4.4996e-004 5.0912e-002 3.0098e-003 2.6067e-002 8.3242e-001 1.4081e-002 5.9685e-003 3.9234e-002 1.8486e-002 4.8583e-003 4.3902e-004 3.4878e-005 1.0986e-004 2.6602e-005 8.4690e-007 1.4072e-005 1.1229e-005 1.9873e-006 2.4269e-007 2.3346e-006 2.5724e-006 1.0987e-006 8.0213e-008 1.3531e-007 5.5316e-007 6.8250e-007 4.6994e-007 1.8083e-007 1.9985e-008 9.5972e-009 6.6366e-008 1.0955e-007 1.0941e-007 7.7895e-008 4.0086e-008 1.3221e-008 1.4590e-009 4.5995e-010 3.6902e-009 6.4082e-009 6.5079e-009 3.4364e-009
           4 9.2665e-006 4.4722e-005 3.2168e-004 3.8304e-004 1.3023e-003 4.0206e-003 8.8220e-003 9.7822e-003 2.0992e-002 2.9407e-002 1.0746e-001 3.2756e-001 3.9647e-001 3.3587e-002 5.2144e-003 2.8250e-002 2.0051e-002 5.3002e-003 2.5155e-004 1.8496e-004 3.4468e-004 1.1786e-004 1.2278e-006 2.5971e-005 4.3746e-005 2.3465e-005 3.4094e-006 6.2557e-007 5.2933e-006 6.8318e-006 4.2619e-006 1.2281e-006 1.8156e-008 3.7351e-007 1.0651e-006 1.3012e-006 1.0265e-006 5.5637e-007 1.8312e-007 1.6099e-008 1.3537e-008 8.0833e-008 1.4241e-007 1.6495e-007 1.4878e-007 1.0689e-007 4.7129e-008
           5 1.7002e-006 5.0540e-004 2.8075e-003 6.6656e-005 8.6280e-003 1.9539e-002 6.5468e-004 3.7006e-002 6.2305e-002 2.0031e-002 5.0868e-002 1.6850e-002 8.9391e-002 2.7483e-001 2.5975e-001 1.0416e-001 4.5441e-003 9.0631e-003 2.0793e-002 1.3489e-002 3.5651e-003 1.3236e-004 2.1459e-004 4.2225e-004 2.0973e-004 2.3999e-005 7.7074e-006 4.2556e-005 4.4557e-005 2.1383e-005 3.4480e-006 3.1005e-007 4.3708e-006 7.1028e-006 6.1087e-006 3.2728e-006 9.3808e-007 2.8847e-008 2.0734e-007 7.3096e-007 1.0761e-006 1.0904e-006 8.7101e-007 5.7670e-007 3.2387e-007 1.5291e-007 4.9419e-008
           6 2.2296e-007 4.0012e-003 1.6167e-002 9.5642e-006 3.6137e-002 5.8504e-002 4.1022e-004 7.4017e-002 7.0901e-002 2.2557e-003 5.7752e-002 1.2099e-002 5.5278e-003 1.8045e-004 5.9149e-002 2.1983e-001 2.2652e-001 1.0317e-001 1.5297e-002 1.2307e-003 1.2888e-002 1.4263e-002 7.1506e-003 1.5711e-003 1.8017e-005 2.1353e-004 3.5535e-004 2.0097e-004 4.0161e-005 4.6388e-007 2.5032e-005 4.1063e-005 3.1497e-005 1.3210e-005 1.9219e-006 2.6550e-007 3.1492e-006 5.5315e-006 5.5862e-006 3.9829e-006 2.0679e-006 7.0977e-007 9.9205e-008 7.6775e-009 1.1714e-007 1.9586e-007 1.2632e-007
           7 3.6970e-008 2.1919e-002 5.9440e-002 1.3768e-006 8.8127e-002 8.9924e-002 3.2750e-005 6.4057e-002 2.4914e-002 9.0769e-004 1.2115e-003 1.7634e-002 2.2773e-002 2.0136e-003 1.2005e-002 9.9065e-004 7.0205e-002 1.7767e-001 1.8891e-001 1.0149e-001 2.2117e-002 2.6246e-006 7.3491e-003 1.2465e-002 8.9561e-003 3.4484e-003 5.2422e-004 6.9043e-006 2.3533e-004 3.0697e-004 1.7764e-004 4.5670e-005 3.8988e-007 1.3178e-005 3.2091e-005 3.3890e-005 2.2443e-005 9.4008e-006 1.7608e-006 2.0539e-008 1.4112e-006 3.1804e-006 3.9734e-006 3.6796e-006 2.7726e-006 1.7145e-006 6.8151e-007
           8 2.5790e-008 8.3191e-002 1.2848e-001 1.9598e-006 1.0002e-001 4.1153e-002 2.2288e-006 3.4125e-003 6.7501e-003 3.1881e-003 2.5510e-002 2.3188e-002 5.2038e-003 3.3149e-002 5.4801e-003 5.0632e-003 5.8613e-003 5.4652e-003 7.3125e-002 1.5608e-001 1.5558e-001 8.6626e-002 2.3396e-002 5.5635e-004 3.8692e-003 9.5824e-003 8.9082e-003 4.7676e-003 1.4204e-003 1.1682e-004 4.7086e-005 2.2520e-004 2.4917e-004 1.4783e-004 4.6408e-005 2.7702e-006 4.9607e-006 2.0413e-005 2.8442e-005 2.5448e-005 1.6762e-005 8.2353e-006 2.7786e-006 4.4188e-007 2.0345e-009 1.8460e-007 1.9436e-007
           9 2.9618e-039 1.8583e-031 2.3018e-029 2.5271e-037 1.3182e-027 4.4156e-026 4.8411e-030 1.4187e-024 3.8127e-023 6.4585e-024 1.0338e-021 1.2424e-020 3.3297e-020 4.4451e-019 3.9087e-018 3.9280e-017 3.1756e-016 2.7047e-015 2.3879e-014 2.0747e-013 1.4854e-012 1.1524e-011 9.1329e-011 5.6123e-010 3.8392e-009 2.2822e-008 1.2323e-007 6.6210e-007 3.2634e-006 1.4389e-005 6.0189e-005 2.3091e-004 8.0011e-004 2.5412e-003 7.3088e-003 1.8724e-002 4.2385e-002 8.3804e-002 1.4177e-001 1.9887e-001 2.2036e-001 1.7769e-001 8.7686e-002 1.6568e-002 3.4775e-006 6.3028e-004 8.5801e-005
          10 1.0263e-040 3.9375e-029 2.7161e-027 2.4785e-037 1.4532e-025 4.4345e-024 5.6089e-028 1.2966e-022 3.1702e-021 5.4300e-022 7.7371e-020 8.5567e-019 2.2696e-018 2.7943e-017 2.3107e-016 2.1212e-015 1.6112e-014 1.2789e-013 1.0381e-012 8.2307e-012 5.4921e-011 3.8820e-010 2.7469e-009 1.5610e-008 9.4773e-008 5.0584e-007 2.4587e-006 1.1574e-005 4.9639e-005 1.9096e-004 6.7953e-004 2.1796e-003 6.2211e-003 1.5735e-002 3.4556e-002 6.4192e-002 9.6885e-002 1.1016e-001 7.9786e-002 1.9213e-002 8.4131e-003 1.1743e-001 2.4137e-001 1.7535e-001 2.0805e-002 5.0644e-003 6.5687e-006
