   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51          52          53          54          55          56
           0 3.9017e-001 3.1467e-001 1.7509e-001 7.7185e-002 2.8708e-002 9.6812e-003 3.1152e-003 9.7334e-004 2.9373e-004 8.4409e-005 2.2752e-005 5.7911e-006 1.5056e-006 4.6833e-007 1.8481e-007 7.4405e-008 2.0770e-008 1.8870e-009 2.0669e-010 8.1641e-010 2.3000e-010 2.3153e-011 2.8710e-010 3.0769e-010 1.1558e-010 8.9601e-012 1.8386e-012 2.0575e-012 9.8648e-013 1.1363e-011 1.5140e-011 4.6139e-012 1.1064e-012 1.8846e-011 4.1986e-011 4.6245e-011 2.8403e-011 6.9604e-012 1.9340e-013 9.6001e-012 2.2726e-011 2.7087e-011 2.0109e-011 8.4706e-012 8.1204e-013 1.2592e-012 7.9396e-012 1.5756e-011 2.0224e-011 1.9709e-011 1.5374e-011 9.6866e-012 4.8253e-012 1.7927e-012 4.4572e-013 6.5560e-014 7.5584e-015
           1 4.9185e-001 2.7658e-002 1.1794e-001 1.4443e-001 1.1471e-001 6.2384e-002 2.6038e-002 9.5101e-003 3.4418e-003 1.3106e-003 4.9697e-004 1.6651e-004 4.4830e-005 9.5896e-006 1.9437e-006 6.0289e-007 3.7491e-007 3.0474e-007 2.1133e-007 9.7812e-008 1.9120e-008 3.7378e-010 1.4526e-008 2.1757e-008 1.2142e-008 1.4979e-009 1.0324e-009 5.9415e-009 7.6228e-009 4.7252e-009 1.2459e-009 1.9535e-012 5.3484e-010 1.2019e-009 1.2070e-009 7.6079e-010 3.1624e-010 7.6495e-011 4.5872e-012 3.4687e-012 1.5921e-011 2.7162e-011 3.9504e-011 5.7051e-011 8.0286e-011 1.0404e-010 1.1886e-010 1.1638e-010 9.5208e-011 6.2563e-011 3.0309e-011 8.4109e-012 2.2714e-013 1.9962e-012 6.0965e-012 6.1619e-012 3.1955e-012
           2 1.0959e-001 5.8209e-001 1.8591e-002 7.9610e-002 6.1735e-002 5.8860e-002 4.7889e-002 2.6483e-002 1.0163e-002 3.1375e-003 1.0201e-003 4.4080e-004 2.3199e-004 1.1192e-004 3.8477e-005 6.8977e-006 1.5459e-007 2.1407e-007 1.3376e-007 1.1950e-008 2.7002e-007 4.4783e-007 3.2305e-007 1.0728e-007 4.2182e-009 1.9436e-008 6.3124e-008 7.3378e-008 4.8006e-008 1.5802e-008 4.5427e-010 4.7030e-009 1.6254e-008 2.2316e-008 1.8938e-008 1.0383e-008 2.9771e-009 5.0848e-011 1.0211e-009 3.3867e-009 5.0036e-009 5.0932e-009 4.0054e-009 2.5036e-009 1.2061e-009 3.8798e-010 4.1074e-011 1.9431e-011 1.5777e-010 3.3060e-010 4.6508e-010 5.3080e-010 5.2451e-010 4.5593e-010 3.3853e-010 1.9134e-010 7.8709e-011
           3 6.0858e-003 7.1988e-002 5.0272e-001 2.6295e-003 8.9347e-002 1.0435e-001 8.1425e-002 6.2909e-002 4.2459e-002 2.2318e-002 9.0460e-003 3.0273e-003 9.7472e-004 3.7323e-004 1.8453e-004 9.9407e-005 4.5608e-005 1.4353e-005 2.1669e-006 4.8213e-009 2.2188e-007 1.7413e-007 7.7721e-009 6.7534e-008 2.2753e-007 2.6700e-007 1.6636e-007 4.7520e-008 3.7671e-010 1.8005e-008 4.7241e-008 5.3208e-008 3.6677e-008 1.5257e-008 2.3534e-009 3.1796e-010 4.4693e-009 9.1719e-009 1.1188e-008 1.0052e-008 6.9751e-009 3.5908e-009 1.1209e-009 5.6992e-011 2.3396e-010 1.1120e-009 2.0934e-009 2.7505e-009 2.9136e-009 2.6360e-009 2.0936e-009 1.4796e-009 9.3680e-010 5.3195e-010 2.6788e-010 1.1246e-010 3.9427e-011
           4 1.0453e-003 3.5601e-004 1.7097e-001 3.9529e-001 5.7776e-002 3.5794e-002 9.2044e-002 7.9937e-002 6.1938e-002 4.7052e-002 3.0955e-002 1.6301e-002 6.8145e-003 2.3650e-003 7.7006e-004 2.9028e-004 1.4572e-004 8.6547e-005 4.7968e-005 2.0478e-005 5.4450e-006 4.4585e-007 9.9919e-008 4.3287e-007 2.8738e-007 3.3744e-008 3.5565e-008 1.9654e-007 2.8121e-007 2.1996e-007 9.9743e-008 1.7630e-008 1.0398e-009 2.3133e-008 4.7554e-008 5.4732e-008 4.4175e-008 2.5498e-008 9.0990e-009 8.3120e-010 9.4563e-010 5.9201e-009 1.1320e-008 1.4080e-008 1.3383e-008 1.0199e-008 6.2166e-009 2.8556e-009 8.0258e-010 3.7493e-011 1.3463e-010 5.8413e-010 9.9560e-010 1.1602e-009 1.0197e-009 6.3134e-010 2.7017e-010
           5 1.0212e-003 8.9994e-004 8.3768e-003 2.5602e-001 2.4242e-001 1.3762e-001 3.6183e-003 7.2165e-002 8.4019e-002 6.5346e-002 4.9249e-002 3.5843e-002 2.2932e-002 1.2176e-002 5.2747e-003 1.9092e-003 6.3317e-004 2.3095e-004 1.1020e-004 6.6843e-005 4.2480e-005 2.3520e-005 9.6827e-006 2.2626e-006 6.9350e-008 2.2228e-007 5.0246e-007 3.3705e-007 7.3016e-008 3.5000e-009 9.3529e-008 1.8727e-007 2.0078e-007 1.4527e-007 7.0376e-008 1.6870e-008 2.6521e-012 1.2483e-008 3.5639e-008 5.1738e-008 5.2323e-008 3.9624e-008 2.2020e-008 7.7353e-009 7.7987e-010 5.7655e-010 4.0174e-009 7.8759e-009 1.0207e-008 1.0531e-008 9.3143e-009 7.3313e-009 5.2428e-009 3.4288e-009 2.0107e-009 9.6338e-010 3.6461e-010
           6 7.8637e-005 2.0871e-003 3.9827e-003 3.1878e-002 3.1546e-001 1.1634e-001 1.8991e-001 5.2834e-003 3.8857e-002 7.6608e-002 6.8201e-002 5.1777e-002 3.8739e-002 2.7562e-002 1.7379e-002 9.2532e-003 4.1015e-003 1.5500e-003 5.3696e-004 1.9583e-004 8.9322e-005 5.3996e-005 3.7533e-005 2.4414e-005 1.2625e-005 4.4139e-006 7.0148e-007 3.2028e-009 2.8965e-007 4.5027e-007 3.1937e-007 1.0945e-007 3.4163e-009 3.4431e-008 1.2815e-007 1.9240e-007 1.8418e-007 1.2160e-007 5.1274e-008 8.6295e-009 7.3399e-010 1.3963e-008 3.0540e-008 3.9562e-008 3.8847e-008 3.1448e-008 2.1641e-008 1.2624e-008 5.9800e-009 2.0090e-009 2.7576e-010 3.8465e-011 5.2282e-010 1.0775e-009 1.2569e-009 9.0409e-010 4.1309e-010
           7 1.2076e-004 5.2215e-005 2.0125e-003 1.0240e-002 6.9222e-002 3.3624e-001 3.8626e-002 1.9727e-001 3.2919e-002 1.2436e-002 6.0763e-002 6.8302e-002 5.4582e-002 4.0761e-002 3.0095e-002 2.1035e-002 1.3086e-002 6.9912e-003 3.1869e-003 1.2579e-003 4.4985e-004 1.6295e-004 7.1828e-005 4.2940e-005 3.1038e-005 2.2154e-005 1.3578e-005 6.5038e-006 2.1046e-006 2.6849e-007 2.7175e-008 3.1966e-007 4.8571e-007 3.7669e-007 1.5763e-007 1.7743e-008 1.1446e-008 7.8851e-008 1.4014e-007 1.5604e-007 1.3031e-007 8.5579e-008 4.2843e-008 1.3733e-008 1.0248e-009 1.8091e-009 1.0504e-008 2.1193e-008 2.9310e-008 3.2543e-008 3.0845e-008 2.5703e-008 1.9130e-008 1.2776e-008 7.5228e-009 3.5854e-009 1.3497e-009
           8 7.7333e-008 1.2692e-004 1.3310e-004 2.2983e-003 1.7882e-002 1.0987e-001 3.3437e-001 6.1494e-003 1.7220e-001 6.5864e-002 6.4252e-004 3.9893e-002 6.2250e-002 5.5715e-002 4.2476e-002 3.1676e-002 2.3265e-002 1.5980e-002 9.8184e-003 5.2767e-003 2.4571e-003 9.9678e-004 3.6717e-004 1.3655e-004 6.0183e-005 3.4830e-005 2.4920e-005 1.8966e-005 1.3451e-005 8.0281e-006 3.6025e-006 9.6573e-007 4.7385e-008 9.7220e-008 3.4552e-007 4.2102e-007 3.1512e-007 1.5395e-007 3.7911e-008 1.6997e-011 2.4708e-008 7.6307e-008 1.2029e-007 1.3603e-007 1.2095e-007 8.6352e-008 4.8306e-008 1.9165e-008 3.6910e-009 3.0871e-011 3.1689e-009 8.1450e-009 1.1718e-008 1.2523e-008 1.0469e-008 6.3069e-009 2.6667e-009
           9 1.6374e-005 6.7670e-005 4.0813e-005 2.6583e-004 2.2629e-003 2.6272e-002 1.4859e-001 3.2064e-001 4.5157e-005 1.3466e-001 8.9919e-002 2.4112e-003 2.1457e-002 5.2209e-002 5.4797e-002 4.4034e-002 3.3118e-002 2.4681e-002 1.7871e-002 1.2084e-002 7.3696e-003 3.9668e-003 1.8735e-003 7.8503e-004 3.0170e-004 1.1466e-004 4.9362e-005 2.7623e-005 1.9988e-005 1.6088e-005 1.2384e-005 8.3198e-006 4.5818e-006 1.8857e-006 4.4663e-007 8.2371e-009 1.0289e-007 3.0825e-007 3.9379e-007 3.2803e-007 1.9005e-007 6.8510e-008 7.4330e-009 4.4319e-009 3.3917e-008 6.9169e-008 9.3154e-008 9.9853e-008 9.1177e-008 7.2957e-008 5.1690e-008 3.2417e-008 1.7879e-008 8.5768e-009 3.5324e-009 1.2151e-009 3.7426e-010
