   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46
          13 6.3270e-010 1.3406e-001 2.4622e-001 6.1930e-007 9.1924e-003 4.1910e-002 3.2629e-006 5.4169e-002 5.2613e-003 2.6949e-003 9.0482e-003 2.4394e-002 1.4882e-003 1.9950e-002 4.3737e-005 1.6235e-002 7.7207e-003 2.0877e-003 1.3574e-002 4.4679e-003 1.9469e-003 1.5027e-002 1.4787e-002 3.2668e-003 3.7264e-004 3.5542e-003 1.8303e-003 5.3820e-004 1.2703e-002 3.8716e-002 6.4354e-002 7.4893e-002 6.6596e-002 4.6491e-002 2.5003e-002 9.4061e-003 1.6841e-003 1.8505e-005 1.3514e-003 3.1950e-003 4.2836e-003 4.3633e-003 3.7342e-003 2.8013e-003 1.8785e-003 1.0990e-003 4.2919e-004
          14 1.7077e-011 2.9126e-002 2.6670e-001 1.4213e-007 1.2857e-001 5.3663e-002 2.3053e-005 1.7688e-003 4.0751e-002 1.1815e-005 2.4460e-002 1.2874e-003 1.3384e-002 3.9794e-003 1.8815e-002 2.2486e-004 1.3929e-002 1.0097e-002 3.0833e-004 1.0885e-002 7.4224e-003 3.7553e-005 8.9594e-003 1.5151e-002 7.3609e-003 2.7918e-004 1.6373e-003 3.1548e-003 5.7331e-004 1.8666e-003 1.5066e-002 3.7138e-002 5.6730e-002 6.4128e-002 5.7463e-002 4.1842e-002 2.4590e-002 1.1065e-002 3.2003e-003 2.4252e-004 2.4408e-004 1.3461e-003 2.3614e-003 2.7967e-003 2.6230e-003 1.9737e-003 9.0370e-004
          15 8.2075e-010 9.0690e-004 7.8925e-002 2.4282e-008 3.4112e-001 5.5336e-002 6.7062e-006 5.9900e-002 4.2553e-003 2.9294e-003 1.6650e-002 2.0798e-002 6.3473e-003 1.2724e-002 3.0883e-003 1.6122e-002 1.9266e-004 1.1558e-002 1.0597e-002 6.4838e-007 8.2694e-003 8.6949e-003 3.9313e-004 4.5724e-003 1.2823e-002 9.8451e-003 1.9744e-003 2.4819e-004 2.5399e-003 2.0194e-003 5.9835e-006 3.8856e-003 1.7157e-002 3.5239e-002 4.9592e-002 5.4160e-002 4.8474e-002 3.6379e-002 2.2899e-002 1.1804e-002 4.6285e-003 1.0889e-003 3.0704e-005 1.8864e-004 6.2327e-004 8.0156e-004 4.7351e-004
          16 1.3217e-009 1.8123e-004 1.1757e-003 6.0198e-008 1.2305e-001 3.8268e-001 9.0259e-005 3.2155e-002 3.9337e-002 2.7757e-004 1.4874e-002 1.1338e-002 4.9686e-003 1.5879e-002 9.5019e-003 4.8720e-003 1.4221e-002 1.0191e-004 1.0119e-002 9.8656e-003 4.5985e-005 6.3699e-003 8.6129e-003 1.1902e-003 2.1715e-003 9.9558e-003 1.0376e-002 3.7814e-003 3.3772e-005 1.3643e-003 2.4194e-003 7.5708e-004 4.0467e-004 6.3746e-003 1.8860e-002 3.2997e-002 4.2833e-002 4.5068e-002 4.0067e-002 3.0743e-002 2.0522e-002 1.1835e-002 5.7887e-003 2.2888e-003 6.6537e-004 1.1390e-004 6.9735e-006
          17 8.7030e-010 1.6224e-005 1.4033e-003 5.1202e-009 1.9705e-005 1.3736e-001 1.5937e-004 4.2085e-001 4.1134e-002 3.2486e-004 1.6609e-002 1.0969e-002 1.9663e-002 5.4834e-005 1.6039e-002 4.0468e-003 8.0438e-003 1.1444e-002 2.1316e-006 9.6861e-003 8.4473e-003 4.8707e-005 5.2599e-003 7.8726e-003 1.6379e-003 1.0893e-003 7.5895e-003 9.6671e-003 4.8419e-003 4.4318e-004 5.3552e-004 2.0397e-003 1.4586e-003 3.2168e-005 1.8133e-003 8.9926e-003 1.9837e-002 3.0202e-002 3.6315e-002 3.6692e-002 3.2249e-002 2.5096e-002 1.7522e-002 1.1015e-002 6.2437e-003 3.1118e-003 1.0744e-003
          18 2.6544e-010 7.5155e-006 5.1523e-006 1.3402e-008 4.5173e-003 4.7190e-003 3.8367e-006 1.0297e-001 4.4051e-001 2.0146e-002 7.7218e-002 1.5301e-003 1.0328e-003 3.4269e-002 3.2901e-003 1.2523e-002 7.2774e-004 1.0869e-002 7.4868e-003 3.7276e-004 9.5899e-003 6.4640e-003 9.3112e-007 4.8138e-003 6.8541e-003 1.5741e-003 6.8585e-004 5.9699e-003 8.4874e-003 5.0346e-003 8.6064e-004 1.5624e-004 1.4741e-003 1.6403e-003 3.7914e-004 3.2461e-004 3.9317e-003 1.1174e-002 1.9672e-002 2.6418e-002 2.9476e-002 2.8486e-002 2.4501e-002 1.8984e-002 1.3300e-002 8.1277e-003 3.2762e-003
          19 1.4959e-011 1.0746e-007 6.1329e-005 7.5294e-009 1.9591e-004 6.6732e-003 1.4403e-005 3.1519e-002 2.7428e-002 1.4911e-002 3.8891e-001 1.7206e-001 1.9454e-002 4.7145e-003 4.4257e-002 2.5597e-002 3.0976e-003 1.8644e-005 1.4164e-002 2.8339e-003 1.4053e-003 9.3444e-003 4.0641e-003 1.0495e-004 4.7633e-003 5.6323e-003 1.1263e-003 6.4578e-004 5.0320e-003 7.2107e-003 4.5626e-003 9.9837e-004 4.0313e-005 1.0440e-003 1.5013e-003 6.3503e-004 1.3268e-005 1.6526e-003 6.1493e-003 1.2287e-002 1.7999e-002 2.1513e-002 2.2134e-002 2.0081e-002 1.6179e-002 1.1121e-002 4.8532e-003
          20 1.9588e-011 2.3164e-007 1.2115e-005 8.1709e-011 9.2624e-005 2.3603e-003 1.6475e-007 1.8540e-003 7.1147e-002 4.3731e-003 5.7270e-003 1.4207e-001 1.9535e-001 1.5735e-001 3.4042e-002 6.2857e-002 8.6674e-002 4.7922e-003 4.6625e-004 2.1432e-002 2.2911e-005 1.8558e-003 9.3233e-003 1.4467e-003 5.1141e-004 4.9073e-003 4.1098e-003 5.3284e-004 8.6549e-004 4.5448e-003 5.9344e-003 3.6924e-003 8.3317e-004 2.2362e-005 7.9182e-004 1.2557e-003 6.7845e-004 1.0647e-005 7.3988e-004 3.4928e-003 7.6361e-003 1.1791e-002 1.4652e-002 1.5430e-002 1.4018e-002 1.0576e-002 4.8957e-003
          21 7.0050e-011 1.7827e-007 8.1958e-008 3.1481e-009 9.8832e-005 4.3690e-005 6.2470e-007 6.1259e-003 5.6063e-003 2.8386e-004 5.4578e-002 1.0378e-001 1.2489e-002 4.8008e-002 1.4487e-001 6.6144e-002 7.7312e-002 1.6679e-001 6.6053e-002 1.3209e-002 4.5261e-002 1.2704e-002 2.8765e-005 1.2834e-002 9.1708e-005 5.5379e-004 5.6709e-003 2.0110e-003 1.3366e-004 1.4394e-003 4.0522e-003 4.7158e-003 2.5700e-003 4.8630e-004 4.0923e-005 6.7819e-004 1.0067e-003 5.6032e-004 2.3623e-005 4.0782e-004 2.1594e-003 4.8558e-003 7.5717e-003 9.3496e-003 9.5594e-003 7.8588e-003 3.8321e-003
          22 8.3950e-011 3.7772e-008 6.0392e-007 2.7501e-009 2.8004e-005 8.8543e-005 4.2507e-007 2.1953e-003 1.3460e-003 1.3298e-003 3.8527e-002 1.8093e-003 2.7261e-002 1.4126e-001 4.4180e-002 4.7290e-003 1.5039e-002 1.9733e-002 1.2229e-001 1.4578e-001 5.9480e-002 9.7452e-002 7.9583e-002 1.4112e-002 3.4964e-002 1.3121e-002 6.2355e-004 1.1587e-002 8.4193e-006 2.0796e-004 3.2788e-003 2.6222e-003 3.8828e-003 1.2087e-003 2.0612e-004 1.3070e-004 5.9018e-004 7.5314e-004 3.6937e-004 6.5867e-006 3.1634e-004 1.4900e-003 3.1914e-003 4.7274e-003 5.4527e-003 4.8715e-003 2.4944e-003
          23 6.6557e-011 2.6863e-009 6.5555e-007 9.9275e-010 3.9879e-006 1.1835e-004 1.3363e-007 3.3919e-004 3.5188e-003 7.6023e-004 8.7497e-003 8.4538e-003 3.9057e-002 4.9197e-002 4.2638e-003 6.7627e-002 3.7456e-002 1.5295e-002 2.6686e-002 1.9279e-005 3.8194e-002 3.2167e-002 7.1652e-002 1.3653e-001 6.9398e-002 9.2960e-002 8.4780e-002 3.0097e-002 4.9047e-002 1.8499e-002 8.0655e-003 1.7107e-002 1.3874e-004 7.6443e-003 8.9870e-005 5.9217e-004 8.7789e-004 1.6055e-004 7.7937e-004 7.3075e-005 2.1363e-007 3.7447e-004 1.0984e-003 2.0718e-003 2.7399e-003 2.6301e-003 1.4034e-003
          24 3.9086e-011 1.7016e-012 3.2866e-007 2.0426e-010 2.5195e-007 6.4483e-005 3.6089e-008 2.0527e-005 2.2423e-003 2.5569e-004 9.2286e-004 1.1114e-002 1.9235e-002 6.3368e-003 2.4311e-002 4.9948e-002 7.3761e-003 4.8619e-005 1.4373e-004 2.2076e-002 5.4781e-002 1.8128e-002 1.5814e-002 8.0126e-003 6.3223e-003 1.0315e-002 3.0917e-002 7.8571e-002 5.9690e-002 9.5985e-002 9.2645e-002 6.3491e-002 9.0530e-002 3.9768e-002 5.3010e-002 2.8815e-002 2.0292e-002 1.9097e-002 6.6045e-003 8.4153e-003 3.1226e-003 1.4546e-003 2.6024e-003 4.0392e-005 2.2787e-003 8.0824e-004 7.3306e-004
