   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51          52          53          54          55          56          57          58          59          60          61          62          63          64          65          66          67          68          69          70          71          72          73          74          75          76          77          78          79          80          81          82          83          84          85          86          87          88          89          90          91          92          93          94          95          96          97          98          99         100         101
           0 9.9702e-001 2.9372e-003 4.3500e-005 2.6281e-008 7.8680e-008 1.8522e-009 8.1458e-010 8.4082e-013 3.2054e-011 3.6265e-042 5.4130e-045 4.5148e-041 5.2171e-038 6.5342e-025 9.9839e-034 8.8100e-034 3.6029e-032 4.2393e-030 4.6275e-018 5.1722e-027 2.2514e-027 2.2696e-026 5.6228e-025 1.4490e-013 1.7561e-023 2.2280e-023 1.8748e-021 2.4101e-019 4.9653e-010 2.6009e-017 3.8779e-017 5.0592e-016 4.4567e-014 1.0596e-009 2.2447e-013 5.0100e-013 7.3240e-012 5.8540e-010 1.6008e-010 6.5588e-011 1.1743e-010 1.6618e-010 1.3858e-010 1.0743e-010 8.9261e-011 7.4221e-011 5.9704e-011 4.6783e-011 3.6124e-011 2.7650e-011 2.1110e-011 1.6249e-011 1.2787e-011 1.0428e-011 8.9175e-012 8.0652e-012 7.7399e-012 7.8655e-012 8.3884e-012 9.2670e-012 1.0467e-011 1.1929e-011 1.3600e-011 1.5424e-011 1.7305e-011 1.9163e-011 2.0895e-011 2.2413e-011 2.3592e-011 2.4372e-011 2.4716e-011 2.4595e-011 2.4004e-011 2.2957e-011 2.1501e-011 1.9698e-011 1.7609e-011 1.5323e-011 1.2938e-011 1.0548e-011 8.2379e-012 6.0993e-012 4.2015e-012 2.6059e-012 1.3642e-012 5.0993e-013 6.5773e-014 4.0533e-014 4.3022e-013 1.2194e-012 2.3828e-012 3.8879e-012 5.6938e-012 7.7589e-012 1.0034e-011 1.2468e-011 1.5016e-011 1.7614e-011 2.0203e-011 2.2676e-011 2.4822e-011 2.6173e-011
           1 2.8774e-003 9.9242e-001 4.3990e-003 3.0007e-004 8.4598e-007 3.4309e-008 2.2309e-007 4.9046e-008 6.0130e-009 6.9796e-040 6.0865e-041 1.0433e-038 3.5867e-036 2.0777e-023 2.9742e-032 1.2639e-032 2.4459e-031 1.1636e-029 3.8768e-018 3.3339e-027 1.2787e-029 3.1351e-026 5.5625e-024 1.0548e-011 2.8001e-021 1.9195e-021 1.8174e-020 5.4887e-019 3.8739e-010 1.1271e-017 2.1356e-019 7.3941e-017 2.6192e-014 8.7630e-010 2.7409e-013 9.9747e-013 2.0920e-011 2.0616e-009 6.1997e-010 3.1594e-010 6.7467e-010 1.0978e-009 1.0432e-009 9.1573e-010 8.4879e-010 7.7278e-010 6.6577e-010 5.4323e-010 4.2059e-010 3.0635e-010 2.0657e-010 1.2582e-010 6.6066e-011 2.6792e-011 5.8475e-012 8.5442e-015 5.3385e-012 1.7700e-011 3.3267e-011 4.8808e-011 6.1880e-011 7.0780e-011 7.4750e-011 7.3853e-011 6.8604e-011 6.0040e-011 4.9321e-011 3.7711e-011 2.6332e-011 1.6255e-011 8.2648e-012 2.8554e-012 2.5291e-013 4.3713e-013 3.1735e-012 8.0671e-012 1.4609e-011 2.2220e-011 3.0326e-011 3.8376e-011 4.5860e-011 5.2403e-011 5.7682e-011 6.1458e-011 6.3675e-011 6.4269e-011 6.3309e-011 6.0923e-011 5.7301e-011 5.2659e-011 4.7267e-011 4.1380e-011 3.5237e-011 2.9099e-011 2.3173e-011 1.7650e-011 1.2707e-011 8.4653e-012 5.0282e-012 2.4639e-012 8.1208e-013 6.6252e-014
           2 1.0165e-004 4.2184e-003 9.9175e-001 2.3943e-003 1.5272e-003 1.4475e-006 3.7986e-006 2.6297e-007 9.1680e-007 1.0508e-037 2.5592e-039 1.5715e-037 1.6791e-035 1.4950e-023 1.5775e-032 7.0004e-033 1.6896e-030 3.9709e-028 6.4195e-016 7.5722e-025 4.9031e-025 7.9391e-024 4.2226e-022 4.3612e-010 1.0283e-019 4.0990e-020 2.4645e-019 4.9023e-018 2.5693e-009 6.4141e-017 5.8776e-020 3.4540e-016 7.7431e-014 2.2166e-009 5.5717e-013 1.4020e-012 2.0053e-011 1.4748e-009 3.7870e-010 1.2301e-010 1.5815e-010 1.4441e-010 5.8688e-011 9.4310e-012 1.3859e-012 2.7856e-011 8.2475e-011 1.5482e-010 2.3408e-010 3.0989e-010 3.7344e-010 4.1922e-010 4.4527e-010 4.5161e-010 4.3981e-010 4.1292e-010 3.7515e-010 3.3139e-010 2.8557e-010 2.4061e-010 1.9871e-010 1.6101e-010 1.2847e-010 1.0139e-010 7.9393e-011 6.2026e-011 4.8569e-011 3.8337e-011 3.0617e-011 2.4881e-011 2.0662e-011 1.7564e-011 1.5278e-011 1.3561e-011 1.2230e-011 1.1139e-011 1.0165e-011 9.2234e-012 8.2556e-012 7.2235e-012 6.1114e-012 4.9372e-012 3.7349e-012 2.5639e-012 1.5070e-012 6.5843e-013 1.2557e-013 1.9885e-014 4.5049e-013 1.5181e-012 3.3094e-012 5.8939e-012 9.3160e-012 1.3602e-011 1.8746e-011 2.4710e-011 3.1454e-011 3.8863e-011 4.6802e-011 5.4992e-011 6.2830e-011 6.8914e-011
           3 1.7455e-006 4.1739e-004 2.3447e-003 9.9261e-001 4.7162e-004 3.9514e-003 1.8220e-004 1.7409e-005 4.9283e-006 5.6176e-037 5.4306e-039 1.9626e-038 4.6976e-035 1.0895e-021 1.7022e-030 1.6733e-030 6.7173e-029 7.5117e-027 7.8912e-015 8.7847e-024 3.8225e-024 4.2393e-023 1.4763e-021 9.7265e-010 2.0105e-019 2.6429e-020 2.5647e-021 1.6731e-017 5.3573e-008 3.1392e-015 5.7344e-015 8.1594e-014 7.4450e-012 1.7804e-007 3.7814e-011 8.3773e-011 1.2027e-009 9.4374e-008 2.5523e-008 1.0104e-008 1.7358e-008 2.3444e-008 1.8381e-008 1.3067e-008 9.6414e-009 6.8017e-009 4.3240e-009 2.3804e-009 1.0385e-009 2.6811e-010 2.2012e-012 1.4923e-010 6.0351e-010 1.2575e-009 2.0081e-009 2.7616e-009 3.4404e-009 3.9937e-009 4.3892e-009 4.6099e-009 4.6554e-009 4.5316e-009 4.2647e-009 3.8895e-009 3.4362e-009 2.9412e-009 2.4335e-009 1.9403e-009 1.4803e-009 1.0725e-009 7.2823e-010 4.5267e-010 2.4648e-010 1.0666e-010 2.7245e-011 1.7905e-013 1.6221e-011 6.5591e-011 1.3862e-010 2.2627e-010 3.2030e-010 4.1404e-010 5.0182e-010 5.7912e-010 6.4346e-010 6.9258e-010 7.2573e-010 7.4288e-010 7.4486e-010 7.3285e-010 7.0881e-010 6.7467e-010 6.3222e-010 5.8380e-010 5.3117e-010 4.7600e-010 4.2028e-010 3.6503e-010 3.1151e-010 2.6037e-010 2.1188e-010 1.6582e-010
           4 2.4575e-007 1.7966e-006 1.4545e-003 2.4901e-004 9.7585e-001 1.7374e-002 3.8544e-003 1.1690e-003 4.9340e-006 5.4810e-037 1.2253e-038 8.4302e-036 4.4364e-033 3.1799e-020 4.6290e-029 2.3832e-029 5.8464e-028 4.1173e-026 2.7838e-014 2.8735e-023 6.1893e-024 1.7867e-023 6.7586e-023 1.8077e-009 6.1724e-019 1.0390e-018 1.9530e-017 1.2797e-015 1.8980e-006 8.7343e-014 9.0166e-014 8.5129e-013 5.5373e-011 1.1653e-006 2.0669e-010 3.3817e-010 3.5364e-009 2.1640e-007 5.0987e-008 1.3362e-008 1.3787e-008 9.6073e-009 2.2127e-009 5.8588e-012 2.2457e-009 8.0258e-009 1.6276e-008 2.5769e-008 3.5477e-008 4.4449e-008 5.1862e-008 5.7206e-008 6.0295e-008 6.1077e-008 5.9627e-008 5.6185e-008 5.1153e-008 4.5083e-008 3.8454e-008 3.1675e-008 2.5109e-008 1.9023e-008 1.3667e-008 9.1936e-009 5.6541e-009 3.0461e-009 1.3043e-009 3.3034e-010 2.3097e-012 1.8756e-010 7.5079e-010 1.5648e-009 2.5170e-009 3.5101e-009 4.4675e-009 5.3325e-009 6.0614e-009 6.6291e-009 7.0278e-009 7.2588e-009 7.3283e-009 7.2579e-009 7.0644e-009 6.7665e-009 6.3919e-009 5.9568e-009 5.4818e-009 4.9841e-009 4.4798e-009 3.9809e-009 3.4994e-009 3.0431e-009 2.6165e-009 2.2250e-009 1.8696e-009 1.5508e-009 1.2694e-009 1.0231e-009 8.1018e-010 6.2793e-010 4.7302e-010 3.4194e-010
           5 6.6269e-008 2.0318e-006 3.7107e-007 4.4308e-003 1.3140e-002 9.2864e-001 5.0094e-002 1.1873e-003 2.2102e-003 2.5334e-034 6.5497e-036 4.9295e-034 8.6821e-032 2.8690e-019 3.8978e-028 8.6724e-029 7.0122e-028 3.2108e-027 9.7241e-015 1.6324e-023 3.9908e-023 1.1874e-021 9.6315e-020 1.3456e-007 3.4022e-017 2.0021e-017 1.9235e-016 7.3491e-015 7.7135e-006 3.0374e-013 1.8533e-013 9.3860e-013 2.5712e-011 3.2632e-007 1.8847e-011 4.5266e-012 1.2960e-009 2.3131e-007 8.4939e-008 6.2072e-008 1.6617e-007 3.1542e-007 3.4219e-007 3.3974e-007 3.5305e-007 3.5896e-007 3.4608e-007 3.1853e-007 2.8222e-007 2.4067e-007 1.9693e-007 1.5418e-007 1.1503e-007 8.1009e-008 5.2946e-008 3.1205e-008 1.5699e-008 5.9207e-009 1.0355e-009 7.4592e-011 2.0495e-009 6.0138e-009 1.1111e-008 1.6638e-008 2.2024e-008 2.6878e-008 3.0925e-008 3.4026e-008 3.6072e-008 3.7102e-008 3.7217e-008 3.6527e-008 3.5166e-008 3.3264e-008 3.0967e-008 2.8404e-008 2.5669e-008 2.2866e-008 2.0089e-008 1.7402e-008 1.4852e-008 1.2487e-008 1.0328e-008 8.3842e-009 6.6708e-009 5.1805e-009 3.9088e-009 2.8460e-009 1.9796e-009 1.2943e-009 7.7440e-010 4.0239e-010 1.6073e-010 3.2410e-011 7.9968e-013 5.0145e-011 1.6563e-010 3.3321e-010 5.3951e-010 7.7014e-010 1.0054e-009 1.2101e-009
           6 8.5029e-009 3.1792e-007 2.3119e-006 9.9412e-006 8.9764e-003 3.7499e-002 8.6011e-001 9.0117e-002 2.5991e-005 2.6853e-036 2.0729e-036 7.3913e-034 3.4493e-031 2.4690e-018 3.6055e-027 1.9915e-027 5.5754e-026 4.8367e-024 4.3038e-012 4.6869e-021 1.7762e-021 1.7992e-020 6.0796e-019 4.2197e-007 8.9822e-017 1.8159e-017 2.6753e-017 2.6355e-016 2.8073e-006 1.9739e-013 4.6479e-013 7.1086e-012 6.5408e-010 1.5543e-005 3.2491e-009 6.9130e-009 9.4134e-008 7.0669e-006 1.8649e-006 6.8812e-007 1.0953e-006 1.3662e-006 9.7091e-007 6.0600e-007 3.7611e-007 2.0784e-007 8.9378e-008 2.2138e-008 9.9471e-011 1.3292e-008 5.0831e-008 1.0216e-007 1.5821e-007 2.1174e-007 2.5730e-007 2.9126e-007 3.1195e-007 3.1986e-007 3.1626e-007 3.0288e-007 2.8184e-007 2.5500e-007 2.2475e-007 1.9332e-007 1.6216e-007 1.3268e-007 1.0569e-007 8.1754e-008 6.1051e-008 4.3764e-008 2.9823e-008 1.8998e-008 1.0984e-008 5.4395e-009 2.0041e-009 3.1997e-010 4.7588e-011 8.7482e-010 2.5196e-009 4.7353e-009 7.3067e-009 1.0061e-008 1.2851e-008 1.5552e-008 1.8087e-008 2.0377e-008 2.2374e-008 2.4045e-008 2.5373e-008 2.6351e-008 2.6992e-008 2.7313e-008 2.7322e-008 2.7059e-008 2.6543e-008 2.5795e-008 2.4864e-008 2.3757e-008 2.2499e-008 2.1083e-008 1.9453e-008 1.7461e-008
           7 3.7274e-009 1.0489e-010 2.6844e-006 1.2736e-006 1.5297e-007 1.2476e-002 6.9110e-002 7.7872e-001 1.3357e-001 1.5265e-032 2.7380e-034 1.4331e-032 1.6677e-030 3.2207e-018 4.0921e-027 2.0849e-028 3.4511e-027 2.7390e-024 6.0129e-012 7.3217e-021 5.7271e-021 1.0899e-019 6.9283e-018 8.5351e-006 2.1089e-015 1.1324e-015 1.0362e-014 3.9223e-013 4.1955e-004 1.6797e-011 1.1292e-011 6.9784e-011 2.8913e-009 4.9719e-005 6.3811e-009 5.2073e-009 1.7305e-008 1.5120e-007 1.2177e-010 8.1433e-008 5.1220e-007 1.4064e-006 1.9322e-006 2.2725e-006 2.6704e-006 2.9823e-006 3.1039e-006 3.0534e-006 2.8769e-006 2.6067e-006 2.2727e-006 1.9092e-006 1.5468e-006 1.2056e-006 8.9887e-007 6.3577e-007 4.2127e-007 2.5640e-007 1.3782e-007 6.0026e-008 1.6515e-008 5.0022e-010 5.3131e-009 2.4715e-008 5.3211e-008 8.6254e-008 1.2019e-007 1.5229e-007 1.8034e-007 2.0307e-007 2.1994e-007 2.3074e-007 2.3565e-007 2.3507e-007 2.2968e-007 2.2026e-007 2.0745e-007 1.9207e-007 1.7500e-007 1.5695e-007 1.3849e-007 1.2028e-007 1.0273e-007 8.6150e-008 7.0893e-008 5.7078e-008 4.4833e-008 3.4206e-008 2.5200e-008 1.7761e-008 1.1815e-008 7.2455e-009 3.9206e-009 1.7027e-009 4.4532e-010 4.6874e-012 2.4101e-010 1.0207e-009 2.2166e-009 3.7001e-009 5.3148e-009 6.8094e-009
           8 9.1228e-009 2.6420e-012 1.2952e-009 5.6182e-006 2.2999e-005 2.6416e-005 1.6520e-002 1.0735e-001 6.8226e-001 7.8343e-032 2.4587e-033 2.1798e-031 4.6354e-029 1.9472e-016 2.7197e-025 9.3182e-026 1.6996e-024 9.7056e-023 5.8455e-011 5.9631e-020 1.2656e-020 4.9872e-020 8.0926e-020 5.8375e-007 2.4416e-016 5.9989e-016 1.2309e-014 8.2861e-013 1.2391e-003 5.7192e-011 5.9729e-011 5.7562e-010 3.8812e-008 8.3375e-004 1.5351e-007 2.7423e-007 3.2584e-006 2.2592e-004 5.7532e-005 1.9616e-005 2.9449e-005 3.5289e-005 2.4371e-005 1.5025e-005 9.4664e-006 5.5639e-006 2.8064e-006 1.0961e-006 2.3778e-007 5.4848e-014 1.7358e-007 5.8215e-007 1.0882e-006 1.5924e-006 2.0273e-006 2.3528e-006 2.5525e-006 2.6319e-006 2.6056e-006 2.4920e-006 2.3122e-006 2.0842e-006 1.8293e-006 1.5668e-006 1.3087e-006 1.0663e-006 8.4586e-007 6.5161e-007 4.8451e-007 3.4571e-007 2.3436e-007 1.4836e-007 8.5089e-008 4.1660e-008 1.5052e-008 2.2640e-009 4.4949e-010 6.9858e-009 1.9502e-008 3.5930e-008 5.4478e-008 7.3720e-008 9.2472e-008 1.0978e-007 1.2509e-007 1.3786e-007 1.4786e-007 1.5497e-007 1.5923e-007 1.6075e-007 1.5980e-007 1.5665e-007 1.5155e-007 1.4489e-007 1.3695e-007 1.2800e-007 1.1842e-007 1.0836e-007 9.8060e-008 8.7596e-008 7.6872e-008 6.5512e-008
           9 3.9668e-010 1.2880e-012 3.1986e-008 1.9264e-006 1.7845e-007 2.6748e-005 9.0594e-005 2.1270e-002 1.5321e-001 1.7210e-032 6.7897e-035 1.2417e-031 7.8970e-029 6.1898e-016 9.0757e-025 5.1020e-025 1.4151e-023 1.2166e-021 1.0894e-009 1.1897e-018 4.6989e-019 5.1987e-018 2.0565e-016 1.7589e-004 3.9926e-014 1.3499e-014 7.3299e-014 1.4282e-012 8.0595e-004 2.1950e-011 1.0326e-012 3.4720e-011 1.2113e-008 3.7952e-004 1.0688e-007 3.2584e-007 5.8182e-006 5.1736e-004 1.4825e-004 6.7473e-005 1.3152e-004 1.9949e-004 1.7814e-004 1.4819e-004 1.3195e-004 1.1728e-004 1.0045e-004 8.3256e-005 6.7240e-005 5.2869e-005 4.0331e-005 2.9776e-005 2.1215e-005 1.4488e-005 9.3719e-006 5.6404e-006 3.0651e-006 1.4199e-006 4.8559e-007 6.9707e-008 1.2106e-008 1.8363e-007 4.8283e-007 8.3464e-007 1.1852e-006 1.5004e-006 1.7591e-006 1.9518e-006 2.0731e-006 2.1271e-006 2.1218e-006 2.0659e-006 1.9689e-006 1.8402e-006 1.6893e-006 1.5250e-006 1.3534e-006 1.1810e-006 1.0137e-006 8.5524e-007 7.0833e-007 5.7558e-007 4.5778e-007 3.5525e-007 2.6816e-007 1.9566e-007 1.3687e-007 9.0644e-008 5.5668e-008 3.0533e-008 1.3840e-008 4.1856e-009 2.5276e-010 8.2800e-010 4.8170e-009 1.1252e-008 1.9304e-008 2.8245e-008 3.7461e-008 4.6344e-008 5.4124e-008 5.9485e-008
