   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46
           0 1.7811e-003 2.9070e-003 1.3674e-002 2.8832e-003 3.5997e-002 7.1089e-002 1.4312e-002 1.1534e-001 1.8442e-001 8.5128e-002 1.5096e-001 1.9571e-001 2.3614e-002 3.5497e-002 4.2014e-002 4.8114e-003 3.6069e-003 8.8284e-003 3.2995e-003 4.9921e-006 1.1032e-003 1.5030e-003 5.8262e-004 1.5781e-005 1.2026e-004 2.7753e-004 2.0822e-004 6.3592e-005 9.0321e-007 1.8069e-005 4.5282e-005 4.5166e-005 2.5515e-005 7.1134e-006 1.1657e-007 2.0854e-006 6.2408e-006 8.1179e-006 7.0347e-006 4.4647e-006 2.0366e-006 5.5641e-007 2.8984e-008 6.2521e-008 2.4950e-007 3.3304e-007 1.9811e-007
           1 8.7804e-001 3.9791e-005 1.6938e-004 1.1085e-001 4.0382e-004 6.4859e-004 5.0379e-003 1.0034e-003 1.0188e-003 1.0705e-004 1.2237e-003 6.3228e-004 2.7359e-005 4.4948e-004 1.6361e-004 3.6410e-006 9.7280e-005 6.6368e-005 4.8089e-006 8.0851e-006 2.0618e-005 1.1376e-005 1.0793e-006 9.4377e-007 3.7120e-006 3.3529e-006 1.2114e-006 4.8368e-008 2.1501e-007 6.4353e-007 6.6113e-007 3.6645e-007 9.4959e-008 6.3680e-010 3.3394e-008 8.7497e-008 1.0412e-007 8.2214e-008 4.6058e-008 1.6875e-008 2.4670e-009 2.5358e-010 3.8900e-009 7.9689e-009 9.7027e-009 8.4157e-009 4.1336e-009
           2 3.3598e-002 1.7130e-002 4.8729e-002 1.0920e-001 7.5372e-002 7.8244e-002 1.4850e-001 6.0416e-002 1.3011e-002 1.6882e-001 1.1898e-002 3.4481e-002 1.1694e-001 8.0998e-003 1.5622e-002 3.3564e-002 8.5517e-003 5.4622e-004 6.9006e-003 5.6362e-003 8.9074e-004 2.0826e-004 1.3615e-003 1.2760e-003 4.0658e-004 3.0558e-006 1.3348e-004 2.8382e-004 2.2942e-004 8.7728e-005 6.6703e-006 8.9103e-006 3.9432e-005 5.2225e-005 4.0410e-005 1.9648e-005 4.7306e-006 1.3094e-008 2.0897e-006 5.7664e-006 7.8181e-006 7.5604e-006 5.8366e-006 3.7497e-006 2.0419e-006 9.3232e-007 2.9239e-007
           3 7.0459e-002 1.6151e-002 3.7952e-002 4.9108e-001 4.7351e-002 3.9350e-002 1.1479e-001 1.6194e-002 8.3930e-004 1.0673e-002 3.4185e-003 4.9665e-002 4.1138e-002 2.1323e-003 2.6087e-002 1.5808e-002 1.2345e-004 4.6489e-003 6.0803e-003 1.5799e-003 4.6346e-005 1.1529e-003 1.2980e-003 4.6085e-004 6.8654e-006 1.2823e-004 2.8283e-004 2.2098e-004 7.5364e-005 2.7193e-006 1.4878e-005 4.6265e-005 5.2525e-005 3.4670e-005 1.3028e-005 1.4207e-006 6.9519e-007 4.8780e-006 8.3549e-006 8.8883e-006 7.0443e-006 4.3660e-006 2.1007e-006 7.2385e-007 1.3840e-007 3.0734e-009 4.7690e-009
           4 1.0256e-002 7.5236e-002 1.0717e-001 1.5904e-001 7.4620e-002 2.5036e-002 9.2271e-002 2.7879e-004 4.0164e-003 1.4861e-001 7.2467e-002 2.3571e-002 3.0866e-002 8.5049e-002 2.2810e-002 3.9043e-003 2.8744e-002 1.6284e-002 4.6427e-004 3.9867e-003 7.3518e-003 3.2783e-003 1.1281e-004 6.8334e-004 1.6404e-003 1.1878e-003 3.0588e-004 2.8610e-007 1.7317e-004 3.3061e-004 2.7610e-004 1.2202e-004 1.7788e-005 3.2305e-006 3.4439e-005 5.9542e-005 5.8514e-005 3.9265e-005 1.7760e-005 4.1952e-006 2.2266e-008 1.6356e-006 4.7465e-006 6.7069e-006 6.7667e-006 5.2192e-006 2.3967e-006
           5 4.2695e-003 1.3984e-001 1.0094e-001 8.8174e-002 2.3179e-002 5.6912e-004 2.9354e-001 1.6803e-002 3.2456e-002 1.8200e-002 3.6521e-003 2.1789e-002 1.0091e-001 6.5042e-003 2.8121e-002 6.0419e-002 1.5609e-002 1.5490e-003 1.6213e-002 1.3015e-002 1.7962e-003 7.8829e-004 3.9532e-003 3.4265e-003 9.4077e-004 9.9259e-007 5.2449e-004 9.2603e-004 6.6723e-004 2.1229e-004 4.8633e-006 5.4939e-005 1.5892e-004 1.8167e-004 1.2478e-004 5.1379e-005 7.8990e-006 9.2705e-007 1.3361e-005 2.6475e-005 3.1083e-005 2.7179e-005 1.9142e-005 1.1134e-005 5.3802e-006 2.1214e-006 5.7561e-007
           6 1.0847e-003 2.5661e-001 3.8305e-002 2.5359e-002 5.7994e-003 4.4901e-002 1.8701e-001 5.0965e-002 2.1302e-002 4.4816e-002 2.8788e-003 3.3873e-003 3.0697e-002 1.0269e-001 5.7796e-002 3.8948e-007 3.7540e-002 4.2927e-002 8.4423e-003 1.8357e-003 1.2739e-002 1.0593e-002 2.1384e-003 2.0765e-004 2.5794e-003 3.1393e-003 1.4952e-003 1.5921e-004 1.0628e-004 5.6235e-004 7.0649e-004 4.6002e-004 1.4927e-004 6.1525e-006 2.8375e-005 1.0171e-004 1.3812e-004 1.1990e-004 7.3384e-005 3.0154e-005 5.9115e-006 2.3197e-008 4.1111e-006 9.8953e-006 1.2727e-005 1.1301e-005 5.6049e-006
           7 3.4431e-004 2.8080e-001 1.4385e-002 8.6073e-003 7.3480e-002 3.8553e-002 8.7208e-002 1.5740e-004 2.7353e-002 1.9309e-001 3.2194e-003 2.4213e-004 8.6288e-003 9.0105e-004 5.6758e-002 8.8726e-002 1.7915e-002 6.1741e-003 3.5749e-002 2.6041e-002 2.8954e-003 2.3796e-003 9.4095e-003 7.5122e-003 1.7669e-003 4.4220e-005 1.5085e-003 2.3137e-003 1.4997e-003 3.9217e-004 3.0588e-008 2.0497e-004 4.5765e-004 4.6483e-004 2.8498e-004 9.7191e-005 7.0768e-006 1.0643e-005 5.2043e-005 8.3184e-005 8.6829e-005 6.9138e-005 4.4343e-005 2.3092e-005 9.6152e-006 3.0642e-006 6.4493e-007
           8 1.0860e-004 1.7625e-001 2.3071e-001 2.8536e-003 2.1998e-002 6.0111e-003 3.4506e-002 3.8948e-002 1.5661e-002 1.6606e-001 2.4976e-002 2.0378e-003 1.4332e-002 2.6601e-002 2.5135e-003 2.9564e-002 8.2073e-002 4.2801e-002 6.3656e-004 1.6056e-002 2.8724e-002 1.3064e-002 4.1951e-004 3.0770e-003 7.3113e-003 5.2048e-003 1.2304e-003 1.7412e-005 9.7731e-004 1.6984e-003 1.3210e-003 5.1496e-004 4.4747e-005 4.7046e-005 2.3936e-004 3.5090e-004 3.0941e-004 1.8480e-004 6.9248e-005 9.3879e-006 1.7817e-006 1.9919e-005 3.9185e-005 4.7393e-005 4.3580e-005 3.1553e-005 1.3942e-005
           9 3.5934e-005 3.2360e-002 3.3336e-001 1.1073e-003 1.3118e-001 3.1145e-002 1.2474e-002 8.7412e-003 8.8458e-003 5.9636e-002 6.4730e-002 5.4777e-002 2.1512e-002 1.1315e-002 2.4701e-002 6.1979e-003 1.3748e-002 6.1876e-002 5.0603e-002 6.9489e-003 4.5962e-003 2.0898e-002 1.7293e-002 3.9629e-003 1.6857e-004 3.8565e-003 5.4271e-003 3.0806e-003 5.5446e-004 5.2847e-005 7.7275e-004 1.2457e-003 1.0053e-003 4.5409e-004 7.5048e-005 7.2591e-006 1.1580e-004 2.2374e-004 2.4592e-004 1.9219e-004 1.1197e-004 4.6174e-005 1.0532e-005 1.5121e-007 2.3691e-006 5.9477e-006 4.3254e-006
