   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34
          14 1.4412e-009 1.8812e-009 1.5216e-012 1.6642e-009 1.0367e-008 7.2461e-008 2.2351e-007 2.0517e-006 1.7558e-004 3.3279e-003 3.0177e-002 1.3025e-001 1.2721e-001 2.4240e-002 9.9569e-002 8.5045e-002 2.3676e-003 1.2618e-001 2.1524e-001 1.2819e-001 2.7050e-002 1.0006e-003 5.8403e-006 3.1743e-007 1.3519e-008 3.4688e-007 1.1306e-007 3.0227e-008 1.9117e-008 1.1098e-008 4.7291e-009 1.7883e-009 7.1647e-010 3.1690e-010 1.4855e-010
          15 1.4513e-009 1.8932e-009 2.3041e-009 4.8892e-011 9.4830e-009 4.4673e-008 1.7689e-007 4.3735e-009 3.2203e-005 9.0622e-004 1.0556e-002 6.4318e-002 1.5664e-001 2.7574e-002 1.0244e-001 1.1105e-002 1.0692e-001 1.6022e-002 5.8158e-002 2.2555e-001 1.7815e-001 4.0334e-002 1.2135e-003 1.6923e-005 7.2505e-007 4.3189e-007 9.9865e-009 2.6235e-008 3.4416e-008 5.0830e-008 4.7534e-008 3.2122e-008 1.9088e-008 1.0864e-008 5.9259e-009
          16 7.9755e-010 1.2125e-009 5.0837e-009 4.9229e-010 4.9535e-009 2.8824e-008 1.0410e-007 1.2897e-007 4.5562e-006 2.3066e-004 3.5159e-003 2.7195e-002 1.0779e-001 1.1246e-001 5.1172e-003 1.0232e-001 1.0909e-002 6.2021e-002 5.8024e-002 1.2557e-002 2.1079e-001 2.2962e-001 5.6204e-002 1.1908e-003 4.8023e-005 2.7004e-006 6.4550e-007 3.8325e-008 1.9080e-008 1.1581e-008 2.5289e-009 1.5131e-010 1.3215e-011 7.0140e-011 7.2233e-011
          17 2.9596e-010 6.6636e-010 4.4508e-009 1.1369e-009 1.0920e-009 1.6315e-008 7.4044e-008 1.8772e-007 3.0998e-007 5.3811e-005 1.1324e-003 1.0798e-002 5.7258e-002 1.2755e-001 2.8013e-002 6.0514e-002 3.3815e-002 5.4574e-002 1.1831e-002 8.1531e-002 2.4989e-004 1.7657e-001 2.8179e-001 7.3329e-002 8.9235e-004 8.7461e-005 8.6579e-006 2.6229e-006 3.6603e-007 9.7507e-008 5.7927e-008 3.5675e-008 2.0518e-008 1.1471e-008 6.1925e-009
          18 1.0171e-010 4.2673e-010 2.0820e-009 8.6045e-010 2.2660e-011 7.6584e-009 5.9907e-008 1.7183e-007 1.2169e-008 1.1266e-005 3.5370e-004 4.1977e-003 2.7118e-002 9.2669e-002 8.4659e-002 2.4182e-003 7.9333e-002 2.9373e-005 6.3325e-002 1.6926e-003 6.9916e-002 1.6526e-002 1.3261e-001 3.3233e-001 9.2191e-002 4.3318e-004 1.2421e-004 2.0039e-005 6.9729e-006 1.7345e-006 4.9189e-007 1.9109e-007 9.0893e-008 4.7166e-008 2.4695e-008
          19 6.1126e-011 3.7362e-010 4.9438e-010 3.2647e-010 4.7688e-011 3.2677e-009 4.3771e-008 1.4126e-007 1.3420e-007 1.9960e-006 1.0822e-004 1.6281e-003 1.2369e-002 5.4823e-002 9.7960e-002 1.5091e-002 4.3903e-002 3.1884e-002 2.4464e-002 2.9685e-002 2.5081e-002 3.5872e-002 4.6368e-002 8.5893e-002 3.8299e-001 1.1172e-001 2.9398e-005 1.1404e-004 3.4920e-005 1.5053e-005 5.4382e-006 2.0204e-006 8.6155e-007 4.1014e-007 2.0342e-007
          20 7.8183e-011 3.9595e-010 2.6423e-011 5.8924e-011 3.5866e-011 1.5416e-009 2.6284e-008 1.0675e-007 1.9044e-007 2.3157e-007 3.3128e-005 6.4030e-004 5.6719e-003 2.9757e-002 7.9072e-002 4.8027e-002 5.9124e-003 5.5009e-002 5.2863e-005 4.3460e-002 1.5527e-003 4.5215e-002 6.5562e-003 7.1833e-002 4.4900e-002 4.3128e-001 1.3061e-001 3.0042e-004 2.4641e-005 2.7194e-005 1.7362e-005 8.8141e-006 4.4021e-006 2.2706e-006 1.1734e-006
          21 1.2025e-010 4.1538e-010 1.3669e-011 1.8826e-012 4.3393e-016 9.3016e-010 1.3076e-008 7.2523e-008 1.7686e-007 1.3537e-009 1.0265e-005 2.5747e-004 2.6497e-003 1.5670e-002 5.3403e-002 6.1556e-002 1.5152e-003 3.8794e-002 1.5246e-002 1.7488e-002 2.2883e-002 8.2059e-003 3.6546e-002 1.3113e-003 7.8232e-002 1.5779e-002 4.8020e-001 1.4785e-001 2.2649e-003 4.7657e-005 1.1975e-007 1.5106e-006 1.8708e-006 1.3507e-006 8.1347e-007
          22 1.6012e-010 3.9582e-010 3.9156e-011 1.1547e-012 3.0727e-011 6.9626e-010 5.8309e-009 4.5336e-008 1.3754e-007 2.7849e-008 3.2852e-006 1.0858e-004 1.2870e-003 8.3557e-003 3.3379e-002 5.6252e-002 1.2237e-002 1.5993e-002 2.8467e-002 1.3546e-003 2.7664e-002 6.8646e-004 2.5940e-002 1.1476e-002 1.7790e-002 6.3059e-002 1.5530e-003 5.3023e-001 1.5565e-001 7.3785e-003 8.3458e-004 1.8310e-004 5.5662e-005 2.1159e-005 9.1302e-006
          23 1.7156e-010 3.2990e-010 3.0094e-011 1.5927e-012 7.3784e-011 5.4801e-010 2.4969e-009 2.6420e-008 9.5596e-008 5.9696e-008 1.0694e-006 4.7657e-005 6.4067e-004 4.4880e-003 1.9861e-002 4.2577e-002 1.9666e-002 3.7253e-003 2.6769e-002 9.8548e-004 1.7258e-002 7.6994e-003 7.9749e-003 2.0536e-002 4.1887e-005 3.3595e-002 3.4641e-002 1.1468e-003 5.8723e-001 1.4885e-001 1.5638e-002 3.2471e-003 1.0772e-003 4.4924e-004 2.0701e-004
          24 1.5539e-010 2.4968e-010 1.4100e-011 4.3230e-013 8.7277e-011 4.2033e-010 1.1368e-009 1.5202e-008 6.3334e-008 6.5735e-008 3.6688e-007 2.2469e-005 3.3534e-004 2.4964e-003 1.1801e-002 2.9501e-002 2.0240e-002 2.7711e-004 1.9004e-002 4.2185e-003 7.8415e-003 1.0797e-002 9.9504e-004 1.6043e-002 3.1922e-003 9.8629e-003 3.1359e-002 1.0655e-002 7.2882e-003 6.5882e-001 1.0791e-001 2.4393e-002 7.4606e-003 3.0142e-003 1.3737e-003
          25 1.2719e-010 1.8011e-010 4.9453e-012 1.5694e-015 7.8299e-011 3.1237e-010 5.7990e-010 9.0114e-009 4.1799e-008 5.7628e-008 1.3677e-007 1.1577e-005 1.8758e-004 1.4635e-003 7.2239e-003 1.9929e-002 1.7281e-002 6.8513e-005 1.2135e-002 5.6838e-003 3.0614e-003 9.6742e-003 4.9148e-006 9.6699e-003 5.8484e-003 1.7897e-003 1.8711e-002 1.5997e-002 8.0136e-004 8.4459e-003 7.6126e-001 2.8564e-002 2.0350e-002 9.4802e-003 4.5079e-003
          26 1.0139e-010 1.3108e-010 1.3325e-012 1.5387e-013 6.4054e-011 2.3402e-010 3.3696e-010 5.7048e-009 2.8685e-008 4.7214e-008 5.6600e-008 6.6145e-006 1.1428e-004 9.2432e-004 4.6996e-003 1.3847e-002 1.3961e-002 4.4065e-004 7.7412e-003 5.6953e-003 1.1175e-003 7.5920e-003 3.7747e-004 5.5147e-003 6.0962e-003 1.0037e-004 1.0113e-002 1.4087e-002 4.0349e-003 3.8953e-004 1.6552e-004 8.3483e-001 1.2144e-002 2.1566e-004 1.0122e-003
          27 7.8769e-011 9.5197e-011 2.0184e-013 4.2272e-013 4.9748e-011 1.7416e-010 2.1197e-010 3.7484e-009 2.0030e-008 3.7117e-008 2.5048e-008 4.0209e-006 7.3060e-005 6.0769e-004 3.1557e-003 9.7339e-003 1.0879e-002 7.1406e-004 4.9629e-003 4.9968e-003 3.6993e-004 5.6104e-003 7.4055e-004 3.0986e-003 5.2358e-003 5.3174e-005 5.3153e-003 1.0515e-002 5.2839e-003 1.9346e-004 1.5581e-003 3.8971e-002 6.6298e-001 1.2639e-001 3.1675e-002
          28 5.6867e-011 6.5445e-011 5.2025e-016 5.6114e-013 3.5556e-011 1.2202e-010 1.3347e-010 2.4024e-009 1.3419e-008 2.6933e-008 1.1280e-008 2.4320e-006 4.5911e-005 3.8996e-004 2.0556e-003 6.5440e-003 7.8480e-003 7.5546e-004 3.0658e-003 3.8610e-003 1.0357e-004 3.8303e-003 8.2468e-004 1.6797e-003 3.9043e-003 2.2817e-004 2.6969e-003 7.0200e-003 4.6795e-003 7.7740e-004 1.5027e-004 3.7677e-003 2.4119e-001 2.5706e-001 1.2776e-001
          29 3.4687e-011 3.8650e-011 2.8765e-014 4.7479e-013 2.1451e-011 7.2997e-011 7.5051e-011 1.3566e-009 7.8015e-009 1.6462e-008 4.8282e-009 1.3207e-006 2.5587e-005 2.2043e-004 1.1733e-003 3.8110e-003 4.7793e-003 5.6793e-004 1.6729e-003 2.4431e-003 2.3361e-005 2.2318e-003 6.2914e-004 8.2316e-004 2.3938e-003 2.5602e-004 1.2517e-003 3.9845e-003 3.0980e-003 7.9832e-004 1.4286e-006 4.3600e-004 1.5913e-002 5.3960e-001 3.1432e-002
