   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18
           0 4.7815e-002 1.8493e-001 2.9966e-001 2.6663e-001 1.4289e-001 4.7359e-002 9.5356e-003 1.0890e-003 6.0024e-005 9.9284e-007 6.4892e-009 2.6865e-008 1.5129e-008 3.2516e-010 4.6617e-009 6.9313e-011 1.0423e-009 1.1251e-009 1.6790e-010
           1 1.0532e-001 1.8894e-001 5.7360e-002 1.9070e-002 1.8983e-001 2.5027e-001 1.4174e-001 4.1096e-002 6.0430e-003 3.8396e-004 5.7011e-006 3.1639e-008 1.9337e-008 1.9183e-008 3.4411e-009 6.2862e-009 1.0411e-010 4.3904e-010 1.2140e-010
           2 1.3754e-001 9.2628e-002 6.3097e-003 1.2572e-001 5.0379e-002 2.7396e-002 2.1152e-001 2.3015e-001 9.8464e-002 1.8548e-002 1.3089e-003 1.4959e-005 2.1469e-007 7.2330e-009 1.7814e-008 4.5976e-009 7.4449e-009 1.0774e-009 3.3771e-011
           3 1.4041e-001 2.1124e-002 6.2012e-002 6.0853e-002 1.6292e-002 1.1747e-001 1.2486e-002 9.2491e-002 2.5983e-001 1.7210e-001 4.1707e-002 3.1960e-003 2.2974e-005 7.4713e-007 2.6525e-008 3.6178e-008 2.8723e-009 8.4232e-009 1.1801e-009
           4 1.2394e-001 7.7277e-005 8.0380e-002 2.8076e-003 7.4443e-002 1.9642e-002 5.8635e-002 8.2563e-002 9.1965e-003 2.1830e-001 2.4554e-001 7.7946e-002 6.4484e-003 2.7549e-005 2.6489e-007 6.9260e-007 1.8231e-007 7.1274e-009 4.3394e-011
