   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50
          10 2.5593e-046 2.5561e-030 2.1094e-027 3.1671e-039 1.8711e-025 1.5369e-023 6.9348e-031 8.2931e-022 3.2097e-020 3.1719e-022 6.6959e-019 1.2643e-017 1.5103e-017 3.8336e-016 3.3291e-015 1.9402e-014 1.6288e-013 1.4270e-012 8.8240e-012 7.9754e-011 4.7358e-010 2.9517e-009 1.8671e-008 1.0537e-007 5.6110e-007 2.7408e-006 1.2562e-005 5.0893e-005 1.9284e-004 6.5015e-004 1.9721e-003 5.3492e-003 1.2703e-002 2.5927e-002 4.4208e-002 6.0286e-002 6.0580e-002 3.7084e-002 6.3846e-003 4.5521e-003 3.6130e-002 4.5531e-002 9.6424e-003 1.0072e-002 4.9732e-002 1.4410e-002 1.9563e-002 3.3668e-002 6.5327e-002 3.3828e-001 2.4157e-004
          11 3.0973e-034 3.6924e-029 3.0768e-026 1.3386e-032 2.5826e-024 2.0052e-022 8.2310e-030 1.0230e-020 3.7454e-019 3.8989e-021 7.5170e-018 1.3313e-016 1.5970e-016 3.7979e-015 3.1539e-014 1.7850e-013 1.4334e-012 1.1880e-011 7.1053e-011 5.9460e-010 3.4002e-009 2.0105e-008 1.1902e-007 6.3064e-007 3.1346e-006 1.4256e-005 6.0241e-005 2.2600e-004 7.8123e-004 2.4000e-003 6.5668e-003 1.5800e-002 3.2659e-002 5.6599e-002 7.8552e-002 8.0895e-002 5.1874e-002 1.0611e-002 4.0725e-003 4.3101e-002 5.9705e-002 1.6172e-002 8.0956e-003 5.8515e-002 2.6615e-002 1.1052e-002 5.3811e-002 4.3156e-003 1.6949e-001 5.8213e-003 5.8026e-002
          12 1.8660e-043 5.0938e-029 3.7265e-026 9.1249e-038 3.1200e-024 2.3836e-022 1.3391e-029 1.1994e-020 4.3301e-019 4.5663e-021 8.6062e-018 1.4998e-016 1.8009e-016 4.2137e-015 3.4601e-014 1.9439e-013 1.5435e-012 1.2616e-011 7.4815e-011 6.1419e-010 3.4785e-009 2.0295e-008 1.1816e-007 6.1621e-007 3.0101e-006 1.3445e-005 5.5663e-005 2.0475e-004 6.9153e-004 2.0740e-003 5.5245e-003 1.2882e-002 2.5668e-002 4.2543e-002 5.5713e-002 5.2707e-002 2.8872e-002 3.1412e-003 6.9003e-003 3.5249e-002 3.6453e-002 4.7567e-003 1.2377e-002 4.1214e-002 8.8664e-003 1.7356e-002 3.6540e-002 1.6900e-003 1.1929e-002 1.6421e-001 1.2430e-001
          13 2.5974e-043 8.2889e-028 5.3775e-025 2.0663e-036 4.2495e-023 3.0208e-021 2.1079e-028 1.4181e-019 4.7777e-018 5.3674e-020 9.0459e-017 1.4563e-015 1.7561e-015 3.7926e-014 2.9459e-013 1.5948e-012 1.1981e-011 9.1423e-011 5.1945e-010 3.8832e-009 2.0942e-008 1.1433e-007 6.1311e-007 2.9539e-006 1.3236e-005 5.4027e-005 2.0213e-004 6.7296e-004 2.0232e-003 5.3655e-003 1.2431e-002 2.4603e-002 4.0286e-002 5.2030e-002 4.8134e-002 2.5238e-002 2.2490e-003 7.2826e-003 3.2870e-002 3.1892e-002 3.5352e-003 1.1735e-002 3.5986e-002 7.8894e-003 1.3284e-002 3.2642e-002 3.1964e-004 3.8431e-002 1.1620e-003 3.1755e-003 2.0989e-001
          14 4.3407e-042 1.1246e-026 6.4679e-024 3.9561e-035 4.8230e-022 3.1901e-020 2.7613e-027 1.3973e-018 4.3939e-017 5.2512e-019 7.9223e-016 1.1789e-014 1.4261e-014 2.8461e-013 2.0913e-012 1.0903e-011 7.7499e-011 5.5240e-010 3.0033e-009 2.0489e-008 1.0503e-007 5.3604e-007 2.6484e-006 1.1780e-005 4.8392e-005 1.8027e-004 6.0906e-004 1.8274e-003 4.8734e-003 1.1331e-002 2.2533e-002 3.7092e-002 4.8134e-002 4.4880e-002 2.3940e-002 2.3551e-003 6.1927e-003 2.9467e-002 2.9554e-002 3.8232e-003 9.3285e-003 3.2011e-002 9.0016e-003 8.5997e-003 3.0405e-002 3.9652e-004 2.7965e-002 2.6274e-003 3.7272e-002 1.5631e-002 6.2230e-002
          15 1.5240e-040 1.2996e-025 6.6292e-023 6.4466e-034 4.6647e-021 2.8726e-019 3.0752e-026 1.1746e-017 3.4497e-016 4.3774e-018 5.9230e-015 8.1559e-014 9.8873e-014 1.8265e-012 1.2703e-011 6.3760e-011 4.2895e-010 2.8588e-009 1.4858e-008 9.2772e-008 4.5128e-007 2.1525e-006 9.8056e-006 4.0257e-005 1.5156e-004 5.1469e-004 1.5690e-003 4.2237e-003 9.9447e-003 2.0065e-002 3.3661e-002 4.4717e-002 4.3183e-002 2.4615e-002 3.3330e-003 4.2359e-003 2.5655e-002 2.8948e-002 5.4101e-003 6.0643e-003 2.8698e-002 1.1759e-002 4.2019e-003 2.8125e-002 3.2711e-003 1.8881e-002 1.1688e-002 1.4185e-002 4.0248e-003 6.0369e-002 6.0466e-002
          16 1.5602e-038 1.3106e-024 5.9267e-022 9.1988e-033 3.9342e-020 2.2557e-018 2.9817e-025 8.6123e-017 2.3628e-015 3.1782e-017 3.8620e-014 4.9244e-013 5.9759e-013 1.0231e-011 6.7358e-011 3.2533e-010 2.0717e-009 1.2918e-008 6.4098e-008 3.6713e-007 1.6915e-006 7.5331e-006 3.1645e-005 1.1980e-004 4.1287e-004 1.2754e-003 3.4991e-003 8.3981e-003 1.7313e-002 2.9852e-002 4.1131e-002 4.1822e-002 2.6286e-002 5.1536e-003 2.1424e-003 2.1139e-002 2.8635e-002 8.1085e-003 2.8436e-003 2.4702e-002 1.5384e-002 1.0137e-003 2.4186e-002 8.4044e-003 9.5152e-003 1.9558e-002 3.1182e-003 1.8888e-002 5.6735e-003 6.8183e-005 1.4292e-001
          17 1.7406e-026 1.1077e-022 6.9553e-021 1.3169e-025 1.8675e-019 1.2165e-017 1.8891e-023 4.3076e-016 1.1324e-014 1.5821e-016 1.7864e-013 2.1598e-012 2.6213e-012 4.2589e-011 2.6987e-010 1.2684e-009 7.7735e-009 4.6282e-008 2.2216e-007 1.1996e-006 5.3151e-006 2.2550e-005 8.9511e-005 3.1996e-004 1.0357e-003 2.9893e-003 7.6019e-003 1.6760e-002 3.1273e-002 4.7709e-002 5.5930e-002 4.4629e-002 1.7164e-002 3.3085e-005 1.5262e-002 3.7527e-002 2.3624e-002 1.4896e-004 1.9752e-002 3.1764e-002 2.5631e-003 1.7189e-002 2.7376e-002 9.0155e-005 2.9769e-002 4.3259e-003 2.3826e-002 4.1569e-003 2.0647e-002 1.1117e-002 3.4073e-002
          18 1.7575e-036 1.1612e-023 4.6575e-021 1.1123e-031 2.9165e-019 1.5578e-017 2.5350e-024 5.5567e-016 1.4250e-014 2.0277e-016 2.2172e-013 2.6211e-012 3.1805e-012 5.0560e-011 3.1526e-010 1.4646e-009 8.8322e-009 5.1576e-008 2.4408e-007 1.2860e-006 5.6031e-006 2.3286e-005 9.0250e-005 3.1482e-004 9.9214e-004 2.7813e-003 6.8453e-003 1.4541e-002 2.5958e-002 3.7455e-002 4.0676e-002 2.8652e-002 8.0299e-003 5.1627e-004 1.6052e-002 2.7976e-002 1.1937e-002 5.4349e-004 1.9600e-002 1.9249e-002 3.2177e-005 1.8268e-002 1.4539e-002 2.4436e-003 2.2512e-002 1.6563e-004 2.0953e-002 8.8207e-005 1.8961e-002 5.2924e-004 4.8063e-002
          19 2.1591e-036 9.2140e-023 3.2756e-020 1.2550e-030 1.9344e-018 9.6264e-017 1.9244e-023 3.2088e-015 7.6947e-014 1.1560e-015 1.1393e-012 1.2498e-011 1.5145e-011 2.2388e-010 1.3225e-009 5.9068e-009 3.3735e-008 1.8462e-007 8.3220e-007 4.0428e-006 1.6625e-005 6.4412e-005 2.3027e-004 7.3904e-004 2.1253e-003 5.3870e-003 1.1828e-002 2.2009e-002 3.3438e-002 3.9057e-002 3.1007e-002 1.1814e-002 1.6624e-005 1.0670e-002 2.5975e-002 1.6282e-002 1.0684e-004 1.3420e-002 2.1879e-002 2.0080e-003 1.0985e-002 1.9346e-002 9.3311e-006 1.9063e-002 5.4362e-003 1.2433e-002 7.8900e-003 1.2435e-002 1.3775e-003 2.1720e-002 1.5819e-002
          20 1.9638e-035 6.5830e-022 2.0743e-019 1.2492e-029 1.1550e-017 5.3581e-016 1.3119e-022 1.6700e-014 3.7471e-013 5.9309e-015 5.2797e-012 5.3808e-011 6.5041e-011 8.9576e-010 5.0152e-009 2.1527e-008 1.1649e-007 5.9804e-007 2.5649e-006 1.1518e-005 4.4628e-005 1.6107e-004 5.3106e-004 1.5658e-003 4.0992e-003 9.3533e-003 1.8191e-002 2.9255e-002 3.6900e-002 3.3052e-002 1.6372e-002 1.1151e-003 5.6526e-003 2.2338e-002 2.0328e-002 2.1207e-003 7.0607e-003 2.2064e-002 6.7996e-003 4.1708e-003 2.0641e-002 2.9856e-003 1.1070e-002 1.3697e-002 2.7305e-003 1.6954e-002 1.4800e-003 1.3644e-002 6.1775e-003 2.2169e-004 6.1327e-002
          21 3.8226e-034 4.2801e-021 1.1945e-018 1.1130e-028 6.2695e-017 2.7115e-015 8.1118e-022 7.9050e-014 1.6602e-012 2.7627e-014 2.2255e-011 2.1093e-010 2.5400e-010 3.2646e-009 1.7330e-008 7.1449e-008 3.6640e-007 1.7658e-006 7.1961e-006 2.9931e-005 1.0907e-004 3.6623e-004 1.1127e-003 3.0070e-003 7.1397e-003 1.4572e-002 2.4839e-002 3.3854e-002 3.4053e-002 2.1067e-002 3.9852e-003 1.8283e-003 1.7038e-002 2.2727e-002 6.4603e-003 2.0602e-003 1.8860e-002 1.2835e-002 2.9557e-004 1.7125e-002 9.5452e-003 3.1165e-003 1.8188e-002 2.5979e-004 1.6223e-002 1.9962e-003 1.4607e-002 4.1020e-004 1.3166e-002 2.5160e-003 1.7414e-002
          22 2.2545e-032 2.5577e-020 6.3162e-018 8.3990e-028 3.1240e-016 1.2602e-014 4.5924e-021 3.4382e-013 6.7637e-012 1.1805e-013 8.6244e-011 7.6117e-010 9.1194e-010 1.0959e-008 5.5185e-008 2.1846e-007 1.0620e-006 4.8089e-006 1.8600e-005 7.1805e-005 2.4564e-004 7.6640e-004 2.1435e-003 5.2943e-003 1.1349e-002 2.0555e-002 3.0268e-002 3.3976e-002 2.5445e-002 8.4666e-003 5.4999e-005 1.0918e-002 2.2627e-002 1.2181e-002 4.3917e-006 1.2926e-002 1.7718e-002 1.0633e-003 1.0138e-002 1.5783e-002 5.6981e-006 1.5438e-002 6.0160e-003 7.4734e-003 1.1167e-002 4.3218e-003 1.0119e-002 7.0135e-003 2.2897e-003 1.2052e-002 2.5402e-003
          23 3.2682e-021 5.7972e-016 1.6907e-015 7.6019e-019 2.6734e-017 6.0962e-014 9.7000e-019 1.1225e-012 2.2178e-011 4.0667e-013 2.7230e-010 2.2875e-009 2.7303e-009 3.1383e-008 1.5239e-007 5.8660e-007 2.7496e-006 1.1935e-005 4.4504e-005 1.6341e-004 5.3474e-004 1.5851e-003 4.1847e-003 9.6974e-003 1.9315e-002 3.2034e-002 4.2179e-002 4.0426e-002 2.3002e-002 3.1908e-003 3.6607e-003 2.2792e-002 2.6253e-002 5.5878e-003 4.1485e-003 2.3966e-002 1.2996e-002 1.1371e-003 2.1751e-002 9.3870e-003 5.1236e-003 2.1291e-002 1.3490e-004 1.9487e-002 2.8819e-003 1.6395e-002 2.0924e-003 1.6962e-002 6.6479e-004 8.3561e-003 3.8215e-004
          24 1.2286e-030 1.4009e-019 3.0708e-017 1.0635e-026 1.4300e-015 5.3819e-014 2.3815e-020 1.3746e-012 2.5342e-011 4.6288e-013 3.0732e-010 2.5285e-009 3.0100e-009 3.3884e-008 1.6191e-007 6.1508e-007 2.8353e-006 1.2070e-005 4.4249e-005 1.5880e-004 5.0898e-004 1.4731e-003 3.7857e-003 8.5131e-003 1.6373e-002 2.6021e-002 3.2408e-002 2.8602e-002 1.3861e-002 8.3918e-004 5.1355e-003 1.9460e-002 1.7352e-002 1.7570e-003 6.0551e-003 1.8812e-002 6.0881e-003 3.0925e-003 1.7395e-002 3.4807e-003 7.5109e-003 1.3655e-002 4.7371e-004 1.5652e-002 2.1186e-004 1.4305e-002 4.8331e-005 1.2634e-002 2.6277e-003 1.6492e-003 2.7566e-002
          25 9.6994e-031 7.2010e-019 1.3917e-016 5.9269e-026 6.1021e-015 2.1431e-013 1.1487e-019 5.1273e-012 8.8632e-011 1.6900e-012 1.0220e-009 7.8487e-009 9.2712e-009 9.7950e-008 4.4429e-007 1.6190e-006 7.0782e-006 2.8346e-005 9.8371e-005 3.2863e-004 9.8484e-004 2.6389e-003 6.2159e-003 1.2665e-002 2.1672e-002 2.9766e-002 3.0379e-002 1.9408e-002 4.1477e-003 1.1682e-003 1.4020e-002 2.0248e-002 6.7488e-003 1.1037e-003 1.5409e-002 1.2613e-002 4.4149e-006 1.3172e-002 1.0591e-002 9.2871e-004 1.5618e-002 2.1938e-003 1.0117e-002 7.1411e-003 6.1236e-003 7.7932e-003 6.9373e-003 3.0720e-003 1.0281e-002 1.0925e-003 2.8086e-003
          26 5.2522e-030 3.4367e-018 5.8533e-016 3.7366e-025 2.4148e-014 7.9163e-013 5.1225e-019 1.7748e-011 2.8784e-010 5.7155e-012 3.1556e-009 2.2647e-008 2.6509e-008 2.6334e-007 1.1344e-006 3.9633e-006 1.6436e-005 6.1950e-005 2.0324e-004 6.3259e-004 1.7687e-003 4.3773e-003 9.4185e-003 1.7279e-002 2.6016e-002 3.0212e-002 2.4001e-002 9.2993e-003 3.4112e-005 7.6701e-003 1.9415e-002 1.2892e-002 2.3973e-004 8.8253e-003 1.6650e-002 2.6295e-003 5.7488e-003 1.5376e-002 1.0126e-003 9.8769e-003 9.7869e-003 1.7976e-003 1.3808e-002 5.9707e-006 1.3332e-002 5.3922e-006 1.1975e-002 1.2741e-003 5.4661e-003 8.0072e-003 4.1377e-004
          27 6.0577e-029 1.5505e-017 2.3185e-015 2.1999e-024 8.9939e-014 2.7525e-012 2.1437e-018 5.7846e-011 8.8066e-010 1.8165e-011 9.1772e-009 6.1619e-008 7.1377e-008 6.6793e-007 2.7330e-006 9.1502e-006 3.5996e-005 1.2773e-004 3.9558e-004 1.1476e-003 2.9861e-003 6.8046e-003 1.3313e-002 2.1809e-002 2.8447e-002 2.7016e-002 1.5206e-002 2.0594e-003 2.4838e-003 1.5168e-002 1.7496e-002 3.8305e-003 2.5622e-003 1.5637e-002 9.0061e-003 5.0446e-004 1.3811e-002 7.2029e-003 2.2591e-003 1.4261e-002 7.8642e-004 1.0786e-002 5.0295e-003 6.6419e-003 6.7173e-003 6.1526e-003 3.9915e-003 9.1119e-003 9.3686e-006 4.6067e-003 1.3872e-002
          28 1.9658e-027 6.6386e-017 8.6180e-015 1.0385e-023 3.1434e-013 8.9820e-012 8.3871e-018 1.7703e-010 2.5316e-009 5.4097e-011 2.5072e-008 1.5769e-007 1.8052e-007 1.5943e-006 6.1987e-006 1.9878e-005 7.4184e-005 2.4788e-004 7.2362e-004 1.9566e-003 4.7255e-003 9.8796e-003 1.7474e-002 2.5284e-002 2.7954e-002 2.0576e-002 6.6653e-003 6.4768e-005 8.9896e-003 1.8377e-002 9.9698e-003 9.1097e-009 1.0015e-002 1.4466e-002 1.2139e-003 7.0750e-003 1.3316e-002 2.7012e-004 1.0480e-002 7.5256e-003 2.5687e-003 1.2253e-002 7.2370e-005 1.2303e-002 2.1053e-005 1.1387e-002 3.3245e-004 7.9719e-003 5.1587e-003 6.1662e-005 5.5862e-005
          29 3.2058e-016 6.4230e-010 7.1580e-010 5.9227e-014 3.1350e-010 1.5663e-010 2.5767e-013 7.0111e-010 5.3277e-009 1.4216e-010 7.5229e-008 3.9346e-007 4.5348e-007 3.9084e-006 1.4631e-005 4.5016e-005 1.6230e-004 5.1787e-004 1.4444e-003 3.7015e-003 8.4418e-003 1.6479e-002 2.6901e-002 3.5103e-002 3.3572e-002 1.9201e-002 2.7972e-003 2.7623e-003 1.8270e-002 2.1881e-002 5.2873e-003 2.6539e-003 1.8824e-002 1.1940e-002 3.2086e-004 1.6232e-002 1.0025e-002 1.8572e-003 1.7492e-002 1.9351e-003 1.1400e-002 8.5288e-003 5.3812e-003 1.1445e-002 3.8463e-003 9.7231e-003 6.6053e-003 2.9128e-003 1.0865e-002 2.2596e-003 2.4048e-004
          30 1.2869e-025 2.4706e-016 3.0551e-014 1.9128e-022 1.0368e-012 2.7692e-011 3.1061e-017 5.1200e-010 6.8801e-009 1.5192e-010 6.4741e-008 3.8186e-007 4.3142e-007 3.6020e-006 1.3309e-005 4.0854e-005 1.4462e-004 4.5499e-004 1.2499e-003 3.1476e-003 7.0331e-003 1.3427e-002 2.1299e-002 2.6813e-002 2.4306e-002 1.2555e-002 1.1504e-003 3.2858e-003 1.5117e-002 1.5333e-002 2.4822e-003 3.3956e-003 1.4925e-002 7.0031e-003 1.0000e-003 1.3300e-002 5.4881e-003 2.8756e-003 1.2912e-002 4.0704e-004 1.0351e-002 4.2878e-003 6.1281e-003 6.5523e-003 4.8712e-003 5.2567e-003 6.8808e-003 8.4178e-004 8.0240e-003 3.1619e-003 7.3496e-004
          31 4.3972e-026 9.9719e-016 1.0185e-013 5.3773e-022 3.2549e-012 8.1134e-011 1.0820e-016 1.4079e-009 1.7788e-008 4.0475e-010 1.5900e-007 8.8050e-007 9.8043e-007 7.7519e-006 2.7226e-005 7.9950e-005 2.6841e-004 7.9485e-004 2.0510e-003 4.8052e-003 9.8969e-003 1.7155e-002 2.4155e-002 2.5904e-002 1.8252e-002 5.2989e-003 2.1638e-004 9.2881e-003 1.7155e-002 8.3701e-003 4.7587e-005 1.0074e-002 1.2951e-002 7.5475e-004 7.2349e-003 1.1928e-002 1.1836e-004 1.0061e-002 6.6096e-003 2.5161e-003 1.1296e-002 3.6494e-005 1.1341e-002 1.6755e-004 1.0564e-002 2.2864e-006 9.3078e-003 1.8997e-003 2.7410e-003 6.1847e-003 5.4671e-003
          32 1.4336e-025 3.7003e-015 3.2346e-013 2.4458e-021 9.6790e-012 2.2528e-010 3.5686e-016 3.6697e-009 4.3615e-008 1.0199e-009 3.7025e-007 1.9270e-006 2.1120e-006 1.5839e-005 5.2879e-005 1.4846e-004 4.7249e-004 1.3163e-003 3.1843e-003 6.9270e-003 1.3092e-002 2.0452e-002 2.5206e-002 2.2315e-002 1.1089e-002 8.2920e-004 3.4749e-003 1.4459e-002 1.3980e-002 2.0184e-003 3.4811e-003 1.3981e-002 6.2118e-003 1.0608e-003 1.2422e-002 4.9602e-003 2.7069e-003 1.1968e-002 4.4229e-004 9.3155e-003 4.4548e-003 4.9517e-003 7.0998e-003 3.2206e-003 6.7406e-003 4.2793e-003 3.2279e-003 7.5045e-003 1.5520e-004 2.8768e-003 1.6539e-003
