   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51          52          53          54          55          56          57          58          59          60          61          62          63          64          65          66          67          68          69          70          71          72          73          74          75          76          77          78          79          80          81          82          83          84          85          86          87          88          89          90          91          92          93          94          95          96          97          98          99         100         101         102         103         104         105         106
           0 9.9864e-001 7.4614e-004 5.3307e-004 6.8803e-005 9.6668e-006 2.4777e-007 3.4408e-054 4.4919e-055 4.4041e-052 1.2249e-049 4.8606e-047 7.3147e-035 4.5460e-044 6.4872e-044 8.9285e-043 1.9831e-041 8.3535e-040 2.7819e-028 1.1235e-038 1.3790e-038 1.0801e-036 5.3586e-035 5.4685e-033 1.0216e-021 4.2148e-031 4.1356e-031 2.5370e-030 3.0813e-029 9.8801e-028 1.5332e-016 6.0065e-026 1.7801e-026 4.6229e-026 2.2964e-025 2.3607e-024 4.0577e-013 3.5099e-022 1.5066e-024 8.9874e-024 3.0609e-022 8.8182e-021 5.2211e-018 2.3959e-009 7.5443e-019 1.3107e-018 5.3199e-018 4.1236e-017 1.4549e-015 1.0173e-008 3.0543e-015 1.7019e-015 3.2385e-015 1.1611e-014 1.0276e-013 5.9179e-009 5.6886e-012 2.6960e-013 2.1286e-013 3.2535e-013 8.7847e-013 1.1463e-011 4.1746e-010 2.2112e-012 6.4553e-014 2.2007e-013 3.1251e-012 3.3637e-011 3.7226e-010 3.5708e-010 1.4029e-010 1.1947e-010 1.5668e-010 2.6303e-010 4.8690e-010 7.6445e-010 8.1010e-010 6.5589e-010 5.2479e-010 4.6156e-010 4.4720e-010 4.6263e-010 4.8806e-010 4.9867e-010 4.7446e-010 4.1665e-010 3.4450e-010 2.7605e-010 2.1900e-010 1.7339e-010 1.3645e-010 1.0553e-010 7.9078e-011 5.6226e-011 3.6604e-011 2.0777e-011 9.4809e-012 2.7279e-012 8.9954e-014 9.1403e-013 4.5135e-012 1.0299e-011 1.7842e-011 2.6763e-011 3.6614e-011 4.6992e-011 5.6790e-011 6.4531e-011
           1 5.4081e-004 9.7015e-001 1.1300e-002 1.4665e-002 3.1388e-003 8.4789e-005 1.4026e-051 2.3315e-051 2.4980e-049 3.1833e-047 7.4461e-045 7.7181e-033 4.3638e-042 3.7026e-042 2.3405e-041 5.9817e-041 2.1388e-038 1.0113e-025 1.4949e-035 4.3687e-035 6.6432e-034 1.7748e-032 1.2520e-030 1.9246e-019 7.3160e-029 5.6084e-029 2.6623e-028 2.3828e-027 5.0641e-026 5.0197e-015 1.6190e-024 1.2939e-025 2.0604e-026 7.2452e-024 4.6577e-022 3.7271e-010 3.9145e-019 3.3664e-020 1.0018e-019 6.0438e-019 7.5101e-018 2.4818e-015 1.0695e-006 2.2305e-016 2.5311e-016 6.8250e-016 3.4924e-015 7.9063e-014 4.4962e-007 1.0054e-013 3.0470e-014 2.5372e-014 2.2480e-014 2.1858e-016 1.0327e-008 1.4252e-011 2.9637e-012 6.2160e-012 2.1572e-011 1.2998e-010 4.1813e-009 2.2225e-007 2.8519e-009 1.2737e-009 1.6282e-009 3.6829e-009 1.6186e-008 1.0881e-007 7.7915e-008 2.0376e-008 1.1831e-008 1.1053e-008 1.3697e-008 1.9298e-008 2.3665e-008 1.9760e-008 1.2459e-008 7.6342e-009 5.0550e-009 3.6110e-009 2.6751e-009 1.9351e-009 1.2650e-009 6.8196e-010 2.6548e-010 4.9336e-011 1.5055e-012 7.2333e-011 2.2737e-010 4.4898e-010 7.2660e-010 1.0515e-009 1.4124e-009 1.7812e-009 2.1183e-009 2.4062e-009 2.6430e-009 2.8206e-009 2.9605e-009 3.0857e-009 3.1888e-009 3.2887e-009 3.3782e-009 3.4478e-009 3.4959e-009 3.4803e-009 3.3679e-009
           2 7.9372e-004 2.5224e-002 7.0586e-001 1.7106e-001 8.6166e-002 9.6827e-003 1.5247e-049 1.0747e-049 6.7686e-048 5.3779e-046 7.2116e-044 3.8720e-032 1.7301e-041 5.3696e-043 2.1334e-040 3.3840e-038 7.3077e-036 1.1230e-023 1.2542e-033 1.9244e-033 1.8792e-032 3.4407e-031 1.6694e-029 1.9368e-018 6.3796e-028 2.8010e-028 5.3701e-028 3.5319e-028 6.6045e-026 4.7226e-014 2.6119e-023 2.2485e-023 1.3401e-022 1.4401e-021 3.4413e-020 1.6155e-008 1.6142e-017 9.0508e-019 1.8883e-018 8.2520e-018 7.4869e-017 1.7816e-014 7.3558e-006 1.1068e-015 7.9764e-016 1.1423e-015 1.9368e-015 3.5565e-016 3.7741e-008 7.3528e-014 1.5977e-013 6.4507e-013 3.9333e-012 5.3406e-011 4.2333e-006 4.3228e-009 2.9519e-010 3.4009e-010 7.9124e-010 3.5395e-009 8.9840e-008 4.4342e-006 4.9995e-008 1.8725e-008 2.0382e-008 3.9637e-008 1.5093e-007 9.0534e-007 5.9679e-007 1.3555e-007 6.6435e-008 5.1172e-008 5.0729e-008 5.4990e-008 4.9210e-008 2.7046e-008 8.8081e-009 1.4182e-009 3.5566e-011 1.9982e-009 7.0009e-009 1.5503e-008 2.7210e-008 4.0054e-008 5.1292e-008 5.9772e-008 6.6255e-008 7.2131e-008 7.8394e-008 8.5319e-008 9.2637e-008 9.9948e-008 1.0662e-007 1.1123e-007 1.1257e-007 1.1104e-007 1.0743e-007 1.0202e-007 9.6028e-008 9.0240e-008 8.4397e-008 7.8975e-008 7.3697e-008 6.8369e-008 6.2996e-008 5.6969e-008 5.0091e-008
           3 1.3694e-005 2.9013e-003 2.7721e-001 4.6878e-001 1.8121e-001 6.6452e-002 1.0216e-048 3.9233e-049 1.2232e-047 2.8962e-046 1.4667e-045 8.5632e-032 7.4588e-041 3.1328e-040 8.9499e-039 4.0104e-037 4.2740e-035 4.4111e-023 4.1996e-033 3.7391e-033 1.9421e-032 1.4214e-031 8.2486e-031 3.4200e-020 6.9049e-029 4.1453e-028 5.6963e-027 1.1641e-025 5.5188e-024 1.0976e-012 4.6433e-022 1.8453e-022 6.4138e-022 4.4194e-021 7.0031e-020 2.2581e-008 2.1590e-017 7.5413e-019 8.6324e-019 1.5204e-018 1.7422e-018 5.9797e-016 3.9257e-007 4.4200e-016 1.3747e-015 7.5396e-015 6.9887e-014 2.7666e-012 2.0080e-005 6.2861e-012 3.7153e-012 7.4222e-012 2.7858e-011 2.5899e-010 1.5653e-005 1.5206e-008 7.7758e-010 6.8082e-010 1.2058e-009 4.0637e-009 7.5968e-008 3.3351e-006 2.9618e-008 7.2610e-009 4.5412e-009 3.9185e-009 3.3678e-009 4.1736e-011 6.3450e-009 1.2448e-008 2.1210e-008 4.0789e-008 8.7493e-008 1.9209e-007 3.4216e-007 4.0202e-007 3.5741e-007 3.1200e-007 2.9774e-007 3.1170e-007 3.4753e-007 3.9469e-007 4.3433e-007 4.4604e-007 4.2462e-007 3.8308e-007 3.3791e-007 2.9851e-007 2.6702e-007 2.4177e-007 2.2018e-007 2.0036e-007 1.8072e-007 1.5934e-007 1.3595e-007 1.1251e-007 9.0571e-008 7.0742e-008 5.3934e-008 4.0202e-008 2.8994e-008 2.0132e-008 1.3183e-008 7.8963e-009 4.0942e-009 1.6080e-009 3.1730e-010
           4 1.1983e-005 9.0830e-004 2.6937e-004 3.2046e-001 3.9513e-001 2.2062e-001 3.2746e-048 2.8757e-049 3.9660e-048 5.4254e-045 2.9366e-042 4.7261e-030 2.9508e-039 4.1175e-039 5.2542e-038 1.0339e-036 3.5419e-035 8.1972e-024 2.0330e-034 1.3046e-033 6.0238e-032 2.4511e-030 2.1567e-028 3.6646e-017 1.4471e-026 1.2284e-026 6.3971e-026 6.3756e-025 1.5868e-023 1.9179e-012 6.8025e-022 1.1810e-022 1.1159e-022 3.0170e-024 1.1784e-020 1.7768e-008 1.9429e-017 2.1750e-018 7.4290e-018 4.8747e-017 6.4184e-016 2.2194e-013 9.6132e-005 2.0778e-014 2.4596e-014 6.9651e-014 3.7923e-013 9.3374e-012 5.5618e-005 1.3402e-011 4.9084e-012 5.7204e-012 1.1020e-011 3.9470e-011 5.7407e-007 3.5204e-010 7.0514e-012 8.9580e-011 5.3276e-010 4.2439e-009 1.6318e-007 9.1185e-006 1.2704e-007 6.2914e-008 8.7789e-008 2.1456e-007 1.0106e-006 7.1577e-006 5.3136e-006 1.4726e-006 9.1121e-007 9.0788e-007 1.2000e-006 1.8018e-006 2.3519e-006 2.0949e-006 1.4204e-006 9.4565e-007 6.8849e-007 5.4888e-007 4.6321e-007 3.9352e-007 3.1742e-007 2.3104e-007 1.4755e-007 8.1555e-008 3.7550e-008 1.2384e-008 1.3469e-009 1.0455e-009 9.5073e-009 2.5511e-008 4.8064e-008 7.5441e-008 1.0472e-007 1.3353e-007 1.6049e-007 1.8408e-007 2.0485e-007 2.2404e-007 2.4092e-007 2.5677e-007 2.7100e-007 2.8275e-007 2.9182e-007 2.9457e-007 2.8800e-007
           5 8.3817e-008 3.5133e-005 4.4250e-003 1.9517e-002 2.8871e-001 3.9164e-001 5.3646e-048 7.9271e-049 4.8717e-046 9.0981e-044 2.2129e-041 2.0143e-029 1.0762e-038 5.4991e-039 4.6132e-039 8.9218e-037 4.3187e-034 7.8490e-022 9.0657e-032 1.4193e-031 1.2915e-030 2.0725e-029 8.3341e-028 8.1577e-017 2.4438e-026 6.9319e-027 3.7909e-027 5.1433e-026 1.3002e-023 4.4034e-012 2.1202e-021 1.2555e-021 5.8607e-021 5.1995e-020 1.0519e-018 4.2923e-007 4.2227e-016 2.0287e-017 3.5971e-017 1.3094e-016 9.5179e-016 1.6825e-013 6.6385e-005 6.5701e-015 1.8012e-015 3.2652e-017 4.1713e-014 4.3205e-012 4.0118e-005 1.6169e-011 1.3217e-011 3.3500e-011 1.5206e-010 1.6628e-009 1.1371e-004 1.1308e-007 6.6518e-009 6.7016e-009 1.3756e-008 5.4532e-008 1.2285e-006 5.8104e-005 6.0379e-007 1.9892e-007 1.8849e-007 3.1436e-007 1.0082e-006 5.1581e-006 2.9842e-006 5.2319e-007 1.7285e-007 7.1009e-008 1.9818e-008 5.5419e-010 5.9241e-008 1.9317e-007 3.0799e-007 4.0010e-007 5.1057e-007 6.6844e-007 8.9157e-007 1.1749e-006 1.4685e-006 1.6876e-006 1.7796e-006 1.7663e-006 1.7061e-006 1.6452e-006 1.6032e-006 1.5793e-006 1.5639e-006 1.5479e-006 1.5209e-006 1.4655e-006 1.3724e-006 1.2539e-006 1.1236e-006 9.8763e-007 8.5925e-007 7.4476e-007 6.4062e-007 5.4934e-007 4.6756e-007 3.9338e-007 3.2642e-007 2.6370e-007 2.0541e-007
           6 6.7320e-007 3.3680e-005 1.5937e-004 3.1777e-003 4.1879e-002 2.4906e-001 5.8241e-048 7.4813e-047 8.6223e-045 7.9756e-043 9.4208e-041 3.3375e-029 1.1989e-038 2.9544e-039 6.7955e-037 4.8846e-035 5.7805e-033 5.6622e-021 5.1303e-031 3.3576e-031 8.6234e-031 1.3759e-031 5.2187e-028 2.0492e-016 1.0303e-025 1.4535e-025 1.0391e-024 1.3169e-023 4.0979e-022 5.9861e-011 2.2831e-020 5.8660e-021 1.2328e-020 4.4158e-020 2.4575e-019 6.6817e-009 3.0675e-018 1.9251e-018 1.9215e-017 1.9820e-016 3.3929e-015 1.4028e-012 6.1899e-004 1.5040e-013 1.9915e-013 6.2326e-013 3.7356e-012 1.0160e-010 6.3360e-004 1.6301e-010 6.8389e-011 9.5635e-011 2.4251e-010 1.4240e-009 5.3411e-005 4.6552e-008 1.0171e-009 1.7210e-010 5.0383e-011 4.2516e-009 3.0981e-007 1.9803e-005 3.3377e-007 2.0084e-007 3.2031e-007 8.6377e-007 4.3868e-006 3.2670e-005 2.5043e-005 7.2792e-006 4.7260e-006 4.9265e-006 6.7968e-006 1.0630e-005 1.4427e-005 1.3370e-005 9.4715e-006 6.6268e-006 5.1022e-006 4.3336e-006 3.9329e-006 3.6371e-006 3.2477e-006 2.6826e-006 2.0214e-006 1.4077e-006 9.2376e-007 5.7494e-007 3.3343e-007 1.7063e-007 6.7449e-008 1.2951e-008 7.2316e-010 2.6274e-008 8.3011e-008 1.6170e-007 2.5365e-007 3.5019e-007 4.4713e-007 5.4425e-007 6.3791e-007 7.3003e-007 8.1833e-007 8.9928e-007 9.7118e-007 1.0204e-006 1.0335e-006
           7 1.3844e-008 1.8316e-006 1.7069e-004 1.9867e-003 2.0916e-004 5.8207e-002 7.0096e-049 6.2643e-046 6.1294e-044 3.6512e-042 1.3247e-040 1.5925e-029 3.7245e-038 4.4899e-037 1.2705e-035 4.0510e-034 2.2231e-032 1.0290e-020 5.8643e-031 5.8025e-033 6.3327e-030 3.1412e-028 2.4991e-026 3.6254e-015 1.3036e-024 7.5011e-025 2.1980e-024 8.4655e-024 1.7277e-023 3.6698e-012 3.7276e-021 7.1044e-021 5.0320e-020 5.4783e-019 1.2418e-017 5.3991e-006 5.3420e-015 2.6913e-016 4.9667e-016 1.8889e-015 1.4588e-014 2.8493e-012 1.1437e-003 1.3540e-013 6.3183e-014 3.2001e-014 2.8560e-014 1.6116e-011 1.8176e-004 8.5485e-011 8.0805e-011 2.2050e-010 1.0414e-009 1.1622e-008 8.0086e-004 7.9699e-007 4.6882e-008 4.6947e-008 9.5344e-008 3.7261e-007 8.2510e-006 3.8766e-004 3.9748e-006 1.2809e-006 1.1844e-006 1.9229e-006 5.9882e-006 2.9837e-005 1.6897e-005 2.8402e-006 8.7773e-007 3.1801e-007 5.7941e-008 3.2628e-008 5.2506e-007 1.3925e-006 2.0250e-006 2.4862e-006 3.0475e-006 3.8668e-006 5.0258e-006 6.4773e-006 7.9371e-006 8.9584e-006 9.2891e-006 9.0731e-006 8.6295e-006 8.1975e-006 7.8718e-006 7.6444e-006 7.4646e-006 7.2877e-006 7.0649e-006 6.7169e-006 6.2065e-006 5.5952e-006 4.9464e-006 4.2883e-006 3.6789e-006 3.1429e-006 2.6633e-006 2.2485e-006 1.8825e-006 1.5563e-006 1.2672e-006 1.0027e-006 7.6360e-007
           8 1.1053e-007 4.5140e-006 4.0158e-005 4.7942e-007 2.8722e-003 5.0691e-004 1.0714e-046 1.9373e-044 1.6689e-042 9.2075e-041 4.0151e-039 5.2938e-030 8.5055e-038 2.9919e-036 6.7730e-035 1.2416e-033 1.3987e-032 3.2271e-021 1.6159e-030 1.1716e-029 1.6925e-028 3.0433e-027 1.0748e-025 8.0740e-015 1.9740e-024 8.6512e-026 1.6449e-024 8.9063e-023 5.1697e-021 1.0057e-009 4.1371e-019 1.3570e-019 3.4735e-019 1.5487e-018 1.2908e-017 1.5494e-006 1.2571e-015 2.2530e-020 1.0130e-016 1.6623e-015 3.3002e-014 1.4381e-011 6.3652e-003 1.5592e-012 2.0433e-012 6.2474e-012 3.6251e-011 9.4706e-010 5.7904e-003 1.4476e-009 5.7245e-010 7.4321e-010 1.7073e-009 8.6768e-009 2.6765e-004 2.2120e-007 2.6393e-009 2.6461e-011 6.9078e-009 9.6488e-008 4.6461e-006 2.7237e-004 4.0488e-006 2.1233e-006 3.0482e-006 7.5317e-006 3.5480e-005 2.5007e-004 1.8464e-004 5.0590e-005 3.0829e-005 3.0190e-005 3.9186e-005 5.7790e-005 7.4150e-005 6.4940e-005 4.3258e-005 2.8280e-005 2.0217e-005 1.5833e-005 1.3134e-005 1.0977e-005 8.7187e-006 6.2543e-006 3.9402e-006 2.1511e-006 9.8067e-007 3.2247e-007 3.6576e-008 2.3199e-008 2.2272e-007 5.9702e-007 1.1156e-006 1.7327e-006 2.3777e-006 2.9958e-006 3.5573e-006 4.0299e-006 4.4293e-006 4.7844e-006 5.0813e-006 5.3489e-006 5.5761e-006 5.7474e-006 5.8605e-006 5.8460e-006 5.6505e-006
           9 2.2428e-008 1.0879e-008 6.0189e-006 1.9997e-004 4.1596e-004 2.2830e-003 1.0486e-044 1.6598e-042 1.2301e-040 5.7883e-039 2.0771e-037 2.4454e-031 5.7907e-036 1.3036e-034 2.4966e-033 4.1459e-032 6.3697e-031 1.5039e-021 5.4906e-030 7.9531e-029 8.5376e-028 7.9498e-027 4.7284e-026 1.4655e-015 2.9452e-024 1.3318e-023 1.1910e-022 1.3864e-021 3.1743e-020 3.0991e-009 9.8740e-019 7.7682e-020 7.7652e-022 1.6494e-018 8.5857e-017 5.2107e-005 5.2897e-014 3.1707e-015 6.3065e-015 2.4273e-014 1.8094e-013 3.2577e-011 1.2896e-002 1.3349e-012 4.5320e-013 4.2201e-014 2.7609e-012 3.7453e-010 3.5689e-003 1.4495e-009 1.1573e-009 2.7966e-009 1.1932e-008 1.2136e-007 7.7567e-003 7.6068e-006 4.0866e-007 3.7235e-007 6.8349e-007 2.3905e-006 4.6746e-005 2.0926e-003 1.9435e-005 5.2590e-006 3.9004e-006 4.7135e-006 9.6166e-006 2.8057e-005 8.4707e-006 5.0891e-008 7.3911e-007 3.3250e-006 9.7930e-006 2.5106e-005 4.8684e-005 6.0221e-005 5.5334e-005 4.9255e-005 4.7438e-005 4.9749e-005 5.5269e-005 6.2313e-005 6.7894e-005 6.8903e-005 6.4720e-005 5.7536e-005 4.9955e-005 4.3396e-005 3.8145e-005 3.3920e-005 3.0328e-005 2.7090e-005 2.3979e-005 2.0745e-005 1.7362e-005 1.4091e-005 1.1122e-005 8.5134e-006 6.3579e-006 4.6386e-006 3.2709e-006 2.2166e-006 1.4124e-006 8.1854e-007 4.0570e-007 1.4736e-007 2.2964e-008
