   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17
           0 9.8719e-001 1.2798e-002 8.7366e-006 2.0350e-008 1.6612e-010 5.0154e-009 4.7291e-009 1.0909e-009 8.7012e-010 4.9682e-010 7.6051e-010 1.1790e-011 2.0634e-010 2.9323e-010 1.4166e-010 3.5324e-011 4.8707e-012 4.4307e-013
           1 1.2527e-002 9.5725e-001 3.0163e-002 5.5411e-005 3.6092e-007 3.1736e-009 1.6521e-008 1.3612e-008 3.8593e-009 1.9879e-009 1.5490e-009 1.7055e-009 2.8572e-012 5.8538e-010 7.5665e-010 4.0720e-010 1.3831e-010 2.6083e-011
           2 2.7014e-004 2.8846e-002 9.1648e-001 5.4156e-002 2.4535e-004 3.0130e-006 1.7723e-008 2.6296e-008 7.3157e-009 6.6572e-009 3.9469e-010 2.5400e-009 9.3732e-010 7.5505e-011 6.4494e-010 5.5011e-010 2.3656e-010 4.9386e-011
           3 1.0244e-005 1.0386e-003 5.0398e-002 8.5933e-001 8.8281e-002 9.2365e-004 1.6168e-005 2.7774e-008 3.7852e-008 1.1729e-009 1.0747e-009 6.4882e-011 4.1318e-011 4.2722e-011 7.4899e-011 2.4890e-011 3.3549e-012 2.6945e-013
           4 4.9861e-037 5.3636e-035 2.5396e-033 4.9706e-032 1.8356e-034 7.1715e-032 2.3565e-030 1.8695e-028 8.0256e-026 4.4409e-023 3.0235e-020 1.7746e-017 4.8435e-014 8.6859e-011 2.7084e-007 3.8693e-004 8.5888e-002 5.2639e-001
           5 8.7154e-036 1.0819e-033 4.8786e-032 1.1902e-030 9.0891e-031 1.1133e-029 2.6138e-028 1.6997e-026 5.8613e-024 2.7339e-021 1.5687e-018 7.7896e-016 1.5338e-012 1.8988e-009 2.9958e-006 1.3151e-003 5.8815e-002 2.1100e-002
           6 3.5620e-034 5.0163e-032 2.2043e-030 6.0872e-029 1.6110e-028 8.5283e-028 1.3693e-026 7.1925e-025 1.9842e-022 7.7974e-020 3.7762e-017 1.5884e-014 2.2674e-011 1.9468e-008 1.5996e-005 2.9817e-003 9.2955e-002 1.1576e-001
           7 2.3761e-032 3.5888e-030 1.5837e-028 4.6199e-027 2.4711e-026 5.2141e-026 4.8500e-025 2.0025e-023 4.3864e-021 1.4484e-018 5.9185e-016 2.1086e-013 2.1878e-010 1.3067e-007 5.7980e-005 5.8796e-003 8.4860e-002 4.2634e-002
           8 7.1144e-030 1.0543e-027 4.8010e-026 1.4142e-024 1.2013e-023 5.9157e-024 1.3872e-023 4.0718e-022 6.9986e-020 1.9347e-017 6.6654e-015 2.0101e-012 1.5200e-009 6.3435e-007 1.5968e-004 1.0144e-002 9.3761e-002 2.6917e-002
           9 2.0481e-018 2.9294e-016 1.3580e-014 3.9854e-013 3.8928e-012 6.8729e-013 1.5361e-014 3.3076e-016 4.5558e-019 7.9919e-017 2.1092e-014 5.9789e-012 3.9933e-009 1.4489e-006 2.9632e-004 1.5999e-002 1.1843e-001 3.0781e-003
