   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26
           0 9.0380e-001 9.4455e-002 1.7401e-003 3.5632e-006 1.3904e-009 9.7299e-010 1.8160e-009 2.0607e-009 2.1852e-009 7.9828e-012 8.4754e-010 8.2494e-012 3.0724e-010 1.9144e-013 2.3985e-010 1.4162e-010 1.7231e-013 8.1759e-011 1.1337e-010 6.5522e-011 2.3329e-011 6.4613e-012 1.7783e-012 7.4120e-013 4.5864e-013 2.6631e-013 1.4726e-013
           1 8.6717e-002 7.2712e-001 1.8075e-001 5.3987e-003 1.5013e-005 2.5370e-008 4.7842e-009 1.2991e-008 1.8843e-008 9.7014e-009 3.5554e-010 5.2552e-009 3.1557e-013 2.4953e-009 2.3234e-010 8.7806e-010 1.2307e-009 1.7298e-010 7.9753e-011 3.5851e-010 3.5224e-010 2.0312e-010 9.0571e-011 4.9888e-011 3.8651e-011 2.7172e-011 1.7352e-011
           2 8.4007e-003 1.5155e-001 5.7084e-001 2.5809e-001 1.1070e-002 3.8652e-005 9.1599e-008 1.6240e-009 4.2714e-009 9.8264e-009 8.6642e-009 3.9213e-010 2.2289e-009 9.0330e-010 1.3365e-009 8.8872e-011 9.6841e-010 3.2346e-010 8.4608e-012 1.9860e-010 2.2977e-010 1.3627e-010 6.0707e-011 3.3306e-011 2.5697e-011 1.7994e-011 1.1455e-011
           3 9.4199e-004 2.2737e-002 1.9615e-001 4.3536e-001 3.2592e-001 1.8816e-002 7.7001e-005 2.9891e-007 5.6126e-011 5.2647e-012 2.5367e-011 1.0520e-010 1.9044e-011 8.2309e-011 5.1179e-011 1.8111e-012 1.4211e-012 4.6236e-012 7.6536e-012 1.6850e-012 8.2038e-015 3.9639e-013 3.7187e-013 2.7076e-013 2.5052e-013 1.9983e-013 1.3864e-013
           4 1.1948e-004 3.4380e-003 4.0681e-002 2.2246e-001 3.2060e-001 3.8395e-001 2.8605e-002 1.2942e-004 9.4042e-007 7.8236e-010 2.9263e-009 7.5038e-009 9.9364e-009 1.2035e-009 1.1974e-009 1.7230e-009 1.1511e-009 1.1503e-010 8.1649e-010 4.2090e-010 6.3644e-011 1.0838e-012 9.6453e-013 1.7542e-012 2.3642e-012 2.3330e-012 1.8278e-012
           5 1.9459e-005 5.6245e-004 7.8375e-003 6.0053e-002 2.3284e-001 2.2610e-001 4.3210e-001 4.0308e-002 1.8978e-004 2.6029e-006 1.0738e-010 2.8749e-009 7.1393e-009 1.0251e-008 1.3611e-009 1.5207e-009 1.4362e-009 1.4871e-009 1.0710e-014 4.5265e-010 4.4683e-010 2.0351e-010 7.4080e-011 3.6093e-011 2.5330e-011 1.6389e-011 9.8428e-012
           6 3.1783e-006 1.0531e-004 1.5540e-003 1.4155e-002 7.8842e-002 2.2973e-001 1.5094e-001 4.7075e-001 5.3673e-002 2.4302e-004 6.5797e-006 2.2329e-009 1.6344e-010 1.6184e-009 3.8180e-009 8.6974e-010 2.5152e-010 7.4123e-010 5.3284e-010 8.8148e-012 4.8781e-011 5.8692e-011 3.0914e-011 1.7834e-011 1.4112e-011 1.0020e-011 6.4228e-012
           7 5.3946e-007 2.0880e-005 3.4022e-004 3.3335e-003 2.2202e-002 9.5336e-002 2.1584e-001 9.3686e-002 5.0065e-001 6.8313e-002 2.6470e-004 1.5533e-005 1.6020e-008 4.7795e-009 2.2301e-008 2.0124e-008 1.6890e-014 6.0275e-009 3.7150e-011 2.0864e-009 2.0860e-009 8.7764e-010 2.9695e-010 1.3813e-010 9.3253e-011 5.8344e-011 3.4155e-011
           8 1.6309e-007 4.7252e-006 7.7949e-005 8.2637e-004 6.0534e-003 3.1510e-002 1.0821e-001 1.9395e-001 5.2548e-002 5.2291e-001 8.3655e-002 2.2853e-004 3.3534e-005 1.6287e-007 2.9078e-009 2.0393e-008 1.3855e-008 4.6846e-010 3.5623e-009 7.6059e-010 1.2403e-010 4.7281e-010 3.2773e-010 2.1113e-010 1.7979e-010 1.3477e-010 8.9614e-011
           9 6.0124e-008 1.2985e-006 1.9830e-005 2.1819e-004 1.7078e-003 9.8175e-003 4.1415e-002 1.1642e-001 1.6684e-001 2.5313e-002 5.3919e-001 9.8859e-002 1.2335e-004 6.7173e-005 9.1156e-007 7.8360e-009 2.4792e-008 7.1692e-009 2.1160e-009 1.1688e-009 1.5209e-009 4.2867e-010 8.5062e-011 2.4924e-011 1.0089e-011 3.4526e-012 1.0650e-012
          10 1.1041e-008 3.5417e-007 5.9015e-006 6.2611e-005 5.0225e-004 3.1143e-003 1.4621e-002 5.1151e-002 1.1940e-001 1.3716e-001 9.3946e-003 5.5174e-001 1.1271e-001 7.3311e-006 1.2157e-004 4.2533e-006 2.4067e-008 9.2651e-009 1.9420e-009 1.0750e-009 6.7808e-011 3.4349e-010 2.1949e-010 1.3289e-010 1.0737e-010 7.6944e-011 4.9477e-011
          11 4.7837e-010 8.7343e-008 1.7889e-006 1.9342e-005 1.5896e-004 1.0143e-003 5.1502e-003 2.0252e-002 5.9804e-002 1.1702e-001 1.0735e-001 1.9525e-003 5.6355e-001 1.2338e-001 1.4831e-004 1.8476e-004 1.6801e-005 4.7715e-007 2.8184e-008 2.5224e-009 2.6884e-009 2.9103e-009 1.2743e-009 6.5526e-010 4.7263e-010 3.1059e-010 1.8806e-010
          12 9.1956e-011 2.7203e-008 5.1558e-007 6.3611e-006 5.4195e-005 3.5098e-004 1.8519e-003 7.9049e-003 2.6407e-002 6.6473e-002 1.0959e-001 7.9376e-002 7.7463e-006 5.7840e-001 1.2808e-001 1.2443e-003 1.9092e-004 5.1372e-005 5.6899e-006 1.3375e-007 5.3887e-009 6.8232e-009 2.4989e-009 1.1517e-009 7.6261e-010 4.6752e-010 2.6928e-010
          13 8.1362e-010 1.4182e-008 1.7302e-007 2.2757e-006 1.9382e-005 1.3052e-004 7.0030e-004 3.1145e-003 1.1370e-002 3.2665e-002 7.0494e-002 9.8037e-002 5.4913e-002 6.0173e-004 6.0001e-001 1.2313e-001 4.6160e-003 7.1228e-005 1.0094e-004 2.6865e-005 5.0537e-006 1.0201e-006 2.6324e-007 1.1164e-007 7.1950e-008 4.4001e-008 2.5542e-008
          14 1.5131e-009 8.2483e-009 8.1807e-008 8.9312e-007 7.3624e-006 5.0764e-005 2.8013e-004 1.2779e-003 4.8930e-003 1.5430e-002 3.8402e-002 7.1326e-002 8.3560e-002 3.5211e-002 1.1938e-003 6.3172e-001 1.0372e-001 1.2633e-002 8.6111e-005 7.7280e-005 6.0816e-005 2.4410e-005 8.8284e-006 4.3896e-006 3.1628e-006 2.1042e-006 1.2939e-006
          15 8.5801e-010 3.3406e-009 4.4574e-008 3.7180e-007 3.0629e-006 2.0591e-005 1.1691e-004 5.5055e-004 2.1625e-003 7.1966e-003 1.9758e-002 4.2719e-002 6.8379e-002 6.7139e-002 2.0481e-002 5.3552e-004 6.7735e-001 6.5380e-002 2.5629e-002 2.3157e-003 8.4926e-005 3.4398e-007 3.9400e-006 3.6700e-006 3.7125e-006 3.0788e-006 2.1706e-006
          16 8.5722e-011 7.1137e-010 2.0821e-008 1.6089e-007 1.3926e-006 9.0568e-006 5.1552e-005 2.4792e-004 1.0036e-003 3.4403e-003 1.0008e-002 2.4010e-002 4.5120e-002 6.2040e-002 5.1015e-002 1.0111e-002 3.3978e-004 7.2743e-001 1.6801e-002 3.3381e-002 1.0222e-002 2.5605e-003 7.1376e-004 3.0999e-004 2.0182e-004 1.2383e-004 7.1868e-005
          17 7.2416e-011 4.4478e-011 7.2388e-009 7.2729e-008 6.5735e-007 4.3307e-006 2.4189e-005 1.1607e-004 4.8278e-004 1.7024e-003 5.1246e-003 1.3092e-002 2.7429e-002 4.4807e-002 5.2668e-002 3.6429e-002 3.4328e-003 1.0214e-002 7.4384e-001 5.8025e-003 1.3046e-002 1.0918e-002 4.9132e-003 2.6565e-003 2.0177e-003 1.3927e-003 8.7702e-004
          18 3.0778e-010 3.8374e-013 1.9329e-009 3.5667e-008 3.1561e-007 2.1983e-006 1.2120e-005 5.7628e-005 2.4166e-004 8.7507e-004 2.7142e-003 7.1979e-003 1.6137e-002 2.9456e-002 4.1626e-002 4.1901e-002 2.4219e-002 1.5129e-004 5.6819e-002 6.2239e-001 1.0383e-001 7.6018e-003 3.3973e-004 2.9749e-006 2.7566e-005 7.1097e-005 7.8188e-005
          19 3.2728e-010 9.7734e-014 5.0900e-010 1.9038e-008 1.5459e-007 1.1373e-006 6.3264e-006 3.0179e-005 1.2576e-004 4.6237e-004 1.4719e-003 4.0226e-003 9.4017e-003 1.8390e-002 2.9228e-002 3.5570e-002 3.0263e-002 1.5399e-002 2.9600e-003 1.8319e-001 2.7415e-001 1.6596e-001 5.9176e-002 2.8130e-002 1.9353e-002 1.2330e-002 7.3279e-003
          20 1.8849e-010 1.6269e-011 2.2907e-010 1.0862e-008 7.9688e-008 5.9631e-007 3.4043e-006 1.6516e-005 6.8420e-005 2.5240e-004 8.1670e-004 2.2895e-003 5.5175e-003 1.1281e-002 1.9242e-002 2.6345e-002 2.7106e-002 1.9585e-002 1.0420e-002 2.9934e-002 3.5048e-001 2.7912e-003 2.1983e-002 1.9426e-002 1.8951e-002 1.5275e-002 1.0554e-002
          21 6.5620e-011 4.8293e-011 1.9331e-010 6.2602e-009 4.2870e-008 3.1307e-007 1.8387e-006 9.0942e-006 3.7753e-005 1.3904e-004 4.5309e-004 1.2927e-003 3.1893e-003 6.7274e-003 1.1981e-002 1.7620e-002 2.0424e-002 1.7611e-002 1.0729e-002 1.0637e-002 1.4661e-001 2.7319e-001 6.9436e-002 2.2734e-002 1.0737e-002 4.6632e-003 1.9760e-003
          22 1.3363e-011 5.9185e-011 1.7660e-010 3.4280e-009 2.2887e-008 1.6022e-007 9.5977e-007 4.8096e-006 2.0110e-005 7.3972e-005 2.4158e-004 6.9602e-004 1.7442e-003 3.7588e-003 6.8795e-003 1.0557e-002 1.3054e-002 1.2556e-002 8.7663e-003 4.7931e-003 2.4095e-002 4.0457e-001 1.8940e-002 3.2180e-002 3.2447e-002 2.4604e-002 1.5876e-002
          23 1.4763e-012 5.3182e-011 1.5206e-010 2.0193e-009 1.3483e-008 9.0864e-008 5.4999e-007 2.7736e-006 1.1683e-005 4.2975e-005 1.4046e-004 4.0663e-004 1.0285e-003 2.2468e-003 4.1827e-003 6.5815e-003 8.4291e-003 8.5876e-003 6.6192e-003 3.6963e-003 2.6142e-003 8.8753e-002 4.3668e-001 7.6522e-002 1.3920e-002 1.0701e-003 1.7811e-005
          24 1.1163e-014 4.6150e-011 1.3396e-010 1.3512e-009 9.1099e-009 5.9531e-008 3.6218e-007 1.8314e-006 7.7628e-006 2.8578e-005 9.3448e-005 2.7129e-004 6.9026e-004 1.5221e-003 2.8675e-003 4.5881e-003 6.0129e-003 6.3435e-003 5.1809e-003 3.1695e-003 1.7450e-003 1.6199e-004 3.2288e-001 7.7388e-002 1.1922e-001 7.6072e-002 3.8883e-002
          25 6.8584e-013 3.6937e-011 1.1034e-010 9.1103e-010 6.2214e-009 3.9691e-008 2.4200e-007 1.2247e-006 5.2173e-006 1.9227e-005 6.2900e-005 1.8292e-004 4.6729e-004 1.0373e-003 1.9710e-003 3.1911e-003 4.2508e-003 4.5897e-003 3.8830e-003 2.5162e-003 1.3359e-003 1.4859e-003 3.9789e-002 4.7415e-001 2.9727e-002 3.7032e-003 1.4335e-002
          26 1.2550e-012 2.6673e-011 8.1924e-011 5.8825e-010 4.0658e-009 2.5494e-008 1.5552e-007 7.8692e-007 3.3648e-006 1.2413e-005 4.0626e-005 1.1827e-004 3.0294e-004 6.7557e-004 1.2913e-003 2.1078e-003 2.8397e-003 3.1140e-003 2.6931e-003 1.8038e-003 9.3837e-004 7.7565e-004 5.0720e-003 2.3779e-001 3.2056e-001 1.0338e-001 2.2509e-002
          27 1.1709e-012 1.6377e-011 5.1357e-011 3.3738e-010 2.3532e-009 1.4590e-008 8.8996e-008 4.5012e-007 1.9294e-006 7.1233e-006 2.3321e-005 6.7934e-005 1.7430e-004 3.8981e-004 7.4794e-004 1.2272e-003 1.6653e-003 1.8440e-003 1.6160e-003 1.1030e-003 5.7196e-004 3.7298e-004 5.0690e-004 1.4460e-002 4.1647e-001 2.4591e-001 6.8495e-002
          28 5.7514e-013 6.6875e-012 2.1218e-011 1.3313e-010 9.3343e-010 5.7539e-009 3.5088e-008 1.7741e-007 7.6141e-007 2.8124e-006 9.2092e-006 2.6836e-005 6.8908e-005 1.5434e-004 2.9672e-004 4.8812e-004 6.6491e-004 7.3991e-004 6.5277e-004 4.4967e-004 2.3382e-004 1.4059e-004 1.0242e-004 1.6431e-003 5.6862e-004 4.2880e-001 4.4577e-001
