   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51          52          53          54          55          56          57          58          59          60          61          62          63          64          65          66          67          68          69          70          71          72          73          74          75          76          77          78          79          80          81          82          83          84          85          86          87          88          89          90          91          92          93          94          95          96          97
          10 3.0276e-009 4.5774e-007 1.5954e-005 9.1004e-005 1.7526e-006 4.5033e-037 5.3439e-035 2.9391e-033 5.0088e-034 1.0342e-031 2.7350e-030 5.4847e-029 9.0444e-028 1.2346e-026 1.6614e-023 1.4534e-025 1.4840e-024 1.3466e-023 1.0902e-022 7.4635e-022 1.9311e-016 5.4921e-021 3.4491e-020 2.0246e-019 1.1551e-018 1.3059e-017 4.4256e-009 2.2980e-017 1.1521e-016 5.2227e-016 2.1408e-015 1.5077e-015 7.3090e-005 8.9723e-014 3.7126e-013 2.0306e-012 1.5859e-011 4.3098e-010 7.9541e-001 7.8846e-010 2.2816e-010 1.5773e-010 4.8782e-011 1.1775e-009 2.2314e-002 2.0882e-007 5.1069e-008 9.4071e-008 3.0168e-007 1.8204e-006 1.4159e-004 4.7616e-002 1.7219e-005 8.5696e-006 1.0395e-005 2.2094e-005 1.1978e-004 4.4520e-003 4.5447e-004 3.2828e-005 7.8839e-006 6.1740e-007 6.0525e-006 9.8278e-005 2.9356e-004 2.4891e-004 2.0400e-004 2.1656e-004 2.7545e-004 3.8663e-004 5.4156e-004 6.6834e-004 6.7380e-004 5.8108e-004 4.7675e-004 4.0002e-004 3.5113e-004 3.2093e-004 3.0042e-004 2.8154e-004 2.5736e-004 2.2464e-004 1.8593e-004 1.4748e-004 1.1408e-004 8.6750e-005 6.4828e-005 4.7795e-005 3.4721e-005 2.4423e-005 1.6385e-005 1.0241e-005 5.6805e-006 2.5904e-006 7.7782e-007 4.5141e-008 1.4941e-007 7.9515e-007
          11 2.8588e-008 7.7837e-007 7.8588e-006 2.4144e-006 1.1418e-004 1.3330e-034 1.4314e-032 7.1210e-031 2.0569e-030 2.2654e-029 5.4038e-028 9.7613e-027 1.4474e-025 1.7747e-024 2.0896e-023 1.8680e-023 1.7031e-022 1.3763e-021 9.8969e-021 6.4588e-020 2.0724e-018 3.8258e-019 2.0948e-018 1.0555e-017 4.9733e-017 2.0714e-016 6.2635e-010 9.3317e-016 3.7133e-015 1.4197e-014 5.3805e-014 2.7979e-013 1.6847e-004 4.7035e-013 1.7328e-012 5.7618e-012 1.8327e-011 4.7466e-011 4.0806e-003 3.1001e-010 9.6571e-010 3.8969e-009 2.0882e-008 2.4034e-007 8.6622e-001 5.8066e-006 4.4237e-007 2.8937e-007 2.8693e-007 2.8371e-007 8.3524e-007 1.2014e-003 4.1343e-006 6.6304e-006 1.7026e-005 6.6305e-005 6.3375e-004 3.5497e-002 4.6010e-003 7.0042e-004 5.2423e-004 6.9723e-004 1.4463e-003 3.9961e-003 5.1254e-003 2.0646e-003 8.0893e-004 4.2203e-004 2.6008e-004 1.6365e-004 8.4896e-005 2.2820e-005 2.7657e-012 1.6693e-005 5.1569e-005 9.2217e-005 1.3711e-004 1.8782e-004 2.4484e-004 3.0481e-004 3.5886e-004 3.9530e-004 4.0763e-004 3.9999e-004 3.8215e-004 3.6030e-004 3.3663e-004 3.1435e-004 2.9514e-004 2.7635e-004 2.5739e-004 2.3811e-004 2.1646e-004 1.9377e-004 1.7013e-004 1.4615e-004 1.2267e-004 9.9347e-005
          12 1.1372e-008 1.8354e-007 1.5037e-007 1.0883e-005 6.8697e-005 9.4653e-032 9.0885e-030 4.0444e-028 1.0814e-027 1.1512e-026 2.4531e-025 3.9573e-024 5.2362e-023 5.7230e-022 1.0174e-021 5.3675e-021 4.3541e-020 3.1275e-019 1.9958e-018 1.1552e-017 4.3681e-018 6.0446e-017 2.9202e-016 1.2952e-015 5.3618e-015 2.0717e-014 5.9268e-012 7.5023e-014 2.5753e-013 8.3470e-013 2.5807e-012 7.4350e-012 2.9916e-005 2.2233e-011 6.1084e-011 1.6425e-010 4.3950e-010 1.3594e-009 4.9973e-002 1.8215e-009 5.4364e-009 1.3793e-008 3.4477e-008 8.9012e-008 3.4423e-004 1.7203e-007 5.6397e-007 1.7382e-006 6.4836e-006 3.8600e-005 2.6705e-003 8.6997e-001 2.6661e-004 1.0120e-004 8.6092e-005 1.1331e-004 2.9606e-004 4.4815e-003 1.8708e-004 1.5414e-005 1.0553e-004 3.5832e-004 1.3557e-003 5.7503e-003 1.0039e-002 5.6508e-003 3.2767e-003 2.6350e-003 2.6598e-003 3.0523e-003 3.5621e-003 3.6994e-003 3.1398e-003 2.2592e-003 1.5228e-003 1.0283e-003 7.0721e-004 4.8833e-004 3.2789e-004 2.0371e-004 1.0832e-004 4.2738e-005 8.1533e-006 1.9078e-007 1.0721e-005 3.2477e-005 6.0200e-005 9.0786e-005 1.2316e-004 1.5557e-004 1.8662e-004 2.1540e-004 2.3886e-004 2.5652e-004 2.6707e-004 2.6970e-004 2.6431e-004 2.4822e-004
          13 4.4582e-011 1.7379e-009 1.2892e-006 1.5709e-005 7.5458e-006 2.4702e-027 1.8450e-025 6.4039e-024 1.6202e-023 1.4256e-022 2.3731e-021 2.9961e-020 3.1065e-019 2.6638e-018 3.5919e-018 1.9639e-017 1.2540e-016 7.1050e-016 3.5825e-015 1.6415e-014 2.0234e-014 6.8170e-014 2.6183e-013 9.2537e-013 3.0581e-012 9.4492e-012 8.9170e-012 2.7445e-011 7.5654e-011 1.9728e-010 4.9198e-010 1.1751e-009 1.5316e-006 2.6858e-009 5.9421e-009 1.2692e-008 2.6239e-008 5.2318e-008 1.0851e-002 1.0777e-007 2.0650e-007 3.9587e-007 7.6174e-007 1.5722e-006 4.7821e-002 9.5461e-007 3.7515e-006 7.4264e-006 1.4540e-005 3.0601e-005 1.4695e-004 9.0605e-003 6.6108e-005 1.8626e-004 5.1721e-004 1.8700e-003 1.5204e-002 7.3272e-001 8.6555e-002 9.9366e-003 5.2818e-003 4.7025e-003 6.1130e-003 1.0057e-002 7.5491e-003 1.2655e-003 4.9223e-005 6.6375e-005 3.9641e-004 1.0173e-003 1.9852e-003 3.0334e-003 3.5712e-003 3.4831e-003 3.1666e-003 2.9002e-003 2.7455e-003 2.6785e-003 2.6520e-003 2.6064e-003 2.4784e-003 2.2324e-003 1.8915e-003 1.5233e-003 1.1861e-003 8.9976e-004 6.6405e-004 4.7803e-004 3.3444e-004 2.2249e-004 1.3753e-004 7.5835e-005 3.4008e-005 9.9093e-006 4.6161e-007 2.3402e-006 1.1829e-005 2.4666e-005
          14 2.6106e-009 8.5958e-008 2.1051e-006 6.0667e-006 1.6373e-006 1.9378e-025 1.4214e-023 4.8423e-022 1.2200e-021 1.0571e-020 1.7238e-019 2.1298e-018 2.1585e-017 1.8070e-016 2.4330e-016 1.2990e-015 8.0761e-015 4.4492e-014 2.1778e-013 9.6708e-013 1.1015e-012 3.8851e-012 1.4407e-011 4.9062e-011 1.5587e-010 4.6190e-010 9.8557e-010 1.2836e-009 3.3756e-009 8.3734e-009 1.9799e-008 4.4667e-008 1.6533e-007 9.6200e-008 1.9957e-007 3.9810e-007 7.6583e-007 1.4311e-006 1.1493e-003 2.5818e-006 4.5413e-006 7.7971e-006 1.3050e-005 2.1134e-005 1.3058e-002 3.8772e-005 5.7591e-005 9.0828e-005 1.4487e-004 2.4312e-004 8.3501e-004 4.1160e-002 3.3597e-004 6.3611e-004 1.0836e-003 1.9459e-003 4.7093e-003 3.1715e-002 5.5411e-006 3.2354e-003 8.3704e-003 2.0647e-002 6.1117e-002 2.0693e-001 2.9685e-001 1.3071e-001 5.4933e-002 3.0263e-002 1.9852e-002 1.3968e-002 9.2845e-003 4.8922e-003 1.6611e-003 2.4310e-004 5.6157e-006 2.1047e-004 5.3402e-004 8.8623e-004 1.2479e-003 1.6027e-003 1.9113e-003 2.1215e-003 2.2062e-003 2.1903e-003 2.1251e-003 2.0409e-003 1.9453e-003 1.8527e-003 1.7704e-003 1.6809e-003 1.5790e-003 1.4633e-003 1.3221e-003 1.1654e-003 9.9700e-004 8.2494e-004 6.5832e-004 5.0031e-004
          15 3.7080e-009 1.1612e-007 1.1274e-006 4.9593e-007 8.5987e-006 7.1558e-022 4.3233e-020 1.2147e-018 2.9336e-018 2.1899e-017 2.9440e-016 3.0010e-015 2.5099e-014 1.7343e-013 2.2916e-013 1.0301e-012 5.2933e-012 2.4134e-011 9.7852e-011 3.6049e-010 4.0865e-010 1.2032e-009 3.7137e-009 1.0548e-008 2.8009e-008 6.9561e-008 7.9653e-008 1.6241e-007 3.5998e-007 7.5506e-007 1.5147e-006 2.9101e-006 1.0546e-005 5.3584e-006 9.5404e-006 1.6402e-005 2.7298e-005 4.4276e-005 1.6552e-006 6.9862e-005 1.0749e-004 1.6211e-004 2.3941e-004 3.4685e-004 2.2001e-003 4.8695e-004 6.8772e-004 9.4718e-004 1.2832e-003 1.6993e-003 1.7637e-003 1.4352e-002 3.3684e-003 4.3301e-003 5.7670e-003 8.0291e-003 1.3611e-002 4.2510e-002 1.1380e-003 9.1352e-003 1.4316e-002 2.0702e-002 2.9963e-002 3.5269e-002 7.9023e-003 2.9022e-003 1.7493e-002 3.4847e-002 5.7233e-002 8.6738e-002 1.1791e-001 1.3131e-001 1.1256e-001 7.7785e-002 4.8004e-002 2.8294e-002 1.6138e-002 8.6846e-003 4.1491e-003 1.5448e-003 3.0444e-004 5.5919e-007 2.1623e-004 5.9772e-004 9.4514e-004 1.1913e-003 1.3317e-003 1.3971e-003 1.4229e-003 1.4204e-003 1.4024e-003 1.3788e-003 1.3429e-003 1.3023e-003 1.2542e-003 1.1966e-003 1.1275e-003 1.0322e-003
          16 2.1078e-009 7.5337e-008 2.5351e-007 2.2933e-007 8.7921e-006 3.1712e-018 1.5075e-016 3.3366e-015 7.6468e-015 4.7442e-014 5.0179e-013 4.0268e-012 2.6518e-011 1.4433e-010 1.8626e-010 6.7607e-010 2.7430e-009 9.8965e-009 3.1823e-008 9.3279e-008 1.0445e-007 2.4864e-007 6.1552e-007 1.4098e-006 3.0357e-006 6.1559e-006 7.2154e-006 1.1819e-005 2.1713e-005 3.8065e-005 6.4367e-005 1.0517e-004 1.0904e-004 1.6611e-004 2.5580e-004 3.8338e-004 5.6022e-004 8.0270e-004 4.6479e-004 1.1249e-003 1.5435e-003 2.0823e-003 2.7562e-003 3.5777e-003 1.2025e-004 4.5764e-003 5.7486e-003 7.0956e-003 8.6264e-003 1.0365e-002 1.2856e-002 3.6285e-003 1.3691e-002 1.5707e-002 1.7553e-002 1.8937e-002 1.7940e-002 4.6715e-003 3.3047e-002 2.9842e-002 3.0484e-002 3.1162e-002 2.9801e-002 1.7178e-002 7.2536e-006 1.1716e-002 1.8694e-002 1.8838e-002 1.4901e-002 7.8595e-003 9.8768e-004 2.1391e-003 1.5329e-002 3.2832e-002 4.6955e-002 5.6520e-002 6.2537e-002 6.5536e-002 6.5304e-002 6.1222e-002 5.2967e-002 4.1494e-002 2.9186e-002 1.8515e-002 1.0626e-002 5.4018e-003 2.2874e-003 6.9090e-004 7.2084e-005 3.6771e-005 3.1183e-004 7.0950e-004 1.0992e-003 1.4071e-003 1.5975e-003 1.6644e-003 1.6239e-003 1.4848e-003
          17 6.7902e-010 2.9771e-008 3.3767e-009 1.0392e-006 5.2126e-006 1.3651e-014 4.7973e-013 7.8563e-012 1.6851e-011 8.2739e-011 6.4611e-010 3.8319e-009 1.8667e-008 7.5280e-008 9.4330e-008 2.6230e-007 7.9497e-007 2.1571e-006 5.2571e-006 1.1798e-005 1.3025e-005 2.4356e-005 4.7316e-005 8.6305e-005 1.5023e-004 2.5020e-004 2.8696e-004 4.0043e-004 6.2197e-004 9.3353e-004 1.3658e-003 1.9474e-003 2.5372e-003 2.7011e-003 3.6688e-003 4.8634e-003 6.2932e-003 7.9870e-003 6.0208e-006 9.9087e-003 1.2023e-002 1.4322e-002 1.6710e-002 1.9082e-002 2.9031e-005 2.1403e-002 2.3541e-002 2.5342e-002 2.6742e-002 2.7662e-002 2.7591e-002 8.3578e-004 2.7877e-002 2.6927e-002 2.5424e-002 2.3429e-002 2.1550e-002 6.2989e-003 1.0343e-002 1.0871e-002 7.2063e-003 3.0102e-003 1.3898e-005 8.8993e-003 3.0620e-002 1.9214e-002 7.3466e-003 1.7742e-003 7.6311e-007 1.6708e-003 6.2997e-003 1.0529e-002 9.8791e-003 5.3770e-003 1.3185e-003 1.7144e-005 2.0804e-003 7.6436e-003 1.6549e-002 2.7914e-002 3.9604e-002 4.8551e-002 5.2452e-002 5.1324e-002 4.6832e-002 4.0516e-002 3.3420e-002 2.6518e-002 2.0322e-002 1.4859e-002 1.0274e-002 6.6239e-003 3.8554e-003 1.9494e-003 7.7775e-004 1.8704e-004 3.1447e-006 5.7069e-005
          18 1.1088e-010 6.4977e-009 4.2410e-008 1.2805e-006 2.1995e-006 8.5677e-011 1.8482e-009 1.8650e-008 3.5981e-008 1.2177e-007 5.9077e-007 2.2035e-006 6.8597e-006 1.8062e-005 2.1730e-005 4.2276e-005 8.8866e-005 1.7346e-004 3.1540e-004 5.4718e-004 5.9630e-004 9.0103e-004 1.4327e-003 2.1818e-003 3.2146e-003 4.5729e-003 5.1646e-003 6.2817e-003 8.3949e-003 1.0848e-002 1.3657e-002 1.6744e-002 2.0082e-002 1.9942e-002 2.3221e-002 2.6339e-002 2.9088e-002 3.1405e-002 3.2799e-003 3.3016e-002 3.3769e-002 3.3693e-002 3.2666e-002 3.0688e-002 1.2444e-004 2.7935e-002 2.4561e-002 2.0687e-002 1.6604e-002 1.2572e-002 8.7906e-003 5.7804e-006 5.4956e-003 2.8810e-003 1.0563e-003 1.0794e-004 2.5460e-004 5.3674e-003 1.0572e-006 1.2802e-003 2.9614e-003 4.6294e-003 5.2528e-003 1.9092e-003 1.7725e-003 1.0359e-002 1.4595e-002 1.6170e-002 1.5743e-002 1.2731e-002 7.0416e-003 1.4326e-003 1.8023e-004 2.8511e-003 5.8016e-003 7.0981e-003 6.5474e-003 4.6164e-003 2.1286e-003 2.6627e-004 3.8257e-004 3.3378e-003 8.7865e-003 1.5420e-002 2.1964e-002 2.7546e-002 3.1550e-002 3.3901e-002 3.4803e-002 3.4127e-002 3.2041e-002 2.8862e-002 2.4724e-002 2.0195e-002 1.5649e-002 1.1457e-002 7.8855e-003 5.0300e-003
          19 8.4931e-013 2.1945e-010 1.0423e-007 1.0622e-006 6.7976e-007 1.6085e-007 1.8718e-006 1.0392e-005 1.7643e-005 3.8560e-005 1.1055e-004 2.5865e-004 5.3968e-004 1.0166e-003 1.1871e-003 1.8005e-003 2.9802e-003 4.6961e-003 6.9779e-003 9.9422e-003 1.0721e-002 1.3464e-002 1.7612e-002 2.2076e-002 2.6766e-002 3.1324e-002 3.4685e-002 3.5338e-002 3.8675e-002 4.0752e-002 4.1571e-002 4.0966e-002 4.7172e-002 3.8790e-002 3.5397e-002 3.0880e-002 2.5571e-002 1.9995e-002 2.3254e-004 1.4494e-002 9.4921e-003 5.3733e-003 2.3548e-003 5.6317e-004 1.9848e-004 1.1286e-007 5.3889e-004 1.9557e-003 3.9571e-003 6.2218e-003 8.3910e-003 1.8456e-005 1.0240e-002 1.1498e-002 1.2027e-002 1.1702e-002 1.0143e-002 2.6939e-005 1.0151e-002 8.0122e-003 5.6011e-003 3.1799e-003 9.8678e-004 4.0083e-005 1.3678e-003 6.1683e-004 4.4704e-006 9.3110e-004 3.5862e-003 7.8437e-003 1.2138e-002 1.2887e-002 8.6798e-003 3.4240e-003 5.0514e-004 7.9218e-005 1.1749e-003 2.8458e-003 4.2828e-003 4.8175e-003 4.1112e-003 2.4599e-003 7.7317e-004 3.8075e-006 6.3509e-004 2.6946e-003 5.9052e-003 9.8619e-003 1.4211e-002 1.8462e-002 2.2155e-002 2.4963e-002 2.6416e-002 2.6503e-002 2.5251e-002 2.2875e-002 1.9731e-002 1.6045e-002
          20 1.5669e-011 5.8055e-010 1.1857e-007 7.2153e-007 1.3703e-007 1.1780e-004 5.1614e-004 1.3292e-003 1.9626e-003 2.8214e-003 5.3505e-003 8.9958e-003 1.3985e-002 1.9933e-002 2.2653e-002 2.6919e-002 3.4074e-002 4.1141e-002 4.6861e-002 5.1178e-002 5.4395e-002 5.2955e-002 5.2523e-002 4.9293e-002 4.3917e-002 3.6841e-002 3.9375e-002 2.8747e-002 2.0660e-002 1.3173e-002 7.0633e-003 2.7603e-003 2.3274e-003 4.5116e-004 7.5533e-005 1.3210e-003 3.7068e-003 6.6815e-003 8.1911e-005 9.6583e-003 1.2125e-002 1.3750e-002 1.4302e-002 1.3744e-002 1.8404e-004 1.2271e-002 1.0105e-002 7.5757e-003 5.0484e-003 2.8406e-003 1.1892e-003 1.0772e-006 2.2601e-004 1.5681e-005 4.8861e-004 1.5134e-003 2.9306e-003 6.5274e-004 3.2960e-003 5.3444e-003 6.4513e-003 6.9374e-003 6.3269e-003 2.9162e-003 1.1637e-004 2.7020e-003 2.9488e-003 1.7585e-003 4.1938e-004 9.3158e-005 2.1363e-003 6.3829e-003 9.4983e-003 9.1065e-003 6.5194e-003 3.6364e-003 1.4097e-003 1.9790e-004 7.8688e-005 8.7616e-004 2.1012e-003 3.0524e-003 3.2070e-003 2.5625e-003 1.5149e-003 5.3442e-004 2.1105e-005 2.3640e-004 1.2966e-003 3.1916e-003 5.7697e-003 8.7903e-003 1.1839e-002 1.4563e-002 1.6609e-002 1.7721e-002 1.7800e-002 1.6700e-002
          21 3.0740e-011 1.5977e-009 9.3823e-008 4.1854e-007 1.0993e-008 1.7715e-002 2.4793e-002 4.0767e-002 5.3948e-002 5.2693e-002 6.5583e-002 7.2205e-002 7.5268e-002 7.1925e-002 7.8510e-002 6.4205e-002 5.2596e-002 3.9486e-002 2.6149e-002 1.4839e-002 1.5150e-002 6.3636e-003 1.4529e-003 2.1118e-006 1.3937e-003 4.6576e-003 5.5123e-003 8.6657e-003 1.2408e-002 1.5012e-002 1.6106e-002 1.5569e-002 1.7583e-002 1.3571e-002 1.0668e-002 7.3895e-003 4.3034e-003 1.8902e-003 2.3737e-004 4.2502e-004 3.4566e-006 5.2625e-004 1.7464e-003 3.3303e-003 1.2102e-004 4.9430e-003 6.2630e-003 7.0632e-003 7.2440e-003 6.8219e-003 5.9061e-003 3.9757e-006 4.5806e-003 3.1867e-003 1.8695e-003 8.0703e-004 1.3001e-004 3.7889e-004 2.8156e-005 2.0343e-004 8.9067e-004 1.9761e-003 3.3569e-003 3.7926e-003 5.6764e-004 5.3876e-004 1.7996e-003 2.2184e-003 1.8087e-003 8.0160e-004 1.1742e-005 8.0742e-004 3.1975e-003 5.2552e-003 5.8567e-003 5.2411e-003 3.9403e-003 2.4049e-003 1.0305e-003 1.7028e-004 4.0188e-005 5.5602e-004 1.3171e-003 1.8747e-003 2.0045e-003 1.7113e-003 1.1440e-003 5.3314e-004 9.8737e-005 2.5419e-005 4.4364e-004 1.4008e-003 2.8302e-003 4.5758e-003 6.4085e-003 8.0619e-003 9.2996e-003 9.8235e-003
          22 2.2290e-011 1.3000e-009 4.9194e-008 1.8384e-007 4.8121e-011 4.4693e-001 5.5612e-002 1.5347e-001 1.4805e-001 2.7400e-002 4.6522e-002 3.4011e-003 4.8541e-003 1.7594e-003 1.8210e-003 1.5275e-003 1.1969e-002 1.0260e-002 1.8783e-002 1.3992e-002 1.5141e-002 1.5999e-002 9.7430e-003 7.9080e-003 3.2197e-003 1.4229e-003 1.3022e-003 4.8815e-005 1.7540e-004 1.3827e-003 2.8096e-003 4.5214e-003 5.6339e-003 5.6805e-003 6.2406e-003 6.1452e-003 5.3243e-003 4.1576e-003 3.4240e-004 2.8198e-003 1.5526e-003 6.1108e-004 9.2218e-005 2.8035e-005 5.6359e-005 3.6288e-004 9.6518e-004 1.6874e-003 2.3708e-003 2.8812e-003 3.1545e-003 8.9736e-006 3.0839e-003 2.7888e-003 2.2782e-003 1.6411e-003 9.3689e-004 6.3148e-005 6.6767e-004 1.8058e-004 1.6704e-006 1.3723e-004 7.0165e-004 1.6530e-003 8.7302e-004 4.7991e-007 3.4893e-004 7.7294e-004 9.6517e-004 7.8002e-004 2.7623e-004 6.1179e-006 5.5582e-004 1.5765e-003 2.3756e-003 2.6928e-003 2.5536e-003 2.0618e-003 1.3619e-003 6.4854e-004 1.4432e-004 3.3002e-006 1.9710e-004 5.3817e-004 8.2985e-004 9.5638e-004 8.8701e-004 6.6888e-004 3.8572e-004 1.3061e-004 2.9458e-006 8.1142e-005 4.0569e-004 9.6554e-004 1.6994e-003 2.5017e-003 3.2484e-003 3.7676e-003
