   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27
           0 9.9851e-001 1.4849e-003 1.2261e-006 2.5914e-010 9.3077e-010 4.6739e-009 2.6456e-008 2.8392e-010 7.7041e-011 2.6973e-009 7.1816e-012 3.3095e-009 1.3592e-009 9.1138e-011 6.5620e-010 1.0276e-010 9.7579e-011 2.6189e-010 7.5380e-011 1.3812e-011 1.7417e-010 2.8164e-010 2.3808e-010 1.3563e-010 5.5156e-011 1.6859e-011 3.9517e-012 1.9093e-013
           1 1.4851e-003 9.9477e-001 3.7405e-003 6.9445e-006 1.1020e-007 8.9287e-009 1.0096e-009 2.4733e-008 4.2510e-009 3.2614e-010 3.9352e-009 7.4825e-010 3.2933e-009 9.1501e-011 4.6692e-010 3.8352e-011 4.2154e-010 7.3324e-010 1.5842e-010 5.8639e-011 4.4660e-010 5.9601e-010 4.1928e-010 1.9311e-010 5.9476e-011 1.1941e-011 1.4087e-012 3.6819e-014
           2 1.5158e-006 3.7411e-003 9.8889e-001 7.3404e-003 2.6409e-005 5.7690e-007 6.3578e-009 2.4346e-009 3.7174e-008 1.1023e-008 1.3158e-009 5.7839e-009 2.2651e-009 3.8580e-009 1.0312e-010 1.3032e-009 1.1135e-012 1.2292e-009 1.3719e-009 1.8494e-010 1.4801e-010 6.9087e-010 7.6604e-010 4.7886e-010 2.0029e-010 6.2066e-011 1.4943e-011 7.3928e-013
           3 7.2000e-009 6.6801e-006 7.3476e-003 9.7957e-001 1.2980e-002 9.1941e-005 2.4619e-006 2.4646e-009 2.7432e-009 8.4742e-009 3.1984e-009 4.9620e-009 2.1373e-010 2.1067e-009 1.5621e-011 6.3306e-010 2.5688e-012 6.1509e-010 5.3277e-010 2.0000e-011 1.1411e-010 2.0895e-010 1.0341e-010 1.4554e-011 9.4501e-013 1.0140e-011 1.0418e-011 9.1144e-013
           4 9.1311e-009 1.1836e-007 2.1133e-005 1.3025e-002 9.6462e-001 2.2034e-002 2.9356e-004 1.0100e-005 1.4417e-007 2.6192e-008 5.3442e-009 3.7514e-009 5.9270e-009 1.5975e-010 3.8774e-010 2.1777e-010 2.0022e-010 1.4540e-010 3.7505e-010 3.8046e-011 4.9679e-011 9.2931e-011 1.9530e-011 4.7608e-012 4.0369e-011 5.5690e-011 3.8163e-011 3.0078e-012
           5 1.7574e-008 2.9826e-009 4.3758e-007 5.4708e-005 2.2233e-002 9.3972e-001 3.7019e-002 9.2253e-004 4.5600e-005 1.6234e-006 9.1043e-008 2.5625e-008 2.1935e-009 5.4339e-010 3.0936e-012 1.1519e-009 2.1183e-009 6.7271e-015 1.0487e-009 5.9611e-010 5.9284e-012 9.2787e-011 8.2675e-011 1.0479e-011 4.0739e-012 2.0604e-011 1.9762e-011 1.7102e-012
           6 1.7779e-009 2.2438e-008 8.8491e-009 1.0603e-006 1.4145e-004 3.7752e-002 8.9593e-001 6.2994e-002 2.9640e-003 2.1123e-004 9.4365e-006 7.4026e-008 1.4771e-007 3.8934e-009 2.1417e-008 9.2175e-009 9.8378e-009 7.8650e-009 1.3212e-008 1.9724e-010 3.1751e-009 3.1807e-009 7.2021e-010 1.0077e-011 3.8467e-011 4.4043e-011 1.8431e-011 1.1103e-012
           7 1.5814e-009 1.2128e-009 4.4983e-008 5.3646e-008 2.5002e-006 3.9206e-004 6.5484e-002 8.1559e-001 1.0823e-001 9.3490e-003 8.9563e-004 4.5706e-005 4.3948e-007 6.3478e-008 3.1349e-009 9.6534e-008 1.3042e-009 1.2209e-008 1.4476e-010 7.2195e-011 7.4532e-010 1.2706e-014 1.6978e-009 3.4752e-009 2.5865e-009 1.0966e-009 3.1106e-010 1.6282e-011
           8 8.8547e-009 2.0125e-009 2.7405e-009 5.1908e-008 1.9016e-007 7.1244e-006 1.2508e-003 1.1573e-001 6.7470e-001 1.7777e-001 2.6838e-002 3.4718e-003 2.3116e-004 2.9913e-006 4.3823e-007 4.9482e-008 5.5546e-009 2.3340e-009 1.1140e-008 1.7816e-008 7.7823e-010 1.6965e-008 1.2435e-008 2.4721e-009 1.3239e-011 2.3707e-010 2.8014e-010 2.4312e-011
           9 7.9741e-010 5.4137e-009 5.3322e-010 1.9107e-010 5.6938e-008 4.9840e-007 2.1808e-005 4.6443e-003 1.9569e-001 4.6154e-001 2.5903e-001 6.6592e-002 1.1575e-002 8.7773e-004 5.4686e-006 1.6583e-006 4.7140e-008 2.5600e-010 6.1560e-008 4.2163e-012 9.0868e-009 4.5213e-010 4.9753e-010 2.5551e-010 8.6694e-012 4.8466e-013 9.1504e-014 8.5422e-014
