   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44
           0 4.7914e-001 3.1978e-001 1.3494e-001 4.6423e-002 1.4180e-002 4.0360e-003 1.1038e-003 2.9275e-004 7.5127e-005 1.8853e-005 4.7939e-006 1.2686e-006 3.3392e-007 7.6623e-008 1.3087e-008 1.7077e-009 4.6869e-010 5.7046e-010 6.8195e-010 3.8290e-010 3.7944e-011 5.5932e-011 2.4097e-010 2.4891e-010 9.4104e-011 6.5570e-013 5.2283e-011 1.4240e-010 1.5543e-010 8.9119e-011 1.8544e-011 1.6316e-012 3.5250e-011 7.8143e-011 9.4737e-011 7.8085e-011 4.4390e-011 1.4694e-011 8.7133e-013 2.5041e-012 1.1736e-011 1.9900e-011 2.1619e-011 1.5547e-011 6.0450e-012
           1 3.7675e-001 3.1120e-002 2.1564e-001 1.9702e-001 1.0778e-001 4.6050e-002 1.7112e-002 5.8336e-003 1.8711e-003 5.7393e-004 1.7161e-004 5.0792e-005 1.4817e-005 4.1625e-006 1.1132e-006 2.9625e-007 8.7126e-008 2.9820e-008 1.0212e-008 2.4383e-009 1.5231e-010 6.0602e-011 1.3358e-010 2.0322e-011 3.1637e-011 1.5679e-010 1.7778e-010 7.4985e-011 1.4101e-012 3.5753e-011 1.1154e-010 1.3524e-010 9.0394e-011 2.8331e-011 2.1196e-013 1.4972e-011 4.7348e-011 6.8477e-011 6.6701e-011 4.8231e-011 2.6169e-011 1.0111e-011 2.3979e-012 2.4581e-013 6.9600e-015
           2 1.2349e-001 3.4196e-001 2.2171e-002 6.8263e-002 1.6113e-001 1.3874e-001 8.0793e-002 3.8198e-002 1.5888e-002 6.0588e-003 2.1788e-003 7.5423e-004 2.5373e-004 8.2985e-005 2.6467e-005 8.3584e-006 2.6638e-006 8.5375e-007 2.6356e-007 7.3580e-008 1.8144e-008 4.4900e-009 1.5876e-009 9.3211e-010 5.9436e-010 2.3993e-010 2.0097e-011 2.7588e-011 1.1606e-010 1.2461e-010 5.6576e-011 4.2018e-012 9.1606e-012 3.8434e-011 4.8150e-011 3.0858e-011 8.1347e-012 5.8629e-014 8.7484e-012 2.3287e-011 3.2432e-011 3.2049e-011 2.4434e-011 1.3821e-011 4.7582e-012
           3 1.9366e-002 2.4682e-001 2.0027e-001 9.8767e-002 4.4367e-003 8.9762e-002 1.2814e-001 1.0084e-001 5.9617e-002 2.9739e-002 1.3284e-002 5.5087e-003 2.1666e-003 8.1858e-004 3.0022e-004 1.0799e-004 3.8322e-005 1.3390e-005 4.5834e-006 1.5407e-006 5.1664e-007 1.7588e-007 6.0309e-008 1.9773e-008 5.6799e-009 1.3032e-009 2.3423e-010 4.7692e-011 2.7054e-011 3.0810e-011 2.6630e-011 1.0086e-011 1.3274e-014 8.7133e-012 2.5903e-011 3.4235e-011 2.8205e-011 1.5164e-011 4.5966e-012 2.8138e-013 4.2757e-013 1.7132e-012 2.1819e-012 1.5703e-012 5.9583e-013
           4 3.2476e-042 2.4899e-040 3.7716e-039 3.8986e-038 1.2925e-036 6.4544e-035 6.4375e-033 1.9540e-031 7.5272e-030 4.3848e-028 1.9809e-026 1.4534e-024 4.0457e-023 1.0880e-021 3.1780e-020 8.9011e-019 2.7189e-017 3.0590e-016 5.6789e-015 9.1257e-014 1.3028e-012 1.3830e-011 1.5790e-010 1.4491e-009 1.2740e-008 1.0269e-007 6.3649e-007 3.9821e-006 2.2297e-005 1.0506e-004 4.5473e-004 1.7199e-003 5.7233e-003 1.6657e-002 4.1832e-002 8.9176e-002 1.5758e-001 2.2227e-001 2.3515e-001 1.6552e-001 5.8681e-002 3.4764e-003 9.9782e-004 2.6525e-006 2.3039e-005
           5 1.3537e-029 6.3376e-028 3.6059e-027 1.0217e-027 1.5313e-027 6.7596e-029 3.6359e-028 1.2098e-027 3.6226e-028 1.8631e-026 4.7398e-025 3.5011e-023 9.3639e-022 2.4270e-020 6.7620e-019 1.7954e-017 5.1066e-016 5.6487e-015 9.8999e-014 1.4993e-012 2.0095e-011 2.0339e-010 2.1655e-009 1.8701e-008 1.5266e-007 1.1289e-006 6.5905e-006 3.7628e-005 1.8993e-004 8.1387e-004 3.1247e-003 1.0362e-002 2.9571e-002 7.1393e-002 1.4189e-001 2.2252e-001 2.5527e-001 1.8307e-001 5.2340e-002 1.3226e-004 1.5636e-002 6.4013e-004 4.6034e-003 8.3943e-004 3.3997e-005
           6 1.4868e-039 4.6716e-038 3.8761e-038 3.8783e-036 1.8974e-034 7.5411e-033 6.5494e-031 1.8902e-029 6.8426e-028 3.6797e-026 1.5500e-024 1.0243e-022 2.6907e-021 6.7853e-020 1.8289e-018 4.6765e-017 1.2654e-015 1.3824e-014 2.3264e-013 3.3793e-012 4.3329e-011 4.2389e-010 4.2971e-009 3.5540e-008 2.7537e-007 1.9177e-006 1.0711e-005 5.7323e-005 2.6906e-004 1.0753e-003 3.7872e-003 1.1402e-002 2.9004e-002 6.0703e-002 9.9980e-002 1.1917e-001 8.3791e-002 1.3887e-002 2.3113e-002 1.7594e-001 2.6576e-001 1.0560e-001 1.0584e-007 3.8519e-003 1.1085e-003
           7 1.1347e-038 6.7112e-038 5.6752e-036 3.7488e-034 1.1407e-032 4.1005e-031 3.0892e-029 8.4512e-028 2.8744e-026 1.4273e-024 5.6091e-023 3.3441e-021 8.2945e-020 1.9625e-018 4.8866e-017 1.1425e-015 2.7486e-014 2.9085e-013 4.4446e-012 5.8462e-011 6.7481e-010 6.0785e-009 5.4856e-008 4.0882e-007 2.7971e-006 1.6922e-005 8.4473e-005 3.8695e-004 1.5271e-003 5.1148e-003 1.4540e-002 3.4137e-002 6.3935e-002 8.9660e-002 8.2612e-002 3.3866e-002 5.6920e-005 4.5802e-002 8.3816e-002 9.4983e-003 9.8090e-002 3.2744e-001 7.4383e-002 2.3422e-002 1.6302e-003
           8 1.7741e-037 1.2697e-036 7.1707e-034 2.1273e-032 4.6741e-031 1.4475e-029 9.4597e-028 2.4485e-026 7.8149e-025 3.5829e-023 1.3136e-021 7.0752e-020 1.6571e-018 3.6796e-017 8.4702e-016 1.8129e-014 3.8893e-013 3.9765e-012 5.5243e-011 6.5885e-010 6.8585e-009 5.6812e-008 4.5732e-007 3.0688e-006 1.8562e-005 9.7904e-005 4.3306e-004 1.6953e-003 5.6156e-003 1.5531e-002 3.5025e-002 6.1857e-002 7.9387e-002 6.2882e-002 1.7513e-002 2.8060e-003 4.7516e-002 5.5003e-002 1.6203e-003 4.6860e-002 3.1957e-002 9.6471e-002 3.5081e-001 8.7701e-004 6.7042e-003
           9 1.2301e-036 7.2503e-034 6.4761e-032 1.0636e-030 1.4743e-029 3.7787e-028 2.1459e-026 5.2374e-025 1.5655e-023 6.6197e-022 2.2628e-020 1.1012e-018 2.4340e-017 5.0707e-016 1.0790e-014 2.1145e-013 4.0536e-012 3.9924e-011 5.0434e-010 5.4559e-009 5.1257e-008 3.8959e-007 2.7992e-006 1.6879e-005 9.0197e-005 4.1515e-004 1.6111e-003 5.3616e-003 1.4782e-002 3.3033e-002 5.7148e-002 7.0844e-002 5.2645e-002 1.2187e-002 4.1488e-003 4.3080e-002 4.2496e-002 5.6602e-004 3.7688e-002 3.2761e-002 9.9772e-003 1.6991e-002 1.9972e-001 1.2534e-001 6.2235e-002
