   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32
          10 5.2137e-008 1.1733e-009 5.4285e-007 8.9890e-007 5.4500e-007 2.1077e-005 1.0079e-004 6.6839e-005 1.1003e-003 4.7108e-002 8.9381e-001 5.7249e-002 1.7810e-004 2.3837e-004 8.4322e-005 2.7466e-005 6.7413e-006 1.3136e-006 9.9126e-009 1.0588e-007 2.2513e-007 3.0229e-007 2.9011e-007 2.1197e-007 1.3699e-007 8.6142e-008 5.5173e-008 3.6439e-008 2.4412e-008 1.6028e-008 9.7832e-009 5.0247e-009 1.8141e-009
          11 2.9207e-008 1.8865e-008 7.2130e-008 7.6499e-007 4.9550e-007 2.5556e-006 3.3170e-005 1.0846e-004 2.8295e-005 1.8426e-003 5.3213e-002 8.7902e-001 6.5266e-002 9.0414e-005 2.4860e-004 9.4108e-005 3.4987e-005 9.6212e-006 3.0519e-006 2.6212e-007 6.6061e-009 6.5011e-008 1.3784e-007 2.0919e-007 2.3057e-007 2.0186e-007 1.5280e-007 1.0676e-007 7.1644e-008 4.6558e-008 2.8336e-008 1.4617e-008 5.3012e-009
          12 9.1166e-009 2.0920e-008 2.2218e-009 2.8708e-007 8.3708e-007 5.8195e-008 6.7241e-006 4.6014e-005 1.0565e-004 2.7473e-006 2.8269e-003 5.8862e-002 8.6453e-001 7.3181e-002 1.9900e-005 2.5445e-004 1.0422e-004 4.2034e-005 1.3821e-005 5.1887e-006 1.0231e-006 9.8594e-008 7.6172e-010 2.1371e-008 7.7331e-008 1.2834e-007 1.4858e-007 1.3923e-007 1.1378e-007 8.3678e-008 5.4673e-008 2.9238e-008 1.0762e-008
          13 3.3620e-009 2.3031e-008 3.6404e-009 8.1348e-008 4.9754e-007 6.1394e-007 1.3805e-007 1.3247e-005 5.9281e-005 9.4475e-005 7.5011e-006 4.0681e-003 6.3783e-002 8.5085e-001 8.0668e-002 4.8363e-006 2.5432e-004 1.1455e-004 4.8656e-005 1.9364e-005 7.6800e-006 2.4316e-006 6.9207e-007 1.7190e-007 2.2063e-008 9.1337e-010 2.0386e-008 4.1290e-008 5.0657e-008 4.8046e-008 3.6929e-008 2.1703e-008 8.3388e-009
          14 6.7394e-010 2.2381e-008 2.8360e-008 3.0736e-009 2.5849e-007 6.5757e-007 2.5140e-007 1.2432e-006 2.1005e-005 6.7982e-005 7.3729e-005 6.1560e-005 5.5715e-003 6.7641e-002 8.3875e-001 8.7225e-002 1.2167e-004 2.4565e-004 1.2355e-004 5.7066e-005 2.3873e-005 1.1687e-005 4.7389e-006 1.7412e-006 7.1720e-007 3.2213e-007 1.3388e-007 4.2966e-008 7.8808e-009 1.2685e-010 8.1695e-010 1.4400e-009 7.7651e-010
          15 3.9492e-010 9.0235e-009 4.6741e-008 1.8131e-008 6.6614e-008 4.9759e-007 5.8930e-007 3.8165e-009 4.0302e-006 3.1414e-005 7.2548e-005 4.6218e-005 1.8668e-004 7.3255e-003 6.9985e-002 8.2928e-001 9.2064e-002 5.1918e-004 2.1979e-004 1.3241e-004 6.5970e-005 2.8677e-005 1.5949e-005 8.1951e-006 3.8046e-006 1.8336e-006 9.8982e-007 5.8072e-007 3.4331e-007 1.9344e-007 1.0046e-007 4.5271e-008 1.5212e-008
          16 3.9460e-009 8.1909e-011 2.7496e-008 4.3389e-008 2.9328e-012 2.0833e-007 6.7464e-007 3.2132e-007 3.0843e-007 8.2704e-006 4.1611e-005 7.1776e-005 1.8839e-005 4.0772e-004 9.3076e-003 7.0230e-002 8.2388e-001 9.4091e-002 1.4767e-003 1.6334e-004 1.4199e-004 7.3633e-005 3.5207e-005 2.0372e-005 1.2139e-005 6.9231e-006 3.9495e-006 2.3566e-006 1.4645e-006 9.1058e-007 5.3391e-007 2.6694e-007 9.5084e-008
          17 6.5124e-009 3.3007e-009 4.9596e-009 3.2415e-008 2.1672e-008 3.0514e-008 4.1945e-007 6.7068e-007 6.9506e-008 1.5569e-006 1.4237e-005 4.9424e-005 6.3852e-005 1.7198e-006 7.4146e-004 1.1466e-002 6.7718e-002 8.2438e-001 9.1642e-002 3.5037e-003 6.9928e-005 1.4526e-004 8.3112e-005 4.2737e-005 2.5873e-005 1.6759e-005 1.0736e-005 6.8139e-006 4.3404e-006 2.7411e-006 1.6364e-006 8.3238e-007 2.9955e-007
          18 4.7867e-009 6.2925e-009 7.0705e-012 1.4882e-008 2.8706e-008 3.2747e-011 1.3916e-007 6.0071e-007 4.6592e-007 7.4481e-008 4.1023e-006 2.1490e-005 5.3464e-005 4.6196e-005 6.3327e-006 1.2031e-003 1.3724e-002 6.1621e-002 8.3308e-001 8.2407e-002 7.4396e-003 5.6377e-007 1.2321e-004 9.3196e-005 5.3483e-005 3.3359e-005 2.2214e-005 1.4912e-005 9.8741e-006 6.3635e-006 3.8400e-006 1.9658e-006 7.0976e-007
          19 1.6322e-009 4.3891e-009 9.7297e-010 6.3706e-009 2.0453e-008 6.4287e-009 2.7065e-008 3.0229e-007 5.6784e-007 1.5126e-007 8.1559e-007 8.2404e-006 2.9176e-005 5.5539e-005 2.6636e-005 4.9710e-005 1.7989e-003 1.6005e-002 5.1121e-002 8.5229e-001 6.3628e-002 1.4269e-002 3.3945e-004 4.2974e-005 9.4244e-005 6.6163e-005 4.1681e-005 2.8161e-005 1.9635e-005 1.3227e-005 8.1516e-006 4.1970e-006 1.5160e-006
          20 1.0459e-010 1.7109e-009 9.7252e-010 3.0736e-009 1.4874e-008 1.2218e-008 2.7081e-009 1.1618e-007 4.2106e-007 4.5194e-007 3.1074e-009 2.5397e-006 1.3722e-005 3.4616e-005 4.8970e-005 8.4669e-006 1.4712e-004 2.5035e-003 1.8257e-002 3.5718e-002 8.8238e-001 3.4829e-002 2.3210e-002 2.4373e-003 4.4042e-005 3.8833e-005 6.6042e-005 5.1171e-005 3.4709e-005 2.2915e-005 1.4188e-005 7.3921e-006 2.6907e-006
          21 1.2381e-010 4.6538e-010 6.5261e-010 1.2220e-009 1.2489e-008 1.7729e-008 2.4107e-010 4.5164e-008 2.6918e-007 4.4873e-007 1.7526e-007 3.7569e-007 5.3864e-006 1.9079e-005 3.7713e-005 3.5620e-005 3.5766e-008 3.1658e-004 3.2603e-003 2.0565e-002 1.6820e-002 9.1520e-001 6.3207e-003 2.7672e-002 8.1343e-003 1.2232e-003 5.9406e-005 8.0027e-006 3.2950e-005 3.3509e-005 2.3743e-005 1.2898e-005 4.7515e-006
          22 4.4636e-010 1.4371e-010 6.6170e-010 1.2680e-010 9.6908e-009 2.1731e-008 5.2260e-009 1.6209e-008 1.6202e-007 3.3612e-007 3.1162e-007 1.1740e-010 1.6184e-006 9.8962e-006 2.4431e-005 3.6200e-005 1.9892e-005 1.5307e-005 5.6220e-004 3.9547e-003 2.3185e-002 1.7797e-003 9.2504e-001 4.7318e-003 1.9176e-002 1.4472e-002 5.1427e-003 1.2758e-003 2.3301e-004 2.6233e-005 4.9442e-007 5.4178e-007 5.7571e-007
          23 5.0099e-010 9.8979e-011 9.9028e-010 1.7115e-010 5.6501e-009 2.0979e-008 1.3829e-008 2.5634e-009 8.5681e-008 2.5027e-007 3.0549e-007 7.3257e-008 3.4508e-007 4.2157e-006 1.4643e-005 2.7856e-005 2.8608e-005 4.7092e-006 7.0935e-005 8.7357e-004 4.5285e-003 2.6534e-002 5.3073e-003 8.7138e-001 5.7580e-002 3.1658e-003 1.3307e-002 9.4288e-003 4.3747e-003 1.7381e-003 6.5537e-004 2.3503e-004 7.0271e-005
          24 3.6375e-010 1.1905e-010 1.4650e-009 1.0936e-009 2.0930e-009 1.5972e-008 2.0448e-008 3.9990e-010 3.5967e-008 1.8779e-007 2.7722e-007 1.5383e-007 2.9941e-008 1.4681e-006 7.7464e-006 1.8912e-005 2.6658e-005 1.6899e-005 5.7854e-007 1.7943e-004 1.1784e-003 4.8948e-003 3.2180e-002 4.3449e-002 7.3191e-001 1.5128e-001 5.3879e-003 3.2456e-003 7.6844e-003 6.2077e-003 3.5933e-003 1.6756e-003 5.6946e-004
          25 1.9859e-010 1.3119e-010 1.7233e-009 1.9993e-009 2.8472e-010 9.4485e-009 2.0683e-008 5.2395e-009 1.0068e-008 1.2531e-007 2.4053e-007 1.9607e-007 6.1924e-009 4.3802e-007 3.5972e-006 1.1240e-005 2.0740e-005 2.0299e-005 4.6263e-006 2.0072e-005 3.2539e-004 1.4232e-003 4.5287e-003 4.2642e-002 1.2185e-001 5.5913e-001 2.0622e-001 3.8151e-002 1.8588e-003 5.8863e-004 1.8508e-003 1.4958e-003 6.2611e-004
          26 9.4721e-011 1.1185e-010 1.6356e-009 2.3182e-009 1.9448e-011 4.7071e-009 1.6610e-008 9.8704e-009 1.4237e-009 7.3903e-008 1.9495e-007 2.0557e-007 4.8123e-008 1.2301e-007 1.6610e-006 6.4101e-006 1.4272e-005 1.8429e-005 9.8569e-006 3.3273e-007 7.6308e-005 4.6364e-004 1.5575e-003 4.4937e-003 5.0348e-002 2.1086e-001 4.3002e-001 1.9393e-001 6.8872e-002 1.6841e-002 2.9068e-003 3.6919e-004 4.1347e-005
          27 4.2260e-011 7.3144e-011 1.2904e-009 2.0732e-009 2.8981e-010 2.0279e-009 1.1370e-008 1.0997e-008 1.9002e-013 3.8327e-008 1.4148e-007 1.8350e-007 7.9968e-008 2.7761e-008 7.7807e-007 3.5834e-006 8.9308e-006 1.3975e-005 1.1249e-005 1.2901e-006 1.6438e-005 1.5382e-004 6.4577e-004 1.2172e-003 7.2960e-003 4.0721e-002 2.9409e-001 3.8826e-001 1.2868e-001 7.0689e-002 2.8315e-002 9.8582e-003 2.8588e-003
          28 1.8825e-011 3.7877e-011 8.6243e-010 1.5205e-009 4.6601e-010 7.9186e-010 6.8853e-009 9.0356e-009 3.4327e-010 1.8011e-008 9.0641e-008 1.3826e-007 8.1333e-008 3.4354e-009 3.6565e-007 1.9533e-006 5.2132e-006 9.1775e-006 9.3879e-006 3.0417e-006 2.8844e-006 5.5986e-005 2.3959e-004 6.0852e-004 1.3761e-003 1.2348e-002 1.2297e-002 3.2683e-001 4.6858e-001 4.3763e-002 4.5871e-002 2.0543e-002 6.6592e-003
          29 8.0848e-012 1.5746e-011 4.6951e-010 8.8610e-010 3.8999e-010 2.8165e-010 3.5431e-009 5.5928e-009 4.9263e-010 7.5459e-009 4.8446e-008 8.2751e-008 5.7086e-008 1.8695e-011 1.5916e-007 9.5613e-007 2.6711e-006 5.0161e-006 5.8461e-006 2.7520e-006 3.0325e-007 2.0187e-005 8.9090e-005 2.7595e-004 4.5431e-004 2.7624e-003 1.3024e-002 5.1944e-003 2.0503e-001 6.6978e-001 3.9071e-003 2.2155e-002 6.6867e-003
          30 1.6415e-012 2.9541e-012 1.0511e-010 2.0564e-010 1.0490e-010 4.9863e-011 7.7520e-010 1.3320e-009 1.5491e-010 1.4735e-009 1.0785e-008 1.9489e-008 1.4406e-008 5.3830e-011 3.1996e-008 2.0518e-007 5.8708e-007 1.1331e-006 1.3943e-006 7.5339e-007 1.1130e-008 3.6520e-006 1.6880e-005 5.6480e-005 8.6022e-005 4.1016e-004 2.5327e-003 1.3656e-004 2.8486e-002 1.1629e-003 3.9749e-001 3.2787e-001 2.2060e-001
          31 4.8071e-013 8.5499e-013 3.1079e-011 6.1049e-011 3.1613e-011 1.4356e-011 2.2869e-010 3.9649e-010 4.7362e-011 4.2914e-010 3.1876e-009 5.7951e-009 4.3146e-009 2.0724e-011 9.3513e-009 6.0415e-008 1.7333e-007 3.3548e-007 4.1509e-007 2.2735e-007 2.3402e-009 1.0545e-006 4.9065e-006 1.6541e-005 2.5040e-005 1.1624e-004 7.3210e-004 6.9138e-005 7.7377e-003 9.9455e-004 9.7518e-002 6.8884e-003 2.6811e-001
