   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13
          11 1.3154e-025 1.0910e-024 3.1022e-022 1.8562e-021 6.5166e-020 2.6984e-018 1.4171e-017 6.8121e-018 8.7676e-017 1.7111e-015 7.3595e-013 9.9887e-010 2.3594e-006 3.3503e-003
          12 1.1652e-023 5.5646e-022 4.7078e-020 2.0098e-019 3.3776e-018 2.6053e-016 1.7019e-015 2.0391e-015 6.2067e-015 3.3180e-014 6.9610e-012 5.7394e-009 7.5309e-006 5.0307e-003
          13 1.1131e-011 1.4356e-009 7.3754e-008 2.3072e-007 2.2238e-006 3.1733e-004 2.4062e-003 4.1695e-003 3.8610e-003 3.4646e-004 3.5016e-006 8.8253e-008 2.0699e-005 9.2173e-003
          14 9.0388e-022 1.7923e-019 7.7835e-018 2.0922e-017 1.5468e-016 3.0610e-014 2.4690e-013 4.8076e-013 2.3677e-013 2.1975e-013 5.6150e-011 2.7541e-008 2.0406e-005 7.3051e-003
          15 2.8177e-022 4.5714e-019 1.2186e-017 1.6267e-017 2.5519e-017 3.7092e-014 3.7289e-013 9.8599e-013 1.0891e-016 5.5104e-012 4.0040e-010 1.1533e-007 4.9321e-005 1.0291e-002
          16 1.5621e-021 8.6843e-018 1.5258e-016 5.0541e-017 1.8848e-016 3.8732e-013 4.9547e-012 1.6305e-011 4.3390e-012 1.0202e-010 2.7053e-009 4.3671e-007 1.1051e-004 1.4266e-002
          17 1.5630e-018 5.9642e-016 7.0189e-015 2.2998e-016 9.2649e-014 1.6050e-011 2.6939e-010 1.0577e-009 8.1075e-010 3.8442e-009 2.0020e-008 1.5472e-006 2.3698e-004 1.9484e-002
          18 7.5151e-010 1.2555e-007 1.1290e-006 7.8007e-007 3.3465e-005 2.5354e-003 5.1698e-002 2.2478e-001 2.4744e-001 4.2654e-001 4.6372e-002 3.5575e-004 9.2618e-005 1.8868e-005
          19 2.0180e-016 2.3034e-014 1.7561e-013 2.9573e-013 7.7321e-012 3.9896e-010 9.1716e-009 4.2182e-008 5.4161e-008 4.7724e-008 5.3775e-008 5.3701e-006 4.9678e-004 2.6143e-002
          20 5.2812e-016 2.4542e-014 1.0796e-013 1.1697e-012 1.3688e-011 2.8667e-010 9.6027e-009 5.1436e-008 9.0050e-008 2.7300e-009 6.2112e-007 1.8614e-005 1.0365e-003 3.4585e-002
          21 8.5408e-015 1.7429e-013 3.1064e-013 2.2047e-011 1.5273e-010 1.4185e-009 7.6255e-008 4.7595e-007 1.0308e-006 1.1361e-007 6.7436e-006 7.0324e-005 2.1770e-003 4.5167e-002
          22 8.3516e-013 7.0605e-012 4.9526e-013 2.3163e-009 1.0383e-008 4.0701e-008 4.1555e-006 3.0334e-005 7.7346e-005 3.5128e-005 2.7702e-004 4.2697e-004 4.6776e-003 5.8196e-002
          23 2.3872e-009 1.3410e-008 1.8099e-009 6.7499e-006 2.5627e-005 6.7114e-005 9.6358e-003 7.5034e-002 2.0266e-001 1.2304e-001 5.0453e-001 8.2869e-002 1.0258e-005 4.4623e-004
          24 4.0043e-012 1.0930e-011 3.5254e-011 1.1598e-008 3.4495e-008 4.3582e-008 1.2135e-005 1.0417e-004 3.0460e-004 2.5201e-004 3.7984e-004 4.1154e-004 1.0464e-002 7.2249e-002
          25 8.2721e-012 2.9383e-012 2.8397e-010 2.4855e-008 4.8635e-008 5.8229e-009 1.6384e-005 1.6640e-004 5.4929e-004 6.3717e-004 9.8537e-005 3.7236e-003 2.6124e-002 8.6486e-002
          26 8.9807e-011 9.4500e-012 6.0643e-009 2.8080e-007 3.5299e-007 6.8835e-008 1.2450e-004 1.4983e-003 5.5076e-003 7.9166e-003 8.3624e-005 4.2978e-002 8.6347e-002 8.3275e-002
          27 8.6103e-010 7.0745e-010 8.0176e-008 2.7787e-006 2.5122e-006 2.7490e-006 9.6719e-004 1.3080e-002 5.1414e-002 8.2328e-002 9.1076e-003 3.3928e-001 1.6509e-001 3.0871e-004
          28 4.0957e-010 8.6226e-010 4.9202e-008 1.3689e-006 8.6878e-007 2.6449e-006 3.8350e-004 5.8125e-003 2.4277e-002 4.2362e-002 1.0645e-002 1.2054e-001 7.8723e-005 7.9828e-002
          29 2.2185e-010 1.2113e-009 3.7816e-008 7.9402e-007 2.4847e-007 2.8959e-006 1.6003e-004 2.9369e-003 1.3452e-002 2.6330e-002 1.2990e-002 3.3633e-002 4.6002e-002 7.5316e-002
          30 2.1698e-010 2.3950e-009 5.1225e-008 8.5014e-007 8.6228e-008 4.6905e-006 1.2339e-004 2.8061e-003 1.4076e-002 3.0426e-002 2.2080e-002 1.1464e-002 1.1114e-001 2.4470e-002
          31 1.9295e-010 3.8519e-009 6.2850e-008 8.5067e-007 4.2698e-009 6.3380e-006 8.8531e-005 2.5660e-003 1.4069e-002 3.3186e-002 3.0909e-002 1.0172e-003 1.2902e-001 3.6271e-004
          32 1.3555e-010 4.8185e-009 6.3038e-008 7.0339e-007 2.9027e-008 6.7129e-006 5.0731e-005 1.9776e-003 1.1890e-002 3.0444e-002 3.4070e-002 1.2235e-003 8.9540e-002 2.6232e-002
          33 8.1405e-011 5.3799e-009 5.8054e-008 5.3455e-007 1.4435e-007 6.3547e-006 2.5036e-005 1.4320e-003 9.4941e-003 2.6305e-002 3.4007e-002 7.0497e-003 4.3099e-002 5.2629e-002
          34 4.2116e-011 5.7574e-009 5.2224e-008 3.9498e-007 3.1631e-007 5.7636e-006 1.0716e-005 1.0364e-003 7.6216e-003 2.2782e-002 3.3125e-002 1.3862e-002 1.3807e-002 5.4362e-002
          35 1.6503e-011 5.9330e-009 4.5761e-008 2.8075e-007 5.1659e-007 5.0179e-006 3.4687e-006 7.4702e-004 6.1357e-003 1.9735e-002 3.1682e-002 1.9605e-002 1.5988e-003 3.8413e-002
          36 3.0818e-012 5.8591e-009 3.8605e-008 1.8747e-007 7.1667e-007 4.1557e-006 5.0483e-007 5.2933e-004 4.8990e-003 1.6925e-002 2.9619e-002 2.3515e-002 4.5333e-004 1.9324e-002
          37 1.3974e-013 5.5542e-009 3.1200e-008 1.1482e-007 8.9326e-007 3.2604e-006 4.5215e-008 3.6671e-004 3.8681e-003 1.4342e-002 2.7110e-002 2.5581e-002 4.3824e-003 6.1741e-003
          38 5.1609e-012 5.0805e-009 2.4107e-008 6.2209e-008 1.0329e-006 2.4167e-006 8.7009e-007 2.4804e-004 3.0256e-003 1.2040e-002 2.4415e-002 2.6188e-002 9.3980e-003 6.0630e-004
          39 1.5237e-011 4.5034e-009 1.7722e-008 2.7551e-008 1.1296e-006 1.6799e-006 2.1817e-006 1.6339e-004 2.3484e-003 1.0038e-002 2.1724e-002 2.5768e-002 1.3600e-002 3.4743e-004
          40 2.7506e-011 3.8714e-009 1.2247e-008 7.9574e-009 1.1806e-006 1.0757e-006 3.4961e-006 1.0408e-004 1.8066e-003 8.3093e-003 1.9113e-002 2.4635e-002 1.6405e-002 2.5646e-003
          41 3.9448e-011 3.2310e-009 7.8048e-009 3.8686e-010 1.1875e-006 6.1500e-007 4.5498e-006 6.3555e-005 1.3766e-003 6.8299e-003 1.6645e-002 2.3043e-002 1.7871e-002 5.2728e-003
          42 4.9187e-011 2.6226e-009 4.4352e-009 1.7875e-009 1.1570e-006 2.9461e-007 5.2371e-006 3.6761e-005 1.0395e-003 5.5821e-003 1.4381e-002 2.1209e-002 1.8308e-002 7.4942e-003
          43 5.5527e-011 2.0714e-009 2.0896e-009 9.3326e-009 1.0963e-006 1.0018e-007 5.5471e-006 1.9718e-005 7.7761e-004 4.5381e-003 1.2340e-002 1.9276e-002 1.8031e-002 8.9424e-003
          44 5.7933e-011 1.5920e-009 6.7188e-010 2.0563e-008 1.0131e-006 1.1690e-008 5.5230e-006 9.4462e-006 5.7587e-004 3.6709e-003 1.0526e-002 1.7338e-002 1.7294e-002 9.6752e-003
          45 5.6461e-011 1.1903e-009 5.4665e-011 3.3448e-008 9.1512e-007 6.4955e-009 5.2352e-006 3.7367e-006 4.2195e-004 2.9556e-003 8.9353e-003 1.5462e-002 1.6284e-002 9.8685e-003
          46 5.1610e-011 8.6476e-010 9.5196e-011 4.6387e-008 8.0892e-007 6.1843e-008 4.7598e-006 9.8374e-007 3.0547e-004 2.3683e-003 7.5500e-003 1.3686e-002 1.5123e-002 9.6954e-003
          47 4.4223e-011 6.0957e-010 6.4834e-010 5.8226e-008 7.0050e-007 1.5672e-007 4.1716e-006 5.0578e-008 2.1824e-004 1.8890e-003 6.3545e-003 1.2036e-002 1.3897e-002 9.2943e-003
          48 3.5269e-011 4.1564e-010 1.5738e-009 6.8124e-008 5.9400e-007 2.7269e-007 3.5308e-006 1.5237e-007 1.5347e-004 1.4985e-003 5.3250e-003 1.0517e-002 1.2652e-002 8.7532e-003
          49 2.5830e-011 2.7346e-010 2.7430e-009 7.5641e-008 4.9345e-007 3.9473e-007 2.8905e-006 7.6410e-007 1.0603e-004 1.1829e-003 4.4463e-003 9.1424e-003 1.1430e-002 8.1410e-003
          50 1.6890e-011 1.7284e-010 4.0400e-009 8.0550e-008 4.0119e-007 5.1103e-007 2.2869e-006 1.5491e-006 7.1717e-005 9.2875e-004 3.6984e-003 7.9069e-003 1.0252e-002 7.4967e-003
          51 9.3294e-012 1.0464e-010 5.3785e-009 8.3052e-008 3.1960e-007 6.1457e-007 1.7490e-006 2.3107e-006 4.7397e-005 7.2678e-004 3.0719e-003 6.8219e-003 9.1545e-003 6.8634e-003
          52 3.7585e-012 6.0172e-011 6.6783e-009 8.3218e-008 2.4863e-007 6.9968e-007 1.2860e-006 2.9410e-006 3.0374e-005 5.6584e-004 2.5441e-003 5.8653e-003 8.1317e-003 6.2456e-003
          53 6.2161e-013 3.2604e-011 7.8809e-009 8.1350e-008 1.8849e-007 7.6386e-007 9.0350e-007 3.3950e-006 1.8722e-005 4.3841e-004 2.1019e-003 5.0292e-003 7.1915e-003 5.6550e-003
          54 1.4038e-013 1.6481e-011 8.9499e-009 7.7841e-008 1.3879e-007 8.0704e-007 6.0041e-007 3.6684e-006 1.0959e-005 3.3811e-004 1.7336e-003 4.3048e-003 6.3393e-003 5.0999e-003
          55 2.3468e-012 7.6766e-012 9.8531e-009 7.3003e-008 9.8643e-008 8.2965e-007 3.7028e-007 3.7747e-006 5.9546e-006 2.5927e-004 1.4265e-003 3.6768e-003 5.5692e-003 4.5796e-003
          56 7.1027e-012 3.2675e-012 1.0568e-008 6.7164e-008 6.7080e-008 8.3309e-007 2.0495e-007 3.7382e-006 2.8849e-006 1.9750e-004 1.1706e-003 3.1333e-003 4.8761e-003 4.0940e-003
          57 1.4142e-011 1.2875e-012 1.1098e-008 6.0720e-008 4.3100e-008 8.2050e-007 9.5146e-008 3.5925e-006 1.1449e-006 1.4943e-004 9.5868e-004 2.6663e-003 4.2597e-003 3.6477e-003
          58 2.3101e-011 5.1143e-013 1.1443e-008 5.3957e-008 2.5588e-008 7.9446e-007 3.0995e-008 3.3666e-006 2.9184e-007 1.1217e-004 7.8336e-004 2.2656e-003 3.7131e-003 3.2398e-003
          59 3.3543e-011 2.6378e-013 1.1608e-008 4.7129e-008 1.3478e-008 7.5765e-007 3.0919e-009 3.0869e-006 9.3386e-009 8.3433e-005 6.3854e-004 1.9221e-003 3.2301e-003 2.8693e-003
          60 4.5057e-011 2.4646e-013 1.1620e-008 4.0494e-008 5.7761e-009 7.1355e-007 2.8205e-009 2.7793e-006 7.4046e-008 6.1457e-005 5.1966e-004 1.6299e-003 2.8074e-003 2.5372e-003
          61 5.7167e-011 3.9942e-013 1.1487e-008 3.4182e-008 1.5646e-009 6.6403e-007 2.2643e-008 2.4596e-006 3.3165e-007 4.4719e-005 4.2191e-004 1.3805e-003 2.4366e-003 2.2392e-003
          62 6.9477e-011 7.9477e-013 1.1230e-008 2.8330e-008 4.3942e-011 6.1151e-007 5.6204e-008 2.1429e-006 6.7826e-007 3.2080e-005 3.4179e-004 1.1683e-003 2.1129e-003 1.9735e-003
          63 8.1593e-011 1.5590e-012 1.0869e-008 2.3018e-008 5.2552e-010 5.5774e-007 9.8264e-008 1.8391e-006 1.0457e-006 2.2623e-005 2.7623e-004 9.8802e-004 1.8307e-003 1.7371e-003
          64 9.3214e-011 2.8231e-012 1.0425e-008 1.8300e-008 2.4294e-009 5.0436e-007 1.4471e-007 1.5556e-006 1.3921e-006 1.5627e-005 2.2276e-004 8.3521e-004 1.5856e-003 1.5278e-003
          65 1.0396e-010 4.6858e-012 9.9073e-009 1.4178e-008 5.2743e-009 4.5202e-007 1.9217e-007 1.2954e-006 1.6915e-006 1.0507e-005 1.7901e-004 7.0504e-004 1.3716e-003 1.3415e-003
          66 1.1374e-010 7.2095e-012 9.3450e-009 1.0671e-008 8.6782e-009 4.0219e-007 2.3844e-007 1.0627e-006 1.9336e-006 6.8352e-006 1.4351e-004 5.9508e-004 1.1866e-003 1.1776e-003
          67 1.2225e-010 1.0395e-011 8.7425e-009 7.7433e-009 1.2327e-008 3.5499e-007 2.8152e-007 8.5672e-007 2.1121e-006 4.2501e-006 1.1459e-004 5.0160e-004 1.0256e-003 1.0324e-003
          68 1.2935e-010 1.4196e-011 8.1146e-009 5.3655e-009 1.5976e-008 3.1089e-007 3.2013e-007 6.7764e-007 2.2280e-006 2.4830e-006 9.1112e-005 4.2220e-004 8.8560e-004 9.0412e-004
          69 1.3488e-010 1.8512e-011 7.4712e-009 3.4967e-009 1.9430e-008 2.7009e-007 3.5326e-007 5.2441e-007 2.2845e-006 1.3235e-006 7.2075e-005 3.5471e-004 7.6370e-004 7.9067e-004
          70 1.3823e-010 2.3103e-011 6.7993e-009 2.0852e-009 2.2453e-008 2.3195e-007 3.7881e-007 3.9448e-007 2.2792e-006 6.0737e-007 5.6515e-005 2.9640e-004 6.5538e-004 6.8805e-004
          71 1.3837e-010 2.7514e-011 6.0782e-009 1.0856e-009 2.4721e-008 1.9575e-007 3.9338e-007 2.8584e-007 2.2049e-006 2.1118e-007 4.3672e-005 2.4487e-004 5.5629e-004 5.9216e-004
