   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51          52          53          54          55          56          57          58          59          60          61          62          63          64          65          66          67          68          69          70          71          72          73          74          75          76          77          78          79          80          81          82          83          84          85          86          87          88          89          90          91          92          93          94          95          96          97          98          99         100         101         102         103         104         105         106
           0 9.8689e-001 1.2890e-002 2.1079e-004 5.2689e-006 5.5980e-008 5.0972e-008 7.8525e-055 3.2674e-055 1.0951e-053 2.2516e-052 1.5497e-050 2.2404e-037 1.8733e-046 7.4896e-046 2.1235e-044 8.9731e-043 8.0000e-041 6.3337e-029 5.0637e-039 1.2153e-039 4.8001e-039 1.4165e-036 2.6063e-034 6.2245e-023 2.8083e-032 3.4119e-032 2.3792e-031 3.0356e-030 9.3511e-029 1.3038e-017 4.8350e-027 9.9224e-028 1.0970e-027 4.9602e-029 1.3875e-025 2.3243e-013 2.5679e-022 3.1502e-023 1.1613e-022 8.1133e-022 1.1217e-020 4.0121e-018 1.7431e-009 3.8192e-019 4.5021e-019 1.2361e-018 6.2893e-018 1.3691e-016 7.5404e-010 1.5824e-016 3.8672e-017 1.7757e-017 2.4507e-019 7.9314e-016 1.5854e-010 1.8315e-013 2.1872e-014 3.6377e-014 1.1048e-013 6.0634e-013 1.8082e-011 9.3741e-010 1.1485e-011 4.7762e-012 5.6502e-012 1.1706e-011 4.6553e-011 2.8522e-010 1.8941e-010 4.2876e-011 2.0363e-011 1.4582e-011 1.2618e-011 1.0752e-011 6.1482e-012 1.0866e-012 1.5666e-013 2.3787e-012 6.4891e-012 1.2806e-011 2.2317e-011 3.5662e-011 5.1708e-011 6.7015e-011 7.8195e-011 8.4715e-011 8.8391e-011 9.1295e-011 9.4595e-011 9.8441e-011 1.0236e-010 1.0581e-010 1.0806e-010 1.0775e-010 1.0398e-010 9.7478e-011 8.9258e-011 7.9819e-011 7.0319e-011 6.1399e-011 5.2893e-011 4.5118e-011 3.7892e-011 3.1152e-011 2.4952e-011 1.9158e-011 1.3912e-011
           1 1.3079e-002 9.5779e-001 2.8347e-002 7.5844e-004 2.6590e-005 9.3624e-007 1.4390e-053 6.8991e-054 4.2352e-052 4.2014e-050 8.9625e-048 9.2474e-036 5.2616e-045 4.8277e-045 3.8261e-044 3.1296e-043 1.7097e-043 1.9625e-029 3.5234e-039 1.1566e-038 1.3945e-037 2.2351e-036 5.8101e-035 1.9431e-024 1.2997e-034 1.5668e-033 4.7348e-032 1.3255e-030 7.3174e-029 1.5250e-017 6.4788e-027 2.4740e-027 7.4218e-027 3.7529e-026 3.1511e-025 2.3715e-014 1.6346e-023 1.0292e-024 2.0320e-023 2.7158e-022 5.5024e-021 2.5740e-018 1.1506e-009 3.0251e-019 4.2716e-019 1.3874e-018 8.3788e-018 2.2160e-016 1.3472e-009 3.2992e-016 1.1986e-016 1.2917e-016 1.9845e-016 3.3267e-016 6.3132e-013 3.3439e-015 3.6642e-015 1.0971e-014 4.4266e-014 2.8638e-013 9.4587e-012 5.0344e-010 6.4137e-012 2.7697e-012 3.3316e-012 6.8894e-012 2.6864e-011 1.5981e-010 1.0301e-010 2.1762e-011 9.1752e-012 5.3827e-012 3.2248e-012 1.1579e-012 9.9437e-015 2.1128e-012 6.2736e-012 1.0931e-011 1.6679e-011 2.4692e-011 3.6048e-011 5.0893e-011 6.7106e-011 8.0427e-011 8.7640e-011 8.9176e-011 8.7663e-011 8.5422e-011 8.3515e-011 8.1943e-011 8.0218e-011 7.7887e-011 7.4457e-011 6.9158e-011 6.1785e-011 5.3216e-011 4.4314e-011 3.5563e-011 2.7641e-011 2.0804e-011 1.4961e-011 1.0171e-011 6.3359e-012 3.4236e-012 1.4198e-012 2.9702e-013 4.3599e-015
           2 2.4589e-005 2.9217e-002 9.2193e-001 4.6910e-002 1.8253e-003 8.6681e-005 1.3221e-051 4.9227e-052 2.2516e-050 1.7439e-048 3.2791e-046 3.4899e-034 2.0460e-043 2.5452e-043 3.8609e-042 1.2082e-040 1.0449e-038 9.8590e-027 9.1335e-037 7.7296e-037 4.1290e-036 3.7376e-035 6.8732e-034 2.7036e-023 3.9345e-033 9.3743e-034 3.5196e-032 5.2459e-031 8.5194e-030 1.6681e-019 3.0429e-030 2.9448e-028 4.8356e-027 8.3666e-026 2.5934e-024 1.3719e-012 1.3814e-021 7.8825e-023 1.4900e-022 5.0359e-022 2.6550e-021 1.6124e-019 4.7597e-011 2.9862e-021 7.0648e-020 6.8169e-019 8.4641e-018 4.0027e-016 3.0677e-009 1.0160e-015 6.3908e-016 1.3044e-015 4.8111e-015 4.2179e-014 2.3402e-009 2.2258e-012 9.6167e-014 6.5118e-014 7.7115e-014 1.2946e-013 4.8229e-013 4.4902e-012 1.0641e-013 5.0273e-013 1.6305e-012 6.4474e-012 4.1371e-011 3.5018e-010 2.8763e-010 9.0766e-011 6.2235e-011 6.6311e-011 9.0727e-011 1.3694e-010 1.7508e-010 1.4878e-010 9.2869e-011 5.4139e-011 3.2173e-011 1.8822e-011 9.6827e-012 3.3124e-012 1.5727e-013 1.1975e-012 6.3178e-012 1.4172e-011 2.3455e-011 3.3638e-011 4.4709e-011 5.6632e-011 6.9062e-011 8.1482e-011 9.3101e-011 1.0230e-010 1.0746e-010 1.0861e-010 1.0640e-010 1.0116e-010 9.4252e-011 8.6684e-011 7.8404e-011 7.0055e-011 6.1550e-011 5.2920e-011 4.4378e-011 3.5769e-011 2.7389e-011
           3 8.9356e-009 1.0646e-004 4.9195e-002 8.7757e-001 6.9191e-002 3.6874e-003 5.6465e-050 2.3449e-050 1.1830e-048 9.6994e-047 1.8124e-044 1.8239e-032 1.0475e-041 1.1447e-041 1.4988e-040 4.1660e-039 3.4371e-037 3.3394e-025 3.1903e-035 3.2853e-035 2.5222e-034 4.1088e-033 1.9800e-031 2.4452e-020 8.4739e-030 4.9793e-030 1.8763e-029 1.3870e-028 2.6181e-027 2.6391e-016 8.8983e-026 1.4014e-026 1.9418e-026 6.4037e-026 8.6221e-025 4.6488e-013 4.8568e-022 4.9031e-023 1.9781e-022 1.5969e-021 2.5134e-020 9.8835e-018 4.3326e-009 9.9255e-019 1.1786e-018 3.0827e-018 1.3817e-017 2.3116e-016 1.0508e-009 1.4724e-016 2.8730e-018 6.1362e-017 1.1739e-015 2.5940e-014 2.6013e-009 2.7510e-012 2.2040e-013 2.7748e-013 6.6852e-013 2.9560e-012 7.0938e-011 3.3948e-009 3.5509e-011 1.1328e-011 9.7728e-012 1.3625e-011 3.2080e-011 1.0749e-010 3.7676e-011 7.9506e-013 1.6327e-012 1.0331e-011 3.4117e-011 9.2882e-011 1.8628e-010 2.3451e-010 2.1639e-010 1.9068e-010 1.7899e-010 1.7998e-010 1.8848e-010 1.9671e-010 1.9447e-010 1.7492e-010 1.4140e-010 1.0409e-010 7.1011e-011 4.4970e-011 2.5684e-011 1.2163e-011 3.7503e-012 1.6069e-013 1.2611e-012 6.8189e-012 1.6043e-011 2.7690e-011 4.0542e-011 5.3318e-011 6.5397e-011 7.6668e-011 8.6518e-011 9.5120e-011 1.0208e-010 1.0692e-010 1.0952e-010 1.0855e-010 1.0322e-010
           4 1.5063e-009 2.1695e-007 3.1310e-004 7.3955e-002 8.2228e-001 9.6069e-002 1.4722e-048 6.1947e-049 3.1643e-047 2.6592e-045 5.1830e-043 5.4517e-031 3.1691e-040 3.6802e-040 5.0789e-039 1.4560e-037 1.2018e-035 1.1460e-023 1.0817e-033 1.0556e-033 7.6292e-033 1.1849e-031 5.6208e-030 7.0558e-019 2.4858e-028 1.6058e-028 7.1562e-028 6.8047e-027 1.8173e-025 2.5504e-014 9.7321e-024 2.6970e-024 7.0583e-024 3.9443e-023 5.5044e-022 1.7259e-010 1.6552e-019 6.4889e-021 1.0345e-020 3.7987e-020 3.2133e-019 7.9949e-017 3.3480e-008 5.9179e-018 5.9829e-018 1.5379e-017 7.9621e-017 1.9306e-015 1.1525e-008 2.8050e-015 1.0664e-015 1.3315e-015 2.9090e-015 1.3659e-014 3.7368e-010 2.9812e-013 2.1286e-015 8.3478e-016 1.8416e-014 1.8859e-013 7.4575e-012 4.0969e-010 5.3780e-012 2.3005e-012 2.6034e-012 4.8327e-012 1.6123e-011 8.0857e-011 4.4524e-011 6.5487e-012 1.3374e-012 7.5333e-014 4.7903e-013 4.1612e-012 1.3070e-011 2.1191e-011 2.3215e-011 2.3101e-011 2.3621e-011 2.5182e-011 2.7369e-011 2.9121e-011 2.8880e-011 2.5632e-011 2.0056e-011 1.3925e-011 8.6085e-012 4.5994e-012 1.8932e-012 3.8505e-013 1.6410e-014 7.5731e-013 2.5630e-012 5.2888e-012 8.5965e-012 1.2101e-011 1.5492e-011 1.8455e-011 2.0921e-011 2.2934e-011 2.4370e-011 2.5332e-011 2.5749e-011 2.5557e-011 2.4782e-011 2.3214e-011 2.0819e-011
           5 1.8487e-008 2.9801e-009 1.3233e-006 7.8978e-004 1.0482e-001 7.5277e-001 1.1711e-047 6.8623e-048 4.4005e-046 4.3032e-044 9.2650e-042 1.0281e-029 6.0421e-039 7.3373e-039 1.0501e-037 3.1154e-036 2.6616e-034 2.5980e-022 2.4753e-032 2.4834e-032 1.8287e-031 2.8622e-030 1.3537e-028 1.6879e-017 5.9235e-027 3.7780e-027 1.6700e-026 1.5932e-025 4.3407e-024 6.2648e-013 2.4191e-022 7.1173e-023 2.0123e-022 1.2297e-021 1.8847e-020 6.4025e-009 6.1922e-018 2.6113e-019 4.3632e-019 1.6232e-018 1.3395e-017 3.1385e-015 1.3019e-006 2.1310e-016 1.9539e-016 4.5886e-016 2.2301e-015 5.3172e-014 3.2106e-007 8.0980e-014 3.4985e-014 5.4858e-014 1.7123e-013 1.3854e-012 7.6586e-008 7.3287e-011 3.4633e-012 2.8532e-012 4.8146e-012 1.5597e-011 2.8248e-010 1.2288e-008 1.0768e-010 2.6272e-011 1.7001e-011 1.6856e-011 2.4652e-011 4.0141e-011 3.2436e-012 3.0578e-012 1.0731e-011 2.2645e-011 4.5219e-011 8.5687e-011 1.2597e-010 1.1673e-010 7.6292e-011 4.4492e-011 2.4878e-011 1.2361e-011 4.1979e-012 2.0556e-013 1.6341e-012 9.0486e-012 2.0666e-011 3.3533e-011 4.5722e-011 5.6721e-011 6.6555e-011 7.4993e-011 8.1425e-011 8.5226e-011 8.5734e-011 8.1985e-011 7.3823e-011 6.2692e-011 5.0220e-011 3.7623e-011 2.6234e-011 1.6701e-011 9.2086e-012 3.9442e-012 8.8825e-013 7.1905e-015 1.1727e-012 4.0889e-012 8.1218e-012
           6 2.8729e-008 4.0242e-009 2.7640e-008 6.1246e-006 1.8358e-003 1.4325e-001 1.9975e-048 2.5541e-049 2.6960e-046 7.8180e-044 3.2895e-041 5.3299e-029 3.3932e-038 5.7075e-038 1.0324e-036 3.6164e-035 3.4771e-033 3.6119e-021 3.5196e-031 3.7634e-031 2.9167e-030 4.7701e-029 2.3452e-027 2.9936e-016 1.0610e-025 6.9466e-026 3.1236e-025 3.0005e-024 8.1494e-023 1.1672e-011 4.4921e-021 1.3019e-021 3.6285e-021 2.1984e-020 3.3751e-019 1.1617e-007 1.1260e-016 4.8949e-018 8.5559e-018 3.3713e-017 2.9718e-016 7.4606e-014 3.1209e-005 5.4098e-015 5.2434e-015 1.2798e-014 6.3220e-014 1.4932e-012 8.9082e-006 2.1958e-012 8.9601e-013 1.3073e-012 3.7774e-012 2.8460e-011 1.5010e-006 1.4260e-009 6.5600e-011 5.4549e-011 9.7047e-011 3.4855e-010 7.4045e-009 3.4603e-007 3.5562e-009 1.1841e-009 1.1707e-009 2.1045e-009 7.5213e-009 4.3234e-008 2.7751e-008 6.0735e-009 2.8852e-009 2.1825e-009 2.1663e-009 2.4190e-009 2.3258e-009 1.4810e-009 6.6999e-010 2.6841e-010 1.0077e-010 3.1256e-011 4.8165e-012 2.9271e-013 7.1387e-012 1.6613e-011 2.1890e-011 2.0947e-011 1.5695e-011 9.0021e-012 3.2127e-012 1.5273e-013 1.3519e-012 7.9779e-012 2.0675e-011 3.9051e-011 6.1146e-011 8.4474e-011 1.0687e-010 1.2603e-010 1.4132e-010 1.5289e-010 1.5983e-010 1.6280e-010 1.6141e-010 1.5545e-010 1.4537e-010 1.3042e-010 1.1120e-010
           7 8.5105e-009 7.0723e-009 6.8063e-009 1.5391e-007 2.3420e-005 4.0424e-003 2.1701e-051 1.1261e-047 1.8132e-045 2.1352e-043 3.2590e-041 1.5252e-029 6.0899e-039 6.7970e-040 3.9326e-037 4.3451e-035 8.2747e-033 1.2110e-020 1.3331e-030 1.9950e-030 1.9816e-029 3.9047e-028 2.2109e-026 3.0498e-015 1.1156e-024 7.9631e-025 3.8417e-024 3.9128e-023 1.1160e-021 1.6484e-010 6.4023e-020 1.9132e-020 5.4439e-020 3.3335e-019 5.1231e-018 1.7526e-006 1.6971e-015 7.2848e-017 1.2544e-016 4.8760e-016 4.2601e-015 1.0681e-012 4.4704e-004 7.8097e-014 7.7117e-014 1.9368e-013 9.9280e-013 2.4482e-011 1.4894e-004 3.7692e-011 1.6090e-011 2.4448e-011 7.2954e-011 5.6127e-010 2.9819e-005 2.8336e-008 1.2951e-009 1.0560e-009 1.8228e-009 6.3088e-009 1.2893e-007 5.9466e-006 5.9729e-008 1.9358e-008 1.8877e-008 3.4051e-008 1.2450e-007 7.3976e-007 4.9045e-007 1.1508e-007 6.0617e-008 5.2451e-008 6.1434e-008 8.3336e-008 9.9987e-008 8.2777e-008 5.2482e-008 3.2920e-008 2.2822e-008 1.7560e-008 1.4543e-008 1.2380e-008 1.0280e-008 7.9937e-009 5.7622e-009 3.9271e-009 2.6094e-009 1.7342e-009 1.1702e-009 8.0690e-010 5.7032e-010 4.1506e-010 3.1230e-010 2.4298e-010 1.9623e-010 1.6656e-010 1.4962e-010 1.4161e-010 1.4095e-010 1.4653e-010 1.5638e-010 1.7010e-010 1.8624e-010 2.0311e-010 2.1940e-010 2.3107e-010 2.3421e-010
           8 9.2306e-010 9.0567e-009 6.9025e-009 3.1605e-009 4.9629e-007 7.9761e-005 5.0152e-049 1.2675e-046 1.4003e-044 1.0209e-042 6.3689e-041 6.8422e-031 8.0513e-040 8.0398e-038 3.2028e-036 1.3028e-034 9.1992e-033 5.3401e-021 3.4749e-031 1.4437e-033 3.4231e-030 2.6575e-028 3.1856e-026 6.3036e-015 2.6506e-024 2.7161e-024 1.7217e-023 2.1681e-022 7.3165e-021 1.2002e-009 4.8098e-019 1.6077e-019 5.0224e-019 3.3264e-018 5.4584e-017 1.9610e-005 1.9082e-014 8.5478e-016 1.5192e-015 6.0311e-015 5.3289e-014 1.3397e-011 5.6057e-003 9.7542e-013 9.5476e-013 2.3718e-012 1.2029e-011 2.9423e-010 1.7860e-003 4.5122e-010 1.9290e-010 2.9525e-010 8.9258e-010 6.9914e-009 3.7815e-004 3.6069e-007 1.6883e-008 1.4104e-008 2.4909e-008 8.7960e-008 1.8263e-006 8.4600e-005 8.5531e-007 2.7868e-007 2.7178e-007 4.8814e-007 1.7718e-006 1.0456e-005 6.8966e-006 1.6056e-006 8.4015e-007 7.2497e-007 8.5134e-007 1.1650e-006 1.4185e-006 1.1998e-006 7.8437e-007 5.1294e-007 3.7505e-007 3.0789e-007 2.7510e-007 2.5535e-007 2.3357e-007 2.0214e-007 1.6392e-007 1.2710e-007 9.7112e-008 7.4893e-008 5.8974e-008 4.7448e-008 3.8807e-008 3.2087e-008 2.6628e-008 2.1905e-008 1.7718e-008 1.4162e-008 1.1253e-008 8.9039e-009 7.0936e-009 5.7367e-009 4.7007e-009 3.9280e-009 3.3381e-009 2.8779e-009 2.5145e-009 2.1997e-009 1.9066e-009
           9 5.7990e-009 1.1123e-009 1.5858e-008 1.9775e-010 8.5611e-009 1.5245e-006 1.2846e-047 2.5472e-045 2.3683e-043 1.4107e-041 6.5343e-040 1.9818e-032 2.2157e-038 6.9204e-037 1.8183e-035 4.3334e-034 1.1052e-032 3.7514e-022 3.5013e-032 2.0839e-030 4.4494e-029 1.0461e-027 4.8058e-026 4.4748e-015 1.2382e-024 1.4287e-025 5.0486e-025 6.1497e-023 5.4081e-021 1.4136e-009 6.4318e-019 3.2605e-019 1.3930e-018 1.1794e-017 2.3597e-016 9.8374e-005 9.7207e-014 5.0002e-015 9.9998e-015 4.3931e-014 4.2341e-013 1.1459e-010 4.8349e-002 8.8733e-012 9.1289e-012 2.3571e-011 1.2295e-010 3.0638e-009 1.8698e-002 4.7476e-009 2.0371e-009 3.1138e-009 9.3714e-009 7.2967e-008 3.9269e-003 3.7421e-006 1.7433e-007 1.4523e-007 2.5643e-007 9.0748e-007 1.8924e-005 8.7841e-004 8.9187e-006 2.9272e-006 2.8769e-006 5.2058e-006 1.9020e-005 1.1273e-004 7.4558e-005 1.7419e-005 9.1394e-006 7.8994e-006 9.2852e-006 1.2715e-005 1.5498e-005 1.3131e-005 8.6109e-006 5.6608e-006 4.1725e-006 3.4647e-006 3.1426e-006 2.9724e-006 2.7810e-006 2.4713e-006 2.0662e-006 1.6584e-006 1.3171e-006 1.0599e-006 8.7366e-007 7.3763e-007 6.3399e-007 5.5110e-007 4.8059e-007 4.1489e-007 3.5130e-007 2.9283e-007 2.4149e-007 1.9708e-007 1.6071e-007 1.3188e-007 1.0859e-007 9.0222e-008 7.5416e-008 6.3273e-008 5.3264e-008 4.4505e-008 3.6613e-008
