   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18
           0 9.0370e-001 9.4608e-002 1.6850e-003 5.3089e-006 3.2928e-011 2.2982e-009 2.7875e-009 6.7349e-009 2.6241e-010 1.7769e-009 1.2919e-011 4.9162e-010 6.8089e-011 6.1990e-011 1.7012e-010 1.0093e-010 4.0764e-011 3.0369e-011 1.8155e-011
           1 8.6067e-002 7.1937e-001 1.8856e-001 5.9777e-003 3.0330e-005 1.0461e-008 1.4469e-013 6.9552e-009 1.6999e-008 2.0812e-009 4.8200e-009 5.4870e-012 5.7428e-010 3.9019e-011 7.3407e-011 9.7751e-011 4.7566e-011 3.8486e-011 2.4213e-011
           2 8.8812e-003 1.5497e-001 5.4328e-001 2.7859e-001 1.4161e-002 1.2018e-004 4.1049e-007 4.6835e-008 5.7286e-009 6.8663e-009 7.8756e-009 2.0227e-009 6.1794e-010 6.7792e-010 4.9549e-011 1.6870e-012 4.4320e-012 5.4917e-012 4.2964e-012
           3 1.1299e-003 2.5376e-002 2.0363e-001 3.7929e-001 3.6149e-001 2.8635e-002 4.4247e-004 5.8880e-006 7.6454e-007 3.3396e-009 5.0333e-009 1.8723e-008 1.7622e-009 7.7729e-010 7.9740e-010 2.3004e-010 6.6815e-011 4.1263e-011 2.1587e-011
           4 1.7539e-004 4.4572e-003 4.7584e-002 2.2926e-001 2.2966e-001 4.3200e-001 5.4978e-002 1.7874e-003 8.0425e-005 9.6699e-006 1.7420e-008 2.1340e-007 1.8522e-008 1.7407e-008 1.2089e-009 7.8839e-012 2.7616e-012 7.0799e-012 6.8200e-012
           5 3.4409e-005 8.8637e-004 1.0894e-002 7.2073e-002 2.2538e-001 9.6906e-002 4.7295e-001 1.1035e-001 9.3836e-003 1.0594e-003 9.6023e-005 6.4857e-007 1.1155e-006 2.1261e-007 3.1899e-008 5.4920e-009 1.3626e-009 7.7583e-010 3.8365e-010
           6 7.8882e-006 2.1058e-004 2.6918e-003 2.0690e-002 9.1359e-002 1.7586e-001 5.5280e-003 4.0888e-001 2.2942e-001 5.4469e-002 1.0261e-002 5.4020e-004 4.4126e-005 8.7789e-008 1.0682e-006 5.4891e-007 2.0709e-007 1.4871e-007 8.6702e-008
           7 2.4424e-006 6.9289e-005 9.0479e-004 7.3994e-003 3.8199e-002 1.0952e-001 9.3423e-002 5.1102e-002 1.7597e-001 3.2558e-001 1.6272e-001 3.4369e-002 3.6807e-004 3.0910e-004 4.6955e-005 7.2554e-006 1.7333e-006 9.7322e-007 4.7846e-007
           8 1.0084e-006 2.9889e-005 4.0312e-004 3.4141e-003 1.9293e-002 6.8077e-002 1.1762e-001 1.2951e-002 1.8245e-001 1.3359e-002 2.8073e-001 2.5323e-001 4.7418e-002 5.1439e-004 1.1794e-004 8.2041e-005 3.1143e-005 2.2202e-005 1.2843e-005
           9 4.3185e-007 1.2756e-005 1.7787e-004 1.5499e-003 9.2650e-003 3.7186e-002 8.8145e-002 6.9543e-002 1.9098e-002 1.5710e-001 1.1400e-002 2.1691e-001 3.4575e-001 3.5010e-002 6.8566e-003 9.0685e-004 1.9824e-004 1.0557e-004 4.9938e-005
          10 2.0742e-007 5.8598e-006 8.3086e-005 7.4167e-004 4.6087e-003 2.0072e-002 5.6459e-002 8.1329e-002 7.2336e-003 9.2593e-002 5.5007e-002 4.9921e-002 1.8596e-001 4.2395e-001 1.2311e-003 4.0438e-003 1.6592e-003 1.1994e-003 6.9538e-004
          11 1.0713e-007 2.8745e-006 4.0590e-005 3.6809e-004 2.3527e-003 1.0801e-002 3.3757e-002 6.3758e-002 3.4364e-002 1.6034e-002 9.2150e-002 2.7824e-003 5.8825e-002 2.3321e-001 3.8556e-001 3.7998e-002 6.6846e-003 3.0834e-003 1.3022e-003
          12 5.6824e-008 1.4765e-006 2.0525e-005 1.8729e-004 1.2199e-003 5.7948e-003 1.9396e-002 4.2080e-002 4.0788e-002 6.5069e-007 5.5659e-002 3.2120e-002 5.5433e-003 3.0961e-002 4.3473e-001 8.6389e-002 3.8702e-002 2.7159e-002 1.5210e-002
          13 2.9325e-008 7.5466e-007 1.0325e-005 9.4212e-005 6.2038e-004 3.0104e-003 1.0523e-002 2.4629e-002 3.1102e-002 3.3969e-003 2.1846e-002 3.5536e-002 8.4842e-004 1.3154e-002 7.3796e-005 6.4189e-001 3.6543e-002 5.9719e-003 6.6335e-004
          14 1.4340e-008 3.6984e-007 5.0062e-006 4.5586e-005 3.0181e-004 1.4824e-003 5.3123e-003 1.2954e-002 1.8526e-002 4.5869e-003 7.2744e-003 2.2580e-002 3.7022e-003 2.8804e-003 7.5957e-003 1.4898e-001 2.9197e-001 1.5953e-001 6.7220e-002
          15 7.6067e-009 1.9708e-007 2.6517e-006 2.4100e-005 1.5998e-004 7.9090e-004 2.8729e-003 7.1611e-003 1.0879e-002 3.7079e-003 2.7567e-003 1.3161e-002 3.7569e-003 6.0741e-004 3.5527e-003 1.0164e-002 5.1906e-001 1.2876e-002 3.7986e-002
          16 4.0119e-009 1.0435e-007 1.3992e-006 1.2700e-005 8.4416e-005 4.1889e-004 1.5334e-003 3.8700e-003 6.0720e-003 2.4222e-003 1.1249e-003 7.2100e-003 2.6661e-003 1.2446e-004 1.5832e-003 1.2006e-003 7.7151e-002 6.6260e-001 3.1335e-003
