   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51          52          53          54          55          56          57          58          59          60          61          62          63          64          65          66          67          68          69          70          71          72          73          74          75          76          77          78          79          80          81          82          83          84          85          86          87          88          89          90          91          92          93          94          95          96          97          98          99         100         101
           0 9.8019e-001 1.9066e-002 5.2196e-004 1.9396e-004 1.9328e-005 1.9485e-006 1.9149e-006 2.9821e-007 7.3182e-008 8.4565e-039 5.1365e-040 7.5342e-038 2.4555e-035 1.4555e-022 2.0953e-031 9.9916e-032 2.4324e-030 1.7723e-028 1.2587e-016 1.3102e-025 2.9974e-026 8.5385e-026 8.4224e-025 1.5210e-011 5.1929e-021 9.3004e-021 1.9209e-019 1.3916e-017 2.2107e-008 1.0489e-015 1.1907e-015 1.2293e-014 8.6855e-013 1.8867e-008 3.4963e-012 6.1216e-012 6.7903e-011 4.3092e-009 1.0321e-009 2.8003e-010 2.9375e-010 2.0166e-010 4.0520e-011 2.2946e-012 8.1458e-011 2.6812e-010 5.4140e-010 8.7182e-010 1.2318e-009 1.5916e-009 1.9212e-009 2.1983e-009 2.4092e-009 2.5439e-009 2.5959e-009 2.5650e-009 2.4584e-009 2.2916e-009 2.0795e-009 1.8360e-009 1.5754e-009 1.3093e-009 1.0513e-009 8.1266e-010 6.0012e-010 4.1915e-010 2.7182e-010 1.5857e-010 7.7866e-011 2.7361e-011 3.4005e-012 1.7233e-012 1.7843e-011 4.7282e-011 8.5816e-011 1.2965e-010 1.7538e-010 2.2017e-010 2.6188e-010 2.9890e-010 3.2996e-010 3.5467e-010 3.7267e-010 3.8389e-010 3.8898e-010 3.8817e-010 3.8215e-010 3.7162e-010 3.5736e-010 3.4008e-010 3.2063e-010 2.9970e-010 2.7777e-010 2.5554e-010 2.3336e-010 2.1154e-010 1.9055e-010 1.7042e-010 1.5133e-010 1.3320e-010 1.1568e-010 9.8020e-011
           1 1.9036e-002 8.3708e-001 1.1168e-001 2.5532e-002 6.3293e-003 1.0315e-005 2.8247e-004 6.7127e-007 3.0433e-005 3.4979e-036 1.2452e-037 1.2330e-035 2.7756e-033 1.1265e-020 1.5588e-029 4.2516e-030 4.0810e-029 1.7216e-028 1.0377e-015 1.7295e-024 4.6638e-024 1.6124e-022 1.5280e-020 2.4214e-008 6.3048e-018 4.3361e-018 4.8869e-017 2.2122e-015 2.6385e-006 1.1058e-013 8.4969e-014 5.8844e-013 2.6743e-011 4.7404e-007 6.2909e-011 5.1734e-011 1.4139e-010 2.0572e-010 2.5798e-010 2.3200e-009 1.2359e-008 3.3282e-008 4.6567e-008 5.6975e-008 7.0530e-008 8.3655e-008 9.3097e-008 9.8537e-008 1.0052e-007 9.9273e-008 9.5044e-008 8.8442e-008 8.0207e-008 7.0904e-008 6.1003e-008 5.0969e-008 4.1254e-008 3.2280e-008 2.4293e-008 1.7426e-008 1.1746e-008 7.2536e-009 3.9261e-009 1.6874e-009 4.2277e-010 1.5405e-012 2.8248e-010 1.1242e-009 2.3868e-009 3.9369e-009 5.6575e-009 7.4436e-009 9.2076e-009 1.0872e-008 1.2381e-008 1.3695e-008 1.4773e-008 1.5596e-008 1.6164e-008 1.6480e-008 1.6546e-008 1.6395e-008 1.6039e-008 1.5498e-008 1.4813e-008 1.3997e-008 1.3083e-008 1.2094e-008 1.1059e-008 9.9987e-009 8.9395e-009 7.8999e-009 6.8931e-009 5.9365e-009 5.0385e-009 4.2066e-009 3.4499e-009 2.7689e-009 2.1666e-009 1.6417e-009 1.1921e-009 8.1496e-010
           2 6.8556e-004 1.3254e-001 4.2918e-001 3.2006e-001 1.0850e-001 6.1485e-003 2.1460e-003 2.5070e-004 3.6602e-004 4.1934e-035 9.9009e-037 6.2004e-035 7.4155e-033 1.0222e-020 1.1997e-029 3.8359e-031 3.6299e-028 1.0784e-025 1.9765e-013 2.3727e-022 1.7485e-022 3.2492e-021 2.0242e-019 2.4318e-007 5.9621e-017 3.0198e-017 2.5033e-016 8.0558e-015 7.2669e-006 2.6322e-013 1.0893e-013 2.3002e-013 1.4966e-013 1.0012e-007 8.9665e-011 6.1453e-010 1.6846e-008 1.8600e-006 5.8511e-007 3.2723e-007 7.4943e-007 1.2903e-006 1.2984e-006 1.2143e-006 1.2068e-006 1.1880e-006 1.1198e-006 1.0158e-006 8.9312e-007 7.6026e-007 6.2413e-007 4.9243e-007 3.7162e-007 2.6553e-007 1.7649e-007 1.0589e-007 5.4163e-008 2.0602e-008 3.4589e-009 4.2830e-010 8.9120e-009 2.6155e-008 4.9384e-008 7.6077e-008 1.0391e-007 1.3103e-007 1.5589e-007 1.7739e-007 1.9448e-007 2.0678e-007 2.1430e-007 2.1714e-007 2.1565e-007 2.1022e-007 2.0148e-007 1.9006e-007 1.7646e-007 1.6133e-007 1.4532e-007 1.2896e-007 1.1266e-007 9.6919e-008 8.1991e-008 6.8095e-008 5.5464e-008 4.4158e-008 3.4244e-008 2.5734e-008 1.8604e-008 1.2791e-008 8.2189e-009 4.7820e-009 2.3651e-009 8.5049e-010 1.1599e-010 4.2563e-011 5.1545e-010 1.4252e-009 2.6672e-009 4.1331e-009 5.6841e-009 7.0856e-009
           3 7.1022e-005 1.1056e-002 4.1131e-001 2.0337e-001 3.0726e-001 6.3873e-002 1.9446e-008 2.5629e-003 1.3196e-004 1.4962e-035 2.8643e-038 9.8146e-036 1.4682e-032 1.6811e-019 2.5386e-028 1.9336e-028 6.8682e-027 7.1908e-025 7.3069e-013 8.1031e-022 3.4510e-022 3.7753e-021 1.2985e-019 8.4196e-008 1.7304e-017 2.1071e-018 7.3890e-019 1.7731e-015 5.4450e-006 3.1609e-013 5.6827e-013 8.0273e-012 7.2920e-010 1.7412e-005 3.6902e-009 8.1446e-009 1.1643e-007 9.1047e-006 2.4576e-006 9.6736e-007 1.6515e-006 2.2154e-006 1.7220e-006 1.2099e-006 8.7855e-007 6.0588e-007 3.7196e-007 1.9276e-007 7.4038e-008 1.2536e-008 1.5237e-009 3.1963e-008 9.3569e-008 1.7592e-007 2.6894e-007 3.6326e-007 4.5097e-007 5.2680e-007 5.8713e-007 6.2957e-007 6.5329e-007 6.5773e-007 6.4471e-007 6.1722e-007 5.7755e-007 5.2917e-007 4.7475e-007 4.1717e-007 3.5823e-007 3.0054e-007 2.4603e-007 1.9598e-007 1.5131e-007 1.1256e-007 7.9988e-008 5.3574e-008 3.3016e-008 1.7942e-008 7.8320e-009 2.0748e-009 2.7640e-011 1.0414e-009 4.4877e-009 9.7730e-009 1.6368e-008 2.3788e-008 3.1618e-008 3.9502e-008 4.7152e-008 5.4331e-008 6.0880e-008 6.6682e-008 7.1633e-008 7.5722e-008 7.8915e-008 8.1198e-008 8.2657e-008 8.3250e-008 8.3014e-008 8.1843e-008 7.9411e-008 7.4896e-008
           4 1.6293e-005 1.6237e-004 4.6286e-002 3.4096e-001 2.0224e-001 3.5681e-001 4.7966e-002 2.5476e-003 1.7478e-003 2.0117e-034 8.2208e-036 8.9320e-034 2.1979e-031 9.8957e-019 1.3857e-027 4.5777e-028 6.7008e-027 2.0305e-025 1.7382e-014 7.3359e-024 4.9727e-023 3.5601e-021 4.4002e-019 7.8633e-007 2.0927e-016 1.5804e-016 1.9154e-015 9.2567e-014 1.1556e-004 4.9483e-012 4.1052e-012 3.1291e-011 1.6210e-009 3.0814e-005 4.6496e-009 5.4398e-009 3.5154e-008 1.2478e-006 1.9388e-007 2.4321e-009 4.9953e-008 3.3642e-007 7.0741e-007 1.1082e-006 1.6174e-006 2.1625e-006 2.6432e-006 3.0224e-006 3.2936e-006 3.4459e-006 3.4737e-006 3.3874e-006 3.2072e-006 2.9513e-006 2.6376e-006 2.2860e-006 1.9185e-006 1.5577e-006 1.2196e-006 9.1496e-007 6.5146e-007 4.3295e-007 2.6181e-007 1.3715e-007 5.5407e-008 1.1703e-008 1.0886e-010 1.4353e-008 4.8127e-008 9.5330e-008 1.5054e-007 2.0901e-007 2.6688e-007 3.2092e-007 3.6891e-007 4.0936e-007 4.4106e-007 4.6358e-007 4.7722e-007 4.8241e-007 4.7964e-007 4.7019e-007 4.5486e-007 4.3449e-007 4.1050e-007 3.8352e-007 3.5454e-007 3.2434e-007 2.9372e-007 2.6324e-007 2.3356e-007 2.0510e-007 1.7811e-007 1.5295e-007 1.2973e-007 1.0853e-007 8.9477e-008 7.2489e-008 5.7551e-008 4.4553e-008 3.3352e-008 2.3796e-008
           5 2.0050e-006 6.0983e-005 8.6808e-004 1.0355e-001 2.5073e-001 2.3433e-001 3.7712e-001 2.3225e-002 8.1632e-003 9.3188e-034 1.2965e-035 3.4912e-034 1.7013e-033 1.6542e-019 2.9129e-028 5.8937e-028 3.2593e-026 4.5591e-024 5.6876e-012 6.4994e-021 3.4647e-021 4.8552e-020 2.2942e-018 2.1669e-006 5.0017e-016 1.7560e-016 8.6791e-016 1.0959e-014 1.9415e-006 5.4939e-015 3.3298e-013 1.2705e-011 1.8279e-009 4.9692e-005 1.2292e-008 3.3278e-008 5.5901e-007 4.8336e-005 1.3691e-005 6.0718e-006 1.1568e-005 1.7164e-005 1.4923e-005 1.1984e-005 1.0196e-005 8.5440e-006 6.7748e-006 5.0686e-006 3.5650e-006 2.3144e-006 1.3388e-006 6.4408e-007 2.1521e-007 2.1078e-008 2.2631e-008 1.7630e-007 4.3645e-007 7.6010e-007 1.1095e-006 1.4528e-006 1.7649e-006 2.0249e-006 2.2214e-006 2.3515e-006 2.4136e-006 2.4138e-006 2.3581e-006 2.2556e-006 2.1125e-006 1.9406e-006 1.7507e-006 1.5513e-006 1.3501e-006 1.1533e-006 9.6631e-007 7.9308e-007 6.3568e-007 4.9613e-007 3.7548e-007 2.7374e-007 1.9025e-007 1.2418e-007 7.4036e-008 3.8254e-008 1.5167e-008 3.0113e-009 8.3482e-011 4.7364e-009 1.5417e-008 3.0694e-008 4.9278e-008 7.0041e-008 9.1968e-008 1.1425e-007 1.3617e-007 1.5708e-007 1.7662e-007 1.9425e-007 2.0960e-007 2.2198e-007 2.2990e-007 2.3005e-007
           6 1.5949e-009 3.5484e-005 8.9847e-007 6.1389e-003 1.0905e-001 2.0395e-001 2.7214e-001 3.8738e-001 7.1283e-003 8.2948e-034 7.2196e-035 1.0091e-032 2.7557e-030 1.3140e-017 1.8497e-026 6.6188e-027 1.1393e-025 5.2300e-024 1.9553e-012 1.7638e-021 1.8312e-023 5.8426e-021 1.4444e-018 3.2296e-006 8.9128e-016 7.7428e-016 1.0266e-014 5.2938e-013 6.8565e-004 2.9816e-011 2.5933e-011 2.0755e-010 1.1390e-008 2.2278e-004 3.5311e-008 4.6500e-008 3.6936e-007 1.7339e-005 3.4344e-006 4.4377e-007 6.2919e-008 1.5271e-007 1.0722e-006 2.5233e-006 4.5059e-006 6.7968e-006 9.0143e-006 1.0946e-005 1.2503e-005 1.3600e-005 1.4178e-005 1.4250e-005 1.3880e-005 1.3128e-005 1.2061e-005 1.0758e-005 9.3134e-006 7.8289e-006 6.3809e-006 5.0249e-006 3.8034e-006 2.7415e-006 1.8599e-006 1.1649e-006 6.4849e-007 2.9698e-007 9.0119e-008 5.2655e-009 1.8744e-008 1.0703e-007 2.4808e-007 4.2218e-007 6.1259e-007 8.0509e-007 9.8888e-007 1.1560e-006 1.2999e-006 1.4170e-006 1.5060e-006 1.5668e-006 1.5997e-006 1.6079e-006 1.5931e-006 1.5576e-006 1.5056e-006 1.4392e-006 1.3613e-006 1.2747e-006 1.1823e-006 1.0860e-006 9.8860e-007 8.9179e-007 7.9680e-007 7.0533e-007 6.1814e-007 5.3586e-007 4.5949e-007 3.8897e-007 3.2459e-007 2.6615e-007 2.1311e-007 1.6461e-007
           7 4.7787e-009 1.9084e-006 7.7560e-005 8.9509e-006 1.5404e-002 1.1040e-001 1.6238e-001 3.1838e-001 3.7743e-001 4.3179e-032 7.6759e-034 2.9232e-032 1.3203e-030 4.1228e-020 2.7580e-028 5.2817e-027 3.5801e-025 4.9614e-023 5.8439e-011 6.6079e-020 3.2339e-020 4.1432e-019 1.7856e-017 1.5570e-005 3.5227e-015 1.0927e-015 4.4419e-015 3.3198e-014 2.5848e-008 2.9065e-013 4.7120e-012 1.1971e-010 1.4456e-008 3.7335e-004 8.6655e-008 2.1433e-007 3.3328e-006 2.7402e-004 7.5729e-005 3.1591e-005 5.6929e-005 8.0383e-005 6.6314e-005 5.0233e-005 4.0122e-005 3.1366e-005 2.2971e-005 1.5615e-005 9.7074e-006 5.2935e-006 2.3051e-006 6.0888e-007 9.2617e-009 2.7917e-007 1.1866e-006 2.5052e-006 4.0261e-006 5.5785e-006 7.0294e-006 8.2787e-006 9.2617e-006 9.9300e-006 1.0280e-005 1.0338e-005 1.0127e-005 9.6987e-006 9.0938e-006 8.3615e-006 7.5331e-006 6.6579e-006 5.7759e-006 4.9158e-006 4.1009e-006 3.3475e-006 2.6683e-006 2.0705e-006 1.5552e-006 1.1229e-006 7.7132e-007 4.9523e-007 2.8818e-007 1.4318e-007 5.2310e-008 7.7622e-009 1.8694e-009 2.7315e-008 7.7284e-008 1.4551e-007 2.2637e-007 3.1488e-007 4.0684e-007 4.9872e-007 5.8739e-007 6.7075e-007 7.4680e-007 8.1393e-007 8.7173e-007 9.1873e-007 9.5434e-007 9.7644e-007 9.7990e-007 9.5273e-007
           8 2.6122e-008 5.0839e-007 5.9855e-005 7.0245e-006 2.4553e-004 2.2900e-002 1.0387e-001 1.2681e-001 3.7432e-001 4.2046e-032 6.4906e-035 1.3956e-031 6.7705e-029 3.8210e-016 5.4122e-025 1.9151e-025 2.8879e-024 1.0360e-022 2.5993e-011 2.1168e-020 2.9683e-022 1.8376e-019 2.7105e-017 4.8043e-005 1.2668e-014 8.9067e-015 9.8475e-014 4.2949e-012 4.9682e-003 2.0521e-010 1.5030e-010 9.9268e-010 4.3210e-008 7.5443e-004 9.8399e-008 8.0601e-008 2.4738e-007 1.2916e-006 5.2888e-008 2.0427e-006 1.1725e-005 3.1765e-005 4.3921e-005 5.2601e-005 6.3436e-005 7.3133e-005 7.8986e-005 8.1036e-005 8.0035e-005 7.6408e-005 7.0587e-005 6.3225e-005 5.5017e-005 4.6477e-005 3.8012e-005 2.9984e-005 2.2705e-005 1.6415e-005 1.1211e-005 7.1014e-006 4.0361e-006 1.9224e-006 6.4689e-007 7.1212e-008 4.9913e-008 4.4251e-007 1.1205e-006 1.9719e-006 2.8987e-006 3.8230e-006 4.6888e-006 5.4539e-006 6.0921e-006 6.5863e-006 6.9331e-006 7.1367e-006 7.2004e-006 7.1370e-006 6.9648e-006 6.7007e-006 6.3590e-006 5.9623e-006 5.5240e-006 5.0569e-006 4.5789e-006 4.0977e-006 3.6242e-006 3.1665e-006 2.7318e-006 2.3247e-006 1.9503e-006 1.6107e-006 1.3065e-006 1.0389e-006 8.0679e-007 6.0885e-007 4.4385e-007 3.0919e-007 2.0267e-007 1.2169e-007 6.3704e-008 2.6292e-008
           9 3.5777e-008 1.9493e-007 3.5359e-006 6.3415e-005 7.3922e-005 1.3831e-003 2.9998e-002 9.6483e-002 9.4814e-002 1.2315e-032 1.5479e-032 2.1126e-030 3.2069e-028 4.7616e-016 5.6679e-025 1.2327e-027 5.5314e-024 1.1945e-021 1.4843e-009 1.6688e-018 7.2259e-019 7.3452e-018 2.2793e-016 1.3852e-004 2.8274e-014 3.9631e-015 7.0643e-016 6.2680e-013 2.2506e-003 1.3190e-010 2.2538e-010 2.8798e-009 2.3224e-007 5.2663e-003 1.0333e-006 1.9920e-006 2.4764e-005 1.7470e-003 4.4695e-004 1.5237e-004 2.2513e-004 2.6219e-004 1.7262e-004 9.8221e-005 5.4262e-005 2.5360e-005 7.9480e-006 6.1095e-007 1.0816e-006 6.9499e-006 1.6028e-005 2.6471e-005 3.6875e-005 4.6207e-005 5.3738e-005 5.9021e-005 6.1909e-005 6.2583e-005 6.1313e-005 5.8404e-005 5.4217e-005 4.9051e-005 4.3315e-005 3.7386e-005 3.1511e-005 2.5936e-005 2.0805e-005 1.6224e-005 1.2229e-005 8.8620e-006 6.1186e-006 3.9632e-006 2.3451e-006 1.2048e-006 4.7783e-007 9.8117e-008 1.3128e-009 1.2713e-007 4.1990e-007 8.3009e-007 1.3139e-006 1.8355e-006 2.3644e-006 2.8748e-006 3.3504e-006 3.7751e-006 4.1396e-006 4.4375e-006 4.6664e-006 4.8256e-006 4.9191e-006 4.9510e-006 4.9246e-006 4.8483e-006 4.7271e-006 4.5660e-006 4.3750e-006 4.1557e-006 3.9139e-006 3.6487e-006 3.3509e-006 2.9957e-006
