   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30
           0 9.9521e-001 4.7797e-003 1.0561e-005 1.2273e-007 1.1874e-009 2.2040e-008 9.3291e-009 8.0647e-009 1.8325e-010 4.6986e-009 6.1191e-013 1.9782e-009 2.7821e-011 1.0390e-009 4.4152e-010 1.3276e-010 7.5373e-010 3.5027e-010 1.7541e-013 2.1874e-010 3.4436e-010 1.9993e-010 4.2949e-011 5.6828e-014 2.0721e-011 4.0199e-011 3.9584e-011 2.7466e-011 1.5724e-011 8.4830e-012 4.4106e-012
           1 4.7748e-003 9.8415e-001 1.1036e-002 3.5902e-005 5.1031e-007 2.0095e-008 2.7890e-008 8.8784e-009 1.7847e-008 2.1654e-010 4.3099e-009 1.1791e-009 1.4269e-009 7.2360e-010 1.4969e-009 6.9645e-012 1.1422e-009 7.5417e-010 1.8962e-012 3.6309e-010 5.5033e-010 2.5379e-010 2.2793e-011 1.6943e-011 7.8238e-011 1.0033e-010 8.1405e-011 5.0643e-011 2.7314e-011 1.4280e-011 7.3043e-012
           2 1.6597e-005 1.0992e-002 9.7004e-001 1.8868e-002 7.9213e-005 1.1242e-006 9.1679e-008 2.7224e-008 4.8088e-010 1.2339e-008 1.0395e-009 1.1856e-010 2.0525e-009 1.1100e-013 1.2389e-009 1.0632e-010 4.1366e-010 3.4749e-010 3.8679e-012 2.6603e-010 2.4544e-010 3.7658e-011 1.3700e-011 8.8570e-011 1.1706e-010 9.2380e-011 5.5536e-011 2.8459e-011 1.3687e-011 6.7182e-012 3.3227e-012
           3 9.7238e-009 7.5517e-005 1.8691e-002 9.5265e-001 2.8439e-002 1.4729e-004 2.0622e-006 1.7599e-007 7.2527e-008 2.4583e-009 3.3181e-008 1.8790e-009 7.3593e-010 5.6775e-009 1.8184e-010 3.1283e-009 7.9534e-010 6.2654e-010 1.1754e-009 5.0893e-011 3.8567e-010 7.3414e-010 3.4924e-010 3.0348e-011 2.3037e-011 9.8912e-011 1.1743e-010 8.6847e-011 5.0902e-011 2.7721e-011 1.4473e-011
           4 8.0368e-008 1.6340e-009 2.1874e-004 2.7945e-002 9.3167e-001 3.9916e-002 2.4782e-004 3.3109e-006 3.5231e-007 9.2927e-008 3.1459e-009 2.0395e-008 1.0960e-009 3.4757e-010 2.8181e-009 1.6749e-010 1.0708e-009 1.3720e-011 5.9874e-010 1.1278e-010 1.2390e-010 3.8386e-010 2.0736e-010 2.0060e-011 1.1602e-011 5.2180e-011 6.0585e-011 4.3715e-011 2.5189e-011 1.3582e-011 7.0528e-012
           5 1.5601e-009 1.9819e-007 2.3499e-007 5.0332e-004 3.8791e-002 9.0693e-001 5.3380e-002 3.8943e-004 5.1504e-006 5.2856e-007 1.6622e-007 3.9285e-009 4.1455e-008 1.9607e-009 2.0654e-010 6.6775e-009 2.4196e-012 1.9394e-009 6.6137e-012 1.1879e-009 6.9392e-010 5.9541e-012 4.9459e-010 6.4865e-010 3.5431e-010 1.0790e-010 1.8345e-011 1.2823e-012 2.5795e-015 1.3475e-013 1.4779e-013
           6 2.2856e-008 9.9948e-009 4.2361e-007 2.3918e-006 1.0079e-003 5.1146e-002 8.7835e-001 6.8905e-002 5.8009e-004 7.6561e-006 7.3137e-007 2.5913e-007 7.4571e-009 7.2643e-008 1.6199e-009 2.0146e-010 1.1118e-008 1.3560e-010 2.7105e-009 1.6342e-010 1.3745e-009 1.6345e-009 1.7505e-010 1.6703e-010 6.1690e-010 6.2416e-010 3.9720e-010 2.0210e-010 9.5303e-011 4.6062e-011 2.2564e-011
           7 5.0291e-010 3.3233e-008 4.9158e-008 5.5507e-007 1.0653e-005 1.8258e-003 6.4852e-002 8.4589e-001 8.6575e-002 8.2838e-004 1.1111e-005 1.0795e-006 2.7897e-007 7.0548e-008 3.1539e-008 3.2211e-009 4.3248e-009 1.3572e-009 1.5061e-011 7.1813e-011 3.2654e-010 1.6483e-010 2.9106e-012 2.4642e-011 3.5093e-011 1.7734e-011 5.3444e-012 1.2123e-012 2.6493e-013 6.8012e-014 2.1093e-014
           8 4.0216e-009 5.7764e-011 7.9081e-008 1.5850e-007 3.8024e-007 3.4460e-005 3.0767e-003 7.9705e-002 8.0966e-001 1.0637e-001 1.1417e-003 1.6481e-005 1.3541e-006 4.7595e-007 4.6241e-008 1.2504e-007 7.5147e-011 2.0664e-009 1.5382e-008 9.5108e-010 1.7072e-009 3.6441e-010 7.2317e-010 1.9868e-009 1.2838e-009 3.8389e-010 5.4017e-011 1.5069e-012 7.5541e-013 1.6460e-012 1.3390e-012
           9 2.3929e-010 2.7127e-010 6.5910e-010 1.5600e-007 4.7711e-007 1.0678e-007 9.0525e-005 4.8914e-003 9.5342e-002 7.6989e-001 1.2823e-001 1.5233e-003 2.4432e-005 1.7519e-006 6.1827e-007 7.4157e-008 1.6747e-007 1.7558e-009 3.4782e-009 2.0736e-008 3.2815e-009 8.4418e-010 7.4444e-010 1.3661e-010 1.3643e-009 1.6148e-009 1.0428e-009 5.1628e-010 2.3634e-010 1.1190e-010 5.4151e-011
