   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37
          11 1.8472e-029 3.4698e-020 1.6402e-018 5.0136e-023 4.6187e-017 1.1168e-015 1.8774e-016 2.2946e-014 2.3966e-013 5.8779e-013 5.9823e-012 4.4880e-011 2.7100e-010 1.7378e-009 1.2456e-008 7.4049e-008 4.4011e-007 2.2902e-006 1.1942e-005 5.5059e-005 2.2723e-004 8.5354e-004 2.8256e-003 8.1556e-003 2.0086e-002 4.0963e-002 6.5924e-002 7.7276e-002 5.4560e-002 1.1191e-002 6.1605e-003 5.1885e-002 4.7528e-002 1.4119e-005 5.2967e-002 8.7966e-003 2.1598e-001 1.8088e-001
          12 5.5972e-028 1.0105e-018 3.5767e-017 1.2914e-021 8.7211e-016 1.8456e-014 3.0215e-015 3.3224e-013 3.1936e-012 7.3558e-012 6.8360e-011 4.7565e-010 2.6411e-009 1.5603e-008 1.0056e-007 5.4700e-007 2.9111e-006 1.3775e-005 6.3371e-005 2.5802e-004 9.3534e-004 3.0235e-003 8.4876e-003 2.0277e-002 3.9836e-002 6.1361e-002 6.7560e-002 4.2959e-002 6.2546e-003 8.3469e-003 4.6252e-002 3.5411e-002 4.6868e-005 4.2554e-002 2.2161e-002 1.5940e-002 1.4667e-004 3.1106e-001
          13 5.4548e-026 2.6021e-017 6.1436e-016 2.5377e-020 1.2880e-014 2.3832e-013 3.7784e-014 3.7522e-012 3.3099e-011 7.1519e-011 6.0817e-010 3.9174e-009 1.9993e-008 1.0873e-007 6.3098e-007 3.1344e-006 1.4951e-005 6.4089e-005 2.6028e-004 9.3363e-004 2.9553e-003 8.1724e-003 1.9229e-002 3.7264e-002 5.6403e-002 6.0881e-002 3.7734e-002 5.1095e-003 7.7007e-003 4.0418e-002 3.1058e-002 2.6498e-006 3.3028e-002 2.4045e-002 8.8199e-003 3.6683e-002 2.8229e-004 7.1729e-002
          14 1.3256e-021 1.3655e-014 4.5682e-015 1.1113e-020 1.4144e-013 2.6439e-012 3.8083e-013 3.4231e-011 2.7982e-010 5.6656e-010 4.4101e-009 2.6236e-008 1.2304e-007 6.1527e-007 3.2184e-006 1.4569e-005 6.2301e-005 2.4096e-004 8.6336e-004 2.7179e-003 7.4557e-003 1.7470e-002 3.3850e-002 5.1534e-002 5.6325e-002 3.6002e-002 5.7487e-003 5.5494e-003 3.4740e-002 3.0326e-002 4.3835e-004 2.4450e-002 2.7183e-002 1.6456e-003 3.4333e-002 1.4281e-004 4.6093e-002 2.7743e-002
          15 1.8960e-013 1.3483e-006 1.0636e-007 4.4000e-011 5.6501e-008 2.2860e-007 1.5685e-009 1.8530e-007 1.5504e-008 3.8035e-008 1.0270e-008 2.0536e-007 9.5539e-009 6.5418e-007 4.4315e-006 1.5213e-005 6.5866e-005 2.8177e-004 9.0423e-004 3.0374e-003 7.9819e-003 1.8904e-002 3.6107e-002 5.4491e-002 5.8763e-002 3.6500e-002 5.2794e-003 6.6393e-003 3.7126e-002 3.0610e-002 2.1630e-004 2.6856e-002 2.7111e-002 2.3969e-003 3.5645e-002 4.0519e-004 4.5283e-002 1.6410e-002
          16 8.3217e-023 3.6091e-015 1.1771e-013 6.7224e-018 1.6319e-012 2.2457e-011 3.3084e-012 2.7105e-010 1.9890e-009 3.7671e-009 2.6980e-008 1.4795e-007 6.3649e-007 2.9235e-006 1.3793e-005 5.6747e-005 2.1747e-004 7.5538e-004 2.3830e-003 6.5462e-003 1.5404e-002 3.0133e-002 4.6772e-002 5.2925e-002 3.6367e-002 7.6864e-003 3.0065e-003 2.8867e-002 3.1075e-002 2.1884e-003 1.6199e-002 2.9577e-002 1.1048e-004 2.7810e-002 5.4406e-003 2.2503e-002 1.9542e-004 1.0625e-001
          17 1.0554e-021 8.1121e-014 1.3459e-012 7.9287e-017 1.4686e-011 1.7553e-010 2.4605e-011 1.8403e-009 1.2243e-008 2.1657e-008 1.4268e-007 7.1912e-007 2.8354e-006 1.1941e-005 5.0814e-005 1.8944e-004 6.4967e-004 2.0158e-003 5.5765e-003 1.3257e-002 2.6384e-002 4.2093e-002 4.9982e-002 3.7664e-002 1.0771e-002 9.1221e-004 2.2564e-002 3.1761e-002 5.7063e-003 8.6548e-003 2.9674e-002 3.3996e-003 1.7274e-002 1.6273e-002 8.3200e-003 1.4433e-002 9.8694e-003 3.2775e-002
          18 4.5716e-020 2.0644e-012 1.5615e-011 8.2306e-016 1.1535e-010 1.2247e-009 1.6225e-010 1.1092e-008 6.6422e-008 1.0962e-007 6.6519e-007 3.0712e-006 1.1081e-005 4.2706e-005 1.6378e-004 5.5130e-004 1.6876e-003 4.6473e-003 1.1202e-002 2.2773e-002 3.7554e-002 4.7051e-002 3.9220e-002 1.4805e-002 5.9008e-006 1.5961e-002 3.1202e-002 1.0820e-002 2.8938e-003 2.6521e-002 9.9770e-003 6.9982e-003 2.3503e-002 2.0933e-004 2.2992e-002 6.2988e-004 1.6206e-002 1.3499e-003
          19 2.5485e-008 2.8883e-001 9.4074e-002 1.5008e-006 8.0512e-002 1.5064e-002 1.0867e-003 4.5518e-003 3.0187e-002 1.1232e-003 2.2418e-002 3.7840e-003 1.1271e-002 1.7391e-002 1.2276e-003 7.5352e-003 4.2108e-003 2.0140e-004 3.6755e-002 4.3874e-002 1.3730e-001 5.2886e-002 6.8941e-002 1.6288e-002 7.7818e-004 1.9700e-003 6.5258e-003 3.8194e-003 3.5117e-004 8.0478e-003 2.0668e-003 3.9556e-004 9.0939e-004 1.6800e-003 5.6593e-004 1.7751e-003 1.1655e-006 6.2960e-006
          20 1.4002e-015 1.5182e-008 3.6831e-009 1.4754e-013 9.4087e-009 3.4262e-009 5.3512e-010 5.2711e-008 3.7233e-007 4.8523e-007 2.6593e-006 1.1807e-005 3.8873e-005 1.3491e-004 4.6846e-004 1.4178e-003 3.8522e-003 9.3447e-003 1.9446e-002 3.3178e-002 4.3982e-002 4.0401e-002 1.9417e-002 7.2750e-004 9.6792e-003 2.8747e-002 1.6594e-002 1.2868e-004 2.0233e-002 1.7195e-002 8.2525e-004 2.3107e-002 3.2528e-003 1.6471e-002 5.2892e-003 1.6117e-002 4.2794e-005 3.3708e-002
          21 1.1246e-017 2.9555e-013 8.6365e-010 1.0812e-013 7.5570e-009 4.2922e-008 5.0526e-009 2.9910e-007 1.4460e-006 2.0348e-006 1.0484e-005 4.0329e-005 1.2091e-004 3.8661e-004 1.1978e-003 3.2394e-003 7.7889e-003 1.6454e-002 2.9093e-002 4.0663e-002 4.0977e-002 2.4032e-002 3.1585e-003 4.4965e-003 2.4239e-002 2.1703e-002 9.9363e-004 1.2327e-002 2.2032e-002 7.3192e-004 1.6093e-002 1.2152e-002 5.0593e-003 1.6701e-002 3.3294e-003 1.1170e-002 9.1857e-003 9.4527e-003
          22 7.5877e-017 2.9508e-010 1.1296e-008 1.0364e-012 5.1097e-008 2.2928e-007 2.5464e-008 1.3962e-006 5.9065e-006 7.6500e-006 3.6366e-005 1.2678e-004 3.4447e-004 9.9751e-004 2.7629e-003 6.6300e-003 1.3963e-002 2.5340e-002 3.7244e-002 4.0787e-002 2.8213e-002 6.9630e-003 1.1594e-003 1.8311e-002 2.4741e-002 5.0650e-003 5.0940e-003 2.2458e-002 5.8712e-003 6.9513e-003 1.8963e-002 1.4707e-006 1.8546e-002 1.0049e-003 1.6370e-002 6.0673e-006 1.0803e-002 3.3382e-004
          23 1.9942e-015 1.7986e-008 2.2197e-007 1.3182e-011 3.8513e-007 1.0730e-006 1.2318e-007 6.3452e-006 2.2502e-005 2.6363e-005 1.1640e-004 3.6771e-004 8.9711e-004 2.3382e-003 5.7660e-003 1.2149e-002 2.2128e-002 3.3817e-002 3.9840e-002 3.1562e-002 1.1576e-002 2.1213e-006 1.2007e-002 2.5015e-002 1.0854e-002 7.4710e-004 1.8377e-002 1.2943e-002 8.8760e-004 1.8876e-002 3.9875e-003 1.0475e-002 9.9787e-003 6.4357e-003 8.3643e-003 9.6360e-003 2.1671e-004 1.4601e-002
          24 8.5534e-009 8.4690e-002 4.1752e-001 6.8123e-006 2.1768e-002 3.8251e-002 5.0530e-004 4.1804e-002 1.0007e-004 1.3413e-002 9.2987e-004 1.9735e-002 2.3967e-003 9.9376e-003 1.7574e-002 1.9892e-003 3.2288e-003 7.5111e-003 4.7586e-004 8.7806e-003 4.1939e-002 7.4264e-002 7.8708e-002 5.8704e-002 3.1143e-002 1.0544e-002 1.5009e-003 8.5993e-005 1.5762e-003 2.7664e-003 2.8647e-003 2.2991e-003 1.4547e-003 7.2262e-004 2.9718e-004 1.0229e-004 2.4919e-005 3.4022e-006
          25 3.4756e-013 3.3628e-006 1.2967e-005 8.7277e-011 2.5509e-007 1.4299e-005 3.2679e-007 1.3039e-005 8.2523e-005 1.0259e-004 3.5583e-004 9.2005e-004 2.1838e-003 5.1066e-003 1.0670e-002 1.9961e-002 3.0852e-002 3.8032e-002 3.3975e-002 1.6401e-002 7.7549e-004 6.2981e-003 2.3085e-002 1.6061e-002 3.1230e-004 1.1888e-002 1.8059e-002 5.9860e-004 1.2658e-002 1.1917e-002 2.0057e-003 1.6434e-002 5.6431e-006 1.5394e-002 1.5016e-004 1.1204e-002 5.4753e-003 1.5051e-003
          26 8.0709e-014 5.3052e-007 5.0752e-008 2.4582e-010 1.2681e-005 3.9453e-005 1.9709e-006 8.4352e-005 2.8413e-004 2.8498e-004 9.7924e-004 2.3774e-003 4.7858e-003 9.8343e-003 1.8241e-002 2.8742e-002 3.6551e-002 3.4952e-002 2.0474e-002 3.1237e-003 2.8029e-003 1.8091e-002 2.0550e-002 2.9833e-003 5.1810e-003 1.9302e-002 5.0342e-003 5.1017e-003 1.6666e-002 3.6661e-004 1.3721e-002 4.6516e-003 9.0936e-003 5.4839e-003 9.6540e-003 8.3943e-004 9.2102e-003 1.2133e-003
          27 4.1447e-013 1.0958e-006 6.8583e-006 5.2394e-009 1.4262e-004 2.0940e-004 8.0817e-006 3.2970e-004 1.0030e-003 8.6206e-004 2.5593e-003 5.4633e-003 9.8410e-003 1.7354e-002 2.7139e-002 3.5880e-002 3.5383e-002 2.3163e-002 6.0076e-003 6.8648e-004 1.4076e-002 2.0910e-002 7.9742e-003 1.4256e-003 1.5684e-002 1.1259e-002 6.1417e-004 1.5440e-002 5.1729e-003 5.8432e-003 1.2382e-002 1.1597e-003 1.3093e-002 7.0456e-004 1.0539e-002 4.2507e-003 1.3627e-003 8.5729e-003
          28 1.5869e-011 4.3250e-006 9.3234e-004 3.2432e-007 5.4447e-003 2.1025e-003 2.5866e-005 1.1659e-003 5.2864e-003 3.1323e-003 5.7745e-003 1.1319e-002 2.0715e-002 2.6947e-002 3.1869e-002 3.8769e-002 2.3656e-002 6.9453e-003 8.4644e-007 1.0357e-002 2.2760e-002 8.1839e-003 3.4362e-004 1.6731e-002 1.0326e-002 1.1715e-003 1.2462e-002 9.8876e-003 6.4143e-004 1.3557e-002 1.1461e-003 1.2049e-002 1.9726e-003 9.4437e-003 7.4159e-004 1.0172e-002 2.5868e-003 2.2210e-005
          29 1.5985e-009 7.6566e-006 1.2001e-001 3.4161e-005 4.6154e-001 4.3027e-002 9.9677e-005 2.6364e-004 5.5566e-002 9.0937e-003 2.7117e-003 9.0037e-005 1.7806e-002 2.7665e-005 9.0752e-003 8.8055e-003 3.4373e-003 5.9020e-003 2.6444e-003 1.1891e-003 2.7430e-003 3.2030e-002 3.9524e-002 5.6463e-002 5.5314e-002 2.2874e-002 1.2911e-002 6.1799e-003 5.5398e-007 8.3118e-004 3.0276e-004 1.4505e-003 3.8414e-003 1.9130e-003 2.3044e-004 1.4211e-004 4.4706e-004 3.5039e-004
          30 3.2987e-011 1.1533e-005 3.0644e-003 6.5330e-007 5.8587e-003 8.8077e-004 1.9776e-004 5.2800e-003 2.7271e-003 3.9987e-003 1.7768e-002 2.2333e-002 2.1125e-002 3.6362e-002 4.0733e-002 1.9794e-002 1.0936e-002 1.9056e-004 9.3615e-003 1.7481e-002 1.2495e-002 2.4643e-003 1.3867e-002 7.8086e-003 8.5262e-003 9.9112e-003 9.4872e-003 1.2583e-003 1.0945e-002 6.5942e-003 4.8674e-003 8.0457e-003 1.7509e-003 9.3218e-003 5.1503e-003 1.8918e-003 6.7821e-003 1.0964e-003
          31 3.3439e-011 7.7536e-005 3.2411e-003 3.8779e-007 8.5097e-004 1.4588e-002 8.2886e-004 2.0734e-002 1.3377e-002 1.2891e-002 3.9548e-002 3.5645e-002 2.7218e-002 3.7014e-002 2.5267e-002 3.3576e-003 9.8548e-005 6.8441e-003 2.2240e-002 1.1198e-002 8.3471e-004 2.4262e-003 2.5726e-002 5.5015e-004 2.8319e-006 2.3703e-002 4.6140e-004 3.2704e-003 1.1298e-002 5.6531e-004 1.2103e-002 1.1256e-005 8.5581e-003 2.8746e-005 9.8804e-003 2.8894e-003 1.0252e-003 4.5729e-003
          32 1.0401e-010 4.8048e-004 7.9264e-003 3.5225e-007 1.2314e-003 9.9802e-002 3.3207e-003 6.8518e-002 2.6960e-002 2.5825e-002 6.6560e-002 2.5754e-002 7.8059e-003 1.2937e-002 9.3499e-004 1.0943e-002 5.7692e-003 1.4959e-002 1.1989e-002 8.3112e-004 6.9252e-003 4.8358e-003 1.4124e-002 2.1476e-002 2.1518e-005 1.6060e-002 1.8049e-002 1.8676e-003 1.0359e-004 9.7349e-003 7.3088e-004 9.8692e-003 8.4444e-005 4.3646e-003 2.4772e-004 7.3384e-003 4.1777e-003 5.1910e-004
          33 1.5348e-010 9.4174e-004 7.6861e-003 1.4835e-008 1.5577e-002 1.8784e-001 3.8297e-003 5.7690e-002 5.9029e-003 9.6764e-003 2.0778e-002 1.0170e-003 1.1336e-002 2.5710e-003 1.3846e-002 3.4129e-002 5.4974e-004 4.9670e-005 1.7435e-003 2.2269e-002 4.2131e-003 3.0120e-003 4.8328e-008 4.2785e-002 1.8861e-002 1.1871e-003 2.6713e-002 1.2159e-002 2.4512e-003 1.8369e-004 6.7028e-003 1.1246e-003 1.0905e-002 2.9050e-004 3.0427e-003 2.5716e-004 2.3413e-003 3.0115e-003
          34 9.0926e-011 6.2704e-004 1.8628e-003 2.1342e-007 2.4842e-002 1.0632e-001 8.3993e-004 3.3126e-003 6.6748e-003 4.6996e-004 1.5439e-003 3.5103e-002 3.7240e-002 8.9676e-003 9.2828e-003 4.8060e-003 1.2770e-002 1.0987e-002 8.2578e-003 6.5784e-003 4.8224e-003 1.8755e-002 4.3267e-005 4.9507e-003 4.7377e-002 2.3846e-003 1.2012e-003 2.6581e-002 1.8414e-003 6.0547e-003 7.8687e-004 5.9317e-003 2.1531e-003 1.1480e-002 4.8195e-004 3.2116e-003 2.0457e-003 1.1486e-005
          35 6.6164e-011 4.0670e-004 1.1831e-004 7.1207e-007 2.8774e-002 4.6916e-002 4.7682e-007 9.9897e-003 3.3972e-002 6.6824e-003 1.3226e-002 4.5274e-002 2.1791e-002 1.2092e-004 9.5694e-005 2.8109e-003 3.2588e-002 7.4866e-003 1.2764e-004 1.1631e-003 1.8721e-002 7.4294e-003 7.6765e-003 3.2018e-004 2.9104e-002 2.3587e-002 1.0547e-004 7.1626e-003 1.8751e-002 8.1223e-004 4.7447e-003 2.9845e-003 3.2707e-003 4.0626e-003 9.9668e-003 5.4327e-004 1.8831e-003 2.6601e-003
          36 6.3196e-011 2.6493e-004 1.5344e-004 1.1645e-006 2.8717e-002 1.2918e-002 6.4883e-004 4.9697e-002 5.0195e-002 7.1372e-003 1.0396e-002 2.3383e-002 1.4048e-003 1.1484e-002 9.1189e-003 9.9243e-003 2.2172e-002 3.2279e-004 7.8049e-003 6.9541e-003 9.3783e-003 8.4759e-004 2.2676e-002 1.0423e-004 4.1740e-003 4.4160e-002 4.1500e-003 7.4420e-006 1.5927e-002 6.8560e-003 5.1305e-003 1.8261e-003 4.4591e-003 1.2821e-003 4.9451e-003 8.6915e-003 1.3088e-003 6.5709e-005
          37 6.6644e-011 1.4233e-004 8.4251e-004 1.2812e-006 2.2379e-002 1.0651e-004 1.8792e-003 8.6721e-002 3.6699e-002 1.4913e-003 7.9895e-004 2.5260e-003 6.0697e-003 3.4106e-002 1.0760e-002 3.1935e-003 2.4920e-003 1.5751e-002 1.4475e-002 1.3291e-003 2.9114e-006 1.2061e-002 1.2915e-002 1.0704e-002 1.5684e-007 2.5750e-002 2.8782e-002 1.5195e-006 1.4353e-003 1.7596e-002 4.5618e-004 7.8626e-003 2.7202e-004 4.6696e-003 4.9621e-004 4.2867e-003 7.2915e-003 2.2989e-003
          38 7.4180e-011 5.6007e-005 1.4749e-003 1.0276e-006 1.3179e-002 6.0024e-003 2.6553e-003 9.2375e-002 1.0472e-002 1.0541e-003 3.8322e-003 1.5497e-003 2.0717e-002 3.3353e-002 1.1565e-003 1.0731e-003 1.7867e-003 2.6774e-002 3.9132e-003 3.3110e-003 4.8922e-003 9.7497e-003 1.0539e-004 2.6896e-002 7.6387e-004 3.8704e-003 4.1175e-002 7.2753e-003 4.8717e-004 6.6897e-003 1.1519e-002 1.0333e-003 7.5027e-003 2.5725e-005 4.2329e-003 3.2523e-004 2.3956e-003 4.3885e-003
          39 8.7510e-011 1.2723e-005 1.7162e-003 6.2131e-007 5.5956e-003 1.9130e-002 2.5556e-003 6.8709e-002 1.1858e-004 1.0172e-002 1.6345e-002 6.2971e-003 2.0612e-002 1.3059e-002 4.5930e-003 1.0954e-002 5.3367e-003 1.4798e-002 1.4588e-003 1.5068e-002 3.5605e-003 4.9878e-004 5.7852e-003 1.9455e-002 1.1961e-002 5.5330e-005 2.1408e-002 2.9642e-002 5.0218e-005 9.6689e-007 1.1653e-002 3.9189e-003 4.6640e-003 5.3893e-003 3.5307e-004 3.5507e-003 5.2113e-004 2.7029e-004
          40 1.0819e-010 1.9759e-007 1.5796e-003 2.6672e-007 1.3288e-003 2.8958e-002 1.8229e-003 3.5137e-002 1.4023e-002 2.1573e-002 2.2025e-002 4.1107e-003 8.6940e-003 3.7618e-004 2.2580e-002 1.4378e-002 1.3681e-003 1.5002e-003 1.4073e-002 1.3933e-002 1.3589e-004 2.7451e-003 8.4629e-003 2.7649e-003 2.8591e-002 1.0569e-003 3.5306e-003 3.5920e-002 8.9388e-003 9.7088e-004 1.5461e-003 1.1514e-002 2.0676e-004 7.3198e-003 3.3548e-003 5.2632e-004 2.7307e-003 8.8132e-004
          41 1.3667e-010 3.4064e-006 1.2151e-003 5.9412e-008 1.2793e-005 3.0903e-002 9.3264e-004 9.5726e-003 3.9764e-002 2.5938e-002 1.4655e-002 8.6380e-005 5.5337e-004 3.8687e-003 3.3095e-002 5.6392e-003 1.2450e-003 1.1359e-003 1.9739e-002 2.6877e-003 8.3371e-003 5.5114e-003 1.7717e-003 1.2705e-003 2.5856e-002 1.1175e-002 1.4445e-004 1.8111e-002 2.7929e-002 2.4247e-004 6.9620e-004 5.4895e-003 7.1687e-003 6.1247e-004 7.8121e-003 2.2144e-003 2.7426e-004 1.4412e-003
          42 1.7283e-010 1.1249e-005 7.9125e-004 1.4679e-011 4.7326e-004 2.5802e-002 2.7756e-004 8.5906e-005 5.8907e-002 2.0548e-002 3.2655e-003 3.5828e-003 1.2715e-003 1.1028e-002 2.4967e-002 3.3550e-005 1.0388e-002 3.6952e-003 1.0735e-002 1.2587e-003 1.7233e-002 1.1922e-003 8.6054e-004 5.5820e-003 8.5250e-003 2.7902e-002 1.0241e-003 3.3068e-003 3.0799e-002 9.8025e-003 1.0409e-003 1.4424e-005 8.0954e-003 2.7649e-003 2.4193e-003 6.9906e-003 1.9431e-003 4.1765e-006
          43 2.1618e-010 1.7510e-005 4.2932e-004 3.3218e-008 1.5132e-003 1.7298e-002 1.0695e-005 4.3794e-003 6.0884e-002 1.0179e-002 6.0575e-004 1.4106e-002 4.1963e-003 1.0615e-002 9.1080e-003 7.8264e-003 1.7321e-002 1.3218e-003 1.3143e-003 1.0117e-002 1.2872e-002 1.4743e-003 5.5082e-003 2.8101e-003 5.9272e-005 3.0456e-002 9.3086e-003 1.9972e-004 1.5389e-002 2.5267e-002 5.6834e-004 1.7188e-003 1.4291e-003 7.5370e-003 5.1605e-004 3.4622e-003 5.6542e-003 1.9887e-003
          44 2.6594e-010 1.9997e-005 1.8266e-004 9.3936e-008 2.3391e-003 9.0731e-003 6.5106e-005 1.4751e-002 4.7249e-002 1.9758e-003 1.0993e-002 2.2675e-002 3.3825e-003 4.4148e-003 4.2946e-004 2.0904e-002 1.3030e-002 4.6922e-004 6.4542e-004 1.4189e-002 2.6660e-003 1.0704e-002 4.6858e-003 2.4184e-005 2.2823e-003 1.5854e-002 2.5071e-002 7.8578e-004 3.0685e-003 2.6058e-002 1.0071e-002 8.0193e-004 5.5539e-004 3.7305e-003 5.2141e-003 1.0246e-005 3.0096e-003 3.5749e-003
