   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30
           0 8.9774e-001 9.9858e-002 2.3808e-003 1.8060e-005 1.0107e-007 9.2888e-010 1.2211e-009 4.6758e-009 3.4328e-009 1.8252e-010 1.0815e-009 3.3991e-010 3.3517e-010 1.8163e-010 3.0563e-010 1.1796e-011 3.0840e-010 1.6742e-010 2.8903e-013 1.0718e-010 1.4308e-010 6.1563e-011 4.9599e-012 4.3254e-012 1.8291e-011 2.2591e-011 1.7862e-011 1.0921e-011 5.8294e-012 3.0304e-012 1.5454e-012
           1 9.2056e-002 7.0659e-001 1.9324e-001 8.0244e-003 9.8918e-005 8.1418e-007 1.4271e-010 2.6254e-009 1.6970e-008 1.0488e-008 1.7206e-009 1.9358e-009 2.5242e-009 6.7121e-010 1.1431e-009 7.7046e-010 1.6936e-010 8.7268e-010 1.8971e-010 9.2018e-011 4.3881e-010 3.2821e-010 6.9906e-011 1.1195e-012 4.6917e-011 7.9401e-011 7.1750e-011 4.6943e-011 2.5938e-011 1.3721e-011 7.0597e-012
           2 9.0158e-003 1.6369e-001 5.3097e-001 2.7791e-001 1.8069e-002 3.4446e-004 4.2281e-006 9.1981e-009 3.6118e-010 4.9910e-009 3.3591e-009 3.2955e-009 6.4329e-011 1.2417e-009 2.5790e-010 5.2169e-010 8.2104e-011 4.0813e-010 1.6956e-011 1.6179e-010 2.2937e-010 4.8910e-011 6.0169e-012 6.2936e-011 8.3123e-011 6.1226e-011 3.3636e-011 1.5861e-011 7.1879e-012 3.4030e-012 1.6492e-012
           3 1.0282e-003 2.5159e-002 2.1504e-001 3.7315e-001 3.5064e-001 3.4003e-002 9.6638e-004 1.6728e-005 1.0395e-007 4.0559e-009 3.2655e-009 1.4752e-009 4.0546e-009 4.9203e-010 3.6735e-010 6.4609e-010 7.2694e-011 3.5920e-010 1.6952e-010 5.0599e-011 2.3740e-010 9.1659e-011 7.9768e-014 4.4767e-011 7.0360e-011 5.2494e-011 2.7732e-011 1.2413e-011 5.3892e-012 2.4811e-012 1.1829e-012
           4 1.3426e-004 3.8899e-003 4.6601e-002 2.4580e-001 2.3639e-001 4.0714e-001 5.7601e-002 2.3974e-003 5.8099e-005 6.4427e-007 9.8729e-009 2.0201e-008 1.9442e-008 2.2646e-008 4.7851e-010 5.2900e-009 2.0862e-009 2.5606e-009 5.5745e-010 2.3328e-009 2.1759e-010 5.0174e-010 1.1322e-009 5.9190e-010 9.1515e-011 1.7364e-012 3.9981e-011 5.0108e-011 3.5684e-011 2.1155e-011 1.1499e-011
           5 2.2611e-005 6.5581e-004 9.2655e-003 7.1389e-002 2.5535e-001 1.2519e-001 4.4159e-001 9.0835e-002 5.4988e-003 1.8942e-004 3.6833e-006 1.0554e-007 6.0628e-009 6.2205e-009 1.8556e-008 2.9884e-009 5.4231e-010 3.5369e-009 1.8668e-010 1.5342e-009 6.9276e-010 1.0718e-010 7.5965e-010 4.9939e-010 8.7040e-011 7.6268e-013 3.1418e-011 4.0127e-011 2.8544e-011 1.6876e-011 9.1547e-012
           6 3.9324e-006 1.2858e-004 1.9128e-003 1.7659e-002 9.7301e-002 2.4300e-001 4.5542e-002 4.4648e-001 1.3541e-001 1.1959e-002 5.9185e-004 1.8219e-005 6.0100e-007 1.6445e-009 1.0065e-008 3.5390e-008 8.1106e-009 3.5091e-010 7.6128e-009 2.2974e-010 2.8175e-009 1.2063e-009 1.3043e-010 1.1643e-009 9.6316e-010 3.4165e-010 6.1629e-011 4.4682e-012 4.7250e-015 4.3218e-013 4.8197e-013
           7 6.7351e-007 2.7036e-005 4.4141e-004 4.3710e-003 2.9399e-002 1.2119e-001 2.0858e-001 4.3074e-003 4.1336e-001 1.9139e-001 2.5012e-002 1.8101e-003 8.6253e-005 3.8416e-006 5.0256e-008 2.8116e-010 1.8429e-008 9.3930e-009 2.1156e-009 4.1833e-009 5.5847e-010 1.5408e-009 7.1671e-013 6.4458e-010 6.6059e-010 2.2729e-010 3.2575e-011 7.0956e-013 6.7130e-013 1.2674e-012 1.0010e-012
           8 1.8082e-007 6.2682e-006 1.0934e-004 1.1718e-003 8.6357e-003 4.4509e-002 1.3865e-001 1.5409e-001 7.4647e-003 3.3511e-001 2.5388e-001 5.0492e-002 5.4806e-003 4.0347e-004 2.5337e-005 9.0925e-007 1.9412e-008 3.4286e-008 2.1292e-008 5.2270e-009 3.7205e-009 1.6033e-009 1.1361e-009 2.3892e-010 1.4088e-009 1.0314e-009 3.7102e-010 9.4939e-011 2.3172e-011 6.6227e-012 2.2533e-012
           9 7.0540e-008 1.7810e-006 2.9570e-005 3.3686e-004 2.6534e-003 1.5307e-002 6.1977e-002 1.4311e-001 8.6535e-002 5.4794e-002 2.1321e-001 3.0592e-001 9.7436e-002 1.6523e-002 1.9258e-003 1.8067e-004 1.1234e-005 4.4007e-007 7.7922e-014 2.4168e-011 1.5737e-008 2.6502e-009 5.2985e-009 1.8494e-012 1.6027e-009 1.4498e-009 6.1782e-010 2.0839e-010 7.2198e-011 2.8731e-011 1.2582e-011
          10 2.0537e-008 5.6590e-007 9.3155e-006 1.0512e-004 8.7435e-004 5.4060e-003 2.4898e-002 7.8674e-002 1.2583e-001 2.3870e-002 1.2701e-001 7.5144e-002 3.0674e-001 1.7227e-001 4.8490e-002 9.2321e-003 1.3343e-003 1.3555e-004 1.0633e-005 5.6272e-007 9.5552e-009 1.6798e-007 1.1648e-009 1.1322e-008 1.4514e-010 3.6890e-009 2.2819e-009 6.6841e-010 1.6102e-010 4.2966e-011 1.3537e-011
          11 2.9266e-009 1.7288e-007 3.3047e-006 3.6783e-005 3.1254e-004 2.0138e-003 1.0001e-002 3.6782e-002 8.6621e-002 8.0000e-002 6.6983e-004 1.6439e-001 1.3664e-004 1.9699e-001 2.4241e-001 1.2515e-001 4.1697e-002 1.0400e-002 2.0121e-003 3.2522e-004 4.1600e-005 3.4428e-006 2.8980e-008 1.1930e-007 2.5748e-008 3.4023e-008 5.5542e-009 1.8519e-010 2.7076e-011 7.3857e-011 5.9864e-011
