   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28
          10 4.8426e-011 2.3383e-009 1.0079e-009 1.2104e-009 5.4174e-008 1.3492e-008 3.7441e-008 2.0384e-005 9.8728e-004 2.8891e-002 9.3201e-001 3.8033e-002 6.0327e-005 4.9660e-007 2.7741e-007 3.3925e-007 1.9497e-008 1.0357e-007 2.3198e-008 9.6603e-012 1.6092e-009 9.8160e-009 1.0594e-008 7.0809e-009 4.4376e-009 2.5943e-009 1.4296e-009 7.1827e-010 2.6179e-010
          11 5.2095e-010 2.9064e-009 1.4136e-009 2.0051e-010 2.4558e-010 7.0339e-008 2.0045e-008 2.2590e-007 4.1828e-005 1.4797e-003 3.4209e-002 9.1887e-001 4.5278e-002 1.1661e-004 5.0370e-007 4.2649e-007 2.1715e-007 6.1760e-008 1.4914e-007 4.8055e-008 4.3026e-009 1.6376e-009 2.6136e-009 2.9330e-009 2.7709e-009 2.2549e-009 1.6090e-009 9.7017e-010 3.9121e-010
          12 5.5307e-010 3.1747e-010 2.5062e-011 4.6612e-011 3.1091e-010 2.1793e-009 5.8236e-008 2.2811e-011 1.0481e-006 8.0638e-005 2.1577e-003 3.9705e-002 9.0493e-001 5.2902e-002 2.2064e-004 9.2340e-008 8.4358e-007 4.3157e-007 9.2961e-009 1.0031e-007 9.9727e-008 3.3863e-008 1.1715e-008 6.6194e-009 5.0917e-009 4.0419e-009 2.9700e-009 1.8527e-009 7.6312e-010
          13 1.1890e-011 2.2622e-009 1.8098e-009 2.8039e-010 3.8912e-009 2.0664e-009 8.9350e-009 1.2260e-007 9.5809e-009 3.4085e-006 1.4615e-004 3.0776e-003 4.4977e-002 8.9037e-001 6.1054e-002 3.6790e-004 4.1551e-007 7.0697e-007 6.9673e-007 1.8044e-007 1.0524e-007 4.2297e-008 1.3635e-008 6.4532e-009 4.5487e-009 3.6214e-009 2.7726e-009 1.8045e-009 7.6321e-010
          14 1.4385e-010 4.2353e-010 9.8476e-010 9.7893e-011 1.3816e-011 7.2592e-009 9.2262e-009 1.0348e-008 1.0782e-007 1.0219e-007 9.5033e-006 2.5487e-004 4.2646e-003 5.0105e-002 8.7461e-001 7.0114e-002 6.4046e-004 1.8212e-006 3.0263e-007 8.9350e-007 1.2214e-007 1.1812e-007 1.1948e-007 7.6669e-008 4.5261e-008 2.5094e-008 1.3381e-008 6.6336e-009 2.4113e-009
          15 1.6533e-010 1.8821e-010 4.8143e-011 6.8783e-012 2.0897e-009 4.3036e-010 8.4436e-009 4.5350e-009 1.6954e-008 8.3038e-008 4.5694e-007 2.1179e-005 4.3955e-004 5.6655e-003 5.5321e-002 8.5881e-001 7.8573e-002 1.1502e-003 9.7199e-006 7.2322e-008 5.0633e-007 3.7457e-007 2.4917e-007 1.5301e-007 9.7622e-008 6.0662e-008 3.6108e-008 1.9460e-008 7.4140e-009
          16 2.2781e-011 5.2829e-010 6.6425e-010 3.1367e-012 8.6576e-010 1.2741e-009 9.6553e-010 2.3068e-008 1.0034e-008 2.1334e-008 1.8432e-008 2.0736e-006 4.3540e-005 7.2483e-004 7.4415e-003 5.8961e-002 8.4440e-001 8.6275e-002 2.1197e-003 3.1978e-005 8.7109e-008 3.3228e-007 1.4815e-007 8.5036e-008 7.2643e-008 6.3556e-008 4.9559e-008 3.1860e-008 1.3291e-008
          17 1.1876e-011 9.9628e-011 2.9591e-010 9.4872e-012 5.6037e-011 7.1090e-010 1.8548e-011 1.1183e-008 2.8642e-008 1.2936e-008 2.6043e-008 1.1266e-008 5.6672e-006 9.5744e-005 1.1224e-003 9.5551e-003 6.1026e-002 8.3334e-001 9.0784e-002 3.9287e-003 1.2753e-004 4.2728e-006 1.1475e-009 6.9010e-008 5.7002e-008 3.9839e-008 2.7887e-008 1.7574e-008 7.3820e-009
          18 5.2921e-011 7.0076e-011 3.3179e-012 7.5382e-012 5.1433e-010 3.8303e-011 1.5264e-012 1.3538e-010 1.6671e-008 3.4704e-008 2.5325e-008 1.5280e-008 3.1757e-007 1.3903e-005 1.8899e-004 1.7258e-003 1.1956e-002 5.9557e-002 8.2820e-001 9.0560e-002 7.2845e-003 4.6944e-004 4.3635e-005 4.8748e-006 6.0675e-007 7.1217e-008 6.9001e-009 3.6297e-010 5.2226e-013
          19 4.6171e-011 3.9814e-010 2.4568e-010 7.8134e-013 2.1088e-010 4.7789e-010 1.9644e-010 5.6205e-010 2.0299e-009 2.7281e-008 3.3141e-008 2.4325e-008 1.6092e-008 1.3612e-006 3.5673e-005 3.4571e-004 2.5231e-003 1.4399e-002 5.4356e-002 8.3332e-001 7.9993e-002 1.2852e-002 1.6648e-003 3.4478e-004 9.7268e-005 3.1833e-005 1.1747e-005 4.6034e-006 1.4820e-006
          20 1.6842e-011 4.8846e-010 3.8557e-010 9.1815e-013 2.9176e-013 2.7282e-010 2.2721e-010 4.0684e-011 1.9923e-011 7.7908e-009 2.4425e-008 4.1471e-008 3.4907e-011 1.7220e-007 6.3586e-006 8.5070e-005 6.0565e-004 3.6208e-003 1.6596e-002 4.2858e-002 8.5484e-001 5.2812e-002 1.9513e-002 5.3993e-003 1.9206e-003 7.7062e-004 3.3354e-004 1.4555e-004 4.9598e-005
          21 1.3813e-012 3.1980e-010 2.7186e-010 3.6444e-012 1.1589e-010 1.3388e-011 5.5797e-011 3.7320e-010 5.2742e-011 1.2579e-009 1.2255e-008 3.8327e-008 1.9221e-008 4.0936e-008 1.2745e-006 1.9675e-005 1.7706e-004 1.0201e-003 4.8973e-003 1.7767e-002 2.4363e-002 8.9563e-001 1.0599e-002 1.9113e-002 1.1027e-002 5.6100e-003 2.7815e-003 1.3125e-003 4.6478e-004
          22 8.9173e-013 1.3364e-010 1.1690e-010 4.0718e-012 1.9309e-010 3.9772e-011 4.2217e-013 9.7639e-010 4.6981e-010 3.9251e-010 6.1441e-009 2.1183e-008 5.0634e-008 3.6885e-009 2.9062e-007 4.9529e-006 5.5476e-005 3.5041e-004 1.6194e-003 6.1388e-003 1.7554e-002 3.0127e-003 9.1769e-001 1.3318e-002 2.1927e-003 5.9229e-003 5.1722e-003 3.1768e-003 1.2629e-003
          23 3.9186e-012 3.4620e-011 3.1259e-011 2.7197e-012 1.4934e-010 1.0791e-010 2.7189e-011 8.7354e-010 8.3733e-010 4.1904e-010 3.5362e-009 8.8521e-009 4.8942e-008 1.1599e-009 5.9990e-008 1.5523e-006 1.8695e-005 1.2622e-004 6.0847e-004 2.2435e-003 6.5828e-003 1.5187e-002 1.8947e-002 8.5218e-001 6.9451e-002 7.8360e-003 2.8039e-004 6.3813e-005 1.1174e-004
          24 4.3034e-012 5.2961e-012 5.2251e-012 1.3546e-012 7.8633e-011 9.7888e-011 3.6622e-011 4.8529e-010 7.1446e-010 4.3441e-010 2.0597e-009 3.4639e-009 2.9208e-008 4.4511e-009 1.0596e-008 5.6609e-007 6.8736e-006 4.7161e-005 2.3661e-004 8.9028e-004 2.5481e-003 5.8596e-003 7.6767e-003 8.7656e-002 8.2070e-001 2.9814e-002 2.0048e-002 5.2124e-003 1.2334e-003
          25 1.2032e-012 3.0778e-013 3.6408e-013 2.6706e-013 1.5730e-011 2.4934e-011 1.0570e-011 9.8714e-011 1.7988e-010 1.2728e-010 4.7195e-010 6.3787e-010 6.2275e-009 1.5732e-009 1.0099e-009 1.0109e-007 1.2331e-006 8.4759e-006 4.3172e-005 1.6506e-004 4.7402e-004 1.0192e-003 1.9699e-003 8.3944e-004 1.9039e-002 5.8063e-001 1.6778e-001 2.0342e-001 1.7078e-002
          26 4.5764e-013 8.9157e-014 1.1058e-013 9.7462e-014 5.7471e-012 9.3760e-012 4.0279e-012 3.6126e-011 6.7577e-011 4.8754e-011 1.7592e-010 2.3161e-010 2.2938e-009 6.1109e-010 3.3128e-010 3.6532e-008 4.4604e-007 3.0665e-006 1.5643e-005 5.9925e-005 1.7226e-004 3.6784e-004 7.2104e-004 1.4883e-004 7.8760e-003 1.4086e-001 3.3366e-003 1.4460e-001 6.5210e-001
