   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51
          10 1.0486e-005 1.4818e-005 4.6769e-005 2.2435e-005 5.1444e-004 6.8894e-005 1.6624e-002 1.4407e-001 3.8449e-001 9.2184e-003 1.1857e-001 7.2491e-002 1.5265e-003 1.9482e-002 4.8303e-002 5.1963e-002 4.1193e-002 2.9556e-002 2.0876e-002 1.4814e-002 1.0393e-002 6.9455e-003 4.2818e-003 2.3968e-003 1.2069e-003 5.4128e-004 2.1573e-004 7.8541e-005 2.8446e-005 1.1963e-005 6.8315e-006 5.3970e-006 5.1602e-006 5.1030e-006 4.6933e-006 3.7801e-006 2.5684e-006 1.4175e-006 5.9048e-007 1.4840e-007 4.8095e-009 2.8863e-008 1.1241e-007 1.8931e-007 2.2990e-007 2.2955e-007 1.9818e-007 1.5126e-007 1.0290e-007 6.1580e-008 2.9870e-008 1.0524e-008
          11 1.8347e-006 1.9884e-006 3.4324e-005 1.6689e-005 6.6932e-005 6.0457e-004 1.2921e-004 1.1774e-002 1.5176e-001 4.2058e-001 1.2549e-002 9.1389e-002 7.5359e-002 4.7397e-003 1.0791e-002 3.8123e-002 4.6859e-002 3.9897e-002 2.9618e-002 2.1068e-002 1.5040e-002 1.0790e-002 7.5287e-003 4.9663e-003 3.0482e-003 1.7122e-003 8.6615e-004 3.9297e-004 1.6184e-004 6.2029e-005 2.3199e-005 9.4591e-006 5.0732e-006 3.9734e-006 3.9717e-006 4.1160e-006 3.9402e-006 3.3674e-006 2.5625e-006 1.7300e-006 1.0127e-006 4.8283e-007 1.5964e-007 1.9104e-008 5.5131e-009 5.2529e-008 1.0603e-007 1.3613e-007 1.3527e-007 1.0830e-007 6.4414e-008 2.5174e-008
          12 2.5349e-007 9.9293e-006 3.1160e-006 4.3608e-005 7.1621e-007 1.4231e-004 5.9322e-004 1.3618e-003 4.1355e-003 1.3718e-001 4.7049e-001 2.9383e-002 6.5289e-002 7.4405e-002 6.4328e-003 6.0572e-003 3.0062e-002 4.1036e-002 3.7326e-002 2.8764e-002 2.0707e-002 1.4890e-002 1.0787e-002 7.6997e-003 5.3233e-003 3.4893e-003 2.1171e-003 1.1762e-003 5.9909e-004 2.7904e-004 1.1795e-004 4.5732e-005 1.7367e-005 7.4203e-006 4.1376e-006 3.1107e-006 2.8778e-006 2.9203e-006 2.9737e-006 2.8540e-006 2.4789e-006 1.9042e-006 1.2781e-006 7.4196e-007 3.6495e-007 1.4394e-007 3.8729e-008 3.4424e-009 1.2636e-009 7.4442e-009 8.5650e-009 4.2928e-009
          13 1.4648e-006 5.4856e-006 1.3547e-006 1.9514e-005 2.5804e-005 8.3267e-006 2.4880e-004 3.2644e-004 3.9534e-003 3.7092e-005 9.4663e-002 5.1701e-001 7.5388e-002 3.7820e-002 7.4827e-002 5.2172e-003 3.6644e-003 2.4605e-002 3.5269e-002 3.3938e-002 2.6826e-002 1.9710e-002 1.4255e-002 1.0354e-002 7.5259e-003 5.3560e-003 3.6562e-003 2.3549e-003 1.4116e-003 7.8148e-004 3.9812e-004 1.8611e-004 7.9945e-005 3.2128e-005 1.2732e-005 5.5169e-006 2.9996e-006 2.2179e-006 2.0973e-006 2.2050e-006 2.3054e-006 2.2653e-006 2.0505e-006 1.7034e-006 1.3001e-006 9.1212e-007 5.8699e-007 3.4494e-007 1.8399e-007 8.7873e-008 3.5471e-008 1.1266e-008
          14 1.0797e-006 8.5824e-007 4.9599e-006 2.2706e-006 2.7093e-005 5.5873e-006 4.5797e-005 3.6260e-004 4.8017e-006 5.8583e-003 9.2622e-003 3.3183e-002 5.1388e-001 1.7106e-001 1.1030e-002 8.3670e-002 1.5797e-003 2.2218e-003 2.1883e-002 2.9777e-002 3.0011e-002 2.4090e-002 1.7915e-002 1.3137e-002 9.5374e-003 7.0153e-003 5.0971e-003 3.5667e-003 2.3970e-003 1.5218e-003 8.9423e-004 4.8695e-004 2.4789e-004 1.1704e-004 5.0614e-005 2.0476e-005 8.3889e-006 3.8941e-006 2.2287e-006 1.6214e-006 1.4729e-006 1.5479e-006 1.6880e-006 1.7532e-006 1.6656e-006 1.4389e-006 1.1424e-006 8.4416e-007 5.8206e-007 3.6477e-007 1.8673e-007 6.8070e-008
          15 3.2156e-007 2.4730e-008 4.3352e-006 2.9842e-007 1.3092e-005 1.8574e-005 7.4903e-007 1.1756e-004 3.3660e-004 5.8651e-004 3.4368e-003 3.2213e-002 2.9271e-004 3.9194e-001 3.0818e-001 4.2368e-004 1.1162e-001 8.5243e-004 6.4625e-004 2.3238e-002 2.3583e-002 2.6549e-002 2.0443e-002 1.5742e-002 1.1482e-002 8.4166e-003 6.2678e-003 4.5620e-003 3.2781e-003 2.2704e-003 1.4789e-003 9.1286e-004 5.3112e-004 2.8511e-004 1.4138e-004 6.6250e-005 2.9552e-005 1.2463e-005 5.1765e-006 2.4286e-006 1.4957e-006 1.2049e-006 1.1287e-006 1.1276e-006 1.1544e-006 1.1709e-006 1.1341e-006 1.0176e-006 8.2709e-007 5.8720e-007 3.2612e-007 1.2363e-007
          16 2.0306e-008 5.4885e-007 1.9989e-006 2.5872e-006 3.1286e-006 1.8848e-005 4.3521e-006 2.2751e-005 2.2809e-004 6.1597e-005 2.5921e-003 4.6472e-005 4.0093e-002 6.7469e-002 1.5134e-001 3.8547e-001 2.4567e-002 1.6827e-001 2.2119e-002 7.0363e-004 3.3805e-002 1.4606e-002 2.5451e-002 1.5560e-002 1.3705e-002 9.3753e-003 7.1839e-003 5.2797e-003 3.8913e-003 2.8559e-003 1.9813e-003 1.3350e-003 8.5490e-004 5.0749e-004 2.8569e-004 1.5258e-004 7.4956e-005 3.4130e-005 1.5187e-005 6.8063e-006 3.0759e-006 1.5065e-006 9.4520e-007 8.0588e-007 8.0723e-007 8.1744e-007 7.9285e-007 7.3151e-007 6.3288e-007 4.8674e-007 2.8958e-007 1.1395e-007
          17 1.6838e-008 8.6318e-007 4.7428e-007 3.5705e-006 8.6797e-008 1.2129e-005 1.0493e-005 1.5001e-006 8.6359e-005 2.2970e-004 2.8239e-004 2.4816e-003 1.0763e-002 8.0864e-003 1.8805e-001 8.5860e-005 2.5680e-001 4.7402e-002 2.2179e-001 9.4864e-002 1.6575e-002 6.9598e-002 2.5644e-003 3.2387e-002 7.9240e-003 1.3461e-002 6.3505e-003 6.2387e-003 4.0088e-003 3.2261e-003 2.2839e-003 1.6205e-003 1.1226e-003 7.1071e-004 4.4245e-004 2.5871e-004 1.3784e-004 7.1281e-005 3.5529e-005 1.6063e-005 6.9181e-006 3.2379e-006 1.6910e-006 9.3773e-007 5.9361e-007 4.8750e-007 4.8971e-007 5.0193e-007 4.6644e-007 3.6905e-007 2.2113e-007 8.7126e-008
          18 6.9349e-008 7.7901e-007 1.9395e-008 2.9263e-006 3.7053e-007 5.7514e-006 1.1854e-005 5.1812e-007 2.6408e-005 1.7268e-004 7.5427e-006 1.7945e-003 9.9325e-005 2.2535e-002 2.2504e-002 1.3436e-001 1.2394e-001 3.7304e-002 7.8893e-003 1.5358e-001 1.7050e-001 6.0775e-002 1.5316e-001 6.4405e-003 6.4523e-002 7.9347e-005 2.1098e-002 1.6584e-003 7.3301e-003 2.0387e-003 3.0421e-003 1.4844e-003 1.3673e-003 8.0817e-004 5.6949e-004 3.4689e-004 1.9981e-004 1.1671e-004 5.9160e-005 2.9328e-005 1.4756e-005 6.5708e-006 2.8335e-006 1.4676e-006 8.6450e-007 5.1777e-007 3.5248e-007 3.0037e-007 2.7998e-007 2.3432e-007 1.4639e-007 5.8738e-008
          19 9.2472e-008 5.3761e-007 3.6728e-008 1.8350e-006 1.0504e-006 2.1055e-006 9.8915e-006 2.8179e-006 7.0424e-006 9.1564e-005 9.0455e-005 5.5780e-004 7.8763e-004 1.0248e-002 1.0514e-003 1.1373e-001 1.0398e-004 1.6596e-001 1.0149e-002 3.4364e-002 6.6145e-003 8.8223e-002 5.3514e-002 2.1298e-001 5.0590e-002 1.4308e-001 1.9144e-002 5.7697e-002 3.0883e-003 1.8661e-002 3.9163e-005 5.7668e-003 1.8591e-004 1.8393e-003 2.8107e-004 5.9178e-004 1.7455e-004 1.7667e-004 7.3074e-005 4.4080e-005 2.3819e-005 9.4385e-006 5.3906e-006 2.6465e-006 9.9312e-007 5.8208e-007 4.6747e-007 3.1105e-007 1.8605e-007 1.2131e-007 7.3109e-008 2.9939e-008
          20 8.4508e-008 3.1436e-007 1.1848e-007 9.7714e-007 1.2434e-006 5.8648e-007 6.8532e-006 4.0023e-006 1.4850e-006 4.3842e-005 1.0364e-004 9.9528e-005 1.1426e-003 2.3698e-003 8.2957e-003 4.0836e-002 3.9383e-002 1.0215e-001 1.0111e-002 2.5782e-003 6.9878e-002 6.0823e-002 7.6634e-004 2.1258e-003 7.4587e-002 3.4930e-002 1.6164e-001 6.9314e-002 1.3547e-001 4.7479e-002 7.1080e-002 1.8733e-002 2.7897e-002 4.9392e-003 8.9522e-003 8.9587e-004 2.4592e-003 1.0339e-004 5.8652e-004 4.9053e-006 1.1983e-004 1.2227e-007 1.9536e-005 1.0668e-006 1.8713e-006 1.2620e-006 1.8175e-007 2.4075e-007 2.9612e-007 1.5387e-007 5.6744e-008 1.7896e-008
          21 6.0133e-008 1.5993e-007 1.3486e-007 4.5749e-007 1.0003e-006 1.1493e-007 4.0346e-006 3.5558e-006 1.8455e-007 1.9926e-005 7.2949e-005 7.4285e-006 7.6646e-004 2.8989e-004 7.7021e-003 9.0250e-003 5.0686e-002 2.8045e-002 4.0865e-002 8.4985e-003 3.5461e-002 2.0650e-003 2.4351e-002 1.4606e-002 8.2345e-002 7.2437e-003 1.7405e-002 1.0990e-002 9.7781e-003 7.5913e-002 6.0420e-002 1.1705e-001 7.8592e-002 1.0048e-001 5.8796e-002 6.0842e-002 3.1951e-002 2.8797e-002 1.3867e-002 1.1195e-002 4.9966e-003 3.6324e-003 1.4940e-003 9.6668e-004 3.5090e-004 1.9507e-004 5.3313e-005 2.2672e-005 1.7713e-006 1.2704e-007 3.1921e-007 8.4019e-008
          22 2.9931e-008 6.3792e-008 8.3037e-008 1.7195e-007 5.2844e-007 1.4440e-008 1.7862e-006 1.9835e-006 5.9302e-009 7.5919e-006 3.4802e-005 1.7311e-009 3.3480e-004 1.2010e-005 3.7754e-003 1.3834e-003 2.8393e-002 4.3681e-003 3.2047e-002 3.1431e-003 8.2627e-003 1.6748e-003 2.3879e-002 7.8558e-003 2.1925e-002 1.5104e-003 5.1423e-004 3.2081e-002 1.7163e-002 3.7821e-002 9.3815e-003 8.0209e-003 7.1740e-004 3.5395e-003 2.5318e-002 3.4547e-002 6.3136e-002 6.7710e-002 8.4551e-002 7.9988e-002 8.2116e-002 7.1376e-002 6.4514e-002 5.2248e-002 4.2687e-002 3.1930e-002 2.3276e-002 1.5149e-002 8.7468e-003 3.6619e-003 7.0402e-004 2.8006e-008
