   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16
          12 1.2909e-010 3.6493e-011 1.2483e-011 4.4529e-009 5.8042e-007 1.0118e-006 7.8638e-006 1.3068e-004 6.3121e-004 3.5792e-003 1.8246e-002 2.2524e-002 9.0519e-001 1.5462e-002 2.5806e-002 6.4765e-003 1.2725e-003
          13 1.3618e-010 7.3667e-010 6.9128e-010 1.2746e-009 1.3826e-008 1.6861e-006 3.3336e-007 3.4451e-005 1.9627e-004 8.9453e-004 4.3194e-003 2.0231e-002 5.8603e-003 9.2636e-001 3.7121e-004 1.9238e-002 1.0195e-002
          14 9.4783e-012 7.5735e-010 2.6041e-009 2.7551e-009 3.4416e-008 1.0435e-006 6.2568e-008 7.4847e-006 6.3410e-005 2.6911e-004 1.2432e-003 4.9036e-003 2.2842e-002 1.1518e-003 8.8359e-001 4.9655e-002 4.9586e-004
          15 3.0477e-011 1.3957e-010 2.2967e-009 8.9923e-009 2.9203e-008 2.8428e-007 2.5204e-007 1.0754e-006 2.1612e-005 9.6558e-005 4.0584e-004 1.5841e-003 4.9655e-003 2.8404e-002 3.6265e-002 6.6880e-001 1.7535e-001
          16 9.0415e-011 2.4501e-011 6.5394e-010 6.7073e-009 2.3535e-009 2.0946e-008 5.6048e-007 6.6555e-008 6.5544e-006 4.1607e-005 1.4884e-004 5.6906e-004 1.8357e-003 4.2056e-003 4.5302e-002 1.4846e-001 2.1708e-001
          17 8.2901e-011 2.0706e-010 5.9636e-012 2.1617e-009 2.1524e-009 5.8930e-009 6.4952e-007 4.7486e-009 1.4664e-006 1.8366e-005 6.5250e-005 2.1889e-004 7.3588e-004 1.9722e-003 2.0956e-003 1.0242e-001 2.6031e-001
          18 4.2095e-011 2.6223e-010 1.3501e-010 2.3780e-010 7.1973e-009 2.8215e-008 4.8603e-007 1.8987e-008 2.3636e-007 7.7141e-006 3.1134e-005 9.7995e-005 3.0226e-004 8.6191e-004 1.9319e-003 1.4466e-004 2.8142e-001
          19 1.3127e-011 1.8480e-010 2.6289e-010 5.5405e-012 7.2255e-009 3.2420e-008 2.6813e-007 5.4784e-008 3.4006e-008 3.1355e-006 1.5152e-005 4.7453e-005 1.4184e-004 3.7499e-004 8.5760e-004 2.0789e-003 4.1918e-002
          20 2.3604e-012 9.3686e-011 2.2069e-010 7.6777e-011 4.6991e-009 2.3194e-008 1.1886e-007 7.0256e-008 7.4375e-009 1.2507e-006 7.2347e-006 2.2880e-005 6.8710e-005 1.7678e-004 3.8067e-004 6.6687e-004 1.0284e-002
          21 1.9952e-013 3.5100e-011 1.1078e-010 6.6872e-011 2.1230e-009 1.1071e-008 4.1486e-008 4.6378e-008 2.6848e-009 4.3919e-007 2.9049e-006 9.2858e-006 2.7946e-005 7.1954e-005 1.5321e-004 2.4067e-004 6.1669e-005
