   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34
          10 1.8912e-009 1.1274e-008 3.5658e-009 2.9988e-008 7.0426e-007 1.5472e-007 1.3450e-005 9.0566e-004 2.2818e-002 2.1473e-001 4.4685e-001 2.8773e-001 2.6570e-002 3.8554e-004 7.1408e-007 1.7731e-007 5.7507e-007 4.3511e-007 9.2199e-008 2.9863e-008 4.9946e-010 4.8169e-009 3.5803e-010 3.1848e-012 6.9684e-012 2.7954e-012 2.3271e-010 6.6701e-010 8.0880e-010 6.3630e-010 3.9186e-010 2.1361e-010 1.1410e-010 6.1487e-011 3.2598e-011
          11 1.2900e-010 1.2412e-009 2.4551e-008 2.2626e-008 1.0487e-007 9.8583e-007 6.1796e-008 3.9203e-005 1.8245e-003 3.3716e-002 2.3896e-001 3.5876e-001 3.2817e-001 3.7826e-002 6.9617e-004 2.2790e-006 3.6514e-008 4.1311e-007 5.6937e-007 9.7174e-008 1.1472e-007 7.2134e-009 8.2244e-009 1.9338e-009 1.7231e-010 6.8391e-012 6.2807e-010 1.1017e-009 5.9921e-010 1.5035e-010 1.4790e-011 4.9857e-015 1.8586e-012 2.4583e-012 1.8932e-012
          12 1.8937e-009 7.5276e-010 1.4125e-008 3.4658e-008 1.7484e-008 4.9276e-007 8.0879e-007 8.7956e-007 1.0564e-004 3.5124e-003 4.7785e-002 2.5731e-001 2.7105e-001 3.6583e-001 5.3110e-002 1.2779e-003 7.8396e-006 4.9518e-008 4.6143e-007 3.9785e-007 2.1580e-007 1.5337e-007 2.3267e-008 1.1149e-009 4.2873e-011 3.5990e-010 1.7347e-009 2.1188e-009 1.3717e-009 6.3133e-010 2.4928e-010 9.7765e-011 4.1986e-011 1.9764e-011 9.6792e-012
          13 5.0419e-010 9.6491e-010 2.0194e-011 1.2096e-008 2.8733e-008 1.3886e-007 6.9484e-007 3.8481e-007 3.8170e-006 2.6921e-004 6.4149e-003 6.4930e-002 2.6702e-001 1.8698e-001 3.9793e-001 7.3999e-002 2.4183e-003 2.9080e-005 9.5476e-007 4.8963e-007 4.6756e-007 1.0621e-007 2.8503e-007 8.1065e-008 3.4617e-009 2.0056e-009 3.8607e-009 1.3342e-009 3.4099e-012 6.4313e-010 9.9511e-010 8.0422e-010 5.2055e-010 3.1001e-010 1.7331e-010
          14 1.6429e-010 8.0292e-011 1.3251e-009 8.5105e-010 2.2691e-008 3.0391e-008 3.3370e-007 6.7951e-007 2.5358e-008 1.6045e-005 6.5379e-004 1.1095e-002 8.4698e-002 2.6510e-001 1.1032e-001 4.1981e-001 1.0330e-001 4.8821e-003 1.2042e-004 7.7560e-006 1.1812e-006 2.1774e-007 1.7293e-007 2.9138e-007 7.5385e-008 2.6757e-008 2.7224e-008 1.8836e-008 6.9264e-009 1.4749e-009 1.7983e-010 7.8414e-012 6.9569e-013 3.1829e-012 3.1215e-012
          15 6.4610e-010 8.0056e-013 5.9971e-011 1.5518e-010 9.2757e-009 5.0570e-009 1.7912e-007 5.5958e-007 4.2463e-007 1.6638e-007 5.5537e-005 1.5078e-003 1.8316e-002 1.0585e-001 2.4765e-001 4.6419e-002 4.2272e-001 1.4591e-001 1.0926e-002 5.6102e-004 5.6120e-005 6.2699e-006 1.5412e-009 6.3200e-008 5.7495e-007 9.3752e-008 1.1412e-008 2.7584e-008 4.1441e-008 3.0774e-008 1.6196e-008 7.6126e-009 3.6615e-009 1.8470e-009 9.4199e-010
          16 1.9037e-010 1.5924e-011 2.6791e-010 4.2614e-010 4.6848e-009 3.3894e-009 5.4389e-008 3.9688e-007 5.8865e-007 1.6804e-007 2.5725e-006 1.7804e-004 3.2787e-003 2.8842e-002 1.2500e-001 2.0821e-001 5.4248e-003 3.8653e-001 2.0983e-001 2.8708e-002 3.3039e-003 5.7908e-004 1.0086e-004 9.5612e-006 1.3720e-006 2.7673e-007 9.6742e-010 1.0420e-007 1.5799e-007 8.1763e-008 2.9738e-008 1.0587e-008 4.2635e-009 1.9349e-009 9.2917e-010
          17 9.6828e-012 8.3848e-011 7.8943e-011 2.3717e-010 2.5100e-009 6.2211e-009 4.9961e-009 1.6157e-007 4.5342e-007 2.8588e-007 2.2140e-009 1.6841e-005 5.1615e-004 6.3143e-003 3.9843e-002 1.2394e-001 1.2464e-001 1.2027e-002 2.4341e-001 2.8396e-001 9.6930e-002 3.2710e-002 1.4944e-002 7.9640e-003 4.9660e-003 3.7000e-003 2.5623e-003 1.2525e-003 1.9748e-004 1.4101e-008 1.5456e-006 4.1340e-007 1.0658e-007 3.5214e-008 1.4007e-008
          18 6.9670e-013 2.5030e-012 1.1628e-012 5.2280e-012 6.2632e-011 1.8475e-010 8.8426e-011 3.8228e-009 1.1894e-008 8.2475e-009 3.2098e-011 3.3214e-007 1.1105e-005 1.4231e-004 9.3728e-004 3.0995e-003 3.6221e-003 4.8903e-005 7.0417e-003 4.4175e-003 6.3007e-005 1.4059e-003 7.6694e-003 2.6405e-002 7.4965e-002 1.7263e-001 2.9103e-001 2.9071e-001 1.1133e-001 3.4281e-003 4.4245e-004 8.5248e-005 2.7779e-005 1.1460e-005 5.2233e-006
          19 3.1772e-012 4.6321e-012 1.1944e-013 4.9877e-012 8.5619e-011 3.5118e-010 5.9161e-011 4.7605e-009 1.8183e-008 1.5144e-008 1.0093e-009 2.9723e-007 1.1862e-005 1.6614e-004 1.1807e-003 4.3348e-003 6.3729e-003 2.0984e-004 1.0613e-002 9.0850e-004 4.9512e-003 1.8201e-002 3.9214e-002 7.3209e-002 1.0878e-001 9.6363e-002 1.3828e-002 7.2624e-002 3.5300e-001 1.9479e-001 7.2971e-004 2.5534e-004 1.0937e-004 5.6432e-005 2.9456e-005
          20 1.0675e-011 1.0248e-011 4.6237e-013 5.8878e-012 1.5448e-010 8.1072e-010 6.0350e-011 8.1200e-009 3.6340e-008 3.4651e-008 4.3069e-009 4.0172e-007 1.8468e-005 2.7632e-004 2.0689e-003 8.1353e-003 1.3697e-002 1.7501e-003 1.8463e-002 1.0786e-004 2.3332e-002 4.4397e-002 5.9335e-002 6.4999e-002 4.3551e-002 3.8648e-003 2.5791e-002 6.7047e-002 4.9021e-003 3.7823e-001 2.3968e-001 2.1452e-004 7.6904e-005 3.5685e-005 1.3828e-005
          21 1.4153e-011 1.0960e-011 2.2295e-012 3.7276e-012 1.4555e-010 8.9809e-010 3.9148e-011 7.4418e-009 3.6975e-008 3.8417e-008 6.1091e-009 3.1823e-007 1.6110e-005 2.5151e-004 1.9444e-003 7.9633e-003 1.4463e-002 3.0029e-003 1.6352e-002 1.7642e-003 3.0522e-002 4.0363e-002 3.6633e-002 2.2753e-002 3.3941e-003 6.3724e-003 3.0452e-002 4.4552e-003 4.1378e-002 3.9101e-003 4.0441e-001 3.2787e-001 1.2590e-004 3.7711e-004 2.2052e-004
          22 7.3804e-012 5.1843e-012 1.6938e-012 1.2750e-012 6.4622e-011 4.3328e-010 1.4451e-011 3.2684e-009 1.7130e-008 1.8574e-008 3.2595e-009 1.2997e-007 6.9198e-006 1.1037e-004 8.6677e-004 3.6199e-003 6.8106e-003 1.7120e-003 6.9635e-003 1.4937e-003 1.5222e-002 1.6647e-002 1.1776e-002 4.4797e-003 8.1451e-006 6.5986e-003 9.9234e-003 1.1333e-004 1.6635e-002 3.6556e-003 4.1888e-002 2.2628e-001 5.7393e-001 4.9008e-002 6.0318e-004
