   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26
          10 3.2886e-010 1.8032e-010 2.3138e-010 2.9680e-009 3.9491e-008 1.8621e-008 1.8069e-006 2.0386e-004 7.8658e-003 1.6490e-001 3.7877e-001 3.4706e-001 9.0966e-002 9.8427e-003 3.7145e-004 1.9613e-006 1.2926e-006 4.9354e-006 4.2582e-006 1.8905e-006 5.9055e-007 1.4863e-007 3.4102e-008 7.5940e-009 1.4379e-009 1.6024e-010 2.2158e-012
          11 3.6860e-009 1.5518e-010 3.6411e-009 2.2481e-009 1.2535e-009 4.5042e-008 1.5447e-007 1.8621e-005 1.2813e-003 3.4544e-002 2.6281e-001 7.7418e-002 3.5864e-001 2.0755e-001 5.1070e-002 6.3301e-003 3.2477e-004 1.1004e-006 4.5843e-007 2.7012e-007 1.7791e-006 2.2343e-006 1.8086e-006 1.3091e-006 9.2036e-007 6.0163e-007 3.2383e-007
          12 1.0982e-009 2.8006e-012 2.5881e-011 1.1809e-009 8.9199e-009 1.0075e-008 3.0453e-008 1.4044e-006 1.6450e-004 8.3730e-003 1.1325e-001 2.3884e-001 1.6746e-003 1.9586e-001 2.6560e-001 1.3168e-001 3.6974e-002 6.7311e-003 7.8900e-004 4.5339e-005 1.8893e-009 1.7767e-006 1.5305e-006 8.6130e-007 4.3980e-007 2.0932e-007 8.7423e-008
          13 7.0230e-010 9.4106e-010 2.8944e-011 3.2567e-010 1.3970e-009 1.7581e-008 3.6988e-008 2.4726e-009 1.0851e-005 1.3991e-003 3.9534e-002 1.9793e-001 1.2374e-001 6.1034e-002 4.2876e-002 1.9818e-001 1.8617e-001 9.6847e-002 3.6421e-002 1.1274e-002 3.1976e-003 8.9218e-004 2.7204e-004 9.7983e-005 4.0360e-005 1.7548e-005 7.1713e-006
          14 3.2341e-009 1.4119e-009 2.7518e-009 2.2776e-010 3.7917e-009 2.2904e-009 3.0071e-008 2.2535e-008 4.2236e-009 9.6054e-005 8.0265e-003 9.4767e-002 2.2790e-001 3.2712e-002 1.0900e-001 4.5390e-004 7.4765e-002 1.4897e-001 1.3098e-001 8.0407e-002 4.1819e-002 2.0108e-002 9.8424e-003 5.2989e-003 3.0784e-003 1.7753e-003 8.8628e-004
          15 2.1694e-009 4.7620e-010 4.7337e-009 2.7371e-009 4.4038e-010 9.4971e-009 1.3604e-009 1.0147e-008 8.4616e-008 1.2407e-009 5.5804e-004 2.1698e-002 1.5405e-001 2.1358e-001 1.6313e-004 9.6122e-002 3.3657e-002 4.1709e-003 5.5358e-002 8.6915e-002 7.9869e-002 5.6659e-002 3.6335e-002 2.3647e-002 1.5769e-002 1.0037e-002 5.3352e-003
          16 4.1097e-010 8.0542e-011 1.0302e-009 1.2825e-009 1.3872e-009 1.9319e-009 1.1257e-008 8.2301e-010 4.2306e-009 2.8485e-007 2.8439e-009 1.3544e-003 3.9963e-002 2.1297e-001 1.6781e-001 1.6863e-002 4.6680e-002 6.2691e-002 1.2102e-002 1.6012e-003 1.7351e-002 2.6724e-002 2.5584e-002 2.1150e-002 1.6503e-002 1.1667e-002 6.6109e-003
          17 2.2664e-012 9.1024e-011 7.4288e-011 7.3983e-013 6.8407e-010 1.1105e-009 3.8545e-010 4.0581e-011 4.2017e-009 1.4021e-008 5.6533e-007 1.3103e-006 2.2152e-003 6.3208e-002 2.6620e-001 1.0766e-001 5.4243e-002 6.5140e-003 4.7442e-002 3.7310e-002 1.2474e-002 1.5460e-003 1.5435e-005 6.3154e-004 1.1779e-003 1.2640e-003 8.8825e-004
          18 9.0854e-012 2.8258e-010 4.7376e-010 3.1331e-010 1.7582e-010 3.7933e-010 1.6779e-009 1.1048e-009 1.9005e-009 1.5405e-008 3.4169e-007 3.6687e-007 8.5274e-006 3.1783e-003 9.2512e-002 3.0810e-001 4.9864e-002 8.1715e-002 3.6312e-003 1.1557e-002 2.6279e-002 2.2177e-002 1.3645e-002 7.9222e-003 4.6165e-003 2.5843e-003 1.2455e-003
          19 1.8984e-012 4.4708e-010 1.3383e-010 1.4052e-010 8.4843e-010 8.3389e-010 1.6845e-011 1.9879e-010 3.7479e-009 2.4529e-008 5.8248e-008 7.4026e-007 8.9467e-008 1.8720e-005 4.3682e-003 1.2854e-001 3.3388e-001 9.7760e-003 7.8777e-002 2.8445e-002 1.0265e-003 2.1553e-003 5.5154e-003 6.1749e-003 5.4832e-003 4.1175e-003 2.3975e-003
          20 4.9571e-011 3.5096e-010 1.5432e-011 3.2816e-015 2.9741e-010 2.0841e-009 3.3534e-009 2.9989e-009 8.7659e-010 1.0556e-008 1.9052e-008 5.0211e-007 5.2745e-007 2.4948e-006 3.0202e-005 5.9129e-003 1.7494e-001 3.3432e-001 1.4147e-003 4.4618e-002 4.3220e-002 1.8007e-002 5.2328e-003 1.2339e-003 1.9479e-004 6.1301e-006 5.1315e-006
          21 9.1265e-011 1.2912e-010 1.5839e-010 3.4956e-011 2.8700e-012 7.3621e-010 3.7146e-009 2.1035e-009 4.0253e-009 2.3281e-009 1.5278e-008 3.7026e-011 1.5575e-006 4.5585e-011 8.5551e-006 3.7025e-005 8.4690e-003 2.3524e-001 2.9965e-001 2.9221e-002 7.3136e-003 2.3770e-002 2.0768e-002 1.4070e-002 8.9646e-003 5.3234e-003 2.6640e-003
          22 6.8835e-011 7.2676e-012 1.5353e-010 1.7139e-011 1.5645e-010 6.6094e-014 8.6206e-010 3.2984e-010 1.0981e-009 4.7503e-009 4.5907e-009 1.3818e-008 1.6952e-007 1.3260e-006 7.0684e-007 1.6077e-005 3.3407e-005 1.3038e-002 3.1186e-001 2.2435e-001 7.5391e-002 4.2201e-003 9.5715e-004 4.1540e-003 5.2231e-003 4.5160e-003 2.7973e-003
          23 2.2640e-011 1.9795e-011 4.8417e-011 1.7545e-012 1.6916e-010 3.1165e-010 8.9876e-012 5.4305e-013 4.4216e-014 5.4007e-010 2.5225e-009 3.9347e-009 4.9802e-009 5.7216e-007 1.1851e-007 4.7688e-006 2.0066e-005 3.0635e-005 2.1395e-002 4.0649e-001 1.1985e-001 9.4835e-002 3.2162e-002 9.2008e-003 2.3014e-003 4.4301e-004 5.6382e-005
          24 6.4597e-013 7.9951e-011 3.2019e-013 4.2698e-011 6.2423e-011 4.9226e-010 4.1435e-010 7.1281e-012 1.0222e-010 4.5974e-011 7.8620e-010 5.2575e-009 9.8577e-010 2.4741e-007 3.7910e-007 2.0211e-007 1.0914e-005 1.6771e-005 3.5690e-005 3.7654e-002 5.0299e-001 2.7668e-002 6.1010e-002 4.2959e-002 2.5336e-002 1.3680e-002 6.3393e-003
          25 5.0734e-012 1.1344e-010 1.7223e-011 8.8736e-011 4.0502e-012 3.4638e-010 5.5455e-010 1.4766e-013 3.0726e-011 1.0571e-010 6.4928e-013 8.0648e-009 1.6236e-010 1.4762e-007 4.4202e-007 4.3117e-010 2.5955e-006 1.2287e-005 9.7682e-006 6.1061e-005 6.8841e-002 5.8703e-001 1.5080e-004 1.4197e-002 1.9437e-002 1.5794e-002 9.1533e-003
          26 1.3932e-011 1.0346e-010 3.8410e-011 9.4780e-011 3.1203e-012 1.6574e-010 3.8408e-010 1.1575e-011 1.1574e-012 1.6842e-011 2.5333e-010 6.6247e-009 3.2687e-009 7.1462e-008 3.3292e-007 1.8934e-008 8.6321e-007 4.9350e-006 1.0293e-005 4.1167e-006 4.0591e-004 1.0986e-001 6.4779e-001 9.0440e-003 6.1759e-006 1.7863e-003 2.1826e-003
          27 1.1384e-011 5.6657e-011 2.9123e-011 5.5463e-011 7.2587e-012 5.5189e-011 1.6382e-010 1.4577e-011 1.3573e-011 1.0327e-013 3.0971e-010 3.0089e-009 3.7954e-009 2.3018e-008 1.5399e-007 2.9413e-008 2.6898e-007 1.8669e-006 3.5983e-006 4.9641e-006 7.5904e-006 3.4952e-003 9.8936e-002 7.6144e-001 1.2763e-002 1.1073e-002 1.7292e-005
          28 9.8673e-013 4.5054e-012 2.4817e-012 4.4732e-012 7.2687e-013 3.7884e-012 1.2085e-011 1.3592e-012 1.5423e-012 1.1692e-013 2.8359e-011 2.2407e-010 3.4768e-010 1.5498e-009 1.1637e-008 2.8475e-009 1.8262e-008 1.3737e-007 2.5385e-007 3.9411e-007 2.8642e-007 1.2545e-004 4.9883e-003 3.3040e-003 1.3912e-001 3.0763e-001 4.4614e-001
