   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29
          10 2.4359e-008 2.5274e-008 6.0371e-007 4.8548e-007 1.6106e-006 2.4108e-005 8.6226e-005 2.9382e-005 1.3605e-003 4.4176e-002 8.9935e-001 5.4638e-002 9.9189e-006 1.8616e-004 8.2016e-005 3.3705e-005 1.0475e-005 3.9650e-006 7.9539e-007 5.3340e-008 4.6600e-010 1.6107e-008 4.0633e-008 6.6923e-008 8.3901e-008 8.4885e-008 7.1011e-008 4.7817e-008 2.2753e-008 6.1225e-009
          11 2.8464e-008 1.3965e-009 1.4848e-007 6.9776e-007 1.0019e-007 4.6497e-006 3.5325e-005 8.6674e-005 3.9753e-006 2.2077e-003 4.9389e-002 8.8625e-001 6.1678e-002 8.8219e-006 1.8134e-004 8.9501e-005 4.0698e-005 1.4664e-005 6.5764e-006 2.1423e-006 5.0408e-007 1.1754e-007 2.8165e-008 3.3643e-009 6.4372e-010 7.1303e-009 1.3159e-008 1.3101e-008 7.5101e-009 2.1564e-009
          12 1.9618e-008 1.2408e-008 2.3363e-008 3.6208e-007 5.8985e-007 8.4416e-008 1.0125e-005 4.5573e-005 7.6539e-005 5.0942e-006 3.3105e-003 5.3802e-002 8.7423e-001 6.8044e-002 1.2288e-004 1.6783e-004 9.5490e-005 4.7699e-005 1.9179e-005 9.7933e-006 4.3522e-006 1.6481e-006 6.5010e-007 2.9389e-007 1.4591e-007 7.2329e-008 3.3278e-008 1.3677e-008 4.6713e-009 1.0938e-009
          13 1.1243e-008 2.3541e-008 1.3766e-009 1.6359e-007 4.6722e-007 2.1220e-007 1.0392e-006 1.7757e-005 5.4155e-005 5.7520e-005 5.3903e-005 4.6798e-003 5.6978e-002 8.6429e-001 7.3033e-002 4.8224e-004 1.3997e-004 1.0012e-004 5.3663e-005 2.4174e-005 1.3346e-005 7.2970e-006 3.7459e-006 1.9208e-006 1.0366e-006 5.9174e-007 3.4156e-007 1.8307e-007 7.7201e-008 1.9873e-008
          14 3.8683e-009 2.6837e-008 6.1575e-009 4.7334e-008 3.3471e-007 4.5460e-007 7.0658e-010 3.4018e-006 2.6038e-005 5.8282e-005 3.3863e-005 1.7300e-004 6.3072e-003 5.8336e-002 8.5786e-001 7.5534e-002 1.3418e-003 9.0165e-005 1.0189e-004 5.8587e-005 2.9413e-005 1.7305e-005 1.0852e-005 6.6516e-006 3.9853e-006 2.3843e-006 1.4100e-006 7.7131e-007 3.3045e-007 8.5670e-008
          15 1.1610e-010 1.6506e-008 2.9284e-008 3.9884e-010 1.8713e-007 5.0372e-007 2.1708e-007 2.9547e-007 7.4669e-006 3.4085e-005 5.4866e-005 1.0620e-005 3.8765e-004 8.1644e-003 5.7091e-002 8.5689e-001 7.3881e-002 3.1796e-003 2.2061e-005 9.4732e-005 6.2949e-005 3.5052e-005 2.1975e-005 1.4762e-005 9.8387e-006 6.3629e-006 3.9355e-006 2.2022e-006 9.5325e-007 2.4801e-007
          16 1.1457e-009 4.3036e-009 3.6119e-008 1.4201e-008 4.4788e-008 3.4642e-007 4.6973e-007 6.9707e-009 1.6152e-006 1.3058e-005 4.1313e-005 4.6133e-005 1.0295e-009 7.2327e-004 1.0209e-002 5.2328e-002 8.6390e-001 6.5628e-002 6.8025e-003 2.6437e-005 6.2872e-005 6.3264e-005 4.1688e-005 2.7698e-005 1.8865e-005 1.2696e-005 8.1458e-006 4.6740e-006 2.0504e-006 5.3603e-007
          17 3.5532e-009 4.7028e-011 2.0689e-008 2.7283e-008 1.6229e-010 1.4304e-007 4.8073e-007 2.4296e-007 1.8220e-007 4.3118e-006 1.9347e-005 4.3399e-005 3.0596e-005 1.5838e-005 1.1877e-003 1.2359e-002 4.3004e-002 8.8147e-001 4.7949e-002 1.3063e-002 5.9023e-004 2.3769e-006 4.7312e-005 4.4866e-005 3.1279e-005 2.1248e-005 1.4120e-005 8.4014e-006 3.7683e-006 9.9335e-007
          18 4.2098e-009 8.5790e-010 6.0494e-009 2.2057e-008 8.4414e-009 3.6830e-008 2.9585e-007 4.5734e-007 2.6451e-008 1.1249e-006 8.1077e-006 2.5370e-005 4.0465e-005 1.1537e-005 7.7998e-005 1.7820e-003 1.4567e-002 2.8513e-002 9.0945e-001 2.1430e-002 2.0370e-002 3.2396e-003 2.3564e-004 1.3797e-007 2.3347e-005 2.7889e-005 2.1029e-005 1.2799e-005 5.7565e-006 1.5178e-006
          19 3.1393e-009 1.8134e-009 7.3421e-010 1.3179e-008 1.3364e-008 5.7576e-009 1.3491e-007 4.0358e-007 2.3842e-007 1.0193e-007 3.2378e-006 1.3212e-005 2.9220e-005 3.3041e-005 5.1183e-007 2.0303e-004 2.4528e-003 1.6885e-002 1.0869e-002 9.3621e-001 7.4865e-004 2.0901e-002 8.8663e-003 2.1597e-003 3.5655e-004 3.2343e-005 4.9819e-008 2.3059e-006 2.2886e-006 7.3996e-007
          20 1.7115e-009 1.7561e-009 1.3165e-012 7.8118e-009 1.1182e-008 1.5733e-010 5.6555e-008 2.4827e-007 3.2148e-007 1.8645e-008 9.3362e-007 6.3826e-006 1.8039e-005 2.8993e-005 1.8510e-005 8.5142e-006 4.1040e-004 3.1281e-003 1.9537e-002 4.6225e-005 9.2816e-001 1.7546e-002 9.3203e-003 1.2002e-002 6.0362e-003 2.2634e-003 7.6371e-004 2.4993e-004 7.5687e-005 1.7001e-005
          21 7.3792e-010 1.3156e-009 5.1979e-011 5.2384e-009 8.9127e-009 6.9719e-010 2.4609e-008 1.4008e-007 2.7282e-007 1.1656e-007 1.3251e-007 2.6679e-006 1.0319e-005 2.0300e-005 2.3425e-005 4.8214e-006 5.1873e-005 6.7813e-004 3.7541e-003 2.2895e-002 1.4671e-002 8.4179e-001 9.0662e-002 6.7631e-005 6.2670e-003 7.2045e-003 4.4724e-003 2.1837e-003 8.3995e-004 2.0757e-004
          22 2.5541e-010 9.2548e-010 6.2989e-011 3.7388e-009 7.9286e-009 2.9938e-009 1.0177e-008 8.3418e-008 2.0326e-007 1.6187e-007 1.7505e-010 9.4594e-007 5.3832e-006 1.3843e-005 2.0118e-005 1.3505e-005 6.7150e-007 1.5051e-004 9.5452e-004 4.1433e-003 2.8660e-002 7.1772e-002 6.8337e-001 1.7026e-001 1.9497e-002 5.2937e-005 1.6272e-003 2.1363e-003 1.1920e-003 3.3250e-004
          23 6.9388e-011 6.4442e-010 5.0058e-011 2.4714e-009 7.0971e-009 5.1665e-009 3.1786e-009 5.1002e-008 1.4441e-007 1.5513e-007 2.0843e-008 2.9118e-007 2.5755e-006 8.5578e-006 1.4907e-005 1.4026e-005 2.5723e-006 2.1125e-005 2.7512e-004 1.1857e-003 4.0509e-003 3.5717e-002 1.6265e-001 5.3802e-001 1.8048e-001 5.0329e-002 9.6737e-003 1.2266e-003 1.0417e-004 8.5264e-006
          24 1.4966e-011 4.7119e-010 4.7177e-011 1.5152e-009 6.1195e-009 6.2270e-009 5.5065e-010 3.1739e-008 1.0368e-007 1.3323e-007 4.0061e-008 8.4233e-008 1.2514e-006 5.0057e-006 1.0298e-005 1.2079e-005 5.6834e-006 1.4528e-006 7.8099e-005 4.2976e-004 1.2323e-003 5.8610e-003 2.9083e-002 2.4297e-001 4.7712e-001 1.2891e-001 6.0126e-002 2.1582e-002 6.5430e-003 1.4593e-003
          25 2.0968e-012 3.1661e-010 4.4914e-011 7.9142e-010 4.4189e-009 5.4140e-009 4.7359e-012 1.7677e-008 6.6520e-008 9.6522e-008 3.9714e-008 2.1038e-008 5.8178e-007 2.6235e-006 6.1483e-006 8.5094e-006 5.6864e-006 2.6070e-008 2.2672e-005 1.4561e-004 5.1921e-004 1.2151e-003 9.5300e-003 7.7814e-003 2.7784e-001 5.4724e-001 4.0831e-002 3.8177e-002 1.4629e-002 3.5361e-003
          26 1.3769e-013 1.7181e-010 3.2189e-011 3.4046e-010 2.4407e-009 3.3093e-009 4.4606e-011 8.1605e-009 3.4410e-008 5.3978e-008 2.5851e-008 4.5075e-009 2.4228e-007 1.1763e-006 2.9944e-006 4.5910e-006 3.6237e-006 2.9814e-007 6.5703e-006 4.9328e-005 2.0126e-004 3.8772e-004 2.3150e-003 8.7900e-003 7.2378e-003 1.5218e-001 7.3589e-001 1.1146e-002 1.5278e-002 3.4014e-003
          27 1.4412e-015 1.6054e-011 3.3797e-012 2.8507e-011 2.2819e-010 3.2116e-010 9.2029e-012 7.0812e-010 3.1420e-009 5.0851e-009 2.5714e-009 2.5611e-010 2.0271e-008 1.0141e-007 2.6654e-007 4.2467e-007 3.5513e-007 4.5216e-008 4.6400e-007 3.8341e-006 1.6301e-005 3.0449e-005 1.5636e-004 7.4004e-004 1.7119e-005 1.0668e-002 9.1310e-004 1.8573e-001 3.9613e-001 3.9690e-001
