   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51
           0 3.7360e-001 3.3136e-001 1.7799e-001 7.5562e-002 2.7852e-002 9.3777e-003 2.9810e-003 9.1072e-004 2.6850e-004 7.6598e-005 2.1490e-005 6.0908e-006 1.7564e-006 4.9211e-007 1.2217e-007 2.5006e-008 4.8240e-009 1.6610e-009 1.3632e-009 1.1922e-009 5.9123e-010 6.6894e-011 5.0205e-011 2.4238e-010 2.3293e-010 6.5849e-011 2.9917e-012 1.0154e-010 2.0188e-010 1.8011e-010 7.6109e-011 4.3474e-012 1.9303e-011 8.2601e-011 1.2452e-010 1.1140e-010 6.1314e-011 1.4973e-011 1.4834e-013 1.7108e-011 4.6889e-011 6.8511e-011 7.1324e-011 5.7242e-011 3.5569e-011 1.5996e-011 4.0330e-012 7.0263e-014 1.0559e-012 2.9871e-012 3.0113e-012 1.4531e-012
           1 3.9164e-001 2.1533e-006 1.3330e-001 1.9625e-001 1.4425e-001 7.7580e-002 3.4917e-002 1.4052e-002 5.2352e-003 1.8416e-003 6.2178e-004 2.0465e-004 6.6190e-005 2.0923e-005 6.3861e-006 1.8866e-006 5.6026e-007 1.7778e-007 6.1118e-008 2.0508e-008 5.4000e-009 7.6769e-010 1.4818e-011 2.8257e-012 1.4902e-011 1.4495e-010 2.7341e-010 2.2173e-010 6.7784e-011 9.8935e-014 5.5768e-011 1.2273e-010 1.1258e-010 4.7805e-011 2.5973e-012 1.2765e-011 5.3509e-011 7.9838e-011 7.0596e-011 3.8099e-011 8.7781e-012 2.2324e-013 1.2288e-011 3.2779e-011 4.8437e-011 5.2466e-011 4.5677e-011 3.3224e-011 2.0541e-011 1.0794e-011 4.5935e-012 1.4908e-012
           2 1.8205e-001 2.2857e-001 9.4457e-002 7.0031e-003 1.0223e-001 1.4396e-001 1.1393e-001 6.7915e-002 3.4185e-002 1.5364e-002 6.3723e-003 2.4984e-003 9.4224e-004 3.4459e-004 1.2227e-004 4.2179e-005 1.4321e-005 4.8808e-006 1.6822e-006 5.7153e-007 1.8122e-007 5.1214e-008 1.3420e-008 4.1615e-009 2.1289e-009 1.5750e-009 1.0532e-009 4.2377e-010 4.1283e-011 3.0149e-011 1.3703e-010 1.2951e-010 3.7592e-011 1.2410e-012 5.5431e-011 1.1908e-010 1.1836e-010 6.1887e-011 9.6031e-012 4.0523e-012 3.9445e-011 8.0460e-011 9.7070e-011 8.3175e-011 5.2331e-011 2.2648e-011 4.9669e-012 3.5353e-015 2.1878e-012 5.0348e-012 4.6965e-012 2.1941e-012
           3 4.6075e-002 2.9319e-001 5.4377e-002 1.5604e-001 1.8604e-002 2.1636e-002 9.2007e-002 1.1388e-001 9.0646e-002 5.6789e-002 3.0538e-002 1.4794e-002 6.6636e-003 2.8462e-003 1.1655e-003 4.6112e-004 1.7798e-004 6.7710e-005 2.5489e-005 9.4261e-006 3.3826e-006 1.1770e-006 4.0771e-007 1.4773e-007 5.7673e-008 2.3176e-008 8.4525e-009 2.3410e-009 3.8094e-010 2.2820e-011 2.4033e-012 2.5704e-011 1.0238e-010 1.6470e-010 1.3509e-010 4.9079e-011 5.9843e-013 2.5220e-011 7.8194e-011 1.0051e-010 7.6677e-011 3.3656e-011 4.6217e-012 1.6689e-012 1.5166e-011 2.8878e-011 3.3138e-011 2.7933e-011 1.8525e-011 9.8964e-012 4.1447e-012 1.3193e-012
           4 6.2349e-003 1.2404e-001 2.9308e-001 2.4719e-004 1.2493e-001 6.8514e-002 1.5457e-004 3.6761e-002 8.4541e-002 9.2405e-002 7.2194e-002 4.6203e-002 2.5932e-002 1.3295e-002 6.3776e-003 2.9036e-003 1.2700e-003 5.4048e-004 2.2585e-004 9.2712e-005 3.7164e-005 1.4515e-005 5.5932e-006 2.1811e-006 8.7579e-007 3.5543e-007 1.3726e-007 4.6677e-008 1.3281e-008 3.3896e-009 1.1473e-009 8.2428e-010 8.9977e-010 8.4543e-010 5.1453e-010 1.4355e-010 1.3866e-013 7.5897e-011 1.7500e-010 1.6733e-010 8.1383e-011 1.1357e-011 4.7047e-012 3.9400e-011 6.9812e-011 7.1638e-011 5.0534e-011 2.4898e-011 7.7843e-012 1.0790e-012 2.7278e-015 3.7925e-014
           5 3.5617e-004 2.1768e-002 2.0309e-001 2.3981e-001 1.7508e-002 6.6808e-002 9.2744e-002 1.6404e-002 6.2677e-003 4.7773e-002 7.6272e-002 7.4781e-002 5.6663e-002 3.6590e-002 2.1179e-002 1.1304e-002 5.6735e-003 2.7235e-003 1.2662e-003 5.7351e-004 2.5353e-004 1.0981e-004 4.6970e-005 1.9984e-005 8.4423e-006 3.4997e-006 1.4083e-006 5.5428e-007 2.2143e-007 9.4468e-008 4.3623e-008 2.0400e-008 8.4330e-009 2.5361e-009 3.7222e-010 2.9564e-013 3.7342e-011 1.3096e-011 1.2212e-011 1.1687e-010 2.3388e-010 2.4863e-010 1.6064e-010 5.4896e-011 2.5957e-012 1.1430e-011 4.6139e-011 7.1042e-011 7.2536e-011 5.5629e-011 3.1101e-011 1.1672e-011
           6 2.1571e-006 1.1389e-003 4.2215e-002 2.6795e-001 1.9227e-001 4.2546e-002 2.6281e-002 8.6380e-002 3.7222e-002 1.2130e-004 2.0306e-002 5.3072e-002 6.5971e-002 5.8810e-002 4.3194e-002 2.7874e-002 1.6396e-002 9.0167e-003 4.7143e-003 2.3651e-003 1.1463e-003 5.4185e-004 2.5263e-004 1.1689e-004 5.3484e-005 2.3998e-005 1.0523e-005 4.5476e-006 1.9681e-006 8.6128e-007 3.7770e-007 1.6222e-007 6.7265e-008 2.7563e-008 1.2036e-008 6.1035e-009 3.5741e-009 2.1099e-009 1.0196e-009 2.9065e-010 9.1009e-012 6.0869e-011 1.9081e-010 2.1897e-010 1.3886e-010 4.2228e-011 5.4677e-013 1.6707e-011 5.1313e-011 6.6894e-011 5.0303e-011 2.1607e-011
           7 4.6332e-007 8.8309e-007 1.3265e-003 5.6358e-002 3.1923e-001 1.8127e-001 4.6808e-002 8.3975e-003 6.8519e-002 4.6712e-002 4.6651e-003 6.4502e-003 3.2919e-002 5.1910e-002 5.3827e-002 4.4274e-002 3.1371e-002 2.0063e-002 1.1912e-002 6.6864e-003 3.5947e-003 1.8675e-003 9.4266e-004 4.6438e-004 2.2469e-004 1.0765e-004 5.1374e-005 2.4440e-005 1.1551e-005 5.4006e-006 2.4909e-006 1.1304e-006 5.0217e-007 2.1691e-007 9.1090e-008 3.8000e-008 1.6673e-008 8.3416e-009 4.9795e-009 3.3894e-009 2.3620e-009 1.5142e-009 8.1795e-010 3.3759e-010 8.6490e-011 4.7845e-012 7.0274e-012 2.8680e-011 4.0107e-011 3.6358e-011 2.2503e-011 8.8770e-012
           8 4.1788e-008 5.5147e-006 1.0728e-004 2.0020e-004 5.1011e-002 3.5511e-001 2.2158e-001 2.9929e-002 2.6985e-003 5.2964e-002 4.5796e-002 9.1166e-003 1.5685e-003 2.0110e-002 3.8881e-002 4.5483e-002 4.1009e-002 3.1384e-002 2.1511e-002 1.3600e-002 8.0781e-003 4.5826e-003 2.5154e-003 1.3434e-003 6.9897e-004 3.5592e-004 1.7892e-004 8.9341e-005 4.4260e-005 2.1664e-005 1.0504e-005 5.1084e-006 2.5245e-006 1.2632e-006 6.2356e-007 2.9294e-007 1.2790e-007 5.2513e-008 2.1669e-008 1.0047e-008 5.6551e-009 3.6890e-009 2.4516e-009 1.4810e-009 7.6187e-010 3.2573e-010 1.1781e-010 3.9504e-011 1.4960e-011 7.4913e-012 4.0643e-012 1.6257e-012
           9 1.1019e-009 1.8478e-008 6.9602e-006 5.4487e-004 1.2612e-003 2.4190e-002 3.5159e-001 3.1262e-001 8.4762e-003 1.1916e-003 4.4954e-002 4.0231e-002 1.0515e-002 3.5404e-004 1.3359e-002 3.0029e-002 3.8121e-002 3.6594e-002 2.9662e-002 2.1404e-002 1.4191e-002 8.8423e-003 5.2552e-003 3.0086e-003 1.6733e-003 9.1031e-004 4.8595e-004 2.5492e-004 1.3189e-004 6.7695e-005 3.4621e-005 1.7661e-005 8.9818e-006 4.5627e-006 2.3255e-006 1.1909e-006 6.0845e-007 3.0548e-007 1.4833e-007 6.9196e-008 3.1358e-008 1.4238e-008 6.7608e-009 3.4749e-009 1.9461e-009 1.1635e-009 7.2180e-010 4.5498e-010 2.8644e-010 1.7296e-010 8.8259e-011 3.2369e-011
          10 2.1431e-010 5.0189e-009 3.5183e-006 7.3131e-006 6.8376e-004 8.4188e-003 1.3347e-003 2.8808e-001 4.2404e-001 9.3650e-005 3.4406e-004 4.3633e-002 3.4665e-002 1.0473e-002 8.3161e-005 1.0034e-002 2.4650e-002 3.3166e-002 3.3235e-002 2.8102e-002 2.1162e-002 1.4582e-002 9.4351e-003 5.8331e-003 3.4662e-003 1.9937e-003 1.1236e-003 6.2485e-004 3.4176e-004 1.8328e-004 9.7079e-005 5.1451e-005 2.7386e-005 1.4489e-005 7.5352e-006 3.8720e-006 2.0137e-006 1.0853e-006 6.0409e-007 3.3487e-007 1.7641e-007 8.5707e-008 3.8664e-008 1.7125e-008 8.2160e-009 4.6394e-009 3.0554e-009 2.1413e-009 1.4497e-009 8.8084e-010 4.3252e-010 1.5322e-010
          11 1.3043e-009 2.1854e-008 1.5146e-007 7.0851e-006 1.8606e-004 3.1142e-005 1.4078e-002 8.9876e-003 1.8112e-001 5.1984e-001 1.7338e-002 8.6159e-005 4.7461e-002 2.7641e-002 9.6860e-003 3.9688e-005 8.0134e-003 2.0865e-002 2.8892e-002 2.9941e-002 2.6155e-002 2.0277e-002 1.4460e-002 9.6821e-003 6.1643e-003 3.7812e-003 2.2557e-003 1.3138e-003 7.5058e-004 4.2327e-004 2.3628e-004 1.3039e-004 7.1132e-005 3.8574e-005 2.0934e-005 1.1384e-005 6.1814e-006 3.3460e-006 1.8171e-006 1.0004e-006 5.6107e-007 3.1792e-007 1.7883e-007 9.8231e-008 5.2417e-008 2.7403e-008 1.4293e-008 7.5668e-009 4.0759e-009 2.1614e-009 1.0035e-009 3.5045e-010
          12 5.1973e-010 1.3360e-008 8.1159e-008 3.6084e-006 3.9913e-007 4.4658e-004 1.0846e-003 1.0281e-002 4.5954e-002 6.6157e-002 5.5419e-001 7.1394e-002 3.4586e-003 5.9404e-002 1.8776e-002 8.9458e-003 8.6342e-005 6.8250e-003 1.8158e-002 2.5388e-002 2.6796e-002 2.3967e-002 1.9011e-002 1.3934e-002 9.5922e-003 6.2727e-003 3.9613e-003 2.4332e-003 1.4556e-003 8.5456e-004 4.9692e-004 2.8611e-004 1.6238e-004 9.1171e-005 5.1165e-005 2.8815e-005 1.6167e-005 8.9696e-006 4.9496e-006 2.7641e-006 1.5833e-006 9.2523e-007 5.4037e-007 3.0952e-007 1.7348e-007 9.6664e-008 5.4837e-008 3.2096e-008 1.9155e-008 1.1081e-008 5.4560e-009 1.9593e-009
