   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29
          10 2.3957e-010 4.9624e-009 2.0350e-011 2.1843e-008 3.1418e-008 2.1542e-008 3.6306e-007 6.0244e-005 2.6535e-003 9.6897e-002 6.7097e-001 2.0590e-001 2.2401e-002 1.0781e-003 2.5826e-005 7.2158e-006 6.0086e-006 1.6558e-006 1.0045e-007 1.6285e-009 2.3057e-009 3.5231e-010 3.2500e-009 3.9217e-009 2.9266e-009 1.8868e-009 1.2140e-009 7.9027e-010 4.9795e-010 2.7686e-010
          11 4.9776e-009 3.0545e-010 4.0333e-009 3.0306e-009 9.3983e-010 1.9329e-008 4.9055e-008 3.4978e-006 2.8552e-004 9.6174e-003 1.7480e-001 3.6879e-001 3.4408e-001 9.1886e-002 1.0094e-002 4.2331e-004 8.3300e-006 4.8780e-006 6.4474e-006 3.2413e-006 7.8561e-007 8.4585e-008 1.9612e-010 6.3999e-009 8.9875e-009 7.1838e-009 5.0609e-009 3.4181e-009 2.1751e-009 1.2068e-009
          12 6.8843e-010 2.4317e-009 5.1944e-011 8.0495e-009 5.7024e-009 3.5073e-011 1.7529e-008 3.6982e-007 2.7491e-005 1.5387e-003 3.6104e-002 2.6173e-001 7.5642e-002 3.6026e-001 2.0912e-001 4.9637e-002 5.6563e-003 2.6304e-004 2.8775e-006 9.0879e-007 3.9286e-006 4.7936e-006 3.2142e-006 1.5737e-006 6.7857e-007 2.9050e-007 1.3268e-007 6.3812e-008 3.0984e-008 1.4125e-008
          13 2.9782e-009 7.4084e-010 3.3784e-010 1.0758e-009 5.6341e-012 6.8225e-009 5.1290e-009 3.2329e-011 2.4139e-006 2.1187e-004 8.7270e-003 1.0979e-001 2.3340e-001 2.6988e-003 1.9994e-001 2.7644e-001 1.3083e-001 3.2797e-002 4.7708e-003 3.6526e-004 7.5365e-006 1.9930e-007 1.5952e-009 4.7690e-007 1.1031e-006 1.2518e-006 1.1404e-006 9.3786e-007 6.9236e-007 4.2523e-007
          14 6.4254e-009 6.0715e-009 5.4056e-009 2.0073e-014 1.8319e-009 8.6763e-010 2.1733e-008 3.2984e-009 4.4627e-009 1.9284e-005 1.6250e-003 3.9564e-002 1.9255e-001 1.1013e-001 6.9327e-002 4.2989e-002 2.1609e-001 1.9785e-001 9.3040e-002 2.8896e-002 6.5966e-003 1.1438e-003 1.4878e-004 1.1980e-005 1.7462e-007 2.3590e-007 4.7141e-007 4.4271e-007 3.2025e-007 1.8626e-007
          15 2.1171e-009 2.7817e-009 3.1308e-009 6.0882e-009 6.0819e-010 2.3083e-009 6.0413e-010 1.6459e-008 3.2842e-008 2.1060e-007 1.6779e-004 9.4950e-003 9.9514e-002 2.1084e-001 2.0688e-002 1.1596e-001 7.6961e-004 8.9301e-002 1.7707e-001 1.4463e-001 7.8166e-002 3.3264e-002 1.2552e-002 4.4698e-003 1.6482e-003 6.6907e-004 3.0855e-004 1.5568e-004 8.0852e-005 3.9347e-005
          16 1.8633e-012 4.6542e-011 1.8307e-012 3.0388e-009 2.1684e-009 1.7174e-010 7.6038e-009 1.5231e-009 3.6954e-008 4.5501e-008 2.8949e-006 1.0999e-003 2.8815e-002 1.6046e-001 1.7779e-001 1.0180e-003 9.4737e-002 3.7561e-002 7.8404e-003 8.3443e-002 1.2483e-001 1.0632e-001 6.9862e-002 3.9714e-002 2.1642e-002 1.2071e-002 7.2103e-003 4.4977e-003 2.7612e-003 1.5115e-003
          17 3.2467e-010 7.7079e-011 5.0678e-010 2.8532e-010 1.5525e-011 1.6713e-010 1.0018e-010 7.1131e-010 5.8094e-009 1.4937e-008 1.7970e-007 2.1393e-005 3.4446e-003 5.5769e-002 2.1250e-001 1.1884e-001 2.8871e-002 4.1056e-002 6.8613e-002 9.1737e-003 9.5279e-003 4.7771e-002 6.8018e-002 6.2530e-002 4.7230e-002 3.3069e-002 2.3278e-002 1.6407e-002 1.1011e-002 6.3944e-003
          18 1.2867e-010 2.7355e-011 5.4718e-011 2.0308e-009 5.3502e-010 2.9380e-010 3.6825e-010 1.8118e-010 1.3402e-010 3.7632e-009 4.9830e-009 7.0050e-007 5.3256e-005 6.7486e-003 8.9534e-002 2.4842e-001 5.8922e-002 6.6380e-002 4.0101e-003 5.4169e-002 3.9735e-002 6.0849e-003 1.2083e-003 1.0639e-002 1.6876e-002 1.7435e-002 1.5600e-002 1.2923e-002 9.6830e-003 6.0298e-003
          19 1.4105e-011 4.8189e-010 2.1833e-010 4.1422e-010 1.1787e-010 2.5888e-010 1.2336e-009 1.0770e-009 3.4478e-009 4.5270e-009 5.2683e-010 1.5079e-008 1.9967e-006 7.0310e-005 1.1011e-002 1.2950e-001 2.6496e-001 1.5853e-002 8.3648e-002 5.4507e-003 1.6777e-002 3.8569e-002 2.7790e-002 1.0965e-002 2.6064e-003 2.6028e-004 1.6196e-005 2.2552e-004 3.8223e-004 3.4833e-004
          20 1.4600e-010 5.1928e-010 3.9204e-010 1.7262e-010 7.6454e-011 2.9111e-011 1.8080e-009 3.0561e-009 1.3533e-009 1.7162e-010 2.3503e-008 1.2885e-011 2.8356e-007 3.4634e-006 7.9432e-005 1.6537e-002 1.7538e-001 2.5919e-001 1.5472e-005 7.0061e-002 3.0738e-002 4.3527e-005 1.0458e-002 1.8785e-002 1.6788e-002 1.1825e-002 7.8800e-003 5.1442e-003 3.1937e-003 1.7413e-003
          21 8.4219e-011 5.7679e-011 5.0968e-011 5.4908e-010 1.1044e-010 2.2062e-010 1.3306e-011 4.9166e-010 7.3827e-009 5.2795e-009 9.7659e-010 8.4831e-008 7.4676e-011 1.1501e-006 2.7475e-006 8.9254e-005 2.3612e-002 2.2667e-001 2.3069e-001 1.3176e-002 3.5564e-002 4.5911e-002 1.4778e-002 7.8468e-004 7.6364e-004 2.6802e-003 3.5486e-003 3.5253e-003 2.9021e-003 1.8970e-003
          22 1.5401e-012 1.8083e-010 1.2374e-010 1.0573e-010 9.3857e-012 2.9863e-011 7.1409e-010 1.2943e-010 1.4614e-009 1.7174e-009 1.0660e-008 3.0410e-012 8.3326e-008 1.7975e-007 2.2080e-006 1.5625e-006 9.9724e-005 3.3099e-002 2.8321e-001 1.7974e-001 4.7385e-002 5.1369e-003 3.1463e-002 2.6922e-002 1.3615e-002 5.5984e-003 2.1407e-003 7.5823e-004 2.3842e-004 6.5021e-005
          23 1.7082e-010 9.2752e-010 5.9377e-010 1.1233e-010 3.1909e-010 9.6579e-011 6.3403e-010 2.1329e-010 1.5954e-010 1.1997e-011 2.7840e-010 6.3007e-009 7.9830e-009 1.5333e-007 9.9128e-007 2.2316e-006 3.2885e-007 1.2852e-004 4.6794e-002 3.4290e-001 1.1259e-001 8.2048e-002 3.8094e-003 5.1212e-003 1.3010e-002 1.2857e-002 1.0102e-002 7.2718e-003 4.8085e-003 2.7273e-003
          24 4.7782e-010 1.5116e-009 8.3804e-010 6.6786e-010 6.1401e-010 3.6918e-010 2.4130e-011 9.3932e-014 3.1790e-010 5.2718e-012 5.6134e-010 1.5297e-010 2.4100e-009 3.4684e-008 6.5231e-010 2.0239e-006 1.6107e-006 1.2592e-007 2.1357e-004 6.7537e-002 3.9808e-001 4.5162e-002 9.0741e-002 2.9236e-002 3.3894e-003 1.1853e-005 1.0266e-003 1.8877e-003 1.9908e-003 1.4616e-003
          25 6.7350e-010 1.5315e-009 7.0741e-010 9.5969e-010 5.4020e-010 4.0259e-010 2.0367e-010 1.7928e-010 1.5403e-011 8.6237e-010 2.5708e-011 1.5930e-010 1.3921e-009 7.8116e-009 1.6247e-008 2.1233e-007 2.2334e-006 4.1082e-007 1.3198e-006 3.9991e-004 9.9238e-002 4.3712e-001 3.4056e-003 5.8217e-002 4.4186e-002 2.1637e-002 9.5361e-003 4.0215e-003 1.6132e-003 6.0031e-004
          26 6.6814e-010 1.1652e-009 4.3623e-010 7.9193e-010 2.9366e-010 2.4547e-010 5.4096e-010 2.9160e-010 5.3836e-010 1.8464e-009 1.3650e-009 2.4108e-009 4.3759e-010 1.3433e-008 3.4672e-008 4.9696e-008 7.5068e-007 2.2288e-006 2.1499e-007 1.1867e-006 7.9857e-004 1.4975e-001 4.3739e-001 1.1519e-002 1.2614e-002 2.4489e-002 2.2023e-002 1.6154e-002 1.0503e-002 5.8204e-003
          27 5.3578e-010 7.3678e-010 2.1933e-010 4.6923e-010 1.0855e-010 1.0164e-010 5.3968e-010 1.9622e-010 8.6353e-010 1.4936e-009 1.9254e-009 3.6444e-009 4.1773e-009 6.0402e-009 6.3310e-008 4.9564e-010 4.3758e-007 8.8594e-007 9.8751e-007 1.9912e-006 6.6031e-008 1.6751e-003 2.2459e-001 3.7591e-001 6.1479e-002 2.4090e-003 1.2568e-003 4.5797e-003 5.4077e-003 4.0431e-003
          28 3.5553e-010 3.9337e-010 9.2762e-011 2.1117e-010 2.5754e-011 2.9759e-011 3.3450e-010 7.5651e-011 6.3625e-010 6.7197e-010 1.1343e-009 1.9704e-009 4.8354e-009 3.2517e-011 4.6371e-008 2.7323e-008 1.7667e-007 6.4200e-007 5.4768e-007 1.1058e-008 3.0428e-006 5.2307e-006 3.6140e-003 3.3975e-001 2.7243e-001 9.3964e-002 2.6762e-002 6.5518e-003 1.1780e-003 1.2047e-004
          29 2.1265e-010 1.9456e-010 3.7096e-011 8.1682e-011 3.5167e-012 6.8863e-012 1.6426e-010 1.9918e-011 3.2573e-010 2.1350e-010 4.5293e-010 5.7555e-010 3.0437e-009 1.4734e-009 1.8942e-008 5.2313e-008 3.5833e-008 4.7996e-007 4.6974e-007 9.8821e-009 6.6445e-007 2.0856e-006 9.3716e-005 4.7969e-003 4.6726e-001 1.9334e-001 7.4758e-002 3.7564e-002 1.7344e-002 7.2763e-003
          30 1.0298e-010 8.1678e-011 1.3268e-011 2.6485e-011 1.2567e-013 1.2693e-012 6.4244e-011 3.6149e-012 1.2460e-010 5.0955e-011 1.4020e-010 9.9883e-011 1.3322e-009 2.0855e-009 5.2328e-009 3.7026e-008 3.0868e-009 2.3904e-007 3.5598e-007 1.3501e-008 2.9796e-007 3.5914e-007 2.5555e-008 5.5875e-004 1.3466e-003 5.4499e-001 2.6048e-001 1.6184e-002 2.5710e-002 1.1172e-002
          31 9.1324e-012 6.8116e-012 1.0337e-012 1.9285e-012 4.4665e-017 6.5748e-014 5.1179e-012 1.7322e-013 9.6938e-012 3.0385e-012 9.8954e-012 4.3888e-012 1.1053e-010 2.4466e-010 3.3465e-010 3.6098e-009 5.3417e-011 2.0639e-008 3.7333e-008 2.4853e-009 2.5363e-008 2.8366e-008 2.7058e-008 2.1813e-005 2.5200e-004 7.4358e-003 6.9648e-002 3.0281e-001 2.7344e-001 3.0081e-001
          32 8.4562e-012 6.2381e-012 9.3519e-013 1.7204e-012 6.3869e-016 5.4611e-014 4.6442e-012 1.4059e-013 8.7507e-012 2.5985e-012 8.7741e-012 3.4747e-012 1.0102e-010 2.3655e-010 2.9026e-010 3.3889e-009 3.0103e-011 1.8978e-008 3.5538e-008 2.6111e-009 2.3168e-008 2.6667e-008 3.2490e-008 1.7540e-005 2.3159e-004 4.6365e-003 6.6374e-002 1.5186e-001 3.9275e-003 1.3375e-001
