   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17
           0 3.1439e-002 1.3874e-001 2.6200e-001 2.7885e-001 1.8459e-001 7.8720e-002 2.1577e-002 3.6589e-003 3.5095e-004 1.5518e-005 1.6046e-007 3.0172e-009 5.5325e-009 2.9194e-009 3.0782e-010 4.2350e-010 4.4226e-010 4.1184e-011
           1 7.4249e-002 1.7366e-001 9.9054e-002 1.8633e-007 1.0831e-001 2.3861e-001 1.9806e-001 8.5373e-002 2.0179e-002 2.4593e-003 1.2387e-004 1.1576e-006 8.6728e-009 2.8441e-009 4.1363e-009 7.0380e-011 3.8390e-010 6.2879e-011
           2 1.0326e-001 1.1570e-001 2.0895e-003 8.0067e-002 1.0080e-001 8.0668e-004 1.0651e-001 2.4134e-001 1.7854e-001 6.0810e-002 9.5488e-003 5.4562e-004 4.0604e-006 5.5532e-008 1.6823e-008 1.9875e-008 9.3185e-009 4.8824e-010
           3 1.1082e-001 4.9820e-002 1.9114e-002 8.6163e-002 2.5299e-003 7.5482e-002 7.8162e-002 2.7898e-003 1.6168e-001 2.5166e-001 1.3212e-001 2.7726e-002 1.8682e-003 1.3910e-005 1.7866e-008 6.9603e-011 1.2409e-008 1.3444e-009
           4 1.0081e-001 1.2676e-002 4.7574e-002 3.3807e-002 2.0603e-002 6.6590e-002 3.2551e-004 9.0635e-002 3.9845e-002 3.8733e-002 2.4495e-001 2.2772e-001 6.9437e-002 6.2013e-003 6.6382e-005 3.2907e-009 6.2668e-008 2.8102e-010
           5 7.8748e-002 9.1532e-004 4.8740e-002 4.4623e-003 4.1644e-002 1.5343e-002 3.1469e-002 4.1961e-002 1.1647e-002 9.2320e-002 4.7775e-003 1.3032e-001 3.0701e-001 1.6482e-001 2.5075e-002 7.3993e-004 3.4240e-007 2.5940e-007
           6 4.3189e-002 1.5236e-004 2.7552e-002 8.5385e-006 2.6858e-002 4.1553e-004 2.8635e-002 3.9089e-003 2.9312e-002 1.7602e-002 2.3247e-002 6.3587e-002 2.2086e-003 2.0497e-001 3.3270e-001 1.6474e-001 3.0604e-002 3.1620e-005
           7 5.6975e-003 6.8325e-005 3.5883e-003 4.6050e-005 3.5236e-003 4.7662e-007 3.9217e-003 1.3241e-004 4.4831e-003 1.0884e-003 4.7590e-003 5.1598e-003 3.2375e-003 2.3448e-002 3.9428e-003 4.3016e-002 3.7633e-001 3.0146e-001
           8 5.6282e-003 9.4271e-005 3.5167e-003 8.0885e-005 3.4499e-003 1.5012e-005 3.8835e-003 4.8358e-005 4.5859e-003 7.0025e-004 5.2656e-003 3.8767e-003 4.7789e-003 1.9680e-002 1.4312e-004 6.0908e-002 1.2158e-001 4.5906e-001
           9 3.8585e-003 7.8905e-005 2.3957e-003 7.5901e-005 2.3457e-003 2.5017e-005 2.6562e-003 1.0385e-005 3.1966e-003 3.3420e-004 3.8390e-003 2.1285e-003 4.0221e-003 1.1652e-002 2.4073e-004 4.4289e-002 3.0659e-002 7.8849e-002
          10 2.4586e-003 5.6483e-005 1.5198e-003 5.7607e-005 1.4855e-003 2.3940e-005 1.6872e-003 1.6809e-006 2.0523e-003 1.6261e-004 2.5277e-003 1.1579e-003 2.8542e-003 6.6625e-003 5.7954e-004 2.7804e-002 8.4186e-003 1.0026e-001
