   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32
          11 1.0042e-025 1.3377e-015 1.3536e-013 2.3893e-015 6.2308e-012 1.6412e-010 2.5237e-010 2.6820e-009 2.8621e-008 1.1776e-007 7.5988e-007 4.4203e-006 2.2685e-005 1.0508e-004 4.4644e-004 1.6656e-003 5.2566e-003 1.3915e-002 2.9923e-002 4.9442e-002 5.6846e-002 3.6183e-002 4.4673e-003 8.7270e-003 3.8950e-002 2.2510e-002 1.4274e-003 3.5568e-002 1.0063e-002 1.9401e-002 1.4329e-002 3.4504e-002 5.5313e-002
          12 1.3310e-024 9.8662e-015 8.8131e-013 1.5915e-014 3.6448e-011 8.6823e-010 1.2823e-009 1.2978e-008 1.2663e-007 4.9044e-007 2.8801e-006 1.5706e-005 7.3411e-005 3.0734e-004 1.1719e-003 3.8606e-003 1.0618e-002 2.3862e-002 4.1929e-002 5.2837e-002 3.9715e-002 9.2178e-003 3.0479e-003 3.0779e-002 2.8343e-002 1.8724e-004 2.4854e-002 2.0684e-002 4.6582e-003 2.8482e-002 2.3457e-003 1.1405e-002 9.7735e-002
          13 3.4714e-023 6.2682e-014 4.9266e-012 9.0693e-014 1.8320e-010 3.9520e-009 5.5956e-009 5.4040e-008 4.8286e-007 1.7592e-006 9.4494e-006 4.8121e-005 2.0487e-004 7.7538e-004 2.6482e-003 7.6830e-003 1.8261e-002 3.4352e-002 4.7873e-002 4.2744e-002 1.6041e-002 1.2489e-004 2.0820e-002 3.2018e-002 4.4020e-003 1.2453e-002 2.7927e-002 9.3117e-005 2.6050e-002 3.3282e-003 2.2642e-002 5.7013e-005 5.0213e-003
          14 4.8769e-021 3.5176e-013 2.3977e-011 4.4938e-013 8.0405e-010 1.5730e-008 2.1319e-008 1.9689e-007 1.6140e-006 5.5296e-006 2.7301e-005 1.2942e-004 5.0201e-004 1.7176e-003 5.2434e-003 1.3343e-002 2.7125e-002 4.1870e-002 4.4144e-002 2.4065e-002 1.3226e-003 1.0555e-002 3.1138e-002 1.3037e-002 2.7062e-003 2.7270e-002 6.6819e-003 1.2659e-002 1.7271e-002 6.4656e-003 1.3334e-002 1.4689e-002 1.1757e-002
          15 9.7040e-009 3.8569e-005 6.0103e-005 7.5884e-007 5.2299e-005 3.0065e-005 3.1338e-006 1.0643e-005 3.2349e-006 2.0348e-005 8.5403e-005 6.5057e-005 1.4915e-003 1.9649e-003 9.0583e-003 1.9427e-002 3.7321e-002 5.5202e-002 4.9402e-002 2.2016e-002 5.1145e-006 2.0207e-002 3.7427e-002 8.0730e-003 9.8197e-003 3.3066e-002 1.9312e-003 2.4106e-002 1.1704e-002 1.6646e-002 7.5861e-003 2.2659e-002 9.3200e-004
          16 1.7137e-020 1.6889e-012 1.0401e-010 1.9544e-012 3.1248e-009 5.5577e-008 7.1969e-008 6.3681e-007 4.7960e-006 1.5443e-005 7.0363e-005 3.0952e-004 1.0934e-003 3.3784e-003 9.1844e-003 2.0361e-002 3.4883e-002 4.2812e-002 3.1324e-002 6.8504e-003 2.7200e-003 2.4555e-002 2.2091e-002 2.0500e-004 1.8133e-002 1.7824e-002 1.3524e-003 2.3582e-002 4.4384e-004 2.0823e-002 2.3214e-009 1.2668e-002 3.3244e-002
          17 3.2464e-020 7.6120e-012 4.0518e-010 7.6673e-012 1.0976e-008 1.7758e-007 2.1938e-007 1.8636e-006 1.2915e-005 3.9066e-005 1.6485e-004 6.7102e-004 2.1572e-003 6.0096e-003 1.4482e-002 2.7707e-002 3.9197e-002 3.6366e-002 1.5379e-002 1.1107e-005 1.4420e-002 2.6771e-002 6.0389e-003 6.3663e-003 2.3675e-002 2.0490e-003 1.5217e-002 1.1165e-002 7.8340e-003 1.1570e-002 1.0065e-002 1.4429e-003 1.1920e-004
          18 1.8732e-019 3.1279e-011 1.4285e-009 2.7063e-011 3.4889e-008 5.1411e-007 6.0486e-007 4.9423e-006 3.1557e-005 8.9622e-005 3.5121e-004 1.3194e-003 3.8549e-003 9.6548e-003 2.0489e-002 3.3377e-002 3.7810e-002 2.4210e-002 3.3658e-003 4.7694e-003 2.3831e-002 1.5995e-002 9.6941e-005 1.8632e-002 1.2343e-002 2.8300e-003 2.0144e-002 6.9196e-005 1.8447e-002 1.0856e-004 1.5563e-002 3.6925e-003 6.4775e-003
          19 2.1751e-018 1.2206e-010 4.6432e-009 8.7718e-011 1.0243e-007 1.3759e-006 1.5389e-006 1.2116e-005 7.1356e-005 1.9014e-004 6.9340e-004 2.3975e-003 6.3533e-003 1.4247e-002 2.6391e-002 3.5904e-002 3.1006e-002 1.1267e-002 1.1112e-004 1.4909e-002 2.2964e-002 3.6521e-003 7.4065e-003 2.0295e-002 9.9428e-004 1.4411e-002 9.0508e-003 6.8510e-003 1.1423e-002 6.6856e-003 5.1634e-003 1.1217e-002 7.9539e-003
          20 1.0957e-016 5.1661e-010 1.3666e-008 2.6015e-010 2.7816e-007 3.4034e-006 3.6115e-006 2.7445e-005 1.4928e-004 3.7294e-004 1.2674e-003 4.0228e-003 9.6429e-003 1.9255e-002 3.0768e-002 3.3993e-002 2.0536e-002 2.3019e-003 5.1074e-003 2.1790e-002 1.3378e-002 2.2164e-004 1.7044e-002 1.0434e-002 2.6734e-003 1.7846e-002 1.5540e-004 1.6035e-002 7.9707e-004 1.4652e-002 2.4124e-004 7.3889e-003 2.0862e-003
          21 2.5224e-006 1.5937e-001 8.1580e-002 4.9963e-005 1.4105e-002 1.1638e-003 4.1698e-003 1.6047e-002 2.7088e-002 7.1295e-003 9.0632e-003 6.6056e-004 3.1405e-003 1.4022e-001 3.2262e-002 1.4125e-001 3.6091e-003 3.3892e-003 1.0789e-003 3.2337e-002 3.3919e-004 1.4845e-003 2.1943e-002 5.2408e-004 2.2705e-003 7.1105e-003 8.5549e-005 1.0396e-002 4.3434e-004 5.1821e-003 7.9876e-004 2.3558e-003 1.9847e-003
          22 4.3263e-016 1.0055e-009 4.1288e-008 7.2862e-010 6.9855e-007 7.8546e-006 7.9101e-006 5.8082e-005 2.9146e-004 6.8258e-004 2.1628e-003 6.2827e-003 1.3569e-002 2.3943e-002 3.2451e-002 2.7868e-002 9.8414e-003 1.3123e-004 1.3489e-002 2.0608e-002 3.3544e-003 6.3998e-003 1.8216e-002 1.1527e-003 1.2066e-002 9.2654e-003 4.5460e-003 1.2386e-002 3.1105e-003 9.3002e-003 7.3239e-003 4.3293e-004 8.1479e-003
          23 3.6486e-016 3.8784e-009 1.0814e-007 1.8821e-009 1.6657e-006 1.7097e-005 1.6278e-005 1.1568e-004 5.3656e-004 1.1760e-003 3.4744e-003 9.2082e-003 1.7829e-002 2.7521e-002 3.0902e-002 1.9162e-002 2.3600e-003 4.1833e-003 1.9391e-002 1.2932e-002 5.1446e-005 1.4559e-002 1.0640e-002 1.4734e-003 1.6231e-002 8.0250e-004 1.3079e-002 2.6812e-003 1.1565e-002 8.6760e-004 1.1411e-002 2.4077e-003 4.6271e-006
          24 1.1202e-015 1.2948e-008 2.7200e-007 4.5608e-009 3.7279e-006 3.5029e-005 3.1475e-005 2.1670e-004 9.2883e-004 1.9036e-003 5.2395e-003 1.2622e-002 2.1766e-002 2.8989e-002 2.6027e-002 1.0105e-002 1.1813e-005 1.1078e-002 1.9235e-002 4.2930e-003 4.3031e-003 1.6874e-002 2.2264e-003 8.7992e-003 1.0765e-002 1.8822e-003 1.3352e-002 5.1561e-004 1.2094e-002 1.9635e-003 5.8694e-003 7.7320e-003 3.6494e-004
          25 6.9266e-015 4.5690e-008 6.5695e-007 1.0427e-008 7.9052e-006 6.8331e-005 5.7748e-005 3.8545e-004 1.5265e-003 2.9217e-003 7.4799e-003 1.6302e-002 2.4823e-002 2.7980e-002 1.8966e-002 3.2272e-003 2.6281e-003 1.6647e-002 1.3654e-002 8.8349e-005 1.1316e-002 1.1941e-002 2.5872e-004 1.4219e-002 2.6255e-003 9.0695e-003 5.8973e-003 6.7995e-003 4.7604e-003 8.6865e-003 2.4599e-004 6.9861e-003 5.7644e-003
          26 1.3205e-013 2.4907e-007 1.5280e-006 2.2113e-008 1.5669e-005 1.2832e-004 1.0081e-004 6.5218e-004 2.3892e-003 4.2701e-003 1.0132e-002 1.9872e-002 2.6426e-002 2.4527e-002 1.1321e-002 1.2652e-004 8.1289e-003 1.8013e-002 6.2290e-003 1.9559e-003 1.5229e-002 4.4178e-003 4.9956e-003 1.2443e-002 1.3721e-004 1.2946e-002 2.5544e-004 1.1751e-002 3.2727e-005 1.0280e-002 2.1528e-003 1.9242e-003 3.0893e-003
          27 1.0881e-006 3.9244e-001 1.3493e-004 1.0319e-004 5.0844e-002 6.7391e-002 1.3602e-003 2.2572e-002 8.3875e-004 3.3529e-002 6.4302e-003 4.2978e-003 3.7908e-003 5.8952e-003 5.9787e-002 1.1514e-001 1.1378e-001 6.7596e-002 2.0993e-002 1.4623e-003 1.3994e-003 6.5591e-003 8.7448e-003 7.0011e-003 4.2534e-003 1.9812e-003 5.6357e-004 5.1210e-005 7.7928e-006 6.3983e-005 1.1631e-004 1.3111e-004 8.6359e-005
          28 1.9213e-012 1.2454e-007 3.5446e-006 5.4298e-008 3.5097e-005 2.1348e-004 1.6954e-004 1.0712e-003 3.5632e-003 5.8666e-003 1.3028e-002 2.2807e-002 2.6000e-002 1.9042e-002 4.8812e-003 1.0804e-003 1.3366e-002 1.4852e-002 9.8923e-004 7.4591e-003 1.3338e-002 1.6479e-004 1.1021e-002 5.7818e-003 4.4276e-003 9.5075e-003 2.0382e-003 9.2042e-003 2.9674e-003 5.0398e-003 7.2275e-003 1.1184e-004 1.8669e-003
          29 5.2052e-013 1.5883e-007 7.8518e-006 1.0026e-007 6.1376e-005 3.7393e-004 2.6968e-004 1.6490e-003 5.0751e-003 7.7914e-003 1.5891e-002 2.4637e-002 2.3658e-002 1.2763e-002 9.0291e-004 4.9404e-003 1.6195e-002 8.8733e-003 2.9185e-004 1.2393e-002 7.5537e-003 1.5787e-003 1.2828e-002 6.2056e-004 1.0010e-002 3.0385e-003 7.7607e-003 2.9153e-003 8.3853e-003 3.2168e-004 7.9395e-003 3.1739e-003 5.5751e-005
          30 9.0471e-013 8.7412e-007 1.7724e-005 1.9020e-007 1.0958e-004 6.1422e-004 4.1515e-004 2.4612e-003 6.9380e-003 9.8663e-003 1.8493e-002 2.5074e-002 1.9641e-002 6.8576e-003 8.6546e-005 9.8106e-003 1.5342e-002 3.2175e-003 3.6101e-003 1.3586e-002 2.0010e-003 6.5259e-003 9.3655e-003 8.0874e-004 1.1253e-002 1.3633e-006 1.0568e-002 1.2929e-006 9.3235e-003 1.3721e-003 3.8113e-003 6.0531e-003 1.1885e-003
          31 3.1802e-012 3.7483e-006 4.2331e-005 3.4545e-007 1.8763e-004 9.6714e-004 6.1765e-004 3.5414e-003 9.0642e-003 1.1910e-002 2.0454e-002 2.3821e-002 1.4513e-002 2.4297e-003 2.0596e-003 1.3641e-002 1.1380e-002 2.1991e-004 8.4554e-003 1.0563e-002 5.7572e-006 1.0723e-002 3.7626e-003 5.1503e-003 7.4005e-003 2.4165e-003 7.8055e-003 2.6965e-003 5.1356e-003 5.7731e-003 2.5177e-004 5.0092e-003 3.5408e-003
          32 2.5526e-011 2.3504e-005 1.2937e-004 5.6930e-007 2.9270e-004 1.4664e-003 9.0942e-004 4.9832e-003 1.1269e-002 1.3722e-002 2.1672e-002 2.0942e-002 9.1650e-003 2.2116e-004 5.7021e-003 1.5174e-002 6.0613e-003 6.2273e-004 1.2123e-002 5.3793e-003 2.0851e-003 1.1178e-002 2.6356e-004 9.4060e-003 2.2268e-003 6.9815e-003 2.7139e-003 7.2077e-003 7.6687e-004 7.8916e-003 9.9957e-004 1.6901e-003 2.8762e-003
          33 1.6009e-007 8.1248e-002 1.0090e-001 2.6252e-005 1.1464e-002 8.3473e-004 9.6246e-003 2.2225e-002 1.0643e-005 6.2941e-003 5.0025e-002 2.1007e-003 9.1965e-004 5.6428e-004 4.2863e-003 3.6751e-002 1.7824e-002 1.9213e-002 6.4908e-002 8.2657e-003 1.1198e-005 6.6344e-003 4.0932e-006 1.4813e-002 2.4337e-003 9.9955e-004 1.5463e-003 1.0220e-002 1.2773e-003 2.4152e-003 2.4484e-003 1.0611e-007 7.6962e-004
          34 2.8234e-007 1.4051e-001 1.6298e-001 7.4951e-005 3.3371e-002 1.5270e-003 5.3567e-003 4.1277e-003 4.0453e-002 9.9650e-003 3.0668e-003 2.4807e-002 5.2667e-003 4.0425e-003 5.7810e-003 3.8278e-003 6.4152e-002 8.3233e-002 2.4665e-002 3.3336e-002 1.6476e-002 1.5418e-003 2.1212e-003 1.7733e-005 4.6164e-003 1.4132e-002 1.9669e-003 3.9413e-004 1.8324e-004 3.5780e-003 1.9674e-003 2.9113e-006 6.3361e-004
          35 1.8082e-010 3.2327e-005 3.3148e-005 2.8725e-006 1.2836e-003 3.1209e-003 1.3940e-003 7.8998e-003 1.7260e-002 1.6234e-002 1.8801e-002 1.3158e-002 1.4636e-003 2.6097e-003 1.2451e-002 9.2793e-003 2.0275e-004 9.0390e-003 8.0665e-003 4.9233e-007 1.0161e-002 3.2503e-003 4.4713e-003 6.6577e-003 1.6390e-003 7.7867e-003 1.7143e-003 5.7638e-003 3.5161e-003 1.7687e-003 6.3050e-003 1.3637e-003 4.7695e-005
          36 1.5114e-010 3.6995e-006 2.3095e-004 4.8210e-006 2.0141e-003 4.2672e-003 1.8594e-003 1.0130e-002 1.9298e-002 1.6205e-002 1.6494e-002 8.4724e-003 4.7124e-005 5.8464e-003 1.3138e-002 5.2143e-003 5.0254e-004 1.1781e-002 4.1792e-003 1.3605e-003 1.0695e-002 3.0851e-004 7.9445e-003 2.5022e-003 5.3023e-003 3.5722e-003 5.4943e-003 1.7926e-003 6.5360e-003 5.6556e-008 4.8608e-003 3.7801e-003 4.5552e-004
          37 2.8383e-010 9.4587e-007 7.5858e-004 9.2149e-006 3.5314e-003 5.5859e-003 2.3332e-003 1.2559e-002 2.1227e-002 1.5225e-002 1.3028e-002 4.5745e-003 5.7504e-004 9.2167e-003 1.1603e-002 1.7326e-003 2.7457e-003 1.2574e-002 8.2448e-004 4.0962e-003 8.5301e-003 5.6149e-004 8.8791e-003 1.0688e-004 7.6957e-003 4.5844e-004 7.9728e-003 8.6274e-010 6.4760e-003 1.5403e-003 1.8007e-003 4.5876e-003 1.8101e-003
          38 1.0079e-009 4.3767e-005 2.8856e-003 2.1642e-005 7.3028e-003 6.6141e-003 2.7993e-003 1.5589e-002 2.3129e-002 1.2833e-002 8.6703e-003 1.9197e-003 2.9822e-003 1.1842e-002 8.0932e-003 5.4321e-005 5.1861e-003 1.1730e-002 2.9797e-004 5.4393e-003 5.3028e-003 3.9183e-003 6.5661e-003 8.9377e-004 6.8660e-003 3.1290e-004 7.3689e-003 1.7652e-003 3.4683e-003 4.2230e-003 3.9989e-005 3.1244e-003 2.6290e-003
          39 1.2299e-008 1.0853e-003 2.8106e-002 1.1164e-004 2.9400e-002 3.6242e-003 2.9569e-003 2.2513e-002 2.7137e-002 5.9767e-003 2.4350e-003 1.2342e-003 9.2339e-003 1.2949e-002 2.2653e-003 9.6560e-004 3.9615e-003 1.4292e-002 1.1015e-002 8.0010e-004 4.8437e-003 1.2052e-002 1.5371e-003 4.0962e-003 2.4923e-003 1.8069e-003 4.8299e-003 6.8076e-003 1.1773e-004 4.0615e-003 7.0973e-004 8.6111e-004 1.9716e-003
          40 1.7178e-007 1.7892e-002 3.1677e-001 7.5282e-004 1.4683e-001 2.6831e-002 2.2748e-005 1.3427e-002 7.4605e-003 1.5703e-002 1.2122e-002 1.0154e-002 1.2783e-002 4.0117e-004 1.0349e-002 1.2827e-003 1.0905e-002 2.9702e-002 8.2676e-002 6.5507e-002 2.5045e-002 1.8808e-002 8.3830e-003 3.0243e-004 4.4482e-003 1.4680e-003 1.0862e-003 4.9794e-003 6.9678e-003 2.3430e-003 5.7280e-005 4.1464e-005 4.9301e-006
          41 1.6365e-008 1.8695e-003 2.1596e-002 1.7701e-005 8.7789e-004 2.8377e-002 3.5551e-003 7.3975e-003 1.2119e-002 1.8242e-002 7.4403e-003 2.7143e-003 2.2372e-003 9.4477e-003 5.9851e-003 1.7248e-003 1.5579e-002 8.5964e-005 9.6370e-004 2.8106e-002 3.6288e-003 1.5923e-003 3.4002e-003 5.7196e-003 3.0676e-003 7.5055e-003 2.4060e-004 3.0475e-003 3.9398e-004 6.7753e-003 3.4597e-003 1.2544e-008 7.9921e-004
          42 4.8036e-009 5.4023e-004 2.7351e-003 1.7017e-006 3.0981e-003 2.7748e-002 3.9956e-003 1.1799e-002 1.4984e-002 1.1193e-002 2.0397e-003 4.2304e-003 5.8565e-003 8.8136e-003 1.2089e-003 5.4718e-003 1.1151e-002 2.0508e-004 1.0449e-003 1.3843e-002 5.4299e-003 3.3031e-003 1.6330e-004 7.9241e-003 1.1322e-004 8.1691e-003 2.4348e-004 4.1746e-003 6.7367e-004 3.0844e-003 5.3145e-003 9.6403e-004 4.1152e-005
          43 4.1345e-009 3.8711e-004 5.1645e-004 1.5186e-005 1.0479e-002 3.3985e-002 3.9761e-003 1.1439e-002 1.3275e-002 7.1812e-003 1.1754e-004 7.9286e-003 6.4501e-003 5.9562e-003 3.7589e-008 8.9466e-003 7.1501e-003 2.0640e-003 2.1599e-003 7.7849e-003 1.0816e-002 1.5052e-003 3.9904e-004 6.9649e-003 8.2623e-004 6.3984e-003 2.5692e-003 2.0920e-003 2.7001e-003 5.0731e-004 4.9521e-003 2.9647e-003 3.4120e-004
          44 5.7712e-009 3.9134e-004 2.8311e-007 4.5762e-005 2.5022e-002 4.4082e-002 3.3278e-003 8.0986e-003 9.8372e-003 3.8477e-003 7.3748e-004 1.2848e-002 4.4883e-003 2.6975e-003 1.0490e-003 1.1084e-002 2.7898e-003 6.6370e-003 1.2147e-003 3.8604e-003 1.7824e-002 9.9050e-006 1.5349e-003 4.0104e-003 3.7760e-003 2.8478e-003 6.0955e-003 8.5130e-005 3.4029e-003 1.3765e-004 2.6721e-003 4.1869e-003 1.5530e-003
          45 1.1177e-008 4.8478e-004 9.9975e-004 1.2105e-004 5.8590e-002 5.6732e-002 1.5825e-003 1.9846e-003 4.9685e-003 1.1652e-003 5.3366e-003 1.7505e-002 7.1005e-004 3.1107e-004 3.5931e-003 1.0104e-002 2.9864e-005 1.3291e-002 9.8495e-005 2.0319e-003 2.5001e-002 5.2381e-003 1.0202e-003 9.7043e-004 6.3711e-003 1.0701e-004 7.7121e-003 1.6718e-003 1.3395e-003 1.3371e-003 3.6629e-004 3.1624e-003 2.4909e-003
          46 2.2610e-008 5.6767e-004 5.8627e-003 2.6374e-004 1.1735e-001 5.4277e-002 2.9714e-005 2.8249e-003 3.9280e-004 2.7012e-007 1.3814e-002 1.4956e-002 3.1359e-003 4.6932e-004 4.3029e-003 4.0020e-003 3.1349e-003 1.5187e-002 9.1740e-003 2.5956e-003 2.5636e-002 2.5830e-002 5.7254e-004 1.6771e-005 4.2163e-003 1.6879e-003 3.6502e-003 7.7045e-003 5.0625e-004 9.2041e-004 2.9669e-004 5.0274e-004 1.4472e-003
          47 2.5318e-008 3.2746e-004 1.0793e-002 2.7715e-004 1.1486e-001 1.6012e-002 4.2955e-003 2.6141e-002 1.2494e-003 6.0571e-004 1.2352e-002 2.6092e-003 1.9032e-002 1.3787e-003 6.1204e-004 4.6132e-005 7.6859e-003 4.3205e-003 2.6589e-002 6.0358e-003 1.1010e-002 3.5507e-002 1.1198e-002 1.8310e-004 5.6120e-005 3.5412e-003 3.7033e-005 6.4954e-003 6.8682e-003 3.3911e-004 6.5915e-004 4.0250e-004 1.0894e-006
          48 1.5111e-008 6.8878e-005 8.7224e-003 1.3574e-004 5.1769e-002 7.8017e-005 9.1643e-003 3.9148e-002 2.5814e-003 3.8319e-004 3.4140e-003 7.5082e-004 2.3461e-002 2.1123e-004 8.4448e-004 2.7064e-003 4.0512e-003 1.2270e-004 2.3374e-002 1.0460e-002 1.6754e-003 1.7523e-002 2.0536e-002 1.7740e-004 1.5340e-003 8.6606e-004 2.6533e-003 6.6846e-004 7.8459e-003 4.1299e-003 4.1497e-006 9.2938e-004 6.3958e-004
          49 8.7306e-009 3.8550e-006 5.9042e-003 5.3354e-005 1.8085e-002 8.7974e-003 1.0464e-002 3.6449e-002 1.2209e-003 1.2699e-007 1.8781e-004 4.7194e-003 1.7717e-002 4.0761e-004 3.7508e-003 3.3540e-003 6.1890e-004 2.9782e-003 1.2722e-002 1.4806e-002 3.8426e-004 5.2664e-003 2.0352e-002 2.5943e-003 2.3359e-003 8.5466e-005 3.1546e-003 4.3481e-004 3.7152e-003 6.6902e-003 1.2795e-003 1.7092e-004 7.0642e-004
          50 6.1201e-009 2.7247e-006 4.2496e-003 1.9620e-005 5.4208e-003 2.1295e-002 1.0274e-002 2.9823e-002 4.0307e-005 4.4572e-004 2.2054e-004 7.2509e-003 1.1067e-002 2.9670e-003 5.5953e-003 1.9044e-003 8.3731e-005 5.0526e-003 4.9960e-003 1.8392e-002 8.5170e-004 1.0909e-003 1.6058e-002 7.2360e-003 1.0875e-003 1.4437e-003 1.4900e-003 2.2256e-003 6.5676e-004 6.1171e-003 3.7043e-003 1.8284e-004 1.7813e-004
