   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29
           0 9.8884e-001 1.0753e-002 3.9177e-004 1.7946e-005 5.8641e-007 2.4356e-007 7.6993e-007 1.1727e-007 1.2287e-008 3.2290e-010 2.9114e-008 3.7223e-008 8.9694e-009 9.0547e-012 6.2804e-010 2.8607e-010 1.2610e-010 3.6358e-010 9.9308e-010 1.4892e-009 1.4273e-009 1.0243e-009 6.1275e-010 3.1023e-010 1.2870e-010 4.0900e-011 8.5918e-012 8.1935e-013 4.6739e-015 5.0210e-015
           1 1.1098e-002 9.6338e-001 2.4581e-002 9.1756e-004 2.0045e-005 1.5863e-006 1.9896e-007 8.1806e-007 2.4837e-007 9.1398e-008 3.2156e-010 3.6543e-008 3.4981e-008 1.2249e-008 4.9651e-009 2.6791e-009 4.4696e-010 3.4634e-010 2.3284e-009 3.4354e-009 2.9250e-009 1.8878e-009 1.0637e-009 5.4663e-010 2.5985e-010 1.1624e-010 4.9684e-011 2.0174e-011 7.0661e-012 1.6862e-012
           2 2.5480e-006 2.5716e-002 9.2751e-001 4.4974e-002 1.7749e-003 1.6089e-005 4.1442e-006 2.8264e-008 7.1001e-007 3.1873e-007 2.4072e-007 2.3912e-008 1.0930e-008 1.7111e-008 1.2464e-008 1.5743e-008 1.5083e-008 6.2670e-009 4.6862e-010 3.7856e-010 1.3628e-009 1.5012e-009 1.1758e-009 7.9681e-010 5.0374e-010 3.0958e-010 1.8568e-010 1.0274e-010 4.4432e-011 1.1570e-011
           3 5.1909e-005 5.7475e-005 4.6883e-002 8.7779e-001 7.1860e-002 3.3440e-003 4.7586e-006 9.7748e-006 2.0257e-009 4.4216e-007 4.9429e-007 3.5651e-007 7.2373e-008 5.3502e-009 1.1561e-009 1.5773e-008 2.7187e-008 2.0654e-008 9.9682e-009 4.0456e-009 1.6794e-009 7.4650e-010 3.2774e-010 1.1895e-010 2.5142e-011 2.3746e-013 5.9563e-012 1.3023e-011 9.7223e-012 3.0311e-012
           4 1.1428e-005 6.3396e-005 5.3266e-004 7.4251e-002 8.1157e-001 1.0714e-001 6.3916e-003 5.5706e-006 2.2005e-005 2.4703e-008 2.4518e-007 4.9407e-007 4.9970e-007 1.3367e-007 3.8108e-008 6.0726e-009 3.8448e-009 1.9905e-008 2.0273e-008 1.2972e-008 7.9862e-009 5.5442e-009 4.2536e-009 3.3136e-009 2.4661e-009 1.7076e-009 1.0798e-009 5.9778e-010 2.5391e-010 6.5408e-011
           5 2.7473e-007 2.6403e-005 4.2029e-005 1.9559e-003 1.0935e-001 7.2241e-001 1.5340e-001 1.2607e-002 1.4347e-004 5.9003e-005 5.2796e-008 1.0212e-008 4.7808e-007 5.6450e-007 1.7715e-007 1.0814e-007 3.6224e-008 1.4696e-010 5.5991e-009 7.2604e-009 6.1943e-009 6.0274e-009 6.4886e-009 6.7734e-009 6.4154e-009 5.4189e-009 4.0293e-009 2.5194e-009 1.1520e-009 3.0547e-010
