   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42
          12 7.1890e-019 1.0983e-015 4.1313e-014 1.9159e-013 3.7580e-014 6.6040e-014 8.1468e-015 7.5211e-015 3.5211e-014 4.0455e-014 6.2772e-014 5.2606e-015 1.4755e-012 1.7458e-011 2.8291e-010 3.6534e-009 3.6604e-008 3.5808e-007 2.6608e-006 1.8264e-005 1.0094e-004 5.0053e-004 2.0516e-003 6.9949e-003 1.9408e-002 4.2494e-002 6.9457e-002 7.6594e-002 4.3993e-002 3.1440e-003 1.6634e-002 5.3529e-002 2.3521e-002 4.5223e-003 4.8113e-002 1.0649e-002 2.5693e-002 2.5121e-002 2.2708e-002 2.1212e-002 6.0495e-004 2.0404e-002 8.7045e-003
          13 6.9405e-029 4.1169e-026 1.1760e-024 2.7871e-024 7.3520e-024 2.8787e-022 9.0539e-021 1.5138e-019 5.4884e-018 1.3804e-016 4.9731e-015 7.4437e-014 1.6674e-012 2.4595e-011 3.6879e-010 4.6523e-009 4.5322e-008 4.2747e-007 3.0879e-006 2.0420e-005 1.0933e-004 5.1978e-004 2.0403e-003 6.6240e-003 1.7361e-002 3.5461e-002 5.2930e-002 5.0904e-002 2.1990e-002 2.1733e-005 2.0394e-002 3.7275e-002 7.3527e-003 1.1010e-002 3.3242e-002 8.8026e-004 2.7757e-002 6.7899e-003 2.3690e-002 1.3197e-007 8.5416e-002 4.6547e-002 5.4207e-003
          14 3.3015e-028 5.4018e-026 6.0880e-025 1.0061e-024 1.7728e-022 2.8457e-021 8.3455e-020 1.3113e-018 4.2737e-017 1.0012e-015 3.2516e-014 4.6682e-013 9.5643e-012 1.3208e-010 1.8159e-009 2.0941e-008 1.8908e-007 1.6082e-006 1.0705e-005 6.3707e-005 3.1067e-004 1.3093e-003 4.5285e-003 1.2719e-002 2.8074e-002 4.6182e-002 5.1065e-002 2.9302e-002 2.0789e-003 1.0971e-002 3.4953e-002 1.5247e-002 2.7931e-003 3.0657e-002 7.9602e-003 1.3871e-002 2.0240e-002 6.7947e-003 1.6532e-002 1.1568e-002 1.3560e-002 1.3543e-001 1.5232e-002
          15 3.8142e-027 2.9690e-025 4.9227e-025 8.5925e-023 2.5868e-021 2.7842e-020 6.6253e-019 9.8120e-018 2.8752e-016 6.2631e-015 1.8366e-013 2.5264e-012 4.7419e-011 6.1324e-010 7.7430e-009 8.1782e-008 6.8447e-007 5.2679e-006 3.2277e-005 1.7324e-004 7.6659e-004 2.8639e-003 8.6914e-003 2.0947e-002 3.8308e-002 4.8978e-002 3.6420e-002 7.8602e-003 3.3072e-003 2.8266e-002 2.3790e-002 4.6821e-005 2.1832e-002 1.8420e-002 2.4419e-003 2.6453e-002 1.2363e-004 2.4186e-002 9.1319e-005 1.7862e-002 2.7356e-004 1.1743e-001 2.8221e-003
          16 5.9343e-026 2.3972e-024 6.3430e-024 2.7604e-021 4.0319e-020 2.6000e-019 4.6768e-018 6.5702e-017 1.7251e-015 3.4881e-014 9.2451e-013 1.2170e-011 2.0952e-010 2.5376e-009 2.9463e-008 2.8548e-007 2.2144e-006 1.5464e-005 8.7078e-005 4.2207e-004 1.6878e-003 5.5803e-003 1.4765e-002 3.0169e-002 4.4597e-002 4.1721e-002 1.6739e-002 1.7161e-005 1.8173e-002 2.9264e-002 4.4895e-003 1.0025e-002 2.5519e-002 6.9998e-004 2.0168e-002 8.8620e-003 1.2475e-002 9.5313e-003 1.4621e-002 2.8867e-004 2.5156e-002 4.3195e-002 2.1730e-003
          17 2.0270e-024 3.5231e-023 2.1453e-021 1.6067e-019 1.1731e-018 2.6541e-018 2.7629e-017 3.9744e-016 9.2426e-015 1.7297e-013 4.1524e-012 5.2239e-011 8.2623e-010 9.3742e-009 1.0025e-007 8.9278e-007 6.4183e-006 4.0785e-005 2.1082e-004 9.2359e-004 3.3251e-003 9.7038e-003 2.2209e-002 3.7859e-002 4.3592e-002 2.6684e-002 2.6550e-003 7.5525e-003 2.8209e-002 1.4152e-002 1.2997e-003 2.3654e-002 9.0382e-003 7.1966e-003 2.0307e-002 6.6170e-004 2.0739e-002 5.9565e-004 1.5388e-002 7.3021e-003 9.1225e-004 9.2341e-002 4.0641e-004
          18 2.3776e-012 1.5058e-011 6.2809e-009 2.6786e-007 1.0759e-006 1.4053e-007 2.8751e-007 7.5536e-008 7.6555e-009 1.0845e-007 1.7680e-007 1.8562e-007 9.6020e-008 2.0388e-007 9.7129e-008 2.8515e-006 1.5202e-005 9.7812e-005 4.6869e-004 1.9375e-003 6.4944e-003 1.7476e-002 3.6247e-002 5.4408e-002 5.1833e-002 2.1517e-002 9.6270e-008 2.1301e-002 3.5694e-002 5.9801e-003 1.1253e-002 3.0980e-002 1.3301e-003 2.2548e-002 1.3170e-002 1.1201e-002 1.6815e-002 1.1018e-002 7.5553e-003 1.7467e-002 8.0348e-003 1.5898e-002 1.0828e-003
          19 2.5510e-023 4.3654e-023 1.1112e-019 3.6127e-018 8.9633e-018 5.4497e-018 2.5371e-016 2.0210e-015 4.4798e-014 7.8235e-013 1.6917e-011 2.0346e-010 2.9587e-009 3.1451e-008 3.1018e-007 2.5428e-006 1.6939e-005 9.8147e-005 4.6496e-004 1.8407e-003 5.9397e-003 1.5226e-002 2.9805e-002 4.1384e-002 3.4873e-002 1.0717e-002 8.2086e-004 2.0290e-002 2.3285e-002 1.1747e-003 1.3503e-002 1.9521e-002 3.8698e-005 2.0303e-002 4.2312e-003 1.3832e-002 6.5385e-003 1.3365e-002 1.4153e-003 1.3682e-002 1.9253e-003 6.2677e-002 8.2107e-003
          20 4.4079e-024 1.2401e-022 9.9122e-020 1.5718e-018 1.4591e-020 8.6097e-017 1.1964e-015 1.0386e-014 2.0036e-013 3.2176e-012 6.3186e-011 7.2411e-010 9.7004e-009 9.6621e-008 8.8012e-007 6.6525e-006 4.1064e-005 2.1737e-004 9.4241e-004 3.3688e-003 9.6993e-003 2.1698e-002 3.5791e-002 3.9078e-002 2.1485e-002 1.1370e-003 9.2947e-003 2.5838e-002 9.5774e-003 2.8279e-003 2.2001e-002 5.2335e-003 9.0468e-003 1.6073e-002 1.4674e-003 1.8015e-002 5.8047e-004 1.5119e-002 4.2480e-003 3.4885e-003 1.3031e-002 1.9872e-002 2.6623e-002
          21 1.1900e-025 2.1434e-021 3.8647e-019 2.5205e-018 1.6686e-017 7.4281e-016 6.2933e-015 4.7784e-014 8.2503e-013 1.2180e-011 2.1683e-010 2.3657e-009 2.9225e-008 2.7278e-007 2.2979e-006 1.6036e-005 9.1694e-005 4.4399e-004 1.7583e-003 5.6652e-003 1.4472e-002 2.7987e-002 3.8077e-002 3.0862e-002 8.4699e-003 1.2693e-003 1.9574e-002 1.9765e-002 4.7321e-004 1.3658e-002 1.6130e-002 2.7100e-004 1.8564e-002 2.9940e-003 1.2753e-002 6.0535e-003 1.1012e-002 3.0558e-003 1.3375e-002 9.7943e-004 1.1836e-003 5.2996e-002 1.7330e-002
          22 4.6895e-023 3.0369e-020 2.5608e-018 3.0399e-018 4.4609e-016 7.1585e-015 3.3795e-014 2.0199e-013 3.1907e-012 4.3041e-011 6.9437e-010 7.2038e-009 8.2146e-008 7.1861e-007 5.6050e-006 3.6161e-005 1.9146e-004 8.4870e-004 3.0640e-003 8.8737e-003 1.9978e-002 3.2972e-002 3.5867e-002 1.9459e-002 9.2516e-004 8.8086e-003 2.3484e-002 8.2034e-003 2.8785e-003 1.9891e-002 4.3516e-003 8.4003e-003 1.4330e-002 1.1928e-003 1.6396e-002 1.5124e-004 1.4882e-002 1.3856e-003 8.3731e-003 8.5528e-003 2.3171e-004 1.8535e-002 4.2151e-002
          23 2.4797e-021 8.4517e-019 3.9684e-017 1.8000e-017 1.6468e-014 1.2853e-013 2.1513e-013 7.0825e-013 1.1768e-011 1.4170e-010 2.0669e-009 2.0399e-008 2.1476e-007 1.7614e-006 1.2734e-005 7.6034e-005 3.7263e-004 1.5126e-003 4.9665e-003 1.2881e-002 2.5350e-002 3.5077e-002 2.9070e-002 8.4279e-003 9.3280e-004 1.7499e-002 1.8446e-002 5.8174e-004 1.1946e-002 1.5055e-002 1.2478e-004 1.6489e-002 3.4397e-003 1.0359e-002 7.1620e-003 7.8249e-003 5.6801e-003 1.0204e-002 3.2254e-004 8.8354e-003 6.5359e-003 8.8593e-003 5.0967e-002
          24 1.2179e-009 4.4589e-007 1.3662e-005 7.9106e-005 9.7457e-003 4.2753e-002 5.8393e-003 8.0454e-003 3.2395e-003 1.8322e-005 2.3992e-003 4.9665e-003 5.6111e-003 4.2405e-003 3.7057e-003 9.6784e-004 3.5466e-003 7.9796e-004 1.1765e-002 1.6593e-002 3.8401e-002 3.9690e-002 2.8471e-002 3.0408e-003 5.7755e-003 2.6191e-002 1.3731e-002 7.8720e-004 2.0962e-002 9.2982e-003 4.8628e-003 1.9388e-002 1.9518e-006 1.8368e-002 1.1049e-003 1.6374e-002 3.9779e-004 1.5281e-002 2.0081e-003 4.3240e-003 9.2029e-003 6.4174e-005 6.5686e-003
          25 7.7904e-020 3.2328e-017 8.4066e-016 8.5048e-015 7.2521e-013 2.4953e-012 1.7869e-014 7.2568e-012 3.2306e-011 4.3789e-010 5.8913e-009 5.3931e-008 5.2993e-007 4.0605e-006 2.7266e-005 1.5073e-004 6.8332e-004 2.5390e-003 7.5594e-003 1.7467e-002 2.9723e-002 3.3610e-002 1.9530e-002 1.4329e-003 6.8796e-003 2.1423e-002 8.7896e-003 1.8149e-003 1.7826e-002 5.1421e-003 6.2153e-003 1.4167e-002 3.5877e-004 1.5190e-002 7.9759e-005 1.3936e-002 1.2257e-005 1.1596e-002 3.4000e-003 1.8018e-003 5.4088e-003 2.6025e-002 3.9626e-002
          26 4.2296e-021 7.0869e-018 8.5760e-017 5.0407e-015 1.6304e-013 1.3568e-013 2.0513e-012 1.7334e-011 1.1729e-010 1.2922e-009 1.5554e-008 1.3603e-007 1.2319e-006 8.8569e-006 5.5209e-005 2.8289e-004 1.1852e-003 4.0281e-003 1.0838e-002 2.2167e-002 3.2162e-002 2.8619e-002 9.9001e-003 2.7065e-004 1.4485e-002 1.8410e-002 1.3726e-003 9.0743e-003 1.5280e-002 2.7408e-005 1.3927e-002 5.1656e-003 7.0236e-003 9.3079e-003 4.1313e-003 8.9033e-003 5.4986e-003 3.8420e-003 9.7147e-003 7.1647e-004 1.6395e-003 1.8713e-003 7.0761e-002
          27 5.7173e-021 1.2506e-017 3.9012e-017 1.6548e-014 2.5518e-013 1.3825e-014 1.2827e-011 6.2977e-011 3.6045e-010 3.6164e-009 3.9165e-008 3.2296e-007 2.7100e-006 1.8246e-005 1.0571e-004 5.0213e-004 1.9423e-003 6.0284e-003 1.4595e-002 2.6201e-002 3.1788e-002 2.0952e-002 2.8022e-003 4.2484e-003 1.9158e-002 1.0709e-002 5.1435e-004 1.5346e-002 7.2216e-003 3.3438e-003 1.4471e-002 3.2622e-005 1.3317e-002 1.3481e-003 1.1415e-002 1.1278e-003 1.1394e-002 6.9389e-005 7.7619e-003 5.8385e-003 3.6135e-004 7.3593e-003 5.3749e-002
          28 3.3674e-019 4.4866e-017 9.6616e-019 9.0178e-014 6.4603e-013 2.4179e-012 8.6297e-011 2.4974e-010 1.0335e-009 9.7780e-009 9.4478e-008 7.3124e-007 5.6961e-006 3.5874e-005 1.9331e-004 8.5115e-004 3.0357e-003 8.5851e-003 1.8606e-002 2.8993e-002 2.8611e-002 1.2536e-002 2.0903e-005 1.0658e-002 1.8573e-002 3.2362e-003 5.5058e-003 1.5625e-002 8.7192e-004 1.0375e-002 7.9559e-003 3.2925e-003 1.1542e-002 9.8028e-004 1.1401e-002 1.2764e-003 8.5838e-003 4.8283e-003 1.4755e-003 7.4320e-003 3.5225e-003 6.9981e-003 5.5842e-002
          29 1.0083e-017 3.8900e-016 1.9657e-015 1.0077e-012 2.5754e-012 7.4789e-011 9.6729e-010 1.2565e-009 2.5188e-009 2.6247e-008 2.1834e-007 1.5755e-006 1.1455e-005 6.7260e-005 3.3765e-004 1.3771e-003 4.5227e-003 1.1620e-002 2.2401e-002 2.9866e-002 2.3005e-002 5.3225e-003 1.6942e-003 1.6082e-002 1.3336e-002 1.8176e-005 1.1862e-002 1.0145e-002 8.3127e-004 1.3889e-002 1.3223e-003 9.8950e-003 4.4407e-003 7.0661e-003 4.7491e-003 7.4858e-003 1.8481e-003 9.4580e-003 5.7374e-004 3.1983e-003 5.1089e-003 1.2025e-005 7.0633e-002
          30 1.0329e-008 2.1129e-007 3.8857e-006 6.0256e-004 2.2209e-004 7.8943e-002 4.9278e-001 9.9049e-002 5.8894e-002 3.5046e-002 1.6552e-005 1.6629e-002 4.1214e-002 4.9962e-002 4.3405e-002 3.3022e-002 1.9799e-002 1.4082e-002 5.7882e-003 5.0643e-003 1.4679e-003 1.1629e-003 7.3185e-004 8.2736e-005 2.4808e-004 1.0435e-004 7.8007e-007 5.0722e-005 4.4133e-005 1.3985e-005 1.0921e-007 4.6298e-005 5.3867e-010 2.6556e-005 1.1537e-006 3.1998e-005 9.4307e-007 1.9919e-005 1.2944e-005 2.4439e-007 8.1703e-006 1.3589e-006 2.4424e-005
          31 1.2824e-014 2.5552e-013 4.9783e-012 7.2983e-010 2.1609e-010 9.8432e-008 5.8744e-007 9.2178e-008 1.3623e-007 1.2727e-009 4.9157e-007 3.8241e-006 1.9815e-005 1.2640e-004 5.5180e-004 2.1474e-003 6.3946e-003 1.4966e-002 2.5369e-002 2.8434e-002 1.5962e-002 9.3923e-004 6.4061e-003 1.7922e-002 6.4013e-003 2.0882e-003 1.4868e-002 3.3634e-003 5.9399e-003 1.0936e-002 4.9975e-004 1.2296e-002 7.5412e-005 1.1288e-002 1.0645e-004 1.0515e-002 3.7304e-004 7.1292e-003 5.1314e-003 2.3007e-005 2.5646e-003 7.3387e-003 4.4387e-002
          32 1.5486e-016 2.4580e-015 1.0361e-013 6.7042e-012 2.3259e-012 1.3838e-009 3.5402e-009 2.4308e-009 3.9550e-008 1.2440e-007 1.0469e-006 6.6384e-006 4.0106e-005 2.0965e-004 9.0215e-004 3.1676e-003 8.7433e-003 1.8336e-002 2.7217e-002 2.4850e-002 9.0316e-003 1.3458e-004 1.1819e-002 1.5615e-002 1.2877e-003 7.3108e-003 1.2785e-002 4.6622e-005 1.1231e-002 4.6404e-003 5.1351e-003 8.4400e-003 2.2908e-003 8.9265e-003 2.2626e-003 6.7822e-003 4.9342e-003 1.6558e-003 7.7117e-003 2.0188e-003 9.8130e-005 3.4402e-005 6.1262e-002
          33 1.2395e-016 2.5016e-015 1.7924e-013 5.8127e-012 2.1303e-011 1.6846e-009 1.1789e-009 1.8089e-008 1.0328e-007 2.9752e-007 2.1943e-006 1.2737e-005 7.1481e-005 3.4844e-004 1.3935e-003 4.5244e-003 1.1411e-002 2.1439e-002 2.7416e-002 1.9613e-002 3.5286e-003 2.5407e-003 1.5604e-002 1.0389e-002 1.0877e-004 1.2074e-002 7.3071e-003 1.8046e-003 1.2381e-002 3.5058e-004 1.0107e-002 2.5282e-003 7.6557e-003 3.1014e-003 7.5264e-003 1.3327e-003 8.7299e-003 2.1611e-004 4.9080e-003 5.4078e-003 9.6072e-004 5.6989e-004 4.6940e-002
          34 8.3986e-017 5.4306e-015 6.0886e-013 1.0013e-011 1.3167e-010 3.9236e-009 5.8166e-012 1.0190e-007 3.1423e-007 6.5681e-007 4.5186e-006 2.3666e-005 1.2239e-004 5.5868e-004 2.0680e-003 6.2101e-003 1.4248e-002 2.3822e-002 2.5765e-002 1.3539e-002 4.7394e-004 6.8450e-003 1.6281e-002 4.6611e-003 2.7690e-003 1.3517e-002 2.0458e-003 6.5588e-003 8.8176e-003 1.0038e-003 1.0832e-002 1.6315e-006 1.0249e-002 1.3140e-005 9.4823e-003 3.1576e-004 7.0804e-003 3.7448e-003 8.0692e-004 5.3301e-003 3.3406e-003 2.3607e-003 3.8664e-002
          35 1.1729e-016 2.1457e-014 3.9639e-012 3.0707e-011 1.1662e-009 1.6431e-008 1.3526e-008 7.9051e-007 1.2360e-006 1.2856e-006 9.5072e-006 4.2799e-005 2.0196e-004 8.7219e-004 2.9593e-003 8.2450e-003 1.7083e-002 2.5236e-002 2.2481e-002 7.7456e-003 2.3312e-004 1.1305e-002 1.3811e-002 8.2437e-004 7.3112e-003 1.1088e-002 5.0566e-010 1.0571e-002 3.5318e-003 5.2411e-003 7.0637e-003 2.4330e-003 7.7869e-003 2.1253e-003 6.3138e-003 3.9859e-003 2.3960e-003 7.1227e-003 4.0790e-004 2.1989e-003 3.8189e-003 6.2035e-004 4.7755e-002
          36 1.4079e-013 5.7321e-013 2.2277e-010 6.6200e-010 7.8228e-008 5.3478e-007 2.5708e-006 4.3401e-005 2.3259e-005 1.7873e-007 3.2213e-005 7.5084e-005 2.9755e-004 1.4126e-003 3.9192e-003 1.0851e-002 1.9329e-002 2.5699e-002 1.7742e-002 3.2515e-003 2.4717e-003 1.4234e-002 9.3341e-003 1.4631e-004 1.1107e-002 6.3899e-003 1.8205e-003 1.1132e-002 2.5087e-004 9.2230e-003 2.2022e-003 6.8893e-003 2.9466e-003 6.5133e-003 1.6645e-003 7.6333e-003 1.5224e-006 6.3156e-003 3.4845e-003 4.4197e-005 1.9298e-003 2.7938e-003 2.5896e-002
          37 2.4952e-009 5.2392e-009 2.6799e-006 5.8445e-006 9.7219e-004 5.4637e-003 3.7454e-002 5.0562e-001 1.7493e-001 3.1169e-002 3.5675e-002 1.2565e-005 1.1679e-002 3.3992e-002 4.1781e-002 3.9700e-002 3.0428e-002 2.0372e-002 1.3474e-002 7.5067e-003 4.4623e-003 2.5034e-003 1.2022e-003 7.2846e-004 3.8445e-004 1.5039e-004 1.0066e-004 6.4630e-005 1.6828e-005 8.3332e-006 1.3026e-005 4.9833e-006 4.3557e-008 2.4620e-007 2.7084e-006 1.3709e-006 6.4398e-008 5.0401e-007 6.0505e-010 4.7427e-007 6.5717e-007 4.6045e-007 2.7552e-006
          38 1.4814e-013 3.4994e-014 6.6947e-011 4.1372e-011 2.6210e-008 7.7478e-008 1.4377e-006 1.0835e-005 1.4052e-007 1.5695e-005 2.0012e-005 1.3088e-004 5.4636e-004 1.7927e-003 5.7432e-003 1.2656e-002 2.2100e-002 2.3698e-002 1.3002e-002 5.0782e-004 5.9804e-003 1.4979e-002 4.4186e-003 2.3728e-003 1.2343e-002 1.9714e-003 5.7884e-003 8.1532e-003 7.9611e-004 9.8533e-003 4.6670e-006 9.2206e-003 8.8387e-005 8.6148e-003 3.9344e-005 7.3600e-003 1.9177e-003 2.5822e-003 5.8935e-003 1.0985e-003 1.6946e-004 2.0813e-004 3.5159e-002
