   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29
           0 8.5839e-001 1.3585e-001 5.6861e-003 7.6497e-005 2.9602e-007 4.3675e-009 2.8922e-009 1.9627e-008 7.8197e-009 3.2536e-011 6.7634e-010 3.2831e-009 3.7400e-009 2.7504e-011 1.6504e-009 6.7545e-010 4.2468e-012 1.2932e-011 3.7640e-011 3.0180e-010 4.8279e-010 4.0035e-010 2.2667e-010 1.0252e-010 4.1951e-011 2.0487e-011 1.5138e-011 1.0730e-011 7.1118e-012 4.4292e-012
           1 1.2396e-001 6.0750e-001 2.5030e-001 1.7883e-002 3.5639e-004 2.2124e-006 1.6967e-009 2.1916e-011 1.2335e-010 1.0900e-008 5.8661e-012 1.2103e-009 2.1049e-009 7.4762e-011 1.0515e-009 3.0372e-010 5.7268e-011 2.3994e-010 6.8602e-010 7.8825e-010 4.7440e-010 1.7332e-010 4.1559e-011 7.1474e-012 1.0832e-012 2.1918e-013 5.7658e-014 7.5745e-015 2.0455e-018 1.6890e-015
           2 1.5318e-002 2.0670e-001 3.9957e-001 3.4015e-001 3.7222e-002 1.0375e-003 8.1861e-006 1.5335e-008 3.2246e-009 1.3712e-009 3.2594e-008 2.4550e-009 1.4486e-011 2.9141e-009 9.0165e-010 4.6438e-009 7.4739e-010 9.3273e-011 4.6070e-011 1.9319e-010 7.4089e-010 7.6693e-010 4.5464e-010 2.0282e-010 8.1080e-011 3.8948e-011 2.8398e-011 1.9889e-011 1.3057e-011 8.0755e-012
           3 1.9988e-003 4.0916e-002 2.5132e-001 2.3652e-001 4.0292e-001 6.3855e-002 2.4445e-003 2.6371e-005 2.1124e-007 2.0129e-010 2.9209e-010 1.0143e-008 3.4762e-009 6.8959e-010 1.8119e-010 2.9784e-009 1.8624e-009 4.3448e-012 4.4724e-011 7.3205e-011 4.4282e-010 4.9309e-010 2.8760e-010 1.2293e-010 4.7321e-011 2.2194e-011 1.5884e-011 1.0944e-011 7.0907e-012 4.3445e-012
           4 2.8500e-004 7.3505e-003 7.1398e-002 2.6172e-001 1.1761e-001 4.3825e-001 9.8214e-002 5.0973e-003 8.0429e-005 9.8846e-007 1.6206e-008 2.6755e-009 8.2855e-009 1.1887e-008 2.0747e-009 1.0660e-009 3.8226e-009 2.2763e-009 4.3097e-011 4.2310e-010 9.3951e-012 2.0125e-010 3.8843e-010 2.9641e-010 1.5567e-010 8.5704e-011 6.8651e-011 5.1886e-011 3.6060e-011 2.3193e-011
           5 4.7256e-005 1.3391e-003 1.6696e-002 1.0170e-001 2.4406e-001 4.0809e-002 4.4439e-001 1.4082e-001 9.9117e-003 2.3490e-004 4.7046e-006 1.9027e-007 1.0028e-011 1.0603e-008 3.2831e-008 5.7119e-009 3.7607e-009 4.7756e-009 2.9809e-009 1.8302e-010 1.2473e-009 3.6792e-010 1.0995e-014 6.9508e-011 7.9017e-011 5.7769e-011 5.4814e-011 4.6915e-011 3.5552e-011 2.4193e-011
           6 8.3171e-006 2.6823e-004 3.7922e-003 3.0154e-002 1.2711e-001 2.0461e-001 4.1278e-003 4.1905e-001 1.9147e-001 1.8658e-002 6.9387e-004 2.5958e-005 1.9312e-006 7.5056e-008 1.1926e-008 6.5209e-008 1.2206e-008 3.3056e-009 6.6678e-009 2.1075e-009 6.7359e-010 1.9266e-009 8.3059e-010 1.6442e-010 2.2552e-011 3.4666e-012 4.2956e-013 1.7516e-014 2.9484e-013 4.5038e-013
           7 1.5259e-006 5.7096e-005 9.0818e-004 8.3299e-003 4.6855e-002 1.4265e-001 1.4999e-001 4.8439e-003 3.5953e-001 2.4909e-001 3.5339e-002 2.2423e-003 1.6184e-004 1.7423e-005 1.0634e-006 1.0326e-009 4.0679e-008 3.3260e-009 8.9395e-010 1.3300e-009 3.1929e-010 1.0323e-009 3.5990e-010 4.3925e-011 1.6320e-012 9.0913e-014 1.0287e-012 1.9326e-012 2.1552e-012 1.8064e-012
           8 3.4629e-007 1.3109e-005 2.3127e-004 2.3499e-003 1.5430e-002 6.4354e-002 1.4265e-001 8.7417e-002 3.9685e-002 2.6017e-001 3.0807e-001 7.0035e-002 8.3519e-003 1.0943e-003 1.4564e-004 7.7629e-006 5.6668e-008 1.2403e-007 1.1179e-010 3.9081e-009 9.3275e-010 1.1406e-009 1.9120e-009 8.6482e-010 2.8504e-010 1.1545e-010 7.2078e-011 4.3310e-011 2.4867e-011 1.3874e-011
           9 9.4526e-008 3.6014e-006 6.4271e-005 6.9583e-004 5.0601e-003 2.4978e-002 7.7961e-002 1.2006e-001 2.8340e-002 1.0151e-001 1.1963e-001 3.3633e-001 1.4270e-001 3.4015e-002 7.4107e-003 1.1665e-003 5.3355e-005 1.0783e-006 2.8752e-007 4.7138e-008 5.3519e-008 6.1977e-009 1.9220e-009 4.9762e-009 3.2844e-009 1.9185e-009 1.5739e-009 1.2021e-009 8.3817e-010 5.3915e-010
