   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29
          10 2.5836e-008 1.2238e-006 2.1017e-005 2.3171e-004 1.7946e-003 9.8069e-003 3.6633e-002 8.2536e-002 7.4980e-002 7.4991e-009 1.5606e-001 5.4275e-003 2.4485e-001 2.3662e-001 1.0957e-001 3.5244e-002 6.0399e-003 1.9306e-004 1.3221e-005 1.0604e-007 3.1055e-007 2.2207e-007 7.7981e-008 2.1075e-008 6.0512e-009 2.4275e-009 1.5568e-009 9.8098e-010 5.9453e-010 3.4799e-010
          11 7.4059e-009 5.3122e-007 9.0225e-006 9.9753e-005 7.9634e-004 4.6684e-003 1.9518e-002 5.4128e-002 8.0822e-002 2.7747e-002 3.4744e-002 1.3454e-001 5.1304e-002 6.7039e-002 2.3128e-001 1.9608e-001 8.3133e-002 1.3851e-002 1.4260e-004 7.7032e-005 1.9369e-006 9.1072e-008 4.0397e-007 2.7928e-007 1.2796e-007 6.4609e-008 4.8476e-008 3.4650e-008 2.3066e-008 1.4395e-008
          12 2.0618e-009 2.3963e-007 4.2250e-006 4.7269e-005 3.8295e-004 2.3619e-003 1.0756e-002 3.4415e-002 6.8690e-002 5.9110e-002 3.0414e-004 1.0613e-001 3.4995e-002 1.4671e-001 4.4644e-005 1.4105e-001 2.4200e-001 1.3354e-001 1.9295e-002 2.0354e-005 1.4055e-004 3.5049e-005 6.2263e-006 8.9484e-007 1.2464e-007 2.5101e-008 7.1060e-009 1.2923e-009 6.6265e-011 2.4190e-011
          13 8.7844e-010 1.0655e-007 1.9908e-006 2.2855e-005 1.8825e-004 1.1986e-003 5.8179e-003 2.0696e-002 4.9944e-002 6.6840e-002 2.2468e-002 2.2588e-002 1.1843e-001 3.9313e-003 1.2312e-001 3.7539e-002 6.0636e-002 2.6536e-001 1.8230e-001 1.7637e-002 1.1114e-003 1.5911e-005 5.3788e-005 2.9268e-005 1.2202e-005 5.9350e-006 4.3567e-006 3.0662e-006 2.0200e-006 1.2524e-006
          14 9.2161e-010 5.0970e-008 9.5828e-007 1.1274e-005 9.5520e-005 6.2024e-004 3.1496e-003 1.2137e-002 3.3478e-002 5.8410e-002 4.4954e-002 1.8013e-004 7.8268e-002 4.7979e-002 6.1860e-002 4.2945e-002 8.1492e-002 1.6791e-002 2.8377e-001 2.2154e-001 7.6509e-003 4.0147e-003 4.5098e-004 2.9513e-005 8.9794e-007 1.7286e-008 3.0536e-007 5.6221e-007 6.0359e-007 4.9089e-007
          15 1.4311e-009 2.8919e-008 4.8508e-007 5.7090e-006 5.0069e-005 3.3082e-004 1.7345e-003 7.0890e-003 2.1574e-002 4.4914e-002 5.1858e-002 1.4206e-002 1.9403e-002 9.2873e-002 2.1714e-004 9.2924e-002 1.4120e-003 8.8895e-002 2.2587e-003 3.1963e-001 2.3330e-001 1.9495e-004 3.1401e-003 1.7258e-003 6.5757e-004 3.0126e-004 2.1127e-004 1.4298e-004 9.1374e-005 5.5455e-005
          16 1.9975e-009 1.9605e-008 2.6162e-007 2.9716e-006 2.6780e-005 1.8071e-004 9.7161e-004 4.1431e-003 1.3565e-002 3.1995e-002 4.7267e-002 2.9432e-002 1.6212e-004 6.3053e-002 3.9846e-002 2.6453e-002 5.9227e-002 9.8581e-003 6.7824e-002 1.9522e-004 3.9608e-001 1.8097e-001 2.2703e-002 9.3160e-004 2.0433e-007 2.8881e-005 5.8832e-005 7.0282e-005 6.2874e-005 4.6643e-005
          17 2.2645e-009 1.4794e-008 1.5132e-007 1.6140e-006 1.4682e-005 1.0150e-004 5.5786e-004 2.4544e-003 8.4795e-003 2.1887e-002 3.8144e-002 3.5285e-002 5.0688e-003 2.2800e-002 6.5484e-002 4.5025e-004 5.8356e-002 1.3865e-002 3.1348e-002 3.9756e-002 1.8160e-003 5.1833e-001 5.1701e-002 4.1471e-002 1.4771e-002 6.3146e-003 4.1732e-003 2.6740e-003 1.6341e-003 9.6000e-004
          18 2.1363e-009 1.1364e-008 9.2251e-008 9.1825e-007 8.2793e-006 5.8580e-005 3.2822e-004 1.4797e-003 5.3164e-003 1.4652e-002 2.8666e-002 3.3560e-002 1.3401e-002 3.5816e-003 5.2262e-002 2.0148e-002 1.8190e-002 4.3413e-002 1.0098e-004 3.8300e-002 1.8028e-002 2.4817e-002 5.8698e-001 1.3897e-002 7.9999e-004 2.2507e-003 2.9691e-003 2.9148e-003 2.3388e-003 1.6288e-003
          19 1.7342e-009 8.3496e-009 5.7330e-008 5.3912e-007 4.7672e-006 3.4348e-005 1.9550e-004 8.9883e-004 3.3232e-003 9.6013e-003 2.0384e-002 2.7819e-002 1.7331e-002 1.3244e-005 2.8845e-002 3.4978e-002 5.3850e-004 3.7285e-002 1.0950e-002 9.4390e-003 2.9427e-002 3.8800e-003 1.4544e-001 3.4355e-001 1.1613e-001 4.2091e-002 2.3757e-002 1.3020e-002 6.9430e-003 3.6735e-003
          20 1.2686e-009 5.8112e-009 3.5863e-008 3.2497e-007 2.8141e-006 2.0512e-005 1.1812e-004 5.5148e-004 2.0821e-003 6.2209e-003 1.3982e-002 2.1155e-002 1.6832e-002 1.5561e-003 1.2720e-002 3.3468e-002 2.5215e-003 1.8670e-002 2.1121e-002 3.1701e-005 1.6217e-002 1.6638e-002 2.7924e-003 3.9959e-001 1.0803e-002 3.0202e-002 3.5454e-002 3.1198e-002 2.2962e-002 1.5047e-002
          21 8.4457e-010 3.7648e-009 2.1857e-008 1.9426e-007 1.6545e-006 1.2133e-005 7.0419e-005 3.3250e-004 1.2742e-003 3.8963e-003 9.1026e-003 1.4752e-002 1.3575e-002 2.8979e-003 4.7806e-003 2.4173e-002 6.8248e-003 6.5518e-003 1.9213e-002 2.0583e-003 5.1760e-003 1.2605e-002 8.7165e-003 8.0631e-002 3.8981e-001 8.9923e-002 2.6293e-002 5.6733e-003 7.4820e-004 2.1510e-005
          22 5.4133e-010 2.3731e-009 1.3340e-008 1.1762e-007 9.9071e-007 7.2841e-006 4.2485e-005 2.0217e-004 7.8279e-004 2.4309e-003 5.8250e-003 9.8722e-003 9.9294e-003 3.0700e-003 1.6994e-003 1.5579e-002 7.8372e-003 1.8305e-003 1.3375e-002 4.0245e-003 1.1235e-003 7.0067e-003 6.2823e-003 1.2010e-002 3.4384e-001 5.4970e-002 9.8730e-002 7.4198e-002 4.3674e-002 2.3701e-002
          23 3.5912e-010 1.5566e-009 8.6059e-009 7.5698e-008 6.3324e-007 4.6598e-006 2.7263e-005 1.3041e-004 5.0852e-004 1.5956e-003 3.8880e-003 6.7858e-003 7.2200e-003 2.7259e-003 6.3006e-004 1.0120e-002 7.0767e-003 4.2916e-004 8.8379e-003 4.3514e-003 1.3950e-004 3.8060e-003 4.2874e-003 2.5596e-003 7.1115e-002 4.6692e-001 3.3605e-002 2.3184e-003 1.4013e-002 1.4891e-002
          24 2.4504e-010 1.0534e-009 5.7727e-009 5.0779e-008 4.2295e-007 3.1128e-006 1.8248e-005 8.7610e-005 3.4332e-004 1.0850e-003 2.6745e-003 4.7629e-003 5.2624e-003 2.2447e-003 2.4125e-004 6.7160e-003 5.8143e-003 6.6490e-005 5.8257e-003 3.8826e-003 9.6589e-011 2.1038e-003 2.9504e-003 1.8413e-003 1.4952e-005 2.7004e-001 2.9506e-001 1.0843e-001 2.2589e-002 3.6415e-003
          25 1.5923e-010 6.8041e-010 3.7113e-009 3.2676e-008 2.7144e-007 1.9974e-006 1.1725e-005 5.6433e-005 2.2191e-004 7.0480e-004 1.7511e-003 3.1615e-003 3.5828e-003 1.6513e-003 9.0065e-005 4.2510e-003 4.2443e-003 1.6129e-006 3.6328e-003 2.9552e-003 3.2548e-005 1.1264e-003 1.8850e-003 1.3369e-003 6.2454e-004 8.6282e-003 4.4864e-001 1.8091e-001 8.2842e-002 3.5307e-002
          26 8.5910e-011 3.6567e-010 1.9901e-009 1.7539e-008 1.4548e-007 1.0703e-006 6.2874e-006 3.0309e-005 1.1944e-004 3.8052e-004 9.5000e-004 1.7297e-003 1.9908e-003 9.6026e-004 3.0781e-005 2.2495e-003 2.4503e-003 2.4859e-006 1.8956e-003 1.7416e-003 4.7196e-005 5.2521e-004 9.9325e-004 7.4305e-004 4.1617e-004 6.6534e-005 5.5954e-003 5.4947e-001 2.3259e-001 2.5318e-002
