   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51          52          53          54          55          56          57          58          59          60          61          62          63          64          65          66          67          68          69          70          71          72          73          74          75          76          77          78          79          80          81          82
           0 9.7921e-001 1.9459e-002 9.9196e-004 3.2003e-004 9.4822e-007 1.5416e-005 1.2693e-008 1.1271e-035 1.2658e-032 2.9995e-028 1.5923e-018 4.1398e-028 1.2214e-026 1.0048e-024 1.8388e-020 2.5963e-012 7.7876e-022 5.7919e-021 1.1560e-019 1.6840e-008 8.8598e-016 4.1547e-020 7.7120e-017 8.6631e-015 8.2398e-008 3.8662e-012 1.8699e-012 1.7900e-011 1.1846e-009 1.4624e-007 4.0275e-009 6.1574e-009 2.5963e-008 4.6625e-008 3.2488e-008 2.5513e-008 2.3032e-008 1.9905e-008 1.5782e-008 1.1655e-008 8.0274e-009 5.0269e-009 2.7216e-009 1.1413e-009 2.5909e-010 4.0084e-013 2.6169e-010 9.1992e-010 1.8456e-009 2.9153e-009 4.0210e-009 5.0691e-009 5.9869e-009 6.7273e-009 7.2521e-009 7.5586e-009 7.6476e-009 7.5390e-009 7.2628e-009 6.8505e-009 6.3243e-009 5.7260e-009 5.0814e-009 4.4213e-009 3.7664e-009 3.1427e-009 2.5619e-009 2.0351e-009 1.5710e-009 1.1702e-009 8.3557e-010 5.6410e-010 3.5267e-010 1.9667e-010 9.0275e-011 2.7327e-011 1.4788e-012 6.3883e-012 3.5997e-011 8.4568e-011 1.4666e-010 2.1617e-010 2.8481e-010
           1 1.9903e-002 7.8455e-001 1.5393e-001 3.7782e-002 2.8127e-003 7.3244e-004 8.9441e-005 2.8712e-033 1.8641e-030 3.0198e-026 1.5527e-016 2.9695e-026 6.0978e-025 3.1882e-023 2.9608e-019 4.0401e-011 3.0495e-021 5.2273e-021 4.4664e-018 7.2805e-006 4.0704e-013 6.4215e-015 7.1080e-014 2.7825e-012 1.5861e-005 6.8143e-010 2.1375e-010 1.4365e-009 6.9614e-008 7.6287e-006 1.7618e-007 2.0399e-007 6.6870e-007 9.6865e-007 5.1173e-007 2.7853e-007 1.5632e-007 6.7888e-008 1.5041e-008 7.6829e-011 1.6913e-008 5.7635e-008 1.1411e-007 1.7861e-007 2.4468e-007 3.0701e-007 3.6101e-007 4.0376e-007 4.3389e-007 4.5112e-007 4.5621e-007 4.4998e-007 4.3383e-007 4.0974e-007 3.7906e-007 3.4417e-007 3.0662e-007 2.6815e-007 2.3026e-007 1.9400e-007 1.5991e-007 1.2889e-007 1.0118e-007 7.7082e-008 5.6597e-008 3.9751e-008 2.6304e-008 1.6014e-008 8.5843e-009 3.6646e-009 9.1968e-010 4.1883e-012 5.8877e-010 2.3632e-009 5.0411e-009 8.3639e-009 1.2111e-008 1.6079e-008 2.0110e-008 2.4046e-008 2.7751e-008 3.0982e-008 3.3338e-008
           2 8.3239e-004 1.8626e-001 4.6334e-001 3.0207e-001 4.4814e-002 3.8251e-004 1.7098e-003 1.8035e-032 7.5589e-030 7.7536e-026 3.8055e-016 4.2411e-026 3.1456e-025 4.7992e-026 4.5985e-019 7.0620e-011 9.9734e-020 2.3708e-018 1.5132e-016 1.0914e-004 6.0244e-012 5.8334e-014 4.5112e-013 1.3073e-011 5.9189e-005 2.4248e-009 5.7584e-010 2.8662e-009 9.8057e-008 9.1235e-006 1.5830e-007 9.8618e-008 1.2841e-007 3.6231e-008 1.3501e-008 1.4309e-007 4.0414e-007 7.6055e-007 1.1380e-006 1.4962e-006 1.8182e-006 2.0824e-006 2.2711e-006 2.3781e-006 2.4078e-006 2.3667e-006 2.2610e-006 2.1032e-006 1.9083e-006 1.6901e-006 1.4621e-006 1.2338e-006 1.0139e-006 8.0967e-007 6.2515e-007 4.6458e-007 3.2921e-007 2.1956e-007 1.3475e-007 7.2907e-008 3.1604e-008 8.2895e-009 1.0175e-010 4.2067e-009 1.7844e-008 3.8478e-008 6.3800e-008 9.1794e-008 1.2086e-007 1.4944e-007 1.7663e-007 2.0145e-007 2.2328e-007 2.4187e-007 2.5688e-007 2.6823e-007 2.7618e-007 2.8068e-007 2.8209e-007 2.8044e-007 2.7590e-007 2.6769e-007 2.5434e-007
           3 3.8013e-005 9.6112e-003 3.3748e-001 3.5263e-001 2.7893e-001 1.6867e-002 3.2784e-003 2.4238e-033 1.7617e-031 4.9086e-026 2.8699e-016 1.4335e-025 6.4688e-024 7.2288e-022 1.7189e-017 2.4508e-009 9.4745e-019 9.6806e-018 3.1065e-016 1.1673e-004 6.3496e-012 2.8882e-014 7.8856e-014 2.6498e-013 5.2760e-007 5.1983e-011 1.2945e-010 2.2162e-009 2.0049e-007 2.7101e-005 8.3592e-007 1.4738e-006 6.8846e-006 1.3309e-005 1.0059e-005 8.6462e-006 8.5816e-006 8.2270e-006 7.3526e-006 6.2758e-006 5.1891e-006 4.1428e-006 3.1718e-006 2.3120e-006 1.5881e-006 1.0085e-006 5.7092e-007 2.6811e-007 8.6308e-008 7.3198e-009 1.1126e-008 7.7549e-008 1.8738e-007 3.2346e-007 4.7042e-007 6.1640e-007 7.5165e-007 8.6948e-007 9.6609e-007 1.0396e-006 1.0877e-006 1.1125e-006 1.1147e-006 1.0974e-006 1.0624e-006 1.0144e-006 9.5541e-007 8.8849e-007 8.1708e-007 7.4221e-007 6.6713e-007 5.9281e-007 5.2078e-007 4.5246e-007 3.8840e-007 3.2920e-007 2.7547e-007 2.2714e-007 1.8436e-007 1.4686e-007 1.1449e-007 8.6715e-008 6.3175e-008
           4 1.8180e-005 3.0450e-005 4.3379e-002 2.2991e-001 4.0638e-001 3.0715e-001 4.8619e-003 1.8961e-031 1.0828e-028 1.4994e-024 7.5941e-015 1.2478e-024 2.1437e-023 9.0441e-022 5.9101e-018 7.9019e-010 1.3054e-020 1.2169e-018 2.4894e-016 2.9588e-004 1.6465e-011 2.1812e-013 2.1274e-012 7.4962e-011 3.9490e-004 1.6698e-008 4.7871e-009 2.9438e-008 1.3034e-006 1.3754e-004 2.9940e-006 3.1278e-006 9.2313e-006 1.2089e-005 5.4977e-006 2.3378e-006 8.3334e-007 9.6915e-008 7.0499e-008 6.2280e-007 1.5715e-006 2.7451e-006 3.9873e-006 5.1707e-006 6.2083e-006 7.0397e-006 7.6189e-006 7.9339e-006 7.9984e-006 7.8397e-006 7.4969e-006 7.0043e-006 6.4008e-006 5.7282e-006 5.0152e-006 4.3001e-006 3.6061e-006 2.9558e-006 2.3647e-006 1.8412e-006 1.3874e-006 1.0068e-006 6.9611e-007 4.5187e-007 2.6809e-007 1.3848e-007 5.5464e-008 1.1720e-008 8.9963e-011 1.3863e-008 4.6961e-008 9.3942e-008 1.5006e-007 2.1138e-007 2.7448e-007 3.3662e-007 3.9595e-007 4.5061e-007 4.9967e-007 5.4189e-007 5.7648e-007 6.0049e-007 6.0871e-007
           5 3.6660e-006 1.7048e-005 6.6507e-004 7.1135e-002 1.8446e-001 4.4451e-001 2.9034e-001 8.7911e-031 1.1245e-028 3.1396e-026 3.7351e-017 5.2228e-025 4.8995e-023 6.8378e-021 1.7769e-016 2.5392e-008 1.0280e-017 1.0976e-016 3.7367e-015 1.5374e-003 8.3841e-011 4.4887e-013 1.7242e-012 1.8521e-011 1.8166e-005 4.2095e-010 1.0695e-010 5.9781e-009 7.5824e-007 1.1059e-004 3.7065e-006 7.1201e-006 3.4927e-005 6.9487e-005 5.3907e-005 4.7419e-005 4.7989e-005 4.6825e-005 4.2591e-005 3.7053e-005 3.1319e-005 2.5680e-005 2.0330e-005 1.5476e-005 1.1269e-005 7.7681e-006 4.9740e-006 2.8700e-006 1.4048e-006 5.0150e-007 7.0936e-008 1.9118e-008 2.5412e-007 6.9014e-007 1.2491e-006 1.8655e-006 2.4843e-006 3.0636e-006 3.5752e-006 4.0009e-006 4.3237e-006 4.5453e-006 4.6645e-006 4.6905e-006 4.6288e-006 4.4991e-006 4.3095e-006 4.0733e-006 3.8064e-006 3.5135e-006 3.2104e-006 2.9019e-006 2.5959e-006 2.2997e-006 2.0165e-006 1.7498e-006 1.5032e-006 1.2769e-006 1.0725e-006 8.8909e-007 7.2640e-007 5.8188e-007 4.5350e-007
           6 1.6755e-010 5.1837e-005 7.3592e-005 5.9056e-003 7.0721e-002 1.3936e-001 5.0340e-001 2.3406e-030 3.1082e-027 5.6030e-023 2.8695e-013 4.8972e-023 7.9737e-022 3.0689e-020 1.9141e-016 2.5637e-008 8.3719e-019 1.0998e-017 2.8017e-015 3.1655e-003 1.7586e-010 2.1371e-012 1.9044e-011 6.1392e-010 3.0068e-003 1.2520e-007 3.2798e-008 1.8330e-007 7.3090e-006 7.3651e-004 1.4867e-005 1.3493e-005 3.4003e-005 3.7630e-005 1.2807e-005 2.8638e-006 3.7080e-008 1.4228e-006 5.8311e-006 1.1871e-005 1.8481e-005 2.4836e-005 3.0310e-005 3.4532e-005 3.7387e-005 3.8864e-005 3.8990e-005 3.7929e-005 3.5909e-005 3.3169e-005 2.9955e-005 2.6452e-005 2.2840e-005 1.9282e-005 1.5879e-005 1.2749e-005 9.9459e-006 7.5145e-006 5.4694e-006 3.8016e-006 2.4849e-006 1.4940e-006 7.8998e-007 3.3350e-007 8.3596e-008 5.9004e-010 4.7196e-008 1.8990e-007 3.9969e-007 6.5115e-007 9.2455e-007 1.2026e-006 1.4723e-006 1.7248e-006 1.9524e-006 2.1502e-006 2.3174e-006 2.4512e-006 2.5532e-006 2.6219e-006 2.6579e-006 2.6517e-006 2.5863e-006
           7 1.3643e-007 1.1918e-005 4.0389e-006 8.5479e-007 1.1256e-002 7.1285e-002 1.0360e-001 8.1938e-029 2.8902e-026 1.3910e-022 6.0933e-013 5.6322e-024 7.2405e-022 2.0985e-019 6.0746e-015 8.6727e-007 3.1891e-016 2.7758e-015 7.1730e-014 2.1131e-002 1.1430e-009 3.9146e-012 7.2286e-012 4.7637e-012 2.1522e-004 1.4180e-008 1.6771e-008 2.1639e-007 1.6090e-005 2.0308e-003 5.6876e-005 8.6967e-005 3.6083e-004 6.3561e-004 4.3123e-004 3.2789e-004 2.8666e-004 2.4084e-004 1.8697e-004 1.3689e-004 9.5395e-005 6.2539e-005 3.7722e-005 2.0163e-005 8.8261e-006 2.5269e-006 1.2140e-007 5.6359e-007 2.9238e-006 6.4221e-006 1.0437e-005 1.4484e-005 1.8207e-005 2.1378e-005 2.3828e-005 2.5524e-005 2.6455e-005 2.6679e-005 2.6294e-005 2.5403e-005 2.4074e-005 2.2443e-005 2.0593e-005 1.8622e-005 1.6593e-005 1.4599e-005 1.2673e-005 1.0854e-005 9.1786e-006 7.6464e-006 6.2788e-006 5.0700e-006 4.0187e-006 3.1204e-006 2.3635e-006 1.7374e-006 1.2311e-006 8.3092e-007 5.2494e-007 3.0057e-007 1.4660e-007 5.2212e-008 7.5363e-009
           8 3.6823e-011 5.7171e-008 7.1255e-005 1.1247e-004 4.2010e-004 1.7503e-002 6.6627e-002 1.3508e-027 1.7962e-025 9.5860e-027 7.4567e-014 1.0356e-021 4.4301e-020 2.5313e-018 1.8651e-014 2.5082e-006 9.6952e-017 6.4138e-016 1.6116e-013 1.4818e-001 8.1891e-009 7.6150e-011 5.0383e-010 1.1826e-008 4.3946e-002 1.7238e-006 3.1408e-007 1.1605e-006 2.7652e-005 2.1451e-003 2.6168e-005 5.3322e-006 1.0226e-006 4.3851e-005 1.0142e-004 1.6931e-004 2.5771e-004 3.3642e-004 3.8409e-004 4.0378e-004 4.0308e-004 3.8563e-004 3.5509e-004 3.1602e-004 2.7292e-004 2.2904e-004 1.8651e-004 1.4725e-004 1.1252e-004 8.2933e-005 5.8645e-005 3.9388e-005 2.4737e-005 1.4142e-005 6.9731e-006 2.6219e-006 4.8466e-007 1.6544e-008 7.3698e-007 2.2452e-006 4.2111e-006 6.3793e-006 8.5515e-006 1.0590e-005 1.2387e-005 1.3905e-005 1.5104e-005 1.5978e-005 1.6551e-005 1.6818e-005 1.6833e-005 1.6611e-005 1.6187e-005 1.5606e-005 1.4891e-005 1.4074e-005 1.3192e-005 1.2262e-005 1.1311e-005 1.0350e-005 9.3920e-006 8.4197e-006 7.4055e-006
           9 5.8305e-008 1.7365e-006 4.2254e-005 2.0991e-006 4.9193e-005 1.9617e-003 2.1204e-002 5.2806e-026 6.1779e-024 4.8704e-022 6.4174e-014 1.2053e-020 3.3835e-019 7.2173e-018 3.8214e-016 1.5188e-007 4.2693e-015 8.3179e-014 2.6479e-012 6.7271e-001 3.6125e-008 6.2794e-011 3.5740e-014 7.3135e-009 8.3517e-002 3.8830e-006 1.5610e-006 1.1121e-005 5.2593e-004 5.6410e-002 1.2531e-003 1.3551e-003 4.1905e-003 5.8253e-003 2.9666e-003 1.5883e-003 9.2206e-004 4.6470e-004 1.7526e-004 3.5688e-005 1.0972e-008 2.5728e-005 8.1351e-005 1.4516e-004 2.0389e-004 2.5049e-004 2.8176e-004 2.9759e-004 2.9978e-004 2.9086e-004 2.7370e-004 2.5067e-004 2.2400e-004 1.9572e-004 1.6714e-004 1.3972e-004 1.1421e-004 9.1266e-005 7.1222e-005 5.4149e-005 3.9904e-005 2.8386e-005 1.9312e-005 1.2406e-005 7.3563e-006 3.8708e-006 1.6533e-006 4.4371e-007 1.1255e-008 1.5780e-007 7.1787e-007 1.5549e-006 2.5584e-006 3.6431e-006 4.7400e-006 5.7980e-006 6.7848e-006 7.6703e-006 8.4420e-006 9.0825e-006 9.5825e-006 9.8976e-006 9.9488e-006
