   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51          52          53          54          55          56          57          58          59          60          61          62          63          64          65          66          67          68          69          70          71          72          73          74          75          76          77          78          79          80          81          82
           0 9.9875e-001 1.2220e-003 2.6929e-005 2.5785e-008 5.4545e-008 3.7226e-009 1.5113e-009 6.8285e-039 7.5621e-037 2.3673e-033 2.1125e-023 5.0362e-032 3.9165e-030 5.6261e-028 1.4664e-023 2.0924e-015 7.6819e-025 6.1733e-024 1.0722e-022 5.2071e-012 2.5480e-019 8.3053e-021 4.0113e-019 2.9823e-017 2.3462e-010 1.0630e-014 4.2229e-015 3.2666e-014 1.6791e-012 1.8411e-010 4.1384e-012 4.2134e-012 1.0839e-011 1.1034e-011 2.5413e-012 5.0764e-015 2.0795e-012 9.1651e-012 2.0906e-011 3.6336e-011 5.4519e-011 7.4115e-011 9.3549e-011 1.1141e-010 1.2669e-010 1.3860e-010 1.4641e-010 1.4995e-010 1.4944e-010 1.4537e-010 1.3840e-010 1.2911e-010 1.1817e-010 1.0631e-010 9.3986e-011 8.1853e-011 7.0255e-011 5.9532e-011 4.9892e-011 4.1421e-011 3.4072e-011 2.7863e-011 2.2686e-011 1.8451e-011 1.5029e-011 1.2328e-011 1.0219e-011 8.5997e-012 7.3884e-012 6.4971e-012 5.8754e-012 5.4690e-012 5.2422e-012 5.1705e-012 5.2311e-012 5.4086e-012 5.6955e-012 6.0782e-012 6.5511e-012 7.0987e-012 7.7060e-012 8.3211e-012 8.8424e-012
           1 1.2049e-003 9.9689e-001 1.7096e-003 1.9385e-004 6.8868e-008 2.1637e-011 1.6492e-007 2.3422e-036 1.1425e-033 1.3576e-029 6.7571e-020 8.7773e-030 8.7748e-029 5.6044e-028 3.3786e-023 5.3950e-015 1.1558e-023 3.0327e-022 1.9545e-020 1.3604e-008 7.5003e-016 6.7631e-018 4.7208e-017 1.1960e-015 4.7180e-009 1.8713e-013 3.5881e-014 1.3594e-013 3.2384e-012 2.5002e-010 3.0356e-012 6.8335e-013 8.4584e-016 1.9494e-012 4.2992e-012 5.2639e-012 4.6403e-012 2.2492e-012 1.3059e-013 1.3045e-012 8.4881e-012 2.3662e-011 4.7672e-011 8.0128e-011 1.1970e-010 1.6427e-010 2.1091e-010 2.5671e-010 2.9916e-010 3.3625e-010 3.6670e-010 3.8939e-010 4.0391e-010 4.1060e-010 4.0949e-010 4.0197e-010 3.8884e-010 3.7141e-010 3.5101e-010 3.2868e-010 3.0486e-010 2.8073e-010 2.5670e-010 2.3339e-010 2.1098e-010 1.9007e-010 1.7061e-010 1.5269e-010 1.3644e-010 1.2160e-010 1.0829e-010 9.6300e-011 8.5545e-011 7.5963e-011 6.7400e-011 5.9754e-011 5.2968e-011 4.6909e-011 4.1517e-011 3.6681e-011 3.2331e-011 2.8306e-011 2.4437e-011
           2 4.3350e-005 1.6666e-003 9.9692e-001 4.3844e-004 9.1314e-004 1.1037e-005 2.4111e-006 1.8736e-035 4.4338e-033 8.8520e-030 3.0857e-020 9.0430e-030 2.1510e-027 4.4839e-025 1.5267e-020 2.2005e-012 1.0729e-021 1.3148e-020 4.9002e-019 2.1130e-007 1.1529e-014 6.1787e-017 2.2139e-016 1.8322e-015 4.9697e-010 2.1133e-015 7.4753e-014 2.0073e-012 2.1363e-010 3.0026e-008 9.6785e-010 1.7901e-009 8.6149e-009 1.6982e-008 1.3101e-008 1.1516e-008 1.1709e-008 1.1542e-008 1.0668e-008 9.4962e-009 8.2783e-009 7.0672e-009 5.8940e-009 4.7969e-009 3.8079e-009 2.9395e-009 2.1927e-009 1.5697e-009 1.0674e-009 6.7759e-010 3.8987e-010 1.9139e-010 6.9261e-011 1.0418e-011 2.0631e-012 3.2005e-011 8.8905e-011 1.6250e-010 2.4400e-010 3.2616e-010 4.0247e-010 4.6874e-010 5.2143e-010 5.5881e-010 5.7955e-010 5.8481e-010 5.7506e-010 5.5197e-010 5.1810e-010 4.7495e-010 4.2570e-010 3.7232e-010 3.1721e-010 2.6268e-010 2.1043e-010 1.6206e-010 1.1894e-010 8.1879e-011 5.1557e-011 2.8250e-011 1.2051e-011 2.7836e-012 2.7707e-015
           3 7.2084e-007 2.1791e-004 4.5843e-004 9.9589e-001 1.5695e-003 1.6615e-003 1.9256e-004 3.8825e-034 2.9918e-032 6.6676e-029 5.8152e-019 1.0975e-027 6.8329e-026 8.2281e-024 1.8991e-019 2.7007e-011 9.4996e-021 8.2785e-020 2.0881e-018 5.3503e-007 2.8782e-014 5.6535e-017 1.0484e-018 1.3306e-014 1.9279e-007 9.4708e-012 5.3072e-012 5.3227e-011 3.5366e-009 4.3454e-007 1.1831e-008 1.7644e-008 7.2509e-008 1.2737e-007 8.6376e-008 6.5696e-008 5.7303e-008 4.7704e-008 3.6230e-008 2.5388e-008 1.6314e-008 9.2250e-009 4.1889e-009 1.1763e-009 2.7692e-011 4.8506e-010 2.2299e-009 4.9048e-009 8.1497e-009 1.1630e-008 1.5062e-008 1.8196e-008 2.0846e-008 2.2899e-008 2.4259e-008 2.4942e-008 2.4963e-008 2.4397e-008 2.3342e-008 2.1902e-008 2.0144e-008 1.8198e-008 1.6141e-008 1.4064e-008 1.2025e-008 1.0101e-008 8.3192e-009 6.7095e-009 5.2928e-009 4.0655e-009 3.0324e-009 2.1809e-009 1.4988e-009 9.7082e-010 5.7841e-010 3.0306e-010 1.2656e-010 3.1030e-011 1.3682e-013 1.8999e-011 7.4258e-011 1.5323e-010 2.4174e-010
           4 8.9845e-008 9.9893e-007 8.7721e-004 1.3221e-003 9.8600e-001 1.0154e-002 1.0302e-003 1.6084e-032 8.4755e-030 1.1854e-025 6.0275e-016 1.0544e-025 2.0541e-024 1.0945e-022 1.2117e-018 1.6744e-010 2.6276e-020 5.9563e-020 2.8574e-020 1.3940e-006 7.9289e-014 1.9226e-015 2.3987e-014 9.5756e-013 5.3656e-006 2.2918e-010 6.8814e-011 4.3777e-010 1.9941e-008 2.1275e-006 4.7084e-008 5.0583e-008 1.5358e-007 2.0676e-007 9.8081e-008 4.4909e-008 1.8666e-008 3.9150e-009 8.4481e-011 5.5602e-009 1.7514e-008 3.3131e-008 4.9804e-008 6.5372e-008 7.8341e-008 8.7735e-008 9.2949e-008 9.3976e-008 9.1247e-008 8.5437e-008 7.7372e-008 6.7810e-008 5.7510e-008 4.7172e-008 3.7286e-008 2.8323e-008 2.0529e-008 1.4062e-008 8.9515e-009 5.1360e-009 2.4929e-009 8.7793e-010 1.1802e-010 3.9613e-011 4.7524e-010 1.2732e-009 2.3009e-009 3.4476e-009 4.6290e-009 5.7706e-009 6.8315e-009 7.7724e-009 8.5730e-009 9.2288e-009 9.7333e-009 1.0091e-008 1.0318e-008 1.0419e-008 1.0412e-008 1.0302e-008 1.0098e-008 9.7731e-009 9.2748e-009
           5 6.4556e-008 3.7022e-007 1.3273e-006 2.1148e-003 8.7883e-003 9.6544e-001 2.2454e-002 1.4618e-032 1.8073e-032 4.5887e-026 2.7760e-016 1.5813e-025 7.2883e-024 8.1953e-022 1.9752e-017 2.8183e-009 1.1203e-018 1.2060e-017 4.2374e-016 1.8558e-004 1.0139e-011 6.1322e-014 2.9805e-013 5.2908e-012 1.5152e-005 5.5805e-010 6.2934e-011 8.7110e-011 9.6943e-012 9.2780e-008 1.1595e-008 4.9612e-008 3.4566e-007 8.2896e-007 7.5568e-007 7.6262e-007 8.6069e-007 9.1803e-007 9.0037e-007 8.3571e-007 7.4702e-007 6.4289e-007 5.3086e-007 4.1936e-007 3.1578e-007 2.2481e-007 1.4906e-007 8.9959e-008 4.7335e-008 1.9714e-008 4.8352e-009 3.1712e-011 2.5859e-009 9.9537e-009 1.9908e-008 3.0667e-008 4.0882e-008 4.9649e-008 5.6479e-008 6.1181e-008 6.3676e-008 6.4219e-008 6.3033e-008 6.0471e-008 5.6817e-008 5.2484e-008 4.7701e-008 4.2712e-008 3.7750e-008 3.2901e-008 2.8327e-008 2.4070e-008 2.0181e-008 1.6694e-008 1.3604e-008 1.0903e-008 8.5814e-009 6.6084e-009 4.9603e-009 3.6037e-009 2.5111e-009 1.6502e-009 9.9704e-010
           6 4.9987e-009 4.9585e-007 2.3847e-007 3.1343e-005 2.5598e-003 1.9598e-002 9.3687e-001 4.3283e-030 1.2058e-027 8.9559e-024 4.2957e-014 4.2258e-024 4.1930e-023 9.3514e-022 1.4944e-018 1.7694e-010 9.3266e-020 6.9187e-018 6.1233e-016 5.1090e-004 2.8265e-011 2.9802e-013 2.4532e-012 7.5499e-011 3.6254e-004 1.5064e-008 3.9566e-009 2.2809e-008 9.7105e-007 1.0167e-004 2.2079e-006 2.3615e-006 7.3650e-006 1.0406e-005 5.4515e-006 3.0482e-006 1.8748e-006 1.0209e-006 4.3269e-007 1.1314e-007 2.9265e-009 3.5953e-008 1.5638e-007 3.1842e-007 4.8732e-007 6.3849e-007 7.5523e-007 8.2953e-007 8.6058e-007 8.5234e-007 8.1201e-007 7.4720e-007 6.6616e-007 5.7693e-007 4.8541e-007 3.9748e-007 3.1653e-007 2.4505e-007 1.8419e-007 1.3397e-007 9.3672e-008 6.2522e-008 3.9263e-008 2.2671e-008 1.1509e-008 4.6618e-009 1.1107e-009 4.9234e-012 6.4083e-010 2.4534e-009 5.0048e-009 7.9549e-009 1.1050e-008 1.4115e-008 1.7012e-008 1.9654e-008 2.1999e-008 2.4002e-008 2.5658e-008 2.6943e-008 2.7850e-008 2.8265e-008 2.7984e-008
           7 3.9461e-010 3.2753e-010 1.0866e-006 6.2296e-006 1.5898e-004 2.8165e-003 3.5903e-002 1.6189e-029 1.2443e-026 1.8969e-022 9.6466e-013 1.6272e-022 2.9562e-021 1.5211e-019 1.8154e-015 2.5249e-007 5.3733e-017 3.0990e-016 5.7118e-015 1.1803e-003 6.3272e-011 1.1531e-013 4.3396e-015 1.1637e-011 1.7353e-004 8.4744e-009 4.4913e-009 4.2173e-008 2.6332e-006 3.1625e-004 8.3459e-006 1.1955e-005 4.7933e-005 8.3227e-005 5.6267e-005 4.3313e-005 3.9005e-005 3.4358e-005 2.8522e-005 2.2845e-005 1.7908e-005 1.3697e-005 1.0161e-005 7.2715e-006 4.9900e-006 3.2483e-006 1.9689e-006 1.0798e-006 5.0690e-007 1.7826e-007 2.8742e-008 2.2426e-009 5.2973e-008 1.4534e-007 2.5293e-007 3.5793e-007 4.4898e-007 5.2027e-007 5.7011e-007 5.9925e-007 6.0889e-007 6.0270e-007 5.8339e-007 5.5438e-007 5.1804e-007 4.7770e-007 4.3490e-007 3.9131e-007 3.4854e-007 3.0692e-007 2.6764e-007 2.3084e-007 1.9686e-007 1.6599e-007 1.3817e-007 1.1340e-007 9.1686e-008 7.2812e-008 5.6668e-008 4.3023e-008 3.1697e-008 2.2425e-008 1.5018e-008
           8 5.0081e-009 4.2897e-009 3.7445e-007 6.0798e-007 2.4153e-007 2.9688e-004 3.1095e-003 9.6980e-029 2.3478e-026 2.3633e-023 6.4838e-014 7.0222e-023 8.1045e-021 1.0521e-018 2.3095e-014 3.2754e-006 1.0780e-015 9.1938e-015 2.5601e-013 9.1565e-002 4.9826e-009 2.5592e-011 1.1149e-010 1.8917e-009 5.5545e-003 2.0761e-007 2.8268e-008 7.2129e-008 9.0572e-007 4.2925e-005 7.0111e-008 7.9181e-007 1.2074e-005 3.7312e-005 3.9963e-005 4.4801e-005 5.4192e-005 6.1022e-005 6.3014e-005 6.1901e-005 5.9194e-005 5.5341e-005 5.0628e-005 4.5403e-005 4.0009e-005 3.4657e-005 2.9462e-005 2.4573e-005 2.0110e-005 1.6141e-005 1.2705e-005 9.7900e-006 7.3731e-006 5.4171e-006 3.8656e-006 2.6702e-006 1.7719e-006 1.1184e-006 6.6019e-007 3.5327e-007 1.6072e-007 5.3194e-008 6.6273e-009 2.3705e-009 2.6049e-008 6.6875e-008 1.1686e-007 1.7020e-007 2.2300e-007 2.7214e-007 3.1614e-007 3.5358e-007 3.8386e-007 4.0698e-007 4.2282e-007 4.3167e-007 4.3434e-007 4.3108e-007 4.2281e-007 4.0983e-007 3.9278e-007 3.7086e-007 3.4265e-007
           9 8.3085e-010 2.7225e-010 2.4571e-008 4.6699e-007 4.9248e-006 8.4447e-006 3.8278e-004 3.9674e-027 5.3284e-025 4.6691e-023 4.2686e-015 1.5398e-021 5.7856e-020 2.1496e-018 3.2885e-015 3.7802e-007 3.3726e-016 1.7889e-014 1.1617e-012 6.9632e-001 3.8241e-008 2.8466e-010 1.6674e-009 3.7247e-008 1.3982e-001 5.5295e-006 1.1068e-006 4.9559e-006 1.6611e-004 1.5823e-002 2.9816e-004 2.5393e-004 6.4317e-004 7.6093e-004 3.1740e-004 1.3120e-004 5.3896e-005 1.5235e-005 1.0315e-006 1.6384e-006 9.3646e-006 1.9528e-005 2.9496e-005 3.7918e-005 4.4278e-005 4.8459e-005 5.0497e-005 5.0636e-005 4.9227e-005 4.6639e-005 4.3247e-005 3.9335e-005 3.5167e-005 3.0974e-005 2.6886e-005 2.3056e-005 1.9541e-005 1.6392e-005 1.3623e-005 1.1220e-005 9.1443e-006 7.3804e-006 5.8891e-006 4.6420e-006 3.6053e-006 2.7570e-006 2.0677e-006 1.5147e-006 1.0789e-006 7.4023e-007 4.8417e-007 2.9608e-007 1.6395e-007 7.7141e-008 2.6274e-008 3.3033e-009 1.3386e-009 1.4549e-008 3.8093e-008 6.7956e-008 1.0082e-007 1.3342e-007 1.6182e-007
