   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51          52          53          54          55          56          57          58          59          60          61          62          63          64          65          66          67          68          69          70          71          72          73          74          75          76          77          78          79          80          81          82          83          84
          10 9.9531e-010 3.2006e-009 2.1677e-010 4.1078e-009 1.2646e-031 3.6118e-030 1.2125e-029 5.3751e-028 1.5441e-026 3.2748e-025 5.2742e-024 3.6736e-023 6.9943e-023 7.6511e-022 7.2580e-021 5.9581e-020 4.3863e-019 1.6350e-016 2.8861e-018 1.7446e-017 9.7030e-017 5.0547e-016 2.5500e-015 2.4418e-005 1.0968e-014 5.0946e-014 2.3007e-013 1.0882e-012 7.2572e-012 4.8815e-002 5.1396e-013 3.4879e-011 2.1364e-010 1.4096e-009 1.6829e-008 4.0654e-001 1.5770e-006 4.6730e-008 1.9017e-008 1.1876e-009 1.5524e-007 4.4517e-005 7.0370e-002 2.3185e-005 2.2762e-005 5.1655e-005 2.0151e-004 2.0507e-003 1.9849e-001 2.0009e-002 2.9635e-003 2.5210e-003 3.9525e-003 1.0068e-002 3.6513e-002 5.6372e-002 2.4873e-002 1.2116e-002 8.7786e-003 8.2978e-003 9.1813e-003 1.0613e-002 1.1156e-002 9.7623e-003 7.4177e-003 5.4410e-003 4.1356e-003 3.3349e-003 2.8465e-003 2.5312e-003 2.2878e-003 2.0483e-003 1.7891e-003 1.5236e-003 1.2682e-003 1.0347e-003 8.4016e-004 6.8898e-004 5.7010e-004 4.7883e-004 4.0849e-004 3.5060e-004 3.0289e-004 2.5933e-004 2.1874e-004
          11 6.0357e-010 2.4693e-013 1.2798e-009 4.2818e-010 2.7891e-029 7.5433e-028 2.4159e-027 9.6701e-026 2.5047e-024 4.7766e-023 6.9057e-022 2.7590e-021 8.1976e-021 8.0054e-020 6.7555e-019 4.9142e-018 3.1898e-017 2.9590e-016 1.8412e-016 9.6886e-016 4.6493e-015 2.0617e-014 8.5329e-014 2.6413e-008 3.2980e-013 1.2119e-012 4.2355e-012 1.4273e-011 4.8127e-011 2.4066e-003 1.2813e-010 4.3338e-010 1.3982e-009 4.7886e-009 2.1967e-008 8.8676e-002 1.9036e-007 2.6162e-008 1.7175e-007 8.6953e-007 6.1451e-006 3.5501e-004 4.2868e-001 6.2732e-005 2.2021e-005 1.4710e-005 7.8420e-006 9.2508e-006 9.8985e-003 1.7045e-003 6.5645e-004 9.9111e-004 2.3057e-003 7.8583e-003 3.5193e-002 6.2578e-002 3.1970e-002 1.8165e-002 1.5156e-002 1.6249e-002 2.0105e-002 2.5658e-002 2.9461e-002 2.7951e-002 2.2915e-002 1.8058e-002 1.4678e-002 1.2597e-002 1.1390e-002 1.0682e-002 1.0140e-002 9.4971e-003 8.6461e-003 7.6494e-003 6.5969e-003 5.5625e-003 4.6561e-003 3.9271e-003 3.3348e-003 2.8682e-003 2.5003e-003 2.1884e-003 1.9241e-003 1.6731e-003 1.4302e-003
          12 1.6333e-009 2.0338e-009 8.2093e-010 3.3643e-013 1.0904e-026 2.7583e-025 8.4279e-025 3.0117e-023 6.9633e-022 1.1836e-020 1.5250e-019 5.8387e-019 1.6115e-018 1.3999e-017 1.0496e-016 6.7763e-016 3.8970e-015 9.0974e-015 1.9895e-014 9.2367e-014 3.9006e-013 1.5166e-012 5.4800e-012 2.8696e-008 1.8405e-011 5.8312e-011 1.7408e-010 4.9343e-010 1.3398e-009 4.0370e-008 3.4805e-009 8.7436e-009 2.1391e-008 5.1254e-008 1.2448e-007 4.7405e-003 1.4334e-007 5.7354e-007 1.4027e-006 3.6235e-006 1.1611e-005 1.8328e-004 1.3441e-001 6.4093e-009 1.9837e-005 9.4074e-005 4.4570e-004 4.3552e-003 3.7394e-001 3.4778e-002 3.7644e-003 2.0471e-003 1.7331e-003 1.8276e-003 1.7163e-003 1.8257e-004 4.0131e-004 1.4103e-003 2.7326e-003 4.9183e-003 8.7236e-003 1.4564e-002 2.0669e-002 2.3414e-002 2.2436e-002 2.0342e-002 1.8769e-002 1.8071e-002 1.8147e-002 1.8739e-002 1.9436e-002 1.9750e-002 1.9383e-002 1.8385e-002 1.6921e-002 1.5162e-002 1.3432e-002 1.1946e-002 1.0660e-002 9.6006e-003 8.7369e-003 7.9589e-003 7.2625e-003 6.5356e-003 5.7641e-003
          13 2.8854e-010 7.6719e-010 1.4898e-009 7.1679e-010 1.2870e-023 2.9506e-022 8.4104e-022 2.5459e-020 4.9913e-019 7.1892e-018 7.8606e-017 2.7961e-016 7.0510e-016 5.2055e-015 3.3191e-014 1.8243e-013 8.9389e-013 2.0316e-012 3.8927e-012 1.5426e-011 5.5662e-011 1.8501e-010 5.7184e-010 1.3760e-010 1.6430e-009 4.4530e-009 1.1367e-008 2.7515e-008 6.3672e-008 3.1928e-006 1.4061e-007 2.9864e-007 6.1306e-007 1.2153e-006 2.3437e-006 5.6298e-006 4.4427e-006 8.1670e-006 1.4862e-005 2.6987e-005 5.0002e-005 1.3135e-004 7.5170e-003 1.1982e-004 2.4602e-004 5.0126e-004 1.1882e-003 5.0166e-003 1.7938e-001 8.8865e-003 2.0770e-005 1.2281e-003 5.2113e-003 2.0811e-002 9.1540e-002 1.5004e-001 6.5663e-002 2.8797e-002 1.6852e-002 1.1447e-002 7.8933e-003 4.6155e-003 1.6206e-003 8.3583e-005 3.2604e-004 1.4957e-003 2.9693e-003 4.6087e-003 6.4707e-003 8.6032e-003 1.0905e-002 1.3071e-002 1.4763e-002 1.5837e-002 1.6286e-002 1.6156e-002 1.5725e-002 1.5272e-002 1.4804e-002 1.4414e-002 1.4119e-002 1.3785e-002 1.3425e-002 1.2839e-002 1.1974e-002
          14 1.1926e-010 8.2428e-011 7.0526e-012 5.9554e-011 1.4712e-020 3.0217e-019 7.9698e-019 2.0043e-017 3.2688e-016 3.9143e-015 3.5652e-014 1.1687e-013 2.6660e-013 1.6439e-012 8.7683e-012 4.0404e-011 1.6631e-010 3.5297e-010 6.1006e-010 2.0412e-009 6.2380e-009 1.7609e-008 4.6375e-008 9.0181e-008 1.1389e-007 2.6468e-007 5.8126e-007 1.2141e-006 2.4317e-006 7.8105e-009 4.6589e-006 8.6055e-006 1.5388e-005 2.6594e-005 4.4705e-005 4.3956e-006 7.3422e-005 1.1730e-004 1.8359e-004 2.8247e-004 4.2683e-004 6.3064e-004 2.1934e-005 9.4477e-004 1.3891e-003 2.0523e-003 3.1235e-003 5.5223e-003 1.6873e-002 1.3480e-003 6.3633e-003 1.1211e-002 2.0100e-002 4.1615e-002 9.5772e-002 8.2035e-002 1.0935e-002 2.1923e-006 4.1988e-003 1.3980e-002 2.9508e-002 4.9462e-002 6.4173e-002 6.2095e-002 4.7675e-002 3.2384e-002 2.0791e-002 1.2749e-002 7.2282e-003 3.4768e-003 1.1374e-003 8.7517e-005 1.7379e-004 1.0844e-003 2.4394e-003 3.8852e-003 5.2156e-003 6.4009e-003 7.4163e-003 8.3105e-003 9.1306e-003 9.8191e-003 1.0398e-002 1.0710e-002 1.0674e-002
          15 5.3041e-010 7.0788e-010 5.4289e-010 1.6399e-010 6.4411e-018 1.2143e-016 3.0141e-016 6.5519e-015 9.2356e-014 9.5442e-013 7.5052e-012 2.3032e-011 4.8429e-011 2.5777e-010 1.1870e-009 4.7249e-009 1.6811e-008 3.3687e-008 5.3362e-008 1.5466e-007 4.1013e-007 1.0061e-006 2.3076e-006 4.0517e-006 4.9462e-006 1.0055e-005 1.9368e-005 3.5570e-005 6.2804e-005 8.2485e-006 1.0635e-004 1.7401e-004 2.7622e-004 4.2451e-004 6.3530e-004 1.2949e-006 9.2826e-004 1.3221e-003 1.8412e-003 2.5156e-003 3.3658e-003 4.4200e-003 2.4881e-006 5.6863e-003 7.2262e-003 9.0299e-003 1.1140e-002 1.3608e-002 1.3686e-003 1.3941e-002 1.8854e-002 2.2588e-002 2.6728e-002 3.0422e-002 2.3268e-002 2.1996e-004 1.3137e-002 2.6685e-002 3.5027e-002 4.0457e-002 4.1596e-002 3.4726e-002 1.9163e-002 4.4981e-003 2.2399e-005 3.9084e-003 1.1181e-002 1.9094e-002 2.6495e-002 3.2556e-002 3.6175e-002 3.6271e-002 3.2740e-002 2.6738e-002 1.9763e-002 1.3123e-002 7.7845e-003 4.0014e-003 1.6011e-003 3.5639e-004 6.7132e-008 3.0415e-004 1.0648e-003 2.0684e-003 3.0790e-003
          16 3.9742e-010 4.8126e-010 5.3340e-010 1.7611e-010 1.4718e-014 2.3205e-013 5.0766e-013 8.1593e-012 8.5211e-011 6.5207e-010 3.8130e-009 1.0256e-008 1.8351e-008 7.3256e-008 2.5449e-007 7.7044e-007 2.1028e-006 3.8049e-006 5.1757e-006 1.1761e-005 2.4772e-005 4.8891e-005 9.1464e-005 1.4702e-004 1.6206e-004 2.7586e-004 4.5038e-004 7.0865e-004 1.0821e-003 1.2047e-004 1.5973e-003 2.2919e-003 3.2053e-003 4.3536e-003 5.7681e-003 2.6794e-006 7.4681e-003 9.4181e-003 1.1599e-002 1.3988e-002 1.6473e-002 1.8972e-002 1.0559e-005 2.1305e-002 2.3500e-002 2.5297e-002 2.6611e-002 2.7256e-002 1.7482e-003 2.3897e-002 2.5618e-002 2.3615e-002 1.9688e-002 1.2265e-002 7.5239e-004 1.1911e-002 2.2435e-002 1.7547e-002 1.0879e-002 4.5059e-003 3.0959e-004 1.9862e-003 1.1669e-002 2.2923e-002 2.7304e-002 2.4801e-002 1.9062e-002 1.2577e-002 6.6512e-003 2.1894e-003 7.5419e-005 9.2685e-004 4.5005e-003 9.6542e-003 1.4924e-002 1.9009e-002 2.1385e-002 2.2206e-002 2.1605e-002 1.9987e-002 1.7686e-002 1.4850e-002 1.1825e-002 8.7561e-003 5.9656e-003
          17 1.0519e-010 6.8770e-011 9.7237e-011 1.3394e-011 1.8511e-011 2.4024e-010 4.5793e-010 5.2915e-009 3.9807e-008 2.1945e-007 9.3032e-007 2.1705e-006 3.2664e-006 9.6134e-006 2.4930e-005 5.7228e-005 1.2049e-004 1.9776e-004 2.3320e-004 4.2456e-004 7.2983e-004 1.1946e-003 1.8791e-003 2.8039e-003 2.8293e-003 4.1235e-003 5.7930e-003 7.8631e-003 1.0369e-002 1.0628e-003 1.3215e-002 1.6356e-002 1.9701e-002 2.3004e-002 2.6135e-002 9.6640e-006 2.8933e-002 3.1083e-002 3.2455e-002 3.2980e-002 3.2472e-002 3.0882e-002 2.1983e-005 2.8449e-002 2.5184e-002 2.1249e-002 1.6898e-002 1.2151e-002 7.1394e-006 9.0584e-003 5.2427e-003 2.2036e-003 3.1540e-004 3.7071e-004 4.7050e-003 5.8131e-003 4.1467e-004 6.1653e-004 3.4360e-003 7.5003e-003 1.1550e-002 1.3017e-002 9.3633e-003 3.1538e-003 5.5283e-005 1.3170e-003 5.0879e-003 9.6519e-003 1.3884e-002 1.6858e-002 1.7667e-002 1.5818e-002 1.1835e-002 7.1108e-003 3.0549e-003 6.0493e-004 2.4880e-005 1.0349e-003 3.1673e-003 5.9328e-003 8.9231e-003 1.1692e-002 1.3936e-002 1.5228e-002 1.5359e-002
          18 1.2578e-012 1.1730e-011 5.6749e-012 1.6916e-011 6.4025e-008 5.3800e-007 7.5833e-007 4.3612e-006 1.7156e-005 5.2349e-005 1.3232e-004 2.5074e-004 2.9792e-004 6.0297e-004 1.1391e-003 1.9926e-003 3.2995e-003 4.9564e-003 5.1329e-003 7.6109e-003 1.0745e-002 1.4501e-002 1.8844e-002 2.5798e-002 2.3439e-002 2.8187e-002 3.2615e-002 3.6349e-002 3.9203e-002 3.5510e-003 4.0647e-002 4.0620e-002 3.9123e-002 3.6043e-002 3.1731e-002 1.1601e-005 2.6568e-002 2.0874e-002 1.5185e-002 9.9950e-003 5.6535e-003 2.4509e-003 1.8110e-005 5.7830e-004 8.9368e-007 6.0994e-004 2.1860e-003 4.5427e-003 1.6389e-003 4.9708e-003 8.3903e-003 1.0292e-002 1.1155e-002 9.9705e-003 3.6188e-003 1.3774e-003 8.2645e-003 8.5893e-003 6.2171e-003 3.0433e-003 4.4783e-004 4.8564e-004 4.2602e-003 8.6098e-003 9.5816e-003 7.4811e-003 4.3621e-003 1.6557e-003 1.5223e-004 3.1409e-004 2.2656e-003 5.5192e-003 8.9595e-003 1.1429e-002 1.2236e-002 1.1296e-002 9.1806e-003 6.5995e-003 4.0523e-003 1.9667e-003 5.8002e-004 1.2348e-005 2.7375e-004 1.2322e-003 2.5860e-003
          19 1.9983e-011 8.9360e-011 7.2859e-011 4.6295e-011 3.6607e-005 2.0106e-004 2.1284e-004 6.5851e-004 1.5572e-003 3.1566e-003 5.7041e-003 9.4211e-003 9.5050e-003 1.4437e-002 2.0587e-002 2.7359e-002 3.4628e-002 4.6836e-002 4.1372e-002 4.7141e-002 5.1039e-002 5.2512e-002 5.1582e-002 6.1994e-002 4.7871e-002 4.2140e-002 3.4735e-002 2.6481e-002 1.8391e-002 1.2186e-003 1.1147e-002 5.4715e-003 1.7623e-003 1.1217e-004 3.6341e-004 5.5627e-007 2.1190e-003 4.8172e-003 7.8374e-003 1.0613e-002 1.2648e-002 1.3628e-002 5.8389e-006 1.3511e-002 1.2344e-002 1.0326e-002 7.7845e-003 4.9503e-003 1.1339e-004 3.4243e-003 1.2954e-003 1.7699e-004 1.2128e-004 1.4781e-003 4.2919e-003 2.1015e-003 9.1329e-005 1.8239e-003 3.8303e-003 5.2150e-003 5.2299e-003 3.3636e-003 7.5108e-004 1.2510e-004 1.9602e-003 4.3211e-003 5.8352e-003 6.1421e-003 5.3336e-003 3.7094e-003 1.8009e-003 3.6155e-004 4.4300e-005 9.9401e-004 2.8240e-003 4.8538e-003 6.4944e-003 7.4715e-003 7.6577e-003 7.1456e-003 6.1018e-003 4.6905e-003 3.1791e-003 1.7837e-003 7.4020e-004
          20 4.0526e-011 1.0906e-010 8.8746e-011 3.7402e-011 9.8734e-003 2.6298e-002 1.6696e-002 2.9166e-002 4.1962e-002 5.4855e-002 6.5396e-002 8.9687e-002 7.2156e-002 7.3517e-002 7.0345e-002 6.1832e-002 5.0445e-002 5.6770e-002 3.7297e-002 2.4468e-002 1.3484e-002 5.5181e-003 1.0959e-003 2.8129e-004 3.5575e-005 1.6978e-003 5.0614e-003 8.9863e-003 1.2501e-002 1.2406e-003 1.4794e-002 1.5502e-002 1.4621e-002 1.2385e-002 9.3630e-003 2.8683e-006 6.1617e-003 3.3026e-003 1.2211e-003 1.4742e-004 9.7436e-005 9.0653e-004 1.6881e-006 2.2701e-003 3.8511e-003 5.2928e-003 6.3183e-003 6.6948e-003 2.3097e-004 6.0432e-003 5.7126e-003 4.3948e-003 2.7000e-003 8.5452e-004 1.6051e-004 2.8430e-003 1.8831e-003 3.9126e-004 6.7014e-006 5.6357e-004 1.7988e-003 2.9540e-003 2.8091e-003 1.3364e-003 1.5290e-004 1.2805e-004 9.5921e-004 2.1069e-003 3.1332e-003 3.6922e-003 3.5422e-003 2.6867e-003 1.4836e-003 4.6066e-004 7.8176e-006 2.3733e-004 9.9584e-004 2.0278e-003 3.0713e-003 3.9292e-003 4.4808e-003 4.6244e-003 4.3740e-003 3.7481e-003 2.8918e-003
          21 2.6607e-011 5.9874e-011 4.7147e-011 1.5756e-011 4.1533e-001 4.5037e-001 5.6652e-002 1.6922e-001 3.5695e-002 6.4434e-002 8.2765e-003 9.1841e-003 1.2610e-002 8.9707e-005 9.6247e-006 7.3595e-003 6.0946e-003 1.0966e-002 1.5940e-002 1.2093e-002 1.6633e-002 1.0672e-002 1.0283e-002 1.0037e-002 4.9230e-003 3.1182e-003 5.8362e-004 3.3231e-005 4.4682e-004 9.2914e-005 1.3581e-003 3.0530e-003 4.1521e-003 5.2784e-003 5.4217e-003 2.1199e-006 5.1940e-003 4.3042e-003 3.1700e-003 1.9954e-003 9.6810e-004 2.8576e-004 3.5255e-006 7.1140e-006 1.2247e-004 5.4801e-004 1.1589e-003 1.8238e-003 2.5881e-004 1.9349e-003 2.5379e-003 2.5885e-003 2.2628e-003 1.4482e-003 1.4417e-004 8.5994e-004 1.6107e-003 9.8925e-004 3.5464e-004 1.6882e-005 1.4382e-004 7.3649e-004 1.3105e-003 1.2082e-003 6.0663e-004 1.2028e-004 8.0462e-006 2.3732e-004 6.8245e-004 1.1815e-003 1.5420e-003 1.5956e-003 1.3114e-003 8.2809e-004 3.5180e-004 5.5465e-005 1.4993e-005 2.0856e-004 5.6463e-004 9.9445e-004 1.4171e-003 1.7490e-003 1.9407e-003 1.9424e-003 1.7610e-003
