   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18
           0 9.0097e-001 9.4894e-002 4.0920e-003 4.1678e-005 8.8103e-008 9.0765e-007 4.4410e-007 1.2772e-008 3.3279e-010 8.3699e-009 3.4747e-008 3.2081e-008 1.3813e-008 3.9354e-009 9.5126e-010 2.2352e-010 6.5842e-011 4.1903e-011 2.2587e-011
           1 9.1153e-002 6.9874e-001 1.9588e-001 1.3906e-002 3.1508e-004 1.5096e-006 1.4873e-006 4.9223e-007 4.5780e-008 2.1109e-008 3.5840e-009 2.8402e-008 2.1787e-008 9.6679e-009 3.8571e-009 1.3245e-009 4.6004e-010 3.2029e-010 1.8366e-010
           2 7.2418e-003 1.7447e-001 4.8049e-001 3.0033e-001 3.5934e-002 1.5031e-003 3.2595e-005 3.4076e-006 4.7721e-007 9.5219e-008 1.2625e-007 3.2840e-009 7.7563e-009 6.1293e-009 2.1259e-009 6.3955e-010 2.1319e-010 1.4588e-010 8.2840e-011
           3 5.7557e-004 2.6995e-002 2.3923e-001 2.6246e-001 3.8419e-001 8.0061e-002 6.1656e-003 2.9091e-004 1.8709e-005 5.5235e-008 3.2534e-007 1.5868e-007 2.0419e-008 6.5712e-009 2.6871e-009 7.4492e-010 2.2160e-010 1.3953e-010 7.4150e-011
