   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51          52          53          54          55          56          57          58          59          60          61          62          63          64          65          66          67          68          69          70          71          72          73          74          75          76          77          78          79          80          81          82          83          84          85          86          87          88          89          90          91          92          93          94          95          96          97          98          99         100         101         102         103         104         105         106         107         108         109         110         111
           0 9.8004e-001 1.9387e-002 4.0629e-004 1.3819e-004 2.1823e-005 7.3306e-008 1.7267e-006 1.7300e-009 1.4790e-007 2.5566e-046 7.1891e-033 7.6979e-043 2.6377e-042 2.8584e-041 8.4868e-039 1.5467e-025 3.0155e-035 3.0610e-034 1.9288e-032 3.9373e-030 1.0508e-018 6.0684e-028 1.7292e-027 3.5733e-026 2.9564e-024 8.1820e-013 1.0947e-022 1.4864e-022 1.0729e-021 2.1250e-020 6.0888e-011 5.8410e-021 1.1644e-018 5.5249e-017 1.8101e-014 4.0352e-009 4.5510e-014 2.0299e-013 4.8241e-012 7.6796e-009 3.7134e-010 1.4334e-010 7.0365e-010 2.9775e-009 2.3717e-009 1.6468e-009 1.6158e-009 1.5740e-009 1.3713e-009 1.1156e-009 8.7022e-010 6.4275e-010 4.4021e-010 2.7165e-010 1.4287e-010 5.5819e-011 9.7296e-012 1.0415e-012 2.3866e-011 7.1094e-011 1.3500e-010 2.0775e-010 2.8203e-010 3.5162e-010 4.1206e-010 4.6031e-010 4.9393e-010 5.1205e-010 5.1503e-010 5.0384e-010 4.8099e-010 4.4851e-010 4.0938e-010 3.6589e-010 3.1979e-010 2.7355e-010 2.2873e-010 1.8700e-010 1.4906e-010 1.1570e-010 8.7074e-011 6.3301e-011 4.4117e-011 2.9154e-011 1.7970e-011 1.0041e-011 4.8109e-012 1.7308e-012 2.8865e-013 2.0385e-014 5.2706e-013 1.4774e-012 2.6075e-012 3.7202e-012 4.6749e-012 5.3834e-012 5.8084e-012 5.9368e-012 5.7912e-012 5.4114e-012 4.8459e-012 4.1527e-012 3.3917e-012 2.6167e-012 1.8802e-012 1.2257e-012 6.8889e-013 2.9603e-013 6.4344e-014 1.3107e-015 1.0047e-013 3.2592e-013
           1 1.9260e-002 8.6063e-001 9.5699e-002 1.8138e-002 5.8386e-003 2.2410e-004 1.5485e-004 1.7003e-005 2.3384e-005 8.0438e-045 4.0223e-032 1.0750e-042 1.8405e-040 8.0416e-038 5.2940e-035 2.3173e-022 3.3167e-032 1.6347e-031 6.2890e-030 8.4141e-028 1.7044e-016 8.5501e-026 1.5414e-025 1.8127e-024 6.6060e-023 7.9393e-012 4.3326e-022 4.0376e-022 6.6276e-020 1.4177e-017 2.9391e-007 3.4435e-016 1.0513e-015 1.6846e-014 2.8655e-012 5.5220e-007 4.3976e-012 1.2929e-011 2.1062e-010 2.5390e-007 1.1272e-008 3.0588e-009 1.0654e-008 3.4315e-008 2.0422e-008 9.1869e-009 5.1415e-009 2.2698e-009 4.6047e-010 1.4513e-011 7.3712e-010 2.3414e-009 4.5313e-009 7.0255e-009 9.5832e-009 1.1986e-008 1.4057e-008 1.5689e-008 1.6853e-008 1.7549e-008 1.7769e-008 1.7538e-008 1.6910e-008 1.5954e-008 1.4763e-008 1.3411e-008 1.1946e-008 1.0430e-008 8.9141e-009 7.4413e-009 6.0587e-009 4.7900e-009 3.6615e-009 2.6828e-009 1.8578e-009 1.1918e-009 6.8159e-010 3.2131e-010 1.0007e-010 5.7085e-012 2.3879e-011 1.3915e-010 3.3562e-010 5.9697e-010 9.0690e-010 1.2501e-009 1.6126e-009 1.9801e-009 2.3429e-009 2.6895e-009 3.0106e-009 3.3011e-009 3.5533e-009 3.7647e-009 3.9313e-009 4.0509e-009 4.1280e-009 4.1593e-009 4.1490e-009 4.1006e-009 4.0159e-009 3.8988e-009 3.7549e-009 3.5858e-009 3.3972e-009 3.1924e-009 2.9761e-009 2.7510e-009 2.5190e-009 2.2791e-009 2.0219e-009 1.7336e-009
           2 5.9799e-004 1.0820e-001 4.3345e-001 3.0863e-001 1.2947e-001 1.7684e-002 6.6087e-004 9.9228e-004 1.6889e-004 9.5870e-044 1.2132e-029 1.8277e-039 3.0751e-038 4.0430e-036 1.4273e-033 4.4626e-021 5.6498e-031 1.8465e-030 4.6340e-029 3.6922e-027 4.6789e-016 1.7262e-025 5.1054e-026 8.9827e-025 7.2125e-022 4.2584e-010 8.5292e-020 3.0030e-019 6.1473e-018 6.0734e-016 9.7498e-006 9.3051e-015 2.0398e-014 2.5021e-013 3.3613e-011 6.0893e-006 4.1160e-011 9.5772e-011 1.1991e-009 1.1347e-006 4.6228e-008 8.0720e-009 1.4571e-008 1.9268e-008 1.0893e-009 4.5401e-009 2.6563e-008 6.6794e-008 1.1589e-007 1.6751e-007 2.1984e-007 2.6880e-007 3.1017e-007 3.4151e-007 3.6166e-007 3.6956e-007 3.6512e-007 3.4968e-007 3.2564e-007 2.9525e-007 2.6014e-007 2.2234e-007 1.8390e-007 1.4670e-007 1.1239e-007 8.2064e-008 5.6295e-008 3.5491e-008 1.9740e-008 8.8637e-009 2.4912e-009 6.6685e-011 9.4615e-010 4.4474e-009 9.8757e-009 1.6572e-008 2.3918e-008 3.1417e-008 3.8605e-008 4.5174e-008 5.0823e-008 5.5434e-008 5.8888e-008 6.1126e-008 6.2174e-008 6.2116e-008 6.1071e-008 5.9130e-008 5.6492e-008 5.3259e-008 4.9564e-008 4.5579e-008 4.1393e-008 3.7140e-008 3.2902e-008 2.8764e-008 2.4825e-008 2.1112e-008 1.7679e-008 1.4556e-008 1.1754e-008 9.2817e-009 7.1404e-009 5.3172e-009 3.8016e-009 2.5756e-009 1.6189e-009 9.0827e-010 4.1966e-010 1.2825e-010 7.6742e-012 2.3534e-011
           3 8.4073e-005 1.1427e-002 4.2143e-001 1.5942e-001 3.0594e-001 9.6208e-002 2.0161e-003 2.9275e-003 2.9449e-005 2.0719e-042 9.9704e-029 1.2481e-038 1.0560e-037 7.9092e-036 1.5793e-033 3.0489e-021 3.0688e-031 3.0077e-031 5.0288e-033 1.5015e-027 8.6760e-016 6.4780e-025 3.1756e-024 9.5713e-023 1.0912e-020 3.6756e-009 5.6110e-019 1.1409e-018 1.5058e-017 9.9760e-016 1.3093e-005 1.0192e-014 1.4161e-014 9.7474e-014 5.5001e-012 7.0677e-007 1.0213e-012 1.9007e-012 3.3913e-010 1.0153e-006 5.6571e-008 3.3885e-008 2.2202e-007 1.1158e-006 1.0289e-006 8.4536e-007 9.7191e-007 1.1012e-006 1.1186e-006 1.0717e-006 1.0014e-006 9.1020e-007 8.0060e-007 6.8047e-007 5.5779e-007 4.3829e-007 3.2738e-007 2.2994e-007 1.4929e-007 8.6686e-008 4.1915e-008 1.4047e-008 1.3609e-009 1.5389e-009 1.1918e-008 2.9787e-008 5.2513e-008 7.7649e-008 1.0308e-007 1.2700e-007 1.4820e-007 1.6567e-007 1.7902e-007 1.8801e-007 1.9237e-007 1.9253e-007 1.8874e-007 1.8179e-007 1.7205e-007 1.6029e-007 1.4694e-007 1.3271e-007 1.1802e-007 1.0327e-007 8.8870e-008 7.5151e-008 6.2373e-008 5.0683e-008 4.0250e-008 3.1096e-008 2.3239e-008 1.6674e-008 1.1335e-008 7.1556e-009 4.0405e-009 1.8893e-009 5.9386e-010 3.9650e-011 1.1482e-010 7.1059e-010 1.7239e-009 3.0584e-009 4.6282e-009 6.3510e-009 8.1581e-009 9.9858e-009 1.1781e-008 1.3492e-008 1.5065e-008 1.6416e-008 1.7357e-008 1.7540e-008
           4 1.5628e-005 2.6046e-004 4.7720e-002 3.9112e-001 1.2518e-001 3.5054e-001 8.0647e-002 9.6354e-005 3.5726e-003 3.8215e-042 8.1481e-029 7.8211e-039 8.4440e-039 5.6696e-037 1.5564e-033 9.6873e-021 1.5251e-030 9.5290e-030 4.3138e-028 6.6217e-026 1.4706e-014 7.7455e-024 1.6587e-023 2.5064e-022 1.4344e-020 3.0072e-009 3.2578e-019 1.9365e-019 5.6502e-020 1.0534e-016 3.9312e-006 6.4502e-015 2.9489e-014 6.0683e-013 1.2434e-010 2.5058e-005 2.2314e-010 7.5703e-010 1.4177e-008 1.9064e-005 8.7635e-007 2.7632e-007 1.1261e-006 4.1438e-006 2.8675e-006 1.6423e-006 1.2956e-006 9.8288e-007 6.2865e-007 3.3752e-007 1.4056e-007 3.1210e-008 1.3783e-010 3.5160e-008 1.2145e-007 2.4276e-007 3.8243e-007 5.2529e-007 6.5964e-007 7.7668e-007 8.6877e-007 9.3128e-007 9.6258e-007 9.6369e-007 9.3850e-007 8.9137e-007 8.2589e-007 7.4691e-007 6.5938e-007 5.6763e-007 4.7650e-007 3.8904e-007 3.0835e-007 2.3608e-007 1.7313e-007 1.2045e-007 7.8070e-008 4.5786e-008 2.2828e-008 8.3282e-009 1.2080e-009 3.2926e-010 4.5329e-009 1.2693e-008 2.3734e-008 3.6685e-008 5.0695e-008 6.4991e-008 7.9020e-008 9.2246e-008 1.0426e-007 1.1485e-007 1.2374e-007 1.3089e-007 1.3620e-007 1.3967e-007 1.4150e-007 1.4164e-007 1.4032e-007 1.3770e-007 1.3390e-007 1.2908e-007 1.2346e-007 1.1712e-007 1.1027e-007 1.0302e-007 9.5525e-008 8.7876e-008 8.0125e-008 7.2234e-008 6.3898e-008 5.4672e-008
           5 1.6759e-006 7.3534e-005 1.1228e-003 1.1585e-001 2.8044e-001 1.4928e-001 3.9070e-001 5.4596e-002 4.3201e-003 6.2227e-042 4.9064e-028 6.7951e-038 8.5040e-037 9.0036e-035 2.6398e-032 7.2576e-020 8.7173e-030 2.3249e-029 4.4469e-028 2.2102e-026 1.3870e-015 2.3071e-025 1.0618e-024 1.4516e-022 3.0791e-020 1.3323e-008 2.3208e-018 6.2834e-018 1.0608e-016 8.9166e-015 1.3269e-004 1.1779e-013 2.2318e-013 2.3498e-012 2.6613e-010 4.5784e-005 2.6531e-010 4.7015e-010 3.8964e-009 2.1397e-006 6.7502e-008 4.9695e-010 3.8362e-008 5.5003e-007 8.8484e-007 1.1501e-006 1.8297e-006 2.6492e-006 3.2944e-006 3.7663e-006 4.1287e-006 4.3566e-006 4.4269e-006 4.3466e-006 4.1356e-006 3.8112e-006 3.3981e-006 2.9308e-006 2.4453e-006 1.9696e-006 1.5219e-006 1.1191e-006 7.7380e-007 4.9327e-007 2.8007e-007 1.3149e-007 4.1666e-008 3.0755e-009 6.7491e-009 4.3148e-008 1.0286e-007 1.7708e-007 2.5825e-007 3.4006e-007 4.1674e-007 4.8468e-007 5.4081e-007 5.8434e-007 6.1402e-007 6.3061e-007 6.3421e-007 6.2667e-007 6.0907e-007 5.8275e-007 5.4944e-007 5.1095e-007 4.6897e-007 4.2470e-007 3.7987e-007 3.3528e-007 2.9181e-007 2.5046e-007 2.1159e-007 1.7577e-007 1.4321e-007 1.1412e-007 8.8685e-008 6.6787e-008 4.8388e-008 3.3337e-008 2.1419e-008 1.2408e-008 6.0550e-009 2.0847e-009 2.2502e-010 1.9913e-010 1.7333e-009 4.5578e-009 8.3992e-009 1.2945e-008 1.7710e-008 2.1821e-008
           6 1.2452e-008 2.9619e-005 2.8819e-005 6.5203e-003 1.3452e-001 2.2587e-001 1.7650e-001 4.1389e-001 2.9590e-002 9.5868e-041 2.7492e-027 2.9664e-037 1.1225e-036 2.2952e-035 2.2992e-035 1.1766e-020 2.7204e-030 3.3048e-029 2.0491e-027 3.8658e-025 9.6106e-014 5.3362e-023 1.3347e-022 2.3851e-021 1.6851e-019 4.2078e-008 5.2613e-018 5.9196e-018 3.4061e-017 4.4926e-016 5.2045e-007 1.0263e-015 3.8231e-014 1.3727e-012 3.7169e-010 7.9131e-005 7.9528e-010 3.0663e-009 6.3674e-008 9.1893e-005 4.3139e-006 1.4799e-006 6.5295e-006 2.5557e-005 1.8864e-005 1.1855e-005 1.0461e-005 9.1090e-006 7.0018e-006 4.9196e-006 3.2046e-006 1.8656e-006 8.9940e-007 2.9688e-007 2.6190e-008 3.8274e-008 2.7311e-007 6.6452e-007 1.1487e-006 1.6693e-006 2.1752e-006 2.6249e-006 2.9887e-006 3.2494e-006 3.4037e-006 3.4554e-006 3.4089e-006 3.2763e-006 3.0734e-006 2.8159e-006 2.5245e-006 2.2136e-006 1.8999e-006 1.5941e-006 1.3035e-006 1.0372e-006 7.9941e-007 5.9431e-007 4.2198e-007 2.8261e-007 1.7435e-007 9.5116e-008 4.1839e-008 1.1314e-008 2.0401e-010 5.1095e-009 2.2749e-008 5.0023e-008 8.4162e-008 1.2264e-007 1.6322e-007 2.0416e-007 2.4378e-007 2.8095e-007 3.1456e-007 3.4385e-007 3.6868e-007 3.8842e-007 4.0317e-007 4.1306e-007 4.1810e-007 4.1858e-007 4.1501e-007 4.0748e-007 3.9656e-007 3.8264e-007 3.6619e-007 3.4752e-007 3.2682e-007 3.0386e-007 2.7720e-007 2.4446e-007
           7 1.8016e-010 9.2619e-007 9.9911e-005 2.0678e-009 1.8141e-002 1.3182e-001 1.8304e-001 2.1428e-001 4.2456e-001 2.2892e-042 2.6158e-027 4.4637e-037 8.8203e-036 1.0594e-033 3.1592e-031 8.5835e-019 1.0247e-028 2.6945e-028 5.2833e-027 3.0214e-025 2.6426e-014 7.1054e-024 7.1311e-025 5.9000e-022 1.5729e-019 7.2039e-008 1.2840e-017 3.5941e-017 6.1411e-016 5.1614e-014 7.6560e-004 6.7640e-013 1.2644e-012 1.3087e-011 1.4535e-009 2.4866e-004 1.4193e-009 2.4632e-009 2.0018e-008 1.0855e-005 3.4149e-007 2.6357e-009 1.8141e-007 2.5939e-006 4.1399e-006 5.3191e-006 8.3625e-006 1.1970e-005 1.4720e-005 1.6647e-005 1.8058e-005 1.8862e-005 1.8979e-005 1.8456e-005 1.7395e-005 1.5880e-005 1.4027e-005 1.1983e-005 9.9022e-006 7.8966e-006 6.0387e-006 4.3917e-006 2.9997e-006 1.8854e-006 1.0516e-006 4.8071e-007 1.4413e-007 7.6437e-009 3.2858e-008 1.8053e-007 4.1318e-007 6.9670e-007 1.0026e-006 1.3077e-006 1.5910e-006 1.8399e-006 2.0440e-006 2.2009e-006 2.3066e-006 2.3644e-006 2.3747e-006 2.3445e-006 2.2776e-006 2.1789e-006 2.0545e-006 1.9110e-006 1.7545e-006 1.5893e-006 1.4217e-006 1.2547e-006 1.0917e-006 9.3626e-007 7.8996e-007 6.5497e-007 5.3225e-007 4.2260e-007 3.2685e-007 2.4459e-007 1.7571e-007 1.1966e-007 7.5625e-008 4.2717e-008 1.9936e-008 6.1882e-009 3.7092e-010 1.3622e-009 8.0527e-009 1.9353e-008 3.4168e-008 5.1266e-008 6.8784e-008 8.3463e-008
           8 2.5891e-008 3.1213e-007 3.9763e-005 4.9288e-006 2.3140e-004 2.6818e-002 1.2650e-001 1.4717e-001 2.5799e-001 2.9243e-039 1.0995e-025 1.2560e-035 6.0116e-035 1.8169e-033 4.7865e-032 2.7573e-020 1.6278e-029 3.8077e-028 2.4599e-026 4.3043e-024 9.9586e-013 5.3200e-022 1.1790e-021 1.8584e-020 1.1475e-018 2.6091e-007 3.0493e-017 2.7112e-017 9.4749e-017 2.9947e-018 2.2095e-005 7.7525e-014 5.8285e-013 1.4245e-011 3.1397e-009 6.3988e-004 5.8067e-009 1.9874e-008 3.7143e-007 4.9697e-004 2.2803e-005 7.1359e-006 2.8919e-005 1.0618e-004 7.3496e-005 4.2310e-005 3.3816e-005 2.6297e-005 1.7586e-005 1.0255e-005 5.0646e-006 1.8060e-006 2.3882e-007 9.2608e-008 1.0544e-006 2.7951e-006 4.9866e-006 7.3310e-006 9.5943e-006 1.1602e-005 1.3209e-005 1.4328e-005 1.4928e-005 1.5023e-005 1.4680e-005 1.3974e-005 1.2968e-005 1.1745e-005 1.0387e-005 8.9647e-006 7.5553e-006 6.2055e-006 4.9620e-006 3.8479e-006 2.8747e-006 2.0548e-006 1.3869e-006 8.6709e-007 4.8291e-007 2.2154e-007 6.7181e-008 3.7678e-009 1.5005e-008 8.5330e-008 2.0000e-007 3.4560e-007 5.1034e-007 6.8355e-007 8.5718e-007 1.0237e-006 1.1771e-006 1.3139e-006 1.4303e-006 1.5248e-006 1.5960e-006 1.6433e-006 1.6692e-006 1.6731e-006 1.6574e-006 1.6246e-006 1.5759e-006 1.5140e-006 1.4416e-006 1.3599e-006 1.2719e-006 1.1791e-006 1.0838e-006 9.8722e-007 8.9032e-007 7.9301e-007 6.9236e-007 5.8423e-007
           9 2.0606e-008 7.0625e-011 2.0616e-007 1.0452e-004 4.8295e-005 1.3849e-003 3.5768e-002 1.1708e-001 1.1616e-001 8.6679e-039 8.1363e-026 4.8081e-036 2.9621e-035 1.5932e-032 7.2896e-030 2.2000e-017 2.6618e-027 6.6671e-027 1.0937e-025 4.3926e-024 2.2814e-013 3.2429e-023 1.6415e-022 1.6766e-020 2.8464e-018 1.0856e-006 1.7507e-016 3.9079e-016 5.4600e-015 3.7845e-013 5.0877e-003 4.0703e-012 6.1190e-012 4.8774e-011 3.8234e-009 5.7931e-004 2.1620e-009 1.1473e-009 1.4637e-009 3.6162e-005 2.4981e-006 2.3511e-006 1.8413e-005 9.9615e-005 9.6216e-005 8.2075e-005 9.6504e-005 1.1073e-004 1.1322e-004 1.0880e-004 1.0174e-004 9.2467e-005 8.1343e-005 6.9231e-005 5.6961e-005 4.5098e-005 3.4144e-005 2.4540e-005 1.6561e-005 1.0283e-005 5.6392e-006 2.5089e-006 7.1165e-007 2.5844e-008 2.1128e-007 1.0322e-006 2.2717e-006 3.7370e-006 5.2673e-006 6.7312e-006 8.0407e-006 9.1279e-006 9.9656e-006 1.0539e-005 1.0833e-005 1.0875e-005 1.0680e-005 1.0298e-005 9.7487e-006 9.0803e-006 8.3176e-006 7.5032e-006 6.6615e-006 5.8160e-006 4.9906e-006 4.2055e-006 3.4756e-006 2.8096e-006 2.2172e-006 1.6999e-006 1.2584e-006 8.9230e-007 5.9732e-007 3.6919e-007 2.0198e-007 8.9351e-008 2.4545e-008 5.2361e-010 1.0442e-008 4.7734e-008 1.0625e-007 1.8036e-007 2.6511e-007 3.5587e-007 4.4890e-007 5.4081e-007 6.2891e-007 7.1068e-007 7.8351e-007 8.4353e-007 8.8166e-007 8.8139e-007
