   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33
          12 8.7773e-010 2.4626e-008 5.2670e-007 7.5180e-006 7.2315e-005 5.1424e-004 2.8920e-003 1.2657e-002 4.1026e-002 9.1094e-002 1.0932e-001 2.5393e-002 6.3611e-002 3.0059e-001 3.2942e-001 2.3334e-002 5.8208e-005 2.1851e-005 7.7217e-007 1.8559e-008 2.5008e-008 2.5138e-009 2.8675e-011 5.5637e-009 3.2681e-009 2.3444e-010 4.5077e-011 1.3904e-010 1.3602e-010 1.4610e-010 1.3860e-010 1.1587e-010 8.6876e-011 5.9854e-011
          13 1.8239e-010 1.3264e-008 1.6635e-007 2.3324e-006 2.3202e-005 1.7280e-004 1.0194e-003 4.8322e-003 1.7955e-002 4.9578e-002 9.2771e-002 8.8729e-002 9.3195e-003 8.3513e-002 2.6559e-001 3.6133e-001 2.4854e-002 2.7525e-004 2.9202e-005 3.1664e-006 1.4989e-008 6.8332e-009 3.7269e-009 7.0673e-010 1.3197e-009 2.5855e-009 1.6634e-009 7.9381e-010 4.3239e-010 3.2757e-010 2.4043e-010 1.6711e-010 1.1032e-010 6.9888e-011
          14 2.4274e-011 6.6146e-009 7.4746e-008 8.1525e-007 7.6069e-006 6.0065e-005 3.7362e-004 1.8583e-003 7.5197e-003 2.4025e-002 5.6917e-002 8.9671e-002 6.6907e-002 1.3386e-003 9.8815e-002 2.3578e-001 3.9178e-001 2.4053e-002 8.6244e-004 2.1880e-005 1.0413e-005 5.7987e-007 6.2405e-008 1.7139e-008 1.8856e-009 4.9418e-009 2.4221e-009 8.9867e-010 4.1164e-010 2.6946e-010 1.7256e-010 1.0658e-010 6.4102e-011 3.7956e-011
          15 1.1630e-011 1.3723e-009 3.2507e-008 3.0675e-007 2.7758e-006 2.1966e-005 1.4041e-004 7.3344e-004 3.1406e-003 1.0997e-002 3.0437e-002 6.2142e-002 8.2089e-002 4.6017e-002 3.5428e-004 1.0769e-001 2.1396e-001 4.1989e-001 2.0323e-002 2.0175e-003 6.6805e-007 1.7652e-005 5.0219e-006 2.0926e-007 9.2066e-009 1.7013e-008 7.5622e-009 2.9977e-009 1.5139e-009 1.1031e-009 7.9346e-010 5.4747e-010 3.6128e-010 2.2939e-010
          16 2.4987e-011 6.3774e-012 8.9658e-009 1.1192e-007 1.1497e-006 8.6027e-006 5.4437e-005 2.9626e-004 1.3353e-003 4.9691e-003 1.5196e-002 3.6601e-002 6.4438e-002 7.0832e-002 2.8009e-002 4.6287e-003 1.0924e-001 2.0199e-001 4.4454e-001 1.3863e-002 3.9532e-003 4.9616e-005 1.2767e-005 1.0748e-005 2.8223e-006 6.0209e-007 1.5052e-007 4.7342e-008 2.1327e-008 1.4303e-008 9.5867e-009 6.2455e-009 3.9462e-009 2.4301e-009
          17 3.4116e-011 6.7051e-011 1.2624e-009 3.9651e-008 4.8139e-007 3.5432e-006 2.2539e-005 1.2376e-004 5.7893e-004 2.2745e-003 7.4242e-003 1.9908e-002 4.1844e-002 6.3257e-002 5.7054e-002 1.4181e-002 1.1887e-002 1.0431e-001 2.0095e-001 4.6385e-001 5.2439e-003 6.5574e-003 4.8785e-004 1.1568e-006 9.1253e-006 7.1568e-006 3.3034e-006 1.4021e-006 7.3366e-007 5.4580e-007 3.9751e-007 2.7591e-007 1.8244e-007 1.1586e-007
          18 2.1511e-011 1.4162e-013 1.8487e-010 1.5952e-008 1.8456e-007 1.4917e-006 1.0009e-005 5.4505e-005 2.5833e-004 1.0569e-003 3.6437e-003 1.0501e-002 2.4756e-002 4.5446e-002 5.8620e-002 4.2347e-002 5.1124e-003 1.9750e-002 9.3702e-002 2.1661e-001 4.6814e-001 9.5646e-007 7.7462e-003 1.9371e-003 2.2660e-004 1.4971e-005 2.1806e-007 1.1506e-007 2.2598e-007 2.9894e-007 3.1298e-007 2.7518e-007 2.1193e-007 1.4816e-007
          19 4.9019e-012 1.4366e-010 2.9233e-010 8.3435e-009 6.8354e-008 6.4720e-007 4.5863e-006 2.5291e-005 1.2052e-004 5.0167e-004 1.8081e-003 5.5134e-003 1.4071e-002 2.9207e-002 4.6643e-002 5.0947e-002 2.8426e-002 7.6047e-004 2.6920e-002 7.5999e-002 2.5680e-001 4.4063e-001 1.1534e-002 4.2017e-003 3.7189e-003 1.3529e-003 4.2977e-004 1.4671e-004 6.7715e-005 4.5792e-005 3.0722e-005 1.9958e-005 1.2561e-005 7.7072e-006
          20 4.2218e-015 3.4753e-010 7.0926e-010 5.1172e-009 3.0001e-008 3.0131e-007 2.1088e-006 1.2131e-005 5.8904e-005 2.4710e-004 9.1385e-004 2.9138e-003 7.8971e-003 1.7832e-002 3.2592e-002 4.4925e-002 4.1002e-002 1.6582e-002 1.1662e-004 3.2103e-002 5.2750e-002 3.3108e-001 3.5332e-001 5.6953e-002 3.1225e-004 1.3437e-003 1.3932e-003 7.7961e-004 4.5937e-004 3.6840e-004 2.8371e-004 2.0492e-004 1.3922e-004 8.9979e-005
          21 1.8890e-012 2.9384e-010 8.8777e-010 2.9693e-009 1.7957e-008 1.5408e-007 9.9159e-007 5.9582e-006 2.9800e-005 1.2724e-004 4.7618e-004 1.5653e-003 4.4378e-003 1.0695e-002 2.1369e-002 3.4163e-002 4.0402e-002 3.0099e-002 7.9173e-003 1.8318e-003 3.4882e-002 2.5294e-002 4.4528e-001 1.8896e-001 1.1668e-001 2.3859e-002 3.8025e-003 6.4659e-004 1.6265e-004 5.6531e-005 1.5910e-005 3.1064e-006 2.6886e-007 6.4889e-009
          22 2.6735e-012 1.0750e-010 5.9660e-010 1.4196e-009 1.2924e-008 8.4524e-008 4.9977e-007 3.0306e-006 1.5483e-005 6.7938e-005 2.5724e-004 8.6172e-004 2.5222e-003 6.3812e-003 1.3628e-002 2.4051e-002 3.3280e-002 3.3501e-002 1.9608e-002 2.5811e-003 4.3088e-003 3.6757e-002 2.5654e-003 5.6682e-001 2.1316e-002 8.8050e-002 5.0786e-002 2.2167e-002 1.1491e-002 8.4041e-003 5.9964e-003 4.0797e-003 2.6529e-003 1.6639e-003
          23 1.4854e-012 6.3100e-012 2.0825e-010 5.3350e-010 9.1134e-009 4.7757e-008 2.7878e-007 1.6335e-006 8.3416e-006 3.7421e-005 1.4425e-004 4.9007e-004 1.4677e-003 3.8382e-003 8.6334e-003 1.6331e-002 2.5143e-002 3.0072e-002 2.5126e-002 1.0858e-002 3.0172e-004 6.2234e-003 4.1140e-002 1.2123e-002 5.5591e-001 5.0321e-002 5.3578e-004 5.6613e-003 5.8699e-003 6.2931e-003 5.8770e-003 4.8264e-003 3.5646e-003 2.4288e-003
          24 3.1704e-013 1.3539e-011 1.9087e-011 1.5767e-010 5.6903e-009 2.7187e-008 1.7068e-007 9.4627e-007 4.7444e-006 2.1405e-005 8.4204e-005 2.9012e-004 8.8510e-004 2.3692e-003 5.5380e-003 1.1034e-002 1.8376e-002 2.4554e-002 2.5052e-002 1.6778e-002 4.8292e-003 8.0973e-005 6.2908e-003 5.7818e-002 9.8570e-002 2.5297e-001 1.6395e-001 5.9490e-002 2.5987e-002 1.6164e-002 9.7969e-003 5.7392e-003 3.2984e-003 1.8858e-003
          25 1.4339e-015 5.0491e-011 9.2548e-012 3.7385e-011 2.9373e-009 1.4911e-008 1.0577e-007 5.5994e-007 2.7459e-006 1.2267e-005 4.9016e-005 1.7132e-004 5.3101e-004 1.4490e-003 3.4794e-003 7.2120e-003 1.2716e-002 1.8397e-002 2.1261e-002 1.7902e-002 9.2187e-003 1.3874e-003 7.3110e-004 3.0632e-003 1.2024e-001 2.1623e-001 1.4767e-003 2.5082e-002 2.5574e-002 2.6518e-002 2.3865e-002 1.8949e-002 1.3623e-002 9.1033e-003
          26 1.7955e-013 6.4685e-011 4.7248e-011 9.6651e-012 1.3282e-009 8.2874e-009 6.6297e-008 3.4367e-007 1.6625e-006 7.3104e-006 2.9425e-005 1.0412e-004 3.2689e-004 9.0702e-004 2.2191e-003 4.7345e-003 8.6798e-003 1.3307e-002 1.6694e-002 1.6101e-002 1.0817e-002 3.8919e-003 1.2941e-004 1.5093e-003 1.3435e-004 2.7978e-001 1.0198e-001 5.1979e-002 1.9415e-002 9.1432e-003 3.7088e-003 1.2941e-003 4.0308e-004 1.1833e-004
          27 3.5863e-013 5.4874e-011 6.3031e-011 4.1011e-012 5.3490e-010 4.6340e-009 4.0529e-008 2.1052e-007 1.0157e-006 4.4074e-006 1.7748e-005 6.3377e-005 2.0092e-004 5.6535e-004 1.4025e-003 3.0554e-003 5.7542e-003 9.1999e-003 1.2218e-002 1.2877e-002 1.0071e-002 5.0804e-003 1.0564e-003 6.4179e-005 1.8644e-003 2.5825e-002 4.3645e-001 9.5421e-003 1.3363e-003 6.9152e-003 9.7571e-003 9.2160e-003 7.1077e-003 4.8848e-003
          28 3.6891e-013 3.6118e-011 5.2449e-011 3.0002e-012 2.0181e-010 2.5705e-009 2.3597e-008 1.2445e-007 6.0335e-007 2.5992e-006 1.0436e-005 3.7474e-005 1.1958e-004 3.3993e-004 8.5187e-004 1.8823e-003 3.6095e-003 5.9366e-003 8.1878e-003 9.1357e-003 7.8318e-003 4.6858e-003 1.5504e-003 8.2820e-005 2.8797e-004 4.6428e-003 1.8469e-001 2.4587e-001 1.0812e-001 5.2160e-002 2.2168e-002 8.6705e-003 3.3139e-003 1.3098e-003
          29 2.5160e-013 1.8855e-011 3.1324e-011 2.2383e-012 7.1595e-011 1.2908e-009 1.2064e-008 6.4721e-008 3.1590e-007 1.3575e-006 5.4330e-006 1.9564e-005 6.2676e-005 1.7930e-004 4.5236e-004 1.0084e-003 1.9555e-003 3.2722e-003 4.6183e-003 5.3315e-003 4.8200e-003 3.1605e-003 1.2763e-003 1.9325e-004 3.2233e-005 3.7226e-004 2.0281e-002 4.9441e-001 2.6677e-002 5.5566e-002 4.9800e-002 3.4681e-002 2.1470e-002 1.2659e-002
          30 6.2050e-014 4.0958e-012 7.2397e-012 6.1354e-013 1.2810e-011 2.8198e-010 2.6450e-009 1.4335e-008 7.0265e-008 3.0184e-007 1.2058e-006 4.3469e-006 1.3950e-005 4.0021e-005 1.0130e-004 2.2673e-004 4.4200e-004 7.4549e-004 1.0633e-003 1.2465e-003 1.1538e-003 7.8697e-004 3.4385e-004 6.7980e-005 1.6471e-006 4.3691e-005 5.5692e-004 3.4284e-002 6.2125e-001 1.6216e-001 3.5682e-002 4.9967e-002 9.3875e-004 4.4521e-003
          31 1.8532e-014 1.2066e-012 2.1470e-012 1.8567e-013 3.6949e-012 8.3208e-011 7.8063e-010 4.2357e-009 2.0772e-008 8.9231e-008 3.5640e-007 1.2849e-006 4.1243e-006 1.1836e-005 2.9970e-005 6.7105e-005 1.3089e-004 2.2095e-004 3.1548e-004 3.7043e-004 3.4373e-004 2.3541e-004 1.0368e-004 2.0999e-005 3.7793e-007 1.2198e-005 1.3440e-004 7.9944e-003 7.3156e-002 3.1606e-002 2.2015e-001 2.9408e-001 3.0122e-001 3.9148e-002
