   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39
          10 1.6475e-009 3.0513e-001 9.2050e-004 2.4822e-006 7.7605e-002 5.7501e-002 1.4506e-004 4.1394e-003 1.3981e-002 5.6223e-003 2.5519e-002 1.6001e-002 4.0313e-003 1.8867e-002 6.4418e-004 1.3194e-002 2.2757e-002 5.3505e-003 1.0148e-003 6.6540e-003 2.0280e-003 3.1393e-003 3.0345e-002 7.0980e-002 9.5500e-002 8.9549e-002 6.2107e-002 3.1498e-002 1.0350e-002 1.2159e-003 2.5826e-004 2.4162e-003 4.3581e-003 4.9177e-003 4.2949e-003 3.1413e-003 1.9901e-003 1.1130e-003 5.5096e-004 2.3485e-004
          11 9.7266e-010 2.0355e-001 1.6967e-001 8.7905e-010 5.8017e-002 3.0813e-003 5.7575e-004 4.5672e-002 2.8920e-002 5.6643e-003 5.2640e-003 1.2197e-002 1.5299e-002 1.8949e-003 1.8211e-002 4.5443e-003 4.6905e-003 2.0109e-002 1.2153e-002 3.7889e-004 3.3481e-003 5.2644e-003 3.6152e-004 5.7925e-003 3.0944e-002 6.2605e-002 8.0451e-002 7.5999e-002 5.5610e-002 3.1558e-002 1.3067e-002 3.1206e-003 6.9442e-005 6.7025e-004 2.2154e-003 3.2719e-003 3.4708e-003 3.0171e-003 2.2374e-003 1.3638e-003
          12 1.8587e-009 5.8393e-002 3.2424e-001 2.4729e-006 3.9768e-002 7.9330e-002 2.5742e-005 1.1583e-002 1.3117e-002 5.4902e-003 2.6416e-002 9.5660e-003 9.6559e-003 1.5479e-002 2.4433e-004 1.4415e-002 7.5192e-003 9.1144e-004 1.4242e-002 1.5181e-002 3.2298e-003 5.8108e-004 4.6651e-003 2.9863e-003 6.6107e-005 8.9369e-003 3.1235e-002 5.5009e-002 6.7104e-002 6.3173e-002 4.7943e-002 2.9591e-002 1.4450e-002 5.0430e-003 8.6055e-004 6.1675e-006 5.7968e-004 1.3175e-003 1.6300e-003 1.3601e-003
          13 1.5662e-009 2.9958e-003 1.4074e-001 5.2309e-006 3.4844e-001 4.1592e-003 6.3606e-004 4.8277e-002 2.4575e-002 9.3744e-003 4.8211e-004 2.0688e-002 5.0439e-003 1.1665e-002 1.5153e-002 6.4495e-006 1.1708e-002 8.8944e-003 1.3653e-005 9.2278e-003 1.4778e-002 6.1143e-003 3.2107e-005 2.5709e-003 4.0623e-003 9.0801e-004 1.2553e-003 1.2314e-002 3.1204e-002 4.8345e-002 5.5812e-002 5.1960e-002 4.0447e-002 2.6632e-002 1.4724e-002 6.6098e-003 2.1902e-003 3.9914e-004 2.6091e-006 6.3201e-005
          14 3.7857e-010 2.7719e-004 4.6759e-003 7.3564e-007 2.0520e-001 3.5848e-001 6.1252e-004 9.1113e-004 2.1765e-002 1.4987e-003 3.2816e-002 7.1304e-005 1.8622e-002 1.6653e-003 1.1651e-002 1.2617e-002 1.4663e-005 9.9489e-003 8.7852e-003 9.9362e-005 6.0639e-003 1.2831e-002 7.5732e-003 6.8250e-004 1.0179e-003 3.5234e-003 2.2050e-003 2.8081e-006 3.7000e-003 1.5303e-002 3.0235e-002 4.1704e-002 4.5510e-002 4.1581e-002 3.2772e-002 2.2657e-002 1.3801e-002 7.4123e-003 3.4732e-003 1.3751e-003
          15 1.0588e-011 4.4048e-005 2.4520e-003 1.8075e-007 1.0612e-003 2.2053e-001 4.8707e-003 3.9310e-001 1.0720e-002 3.6237e-003 1.7848e-003 3.0425e-002 3.3686e-003 1.6192e-002 2.6565e-004 1.2303e-002 9.1319e-003 1.5566e-004 8.8344e-003 7.6416e-003 1.6802e-004 4.4251e-003 1.0709e-002 7.6126e-003 1.3419e-003 3.1284e-004 2.5631e-003 2.6223e-003 4.7131e-004 7.4458e-004 6.7782e-003 1.7306e-002 2.7966e-002 3.4643e-002 3.5614e-002 3.1712e-002 2.4998e-002 1.7705e-002 1.1234e-002 6.0780e-003
          16 3.3727e-010 1.7398e-005 1.7048e-005 1.1343e-007 8.1817e-003 4.3995e-003 5.2344e-004 1.5645e-001 4.1486e-001 6.5369e-002 2.3812e-002 6.1783e-005 2.6038e-002 2.2176e-002 6.8810e-003 7.5865e-005 1.3990e-002 4.9866e-003 6.3410e-004 8.3003e-003 5.7931e-003 6.3968e-005 3.7878e-003 8.9662e-003 6.6872e-003 1.5032e-003 9.2638e-005 1.8196e-003 2.4447e-003 9.0343e-004 6.1426e-005 2.8904e-003 9.5990e-003 1.7757e-002 2.4233e-002 2.7078e-002 2.6000e-002 2.2034e-002 1.6468e-002 1.0236e-002
          17 5.7162e-010 4.3017e-007 1.2849e-004 4.1462e-008 4.4105e-004 1.0953e-002 5.2052e-004 4.4375e-002 2.6586e-002 8.1578e-002 3.5033e-001 1.3183e-001 1.5869e-002 3.9526e-002 6.4671e-002 3.8658e-004 7.0843e-005 1.7743e-002 8.0947e-004 1.2499e-003 8.1403e-003 3.4097e-003 4.5224e-006 3.8318e-003 7.4142e-003 5.2555e-003 1.1985e-003 6.1425e-005 1.3812e-003 2.0303e-003 9.8362e-004 2.0595e-006 1.3272e-003 5.4880e-003 1.1108e-002 1.6102e-002 1.8810e-002 1.8659e-002 1.5858e-002 1.0880e-002
          18 5.1370e-010 3.1370e-007 3.5365e-005 1.2273e-009 1.0893e-004 4.8544e-003 1.0487e-005 1.1163e-003 8.5192e-002 2.7574e-002 5.7212e-003 1.3137e-001 1.8908e-001 8.1888e-002 7.2886e-002 1.4224e-001 4.0933e-002 4.5815e-003 3.3711e-002 3.2039e-003 3.1160e-004 1.0131e-002 6.2016e-004 9.9248e-005 4.5687e-003 5.5405e-003 3.6930e-003 6.1239e-004 1.0897e-004 1.1487e-003 1.6048e-003 7.8350e-004 1.1055e-005 7.5219e-004 3.3978e-003 7.0795e-003 1.0334e-002 1.2012e-002 1.1507e-002 8.6078e-003
          19 3.3411e-010 3.8560e-007 2.8852e-006 8.6620e-009 1.8388e-004 4.5538e-004 1.8794e-005 7.8440e-003 1.7942e-002 7.5563e-005 4.6988e-002 1.3348e-001 1.6656e-002 2.9486e-002 4.8469e-002 4.4679e-002 1.5597e-001 1.4646e-001 4.8737e-002 8.7175e-002 4.9147e-002 7.0533e-003 2.6754e-002 3.6874e-003 2.9060e-004 9.1182e-003 1.8052e-003 3.1593e-003 1.7937e-005 1.1679e-004 1.1941e-003 1.0201e-003 4.8964e-004 4.3520e-008 6.0708e-004 2.3347e-003 4.5823e-003 6.3402e-003 6.8122e-003 5.5098e-003
          20 1.7562e-010 1.6833e-007 5.0763e-009 4.0930e-009 8.7464e-005 5.5652e-007 2.2438e-005 4.6329e-003 4.9059e-004 4.1988e-003 4.5500e-002 2.2281e-002 1.5410e-002 9.3126e-002 3.5668e-002 6.1607e-003 8.6647e-003 7.0348e-003 7.1519e-002 5.0873e-002 1.0155e-001 1.3688e-001 6.5632e-002 9.3650e-002 6.2238e-002 2.3870e-002 4.4886e-002 6.0513e-003 1.3545e-002 4.9352e-003 9.0605e-004 3.9709e-003 9.4795e-008 7.9558e-004 2.5403e-004 3.3544e-004 2.0089e-003 2.6938e-003 3.4462e-003 3.0172e-003
          21 7.0824e-011 5.0640e-008 2.0024e-007 9.5577e-010 2.7682e-005 3.1652e-005 1.0288e-005 1.5561e-003 1.9247e-004 3.1128e-003 1.7659e-002 7.5966e-004 2.3864e-002 4.4671e-002 2.8743e-003 2.0184e-003 2.2876e-003 2.7099e-002 4.7888e-002 1.1774e-002 1.0277e-002 1.5082e-003 1.1665e-002 1.4352e-002 4.3495e-002 7.8427e-002 6.0863e-002 1.0993e-001 7.5298e-002 8.3784e-002 7.6481e-002 5.0350e-002 5.5348e-002 3.1202e-002 2.6872e-002 2.1774e-002 7.9285e-003 1.4648e-002 8.9448e-004 6.1753e-003
