   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18
           0 6.0031e-002 2.1942e-001 3.2574e-001 2.5306e-001 1.1045e-001 2.7280e-002 3.7293e-003 2.5637e-004 4.6736e-006 2.3876e-008 1.0368e-009 3.6570e-008 4.7105e-009 4.7344e-009 5.4699e-011 1.3880e-010 1.4340e-010 4.6884e-010 9.6852e-011
           1 1.2476e-001 1.8862e-001 2.9941e-002 5.8062e-002 2.5099e-001 2.3524e-001 9.3583e-002 1.7456e-002 1.3828e-003 2.4403e-005 1.6925e-007 4.8700e-009 1.6882e-008 3.2616e-009 1.9045e-010 5.6874e-010 2.4774e-011 1.6237e-010 5.5508e-011
           2 1.5767e-001 7.2723e-002 2.5502e-002 1.3625e-001 1.3064e-002 9.9745e-002 2.7067e-001 1.7651e-001 4.3910e-002 3.8689e-003 4.7407e-005 1.8522e-006 1.7571e-008 1.1626e-008 3.9589e-009 2.5305e-010 1.7899e-009 1.5496e-009 1.8878e-010
           3 1.5474e-001 7.6273e-003 8.8464e-002 2.9520e-002 5.9392e-002 9.7043e-002 6.5223e-003 2.1800e-001 2.4960e-001 8.1535e-002 7.5149e-003 3.3667e-005 1.0267e-005 3.8428e-008 3.7558e-010 9.1704e-009 2.1211e-009 5.7522e-011 7.9151e-011
           4 1.3191e-001 3.5828e-003 8.2347e-002 3.1368e-003 8.7643e-002 1.4446e-004 1.1360e-001 1.5220e-002 1.2950e-001 2.9667e-001 1.2525e-001 1.0940e-002 1.4543e-006 2.8048e-005 1.9898e-006 6.7021e-008 7.5424e-009 1.1614e-008 1.5295e-009
           5 1.0345e-001 2.5404e-002 4.1154e-002 3.8862e-002 2.8359e-002 5.0312e-002 3.1885e-002 5.9717e-002 6.6379e-002 5.5376e-002 3.1889e-001 1.6829e-001 1.1624e-002 2.7030e-004 2.4440e-005 1.1520e-005 2.4348e-006 3.7424e-007 2.5155e-008
           6 7.6912e-002 4.6849e-002 9.7621e-003 5.8847e-002 2.6876e-005 6.3513e-002 3.5027e-003 7.1477e-002 1.0339e-002 1.0081e-001 1.4891e-002 3.3066e-001 2.0352e-001 7.4168e-003 1.4700e-003 1.0814e-005 8.9129e-006 7.1748e-006 9.5020e-007
           7 5.5287e-002 5.8348e-002 1.5245e-005 4.9086e-002 1.4018e-002 2.7852e-002 3.9424e-002 1.0332e-002 6.5874e-002 1.3873e-003 1.0142e-001 1.5035e-003 3.5077e-001 2.2035e-001 7.3961e-004 3.0025e-003 5.1353e-004 5.3752e-005 2.7949e-006
           8 3.8973e-002 6.0127e-002 4.9302e-003 2.7709e-002 3.3667e-002 2.4637e-003 4.8296e-002 4.9680e-003 4.0602e-002 3.2524e-002 1.9973e-002 8.0267e-002 7.6346e-006 3.9786e-001 1.9805e-001 5.8215e-003 1.0499e-003 1.0381e-003 1.3492e-004
           9 2.7199e-002 5.5578e-002 1.4847e-002 1.0197e-002 3.9602e-002 2.6738e-003 2.7629e-002 2.8736e-002 4.0011e-003 5.0997e-002 6.2077e-003 4.0404e-002 5.4428e-002 6.3043e-005 4.8369e-001 1.1131e-001 3.5812e-002 3.5127e-003 1.4988e-004
          10 1.8907e-002 4.7987e-002 2.3630e-002 1.5262e-003 3.3039e-002 1.4255e-002 7.2118e-003 3.6781e-002 3.8412e-003 2.4247e-002 3.6006e-002 2.3381e-004 4.9100e-002 3.2642e-002 7.6376e-003 5.7325e-001 6.1825e-003 2.9745e-002 4.3575e-003
          11 1.3140e-002 3.9596e-002 2.8883e-002 1.5773e-004 2.1702e-002 2.3504e-002 4.6279e-005 2.6576e-002 1.8754e-002 2.5238e-003 3.5894e-002 1.4609e-002 7.0347e-003 4.6620e-002 1.5223e-002 6.3108e-002 4.9613e-001 7.1216e-002 2.8892e-003
          12 9.1449e-003 3.1641e-002 3.0463e-002 2.6691e-003 1.1466e-002 2.5856e-002 2.8562e-003 1.2358e-002 2.6211e-002 1.6486e-003 1.6594e-002 2.9388e-002 2.1919e-003 1.4881e-002 3.9415e-002 1.2892e-003 2.3406e-001 1.0007e-001 2.5511e-002
          13 6.3674e-003 2.4639e-002 2.9140e-002 6.1420e-003 4.6765e-003 2.2725e-002 8.4641e-003 3.1870e-003 2.3051e-002 9.6500e-003 2.8898e-003 2.4997e-002 1.4770e-002 1.8672e-004 1.7388e-002 3.7137e-002 2.1365e-002 3.0441e-001 2.0272e-002
          14 4.4103e-003 1.8677e-002 2.5811e-002 8.7784e-003 1.2559e-003 1.7135e-002 1.2250e-002 1.0941e-004 1.5234e-002 1.5125e-002 8.2402e-005 1.3063e-002 2.0214e-002 3.8689e-003 2.7025e-003 1.3568e-002 6.1390e-002 1.6520e-001 8.7242e-004
          15 3.0199e-003 1.3735e-002 2.1351e-002 9.8141e-003 1.0886e-004 1.1536e-002 1.2948e-002 4.7585e-004 8.1231e-003 1.5265e-002 2.4614e-003 4.3830e-003 1.6577e-002 9.6242e-003 1.1718e-004 4.5173e-003 3.5935e-003 2.1239e-001 1.9446e-002
          16 2.0586e-003 9.8924e-003 1.6788e-002 9.4306e-003 3.9174e-005 7.2432e-003 1.1498e-002 1.6389e-003 3.6887e-003 1.2364e-002 4.8000e-003 7.8173e-004 1.0486e-002 1.0974e-002 2.2508e-003 4.7644e-004 4.7628e-003 2.0533e-002 1.2990e-001
          17 1.4466e-003 7.2496e-003 1.3133e-002 8.4745e-003 2.6712e-004 4.5224e-003 9.5170e-003 2.4625e-003 1.5111e-003 9.1916e-003 5.7577e-003 6.1451e-006 5.9334e-003 9.5974e-003 4.0480e-003 6.3646e-005 1.1137e-003 1.5617e-002 1.5509e-001
          18 1.0608e-003 5.4940e-003 1.0465e-002 7.4745e-003 4.9968e-004 2.8879e-003 7.7549e-003 2.8717e-003 5.4737e-004 6.6968e-003 5.8136e-003 1.8662e-004 3.1954e-003 7.6191e-003 4.7481e-003 6.3495e-004 1.6387e-004 3.1302e-006 1.8025e-001
          19 7.7622e-004 4.1260e-003 8.1719e-003 6.2982e-003 6.3889e-004 1.8250e-003 6.0767e-003 2.8675e-003 1.5271e-004 4.7024e-003 5.2146e-003 5.3134e-004 1.6072e-003 5.6012e-003 4.5384e-003 1.1527e-003 9.8545e-008 5.8223e-004 1.4514e-001
          20 5.3823e-004 2.9179e-003 5.9510e-003 4.8488e-003 6.3528e-004 1.1002e-003 4.3981e-003 2.4541e-003 2.4665e-005 3.0830e-003 4.1144e-003 7.0953e-004 7.4179e-004 3.7560e-003 3.6729e-003 1.2944e-003 6.6432e-005 3.2810e-005 1.3576e-001
          21 3.2242e-004 1.7717e-003 3.6859e-003 3.1167e-003 4.7601e-004 5.8825e-004 2.7003e-003 1.6795e-003 7.0107e-007 1.7524e-003 2.6607e-003 6.0652e-004 3.0540e-004 2.1546e-003 2.3938e-003 1.0126e-003 1.1389e-004 4.1345e-006 1.0389e-001
          22 1.3119e-004 7.2610e-004 1.5267e-003 1.3164e-003 2.1695e-004 2.2364e-004 1.1115e-003 7.3143e-004 2.8331e-007 6.8964e-004 1.1236e-003 2.9204e-004 9.6904e-005 8.5019e-004 1.0121e-003 4.6757e-004 6.9023e-005 1.2542e-007 5.9636e-002
