   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51          52          53          54          55          56          57          58          59          60          61          62          63          64          65          66          67          68          69          70          71          72          73          74          75          76          77          78          79
           0 9.8713e-001 1.2546e-002 3.1915e-004 9.0859e-006 7.3832e-044 5.7545e-041 4.7222e-028 5.8882e-038 1.8802e-037 4.9931e-036 2.3596e-034 3.0142e-032 5.7598e-020 2.0343e-030 2.6608e-030 1.7619e-029 2.0732e-028 6.2028e-027 7.0034e-015 7.4239e-026 1.2264e-026 4.9592e-030 2.8527e-025 1.7683e-023 1.1396e-011 8.3548e-022 1.2935e-022 2.3144e-023 1.0062e-021 8.7543e-020 1.7521e-010 2.2661e-016 5.8041e-018 1.2631e-017 5.3023e-017 4.1318e-016 2.6758e-014 3.3155e-010 8.8888e-015 5.0091e-015 6.9991e-015 1.6176e-014 8.7910e-014 1.7524e-011 3.0517e-013 3.9128e-015 6.0986e-015 7.8426e-014 6.3718e-013 7.5740e-012 1.7134e-011 5.5097e-012 3.1508e-012 2.9867e-012 3.6536e-012 5.0109e-012 6.4108e-012 6.0317e-012 3.8739e-012 1.9489e-012 8.3077e-013 2.5265e-013 1.4920e-014 7.0973e-014 4.6434e-013 1.2495e-012 2.3846e-012 3.6820e-012 4.9347e-012 6.0766e-012 7.1256e-012 8.0713e-012 8.9729e-012 9.9016e-012 1.0774e-011 1.1591e-011 1.2277e-011 1.2673e-011 1.2724e-011 1.2231e-011
           1 1.2873e-002 9.6051e-001 2.5322e-002 1.2477e-003 1.2064e-041 7.3418e-039 4.5270e-026 5.1029e-036 1.0285e-035 1.7300e-034 5.6456e-033 5.7641e-031 1.0510e-018 3.7460e-029 5.7429e-029 5.3833e-028 1.0794e-026 6.7612e-025 1.4140e-012 2.2896e-023 2.0270e-023 9.9272e-023 9.8340e-022 2.6746e-020 1.5659e-008 1.1992e-018 3.4369e-019 8.4076e-019 4.2351e-018 4.9985e-017 3.4257e-008 4.1938e-014 4.7822e-016 5.4466e-016 1.3023e-015 5.9536e-015 2.1934e-013 2.3186e-009 3.6173e-014 6.5369e-015 6.7525e-017 2.9988e-014 1.2958e-012 8.8704e-010 2.8578e-011 6.8483e-012 9.3112e-012 2.2235e-011 9.1345e-011 7.5978e-010 1.4695e-009 3.9657e-010 1.9446e-010 1.6597e-010 1.9061e-010 2.5454e-010 3.2780e-010 3.2107e-010 2.2455e-010 1.3261e-010 7.6381e-011 4.3867e-011 2.3727e-011 1.0523e-011 2.5230e-012 2.4369e-014 3.7538e-012 1.3110e-011 2.5969e-011 4.0443e-011 5.5642e-011 7.0886e-011 8.6356e-011 1.0273e-010 1.1921e-010 1.3576e-010 1.5153e-010 1.6432e-010 1.7299e-010 1.7410e-010
           2 2.4069e-007 2.6921e-002 9.3605e-001 3.3903e-002 4.3738e-040 3.4580e-037 2.6547e-024 3.2047e-034 8.5239e-034 1.8024e-032 6.7351e-031 6.9252e-029 1.1725e-016 3.9146e-027 4.5446e-027 2.8966e-026 3.6760e-025 1.4058e-023 2.1316e-011 2.8755e-022 1.5570e-022 4.8167e-022 3.1904e-021 6.3305e-020 3.1670e-008 2.3351e-018 6.3783e-019 1.7348e-018 1.1148e-017 1.8656e-016 1.9009e-007 2.3892e-013 4.3758e-015 8.3326e-015 3.4792e-014 2.9546e-013 2.2424e-011 2.9237e-007 9.3241e-012 7.0429e-012 1.4314e-011 5.3839e-011 5.7077e-010 2.1909e-007 5.6850e-009 7.8609e-010 6.9342e-010 1.1525e-009 3.4537e-009 2.2152e-008 3.6776e-008 7.9644e-009 2.9720e-009 1.8977e-009 1.5947e-009 1.5052e-009 1.2975e-009 7.6535e-010 2.4725e-010 2.7275e-011 7.2489e-012 8.1406e-011 2.1583e-010 4.0744e-010 6.5532e-010 9.3834e-010 1.2038e-009 1.3918e-009 1.4841e-009 1.5102e-009 1.5012e-009 1.4690e-009 1.4325e-009 1.4031e-009 1.3688e-009 1.3319e-009 1.2856e-009 1.2177e-009 1.1293e-009 1.0097e-009
           3 8.9221e-007 1.8345e-005 3.8073e-002 9.1802e-001 8.8220e-039 5.4612e-036 3.5781e-023 4.1503e-033 9.9269e-033 2.1106e-031 8.8044e-030 1.0974e-027 2.1729e-015 7.9498e-026 1.2249e-025 1.0551e-024 1.8250e-023 9.4992e-022 1.7463e-009 2.6219e-020 1.8777e-020 7.4164e-020 5.9128e-019 1.2890e-017 6.3783e-006 4.5931e-016 1.0319e-016 1.9387e-016 7.2862e-016 6.1702e-015 2.9432e-006 3.5156e-012 2.5108e-014 1.5697e-014 1.5875e-014 1.4227e-014 8.7913e-014 3.7262e-009 4.5245e-013 5.8575e-013 1.2111e-012 3.2048e-012 1.4312e-011 1.4002e-009 8.5814e-012 9.1937e-012 5.6043e-011 2.7743e-010 1.8327e-009 2.1097e-008 4.8408e-008 1.6367e-008 1.0325e-008 1.1199e-008 1.6188e-008 2.7055e-008 4.3477e-008 5.3424e-008 4.8052e-008 3.8140e-008 3.1352e-008 2.7957e-008 2.6819e-008 2.7019e-008 2.7759e-008 2.8127e-008 2.7257e-008 2.4904e-008 2.1693e-008 1.8488e-008 1.5688e-008 1.3309e-008 1.1403e-008 9.9204e-009 8.6730e-009 7.6209e-009 6.6826e-009 5.7795e-009 4.9144e-009 4.0444e-009
           4 5.9482e-008 9.0144e-006 2.2037e-004 4.6443e-002 9.7600e-038 1.0054e-034 8.2202e-022 9.9574e-032 2.5435e-031 4.9108e-030 1.6650e-028 1.5991e-026 2.6703e-014 8.9630e-025 1.1190e-024 8.3915e-024 1.3652e-022 7.1698e-021 1.3664e-008 2.1125e-019 1.6843e-019 7.6426e-019 7.1735e-018 1.8813e-016 1.0820e-004 8.2467e-015 2.3368e-015 5.7084e-015 2.8994e-014 3.4884e-013 2.4650e-004 3.0249e-010 3.6325e-012 4.4761e-012 1.2058e-011 6.6194e-011 3.2591e-009 3.8081e-005 8.8094e-010 4.3212e-010 5.6730e-010 1.3627e-009 9.0428e-009 2.4646e-006 5.4213e-008 4.3062e-009 1.9905e-009 1.4738e-009 1.4008e-009 1.2167e-009 5.1888e-014 8.6587e-010 1.5993e-009 2.5507e-009 4.2111e-009 7.0846e-009 1.0654e-008 1.1661e-008 8.8991e-009 5.6529e-009 3.4701e-009 2.1178e-009 1.2268e-009 6.0257e-010 1.8590e-010 3.5288e-012 1.0812e-010 4.9645e-010 1.0874e-009 1.7978e-009 2.5873e-009 3.4264e-009 4.3280e-009 5.3351e-009 6.4189e-009 7.5875e-009 8.8031e-009 9.9386e-009 1.0911e-008 1.1462e-008
           5 4.2257e-009 1.6738e-007 5.3082e-006 3.4115e-004 3.4180e-037 9.3991e-035 5.7344e-023 1.7946e-034 2.1283e-031 1.7596e-029 1.3337e-027 2.1343e-025 4.4417e-013 1.6272e-023 2.3482e-023 1.7764e-022 2.6219e-021 1.1641e-019 1.9528e-007 2.7990e-018 1.8148e-018 6.8263e-018 5.4905e-017 1.2826e-015 6.9424e-004 5.2032e-014 1.4132e-014 3.4125e-014 1.7607e-013 2.2057e-012 1.6535e-003 2.0379e-009 2.6663e-011 3.6579e-011 1.1210e-010 7.1533e-010 4.1842e-008 5.1262e-004 1.3745e-008 8.3959e-009 1.4103e-008 4.4733e-008 4.0746e-007 1.4227e-004 3.5433e-006 4.3586e-007 3.4763e-007 5.3151e-007 1.4931e-006 9.1868e-006 1.4992e-005 3.2063e-006 1.2070e-006 8.0514e-007 7.4012e-007 8.1194e-007 8.8291e-007 7.4800e-007 4.6063e-007 2.4456e-007 1.3106e-007 7.4022e-008 4.3281e-008 2.5085e-008 1.3487e-008 6.0212e-009 1.7574e-009 1.0833e-010 2.3808e-010 1.2631e-009 2.5947e-009 3.9112e-009 5.0938e-009 6.1429e-009 7.0027e-009 7.6779e-009 8.1334e-009 8.2823e-009 8.1196e-009 7.5606e-009
           6 8.8205e-010 2.5523e-007 8.2245e-006 1.4594e-005 5.5496e-036 8.2480e-034 9.5565e-026 6.0644e-032 2.8594e-030 1.0824e-028 3.5421e-027 1.4894e-025 4.7263e-014 4.5844e-026 1.2481e-023 3.9831e-022 1.3038e-020 9.7024e-019 2.0600e-006 3.2893e-017 2.6405e-017 1.1076e-016 9.1218e-016 2.0410e-014 1.0365e-002 7.5548e-013 1.8141e-013 3.8067e-013 1.6964e-012 1.8393e-011 1.2119e-002 1.4821e-008 1.7111e-010 2.1029e-010 5.8766e-010 3.4892e-009 1.9415e-007 2.3573e-003 6.2102e-008 3.7823e-008 6.4825e-008 2.1441e-007 2.0771e-006 7.6473e-004 1.9569e-005 2.6450e-006 2.3490e-006 4.0423e-006 1.2877e-005 8.9235e-005 1.5706e-004 3.7676e-005 1.6460e-005 1.2889e-005 1.4013e-005 1.8272e-005 2.3674e-005 2.4023e-005 1.8030e-005 1.1997e-005 8.3209e-006 6.3156e-006 5.2048e-006 4.5443e-006 4.0775e-006 3.6313e-006 3.1084e-006 2.5188e-006 1.9519e-006 1.4831e-006 1.1227e-006 8.4990e-007 6.4957e-007 5.0334e-007 3.9088e-007 3.0397e-007 2.3455e-007 1.7722e-007 1.3045e-007 9.1999e-008
           7 5.9631e-009 1.4585e-007 3.4097e-008 1.2955e-005 3.2082e-034 3.8764e-032 9.1157e-026 2.1690e-030 8.0575e-029 2.2261e-027 4.7685e-026 8.6482e-025 2.4852e-017 1.2996e-023 1.8424e-022 2.4187e-021 3.3252e-020 7.1214e-019 3.5443e-007 9.5903e-019 5.9849e-018 1.3058e-016 2.4845e-015 9.5060e-014 6.4226e-002 5.0978e-012 1.5874e-012 3.9826e-012 1.9924e-011 2.3063e-010 1.5573e-001 1.9056e-007 2.1824e-009 2.5883e-009 6.8175e-009 3.7385e-008 1.8882e-006 2.2315e-002 5.4061e-007 2.9175e-007 4.4077e-007 1.2853e-006 1.1039e-005 3.7620e-003 9.3089e-005 1.1449e-005 9.4167e-006 1.5308e-005 4.7008e-005 3.2027e-004 5.6166e-004 1.3519e-004 6.0074e-005 4.8482e-005 5.4901e-005 7.5122e-005 1.0257e-004 1.1004e-004 8.7776e-005 6.2477e-005 4.6607e-005 3.8188e-005 3.4058e-005 3.2240e-005 3.1414e-005 3.0436e-005 2.8405e-005 2.5160e-005 2.1376e-005 1.7871e-005 1.4955e-005 1.2579e-005 1.0741e-005 9.3597e-006 8.2377e-006 7.3234e-006 6.5300e-006 5.7720e-006 5.0421e-006 4.2839e-006
           8 1.4376e-009 2.3731e-008 1.0057e-006 4.6493e-006 4.1064e-032 4.2192e-030 1.6784e-027 2.0075e-028 6.2308e-027 1.4244e-025 2.4907e-024 3.6082e-023 1.2456e-016 4.3016e-022 4.5531e-021 4.2167e-020 3.5703e-019 2.8361e-018 3.0980e-009 1.7781e-017 1.3400e-016 9.5682e-016 7.5616e-015 9.6997e-014 1.8440e-002 7.2224e-013 5.6927e-014 1.9405e-012 2.6448e-011 5.5527e-010 5.4999e-001 6.8654e-007 1.0506e-008 1.5458e-008 4.7978e-008 2.9864e-007 1.6640e-005 2.0085e-001 5.1351e-006 2.9264e-006 4.5773e-006 1.3545e-005 1.1565e-004 3.8772e-002 9.4893e-004 1.1127e-004 8.5581e-005 1.2796e-004 3.5729e-004 2.2198e-003 3.6722e-003 8.1042e-004 3.2368e-004 2.3523e-004 2.4187e-004 3.0415e-004 3.8701e-004 3.9178e-004 2.9762e-004 2.0353e-004 1.4735e-004 1.1841e-004 1.0459e-004 9.8910e-005 9.7003e-005 9.5193e-005 9.0477e-005 8.1997e-005 7.1563e-005 6.1675e-005 5.3377e-005 4.6565e-005 4.1334e-005 3.7528e-005 3.4479e-005 3.2052e-005 2.9934e-005 2.7752e-005 2.5458e-005 2.2725e-005
           9 1.7321e-009 4.3739e-008 1.8309e-007 8.0359e-009 3.2379e-029 2.7640e-027 1.3586e-025 1.0904e-025 2.7941e-024 5.2393e-023 7.4752e-022 8.7541e-021 9.6411e-019 8.4602e-020 7.0828e-019 5.1375e-018 3.3392e-017 1.9512e-016 1.0369e-009 1.0314e-015 5.1313e-015 2.3780e-014 1.0567e-013 4.6665e-013 4.6071e-004 1.3005e-012 6.7290e-012 2.9272e-011 1.4217e-010 1.0439e-009 2.6608e-001 2.9737e-007 7.3242e-011 2.3458e-009 2.9297e-008 3.6567e-007 3.1562e-005 4.1580e-001 1.3234e-005 9.4972e-006 1.7845e-005 6.1517e-005 5.9900e-004 2.1782e-001 5.5227e-003 7.1666e-004 6.0238e-004 9.7126e-004 2.8817e-003 1.8674e-002 3.1515e-002 7.1034e-003 2.8729e-003 2.0822e-003 2.1031e-003 2.5640e-003 3.1317e-003 3.0192e-003 2.1651e-003 1.3844e-003 9.3039e-004 6.9104e-004 5.6341e-004 4.9218e-004 4.4691e-004 4.0740e-004 3.6112e-004 3.0660e-004 2.5193e-004 2.0550e-004 1.6921e-004 1.4124e-004 1.2066e-004 1.0603e-004 9.4824e-005 8.6278e-005 7.9280e-005 7.2682e-005 6.6239e-005 5.8993e-005
