   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51
           0 3.3193e-001 3.2800e-001 1.9413e-001 9.0030e-002 3.6076e-002 1.3155e-002 4.5103e-003 1.4830e-003 4.7177e-004 1.4598e-004 4.4438e-005 1.3546e-005 4.1787e-006 1.2845e-006 3.7739e-007 1.0213e-007 2.6291e-008 7.7325e-009 3.3243e-009 1.9309e-009 1.0158e-009 2.9847e-010 6.2903e-012 6.8859e-011 1.5710e-010 1.0638e-010 1.5622e-011 1.1375e-011 7.9540e-011 1.2450e-010 9.8642e-011 3.7651e-011 1.4131e-012 1.2172e-011 4.6760e-011 6.9369e-011 6.3168e-011 3.6866e-011 1.0828e-011 5.5901e-014 6.4821e-012 2.1869e-011 3.5563e-011 4.0820e-011 3.6829e-011 2.7057e-011 1.6176e-011 7.6129e-012 2.5986e-012 5.3481e-013 4.3431e-014 5.3061e-016
           1 3.8707e-001 4.7893e-003 9.6315e-002 1.8346e-001 1.5543e-001 9.3361e-002 4.6213e-002 2.0276e-002 8.2027e-003 3.1265e-003 1.1399e-003 4.0356e-004 1.4064e-004 4.8510e-005 1.6443e-005 5.4134e-006 1.7363e-006 5.6261e-007 1.9579e-007 7.5227e-008 2.9664e-008 1.0111e-008 2.2782e-009 1.6942e-010 1.1756e-011 2.3278e-011 6.1861e-012 1.3218e-010 2.8791e-010 2.7762e-010 1.2505e-010 8.5197e-012 2.7692e-011 1.2244e-010 1.7727e-010 1.4410e-010 6.4228e-011 7.1116e-012 7.2590e-012 4.9135e-011 9.3271e-011 1.0959e-010 9.2963e-011 5.7967e-011 2.4215e-011 4.3429e-012 2.2107e-013 5.9686e-012 1.3401e-011 1.6235e-011 1.2064e-011 5.1938e-012
           2 2.0553e-001 1.7173e-001 1.2734e-001 2.4779e-006 6.8807e-002 1.3209e-001 1.2363e-001 8.3457e-002 4.6615e-002 2.3005e-002 1.0411e-002 4.4294e-003 1.8046e-003 7.1262e-004 2.7429e-004 1.0316e-004 3.8124e-005 1.4001e-005 5.1754e-006 1.9296e-006 7.1314e-007 2.5336e-007 8.4686e-008 2.7279e-008 9.4242e-009 4.0836e-009 2.2785e-009 1.3492e-009 6.4371e-010 1.7028e-010 3.0824e-012 3.7955e-011 8.8855e-011 6.8503e-011 1.7081e-011 1.1634e-012 3.1325e-011 6.8309e-011 7.5276e-011 5.0081e-011 1.7072e-011 4.2992e-013 6.8084e-012 2.6360e-011 4.4297e-011 5.1217e-011 4.6300e-011 3.4442e-011 2.1575e-011 1.1419e-011 4.8766e-012 1.5849e-012
           3 6.2657e-002 2.8955e-001 1.4383e-002 1.5345e-001 4.8356e-002 3.2119e-003 6.2219e-002 1.0568e-001 1.0076e-001 7.2189e-002 4.3448e-002 2.3245e-002 1.1449e-002 5.3180e-003 2.3658e-003 1.0168e-003 4.2476e-004 1.7376e-004 7.0311e-005 2.8371e-005 1.1408e-005 4.5223e-006 1.7451e-006 6.5594e-007 2.4705e-007 9.8497e-008 4.3457e-008 2.0734e-008 9.6424e-009 3.7439e-009 9.6790e-010 8.8308e-011 7.6777e-012 3.7095e-011 9.6425e-012 7.6208e-012 6.9509e-011 1.3240e-010 1.3177e-010 7.4184e-011 1.5862e-011 1.2434e-012 3.0830e-011 7.3967e-011 9.9805e-011 9.7024e-011 7.3482e-011 4.4408e-011 2.1362e-011 8.0416e-012 2.3346e-012 5.7083e-013
           4 1.1483e-002 1.5850e-001 2.3035e-001 1.5218e-002 8.2518e-002 9.9853e-002 1.3666e-002 1.0568e-002 5.9724e-002 8.8696e-002 8.3696e-002 6.1816e-002 3.9070e-002 2.2206e-002 1.1705e-002 5.8329e-003 2.7819e-003 1.2825e-003 5.7709e-004 2.5558e-004 1.1187e-004 4.8351e-005 2.0578e-005 8.6375e-006 3.6132e-006 1.5318e-006 6.6561e-007 2.9395e-007 1.2773e-007 5.2166e-008 1.9264e-008 6.4230e-009 2.1245e-009 8.9220e-010 5.9210e-010 5.3515e-010 4.7576e-010 3.3222e-010 1.5012e-010 2.5249e-011 3.5950e-012 5.1749e-011 1.0302e-010 1.1467e-010 8.7047e-011 4.5629e-011 1.4196e-011 1.0511e-012 1.0529e-012 4.6011e-012 4.9887e-012 2.4435e-012
           5 1.2138e-003 4.1704e-002 2.3597e-001 1.2340e-001 7.5849e-002 1.7729e-002 9.7308e-002 5.1602e-002 1.2448e-003 1.8746e-002 5.7675e-002 7.6164e-002 7.0263e-002 5.2681e-002 3.4507e-002 2.0570e-002 1.1437e-002 6.0291e-003 3.0522e-003 1.5003e-003 7.2169e-004 3.4108e-004 1.5853e-004 7.2600e-005 3.2938e-005 1.4936e-005 6.8184e-006 3.1297e-006 1.4279e-006 6.3682e-007 2.7465e-007 1.1554e-007 4.9233e-008 2.2575e-008 1.1660e-008 6.6582e-009 3.8532e-009 2.0080e-009 8.2010e-010 2.0498e-010 9.8890e-012 1.6121e-011 5.0693e-011 4.7518e-011 2.0353e-011 1.5127e-012 3.6497e-012 1.7943e-011 2.9705e-011 3.0502e-011 2.0407e-011 8.3413e-012
           6 6.3627e-005 5.4782e-003 8.7080e-002 2.7028e-001 4.1736e-002 1.1670e-001 2.0765e-004 6.0705e-002 7.4057e-002 1.9771e-002 7.8900e-004 2.5863e-002 5.5149e-002 6.5882e-002 5.9252e-002 4.4828e-002 3.0163e-002 1.8647e-002 1.0824e-002 5.9937e-003 3.2024e-003 1.6633e-003 8.4417e-004 4.2070e-004 2.0699e-004 1.0107e-004 4.9114e-005 2.3741e-005 1.1388e-005 5.4159e-006 2.5628e-006 1.2175e-006 5.8682e-007 2.8830e-007 1.4337e-007 7.0827e-008 3.3920e-008 1.5442e-008 6.6593e-009 2.7951e-009 1.2270e-009 6.2582e-010 3.9709e-010 3.0068e-010 2.4215e-010 1.8672e-010 1.2914e-010 7.7282e-011 3.9199e-011 1.6616e-011 5.7399e-012 1.6266e-012
           7 1.0059e-006 3.0587e-004 1.3661e-002 1.3804e-001 2.6669e-001 4.9819e-003 1.1929e-001 1.6542e-002 2.4032e-002 7.0817e-002 4.2097e-002 4.1539e-003 5.8023e-003 3.1081e-002 5.1782e-002 5.7017e-002 5.0100e-002 3.8067e-002 2.6120e-002 1.6637e-002 1.0028e-002 5.7951e-003 3.2387e-003 1.7619e-003 9.3866e-004 4.9276e-004 2.5611e-004 1.3206e-004 6.7548e-005 3.4262e-005 1.7269e-005 8.6966e-006 4.4066e-006 2.2561e-006 1.1647e-006 6.0078e-007 3.0599e-007 1.5257e-007 7.4605e-008 3.6362e-008 1.8222e-008 9.7285e-009 5.6487e-009 3.5290e-009 2.2833e-009 1.4592e-009 8.8473e-010 4.9510e-010 2.5183e-010 1.1498e-010 4.4819e-011 1.3977e-011
           8 4.2339e-009 3.3769e-006 7.5599e-004 2.4853e-002 1.8635e-001 2.4331e-001 1.2209e-003 9.7730e-002 4.1306e-002 4.0309e-003 5.2066e-002 5.4047e-002 1.7484e-002 1.1004e-006 1.2393e-002 3.4073e-002 4.7737e-002 4.9235e-002 4.2312e-002 3.2185e-002 2.2446e-002 1.4674e-002 9.1294e-003 5.4652e-003 3.1759e-003 1.8039e-003 1.0065e-003 5.5350e-004 3.0086e-004 1.6214e-004 8.6931e-005 4.6498e-005 2.4849e-005 1.3264e-005 7.0662e-006 3.7573e-006 1.9986e-006 1.0682e-006 5.7660e-007 3.1521e-007 1.7437e-007 9.7129e-008 5.4089e-008 2.9922e-008 1.6402e-008 8.9317e-009 4.8679e-009 2.6771e-009 1.4859e-009 8.0764e-010 3.8254e-010 1.3515e-010
           9 1.1701e-008 8.5047e-008 3.7951e-006 1.2388e-003 3.6761e-002 2.2809e-001 2.1740e-001 1.1750e-002 7.0015e-002 5.9115e-002 1.9790e-004 3.0986e-002 5.3650e-002 3.0348e-002 4.0373e-003 2.4065e-003 1.8346e-002 3.5084e-002 4.3238e-002 4.2228e-002 3.5600e-002 2.7102e-002 1.9146e-002 1.2783e-002 8.1737e-003 5.0541e-003 3.0437e-003 1.7947e-003 1.0410e-003 5.9631e-004 3.3850e-004 1.9087e-004 1.0709e-004 5.9859e-005 3.3383e-005 1.8614e-005 1.0401e-005 5.8345e-006 3.2877e-006 1.8600e-006 1.0556e-006 6.0076e-007 3.4330e-007 1.9748e-007 1.1478e-007 6.7606e-008 4.0375e-008 2.4340e-008 1.4610e-008 8.3929e-009 4.0998e-009 1.4665e-009
