   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44
          10 1.1641e-008 2.2698e-008 4.4897e-008 8.4686e-006 2.1954e-005 4.7346e-003 1.2991e-001 3.8403e-001 3.9310e-002 9.1196e-002 1.3399e-002 1.3461e-002 4.8671e-002 3.9047e-002 1.0814e-002 2.7342e-005 9.2053e-003 2.4325e-002 3.4547e-002 3.6873e-002 3.3277e-002 2.6885e-002 2.0069e-002 1.4129e-002 9.5256e-003 6.2201e-003 3.9632e-003 2.4762e-003 1.5239e-003 9.2811e-004 5.6181e-004 3.3895e-004 2.0407e-004 1.2269e-004 7.3747e-005 4.4424e-005 2.6895e-005 1.6402e-005 1.0084e-005 6.2403e-006 3.8681e-006 2.3739e-006 1.3960e-006 7.0332e-007 2.3358e-007
          11 1.4318e-009 2.0710e-008 1.5557e-009 1.6123e-009 1.7317e-005 2.5521e-004 1.9384e-003 1.2441e-001 4.2251e-001 5.1876e-002 7.4428e-002 1.7410e-002 7.4313e-003 3.9247e-002 3.8682e-002 1.5278e-002 6.9515e-004 3.7856e-003 1.5811e-002 2.6666e-002 3.1633e-002 3.0953e-002 2.6776e-002 2.1224e-002 1.5781e-002 1.1201e-002 7.6796e-003 5.1234e-003 3.3448e-003 2.1494e-003 1.3669e-003 8.6342e-004 5.4252e-004 3.3936e-004 2.1168e-004 1.3206e-004 8.2714e-005 5.2145e-005 3.3103e-005 2.1111e-005 1.3447e-005 8.4491e-006 5.0639e-006 2.5855e-006 8.6438e-007
          12 7.1761e-009 6.0756e-011 1.7074e-008 8.8695e-012 7.3931e-007 1.4060e-005 8.4851e-004 2.4002e-007 9.8536e-002 4.6267e-001 8.8143e-002 5.2371e-002 1.8982e-002 5.0072e-003 3.1629e-002 3.5808e-002 1.7312e-002 2.1554e-003 1.2574e-003 9.9631e-003 1.9950e-002 2.6096e-002 2.7467e-002 2.5204e-002 2.1029e-002 1.6415e-002 1.2209e-002 8.7411e-003 6.0687e-003 4.1176e-003 2.7509e-003 1.8186e-003 1.1921e-003 7.7575e-004 5.0233e-004 3.2477e-004 2.1032e-004 1.3664e-004 8.9003e-005 5.7994e-005 3.7621e-005 2.4025e-005 1.4609e-005 7.5435e-006 2.5373e-006
          13 1.1644e-009 9.0781e-009 9.9161e-010 3.6329e-008 7.9977e-010 4.5797e-006 1.2190e-007 1.4883e-003 3.5863e-003 5.3577e-002 4.8084e-001 1.6251e-001 2.6221e-002 2.0200e-002 5.1245e-003 2.5747e-002 3.2090e-002 1.7170e-002 3.2315e-003 3.3223e-004 6.3634e-003 1.4829e-002 2.1136e-002 2.3634e-002 2.2757e-002 1.9857e-002 1.6161e-002 1.2474e-002 9.2509e-003 6.6634e-003 4.6946e-003 3.2479e-003 2.2144e-003 1.4946e-003 1.0033e-003 6.7171e-004 4.4904e-004 2.9980e-004 1.9997e-004 1.3322e-004 8.8344e-005 5.7642e-005 3.5721e-005 1.8701e-005 6.3335e-006
          14 1.9278e-009 3.3837e-012 5.2389e-009 9.8228e-012 4.8899e-008 2.4248e-007 9.6260e-006 8.7827e-005 1.1975e-003 1.5607e-002 9.2237e-003 4.3459e-001 2.8331e-001 3.5571e-003 2.5220e-002 8.6124e-003 2.0391e-002 2.8673e-002 1.5318e-002 3.5530e-003 7.4567e-005 4.2998e-003 1.1270e-002 1.7083e-002 1.9921e-002 1.9941e-002 1.8044e-002 1.5162e-002 1.2072e-002 9.2444e-003 6.8653e-003 4.9742e-003 3.5385e-003 2.4856e-003 1.7299e-003 1.1949e-003 8.2067e-004 5.6179e-004 3.8403e-004 2.6199e-004 1.7751e-004 1.1790e-004 7.4046e-005 3.9108e-005 1.3300e-005
          15 2.6376e-009 3.6379e-009 1.8484e-010 7.9325e-009 3.2819e-009 2.5277e-008 2.1289e-006 2.3342e-006 4.5789e-004 3.3115e-005 2.8027e-002 7.8806e-003 2.8576e-001 4.2083e-001 7.1373e-003 4.1174e-002 2.0877e-002 1.3066e-002 2.7084e-002 1.1784e-002 3.2127e-003 3.8551e-005 3.2300e-003 8.8610e-003 1.3878e-002 1.6532e-002 1.6998e-002 1.5773e-002 1.3549e-002 1.1056e-002 8.6857e-003 6.6030e-003 4.8947e-003 3.5706e-003 2.5747e-003 1.8356e-003 1.2955e-003 9.0833e-004 6.3501e-004 4.4250e-004 3.0559e-004 2.0621e-004 1.3110e-004 6.9817e-005 2.3840e-005
          16 2.2306e-010 1.4835e-009 2.4705e-009 1.8427e-010 2.4951e-009 2.0468e-008 1.0635e-007 6.1010e-006 2.7049e-005 7.2369e-004 2.5202e-003 2.1406e-002 8.1499e-002 7.8632e-002 4.5914e-001 5.9059e-002 7.9820e-002 5.8373e-002 3.0949e-003 3.1434e-002 6.2045e-003 2.9147e-003 1.4097e-004 2.6535e-003 7.4944e-003 1.1397e-002 1.3707e-002 1.4259e-002 1.3319e-002 1.1667e-002 9.6952e-003 7.7185e-003 5.9789e-003 4.5340e-003 3.3691e-003 2.4663e-003 1.7904e-003 1.2915e-003 9.2404e-004 6.5473e-004 4.5809e-004 3.1300e-004 2.0142e-004 1.0830e-004 3.7167e-005
          17 3.2641e-010 3.7251e-011 5.8130e-010 2.2760e-009 4.3557e-010 5.6117e-010 4.7698e-010 1.7705e-006 9.8899e-007 2.6883e-004 6.5078e-005 1.1901e-002 5.0297e-004 1.5515e-001 6.9403e-003 2.7621e-001 1.1126e-001 1.3267e-001 1.4611e-001 3.4307e-003 5.3369e-002 2.0154e-004 4.4239e-003 1.0743e-003 1.9015e-003 7.1387e-003 9.1303e-003 1.1380e-002 1.1535e-002 1.0839e-002 9.6041e-003 7.9800e-003 6.4528e-003 5.0759e-003 3.8753e-003 2.9181e-003 2.1799e-003 1.6061e-003 1.1673e-003 8.4122e-004 6.0007e-004 4.1714e-004 2.7159e-004 1.4695e-004 5.0560e-005
          18 9.3752e-010 9.4531e-010 7.5932e-011 2.0821e-009 4.9656e-010 4.0354e-011 5.5167e-009 2.6893e-007 3.8040e-006 4.1631e-005 3.7552e-004 1.8759e-003 1.1313e-002 3.1695e-002 7.8204e-002 1.6157e-001 2.8839e-002 5.2566e-002 1.1026e-001 2.4101e-001 4.6001e-002 1.1808e-001 1.3914e-002 1.6857e-002 9.0648e-003 1.1459e-004 1.0072e-002 5.5497e-003 1.0424e-002 8.2804e-003 8.7877e-003 7.2017e-003 6.2467e-003 4.9865e-003 3.9426e-003 3.0611e-003 2.3138e-003 1.7413e-003 1.2963e-003 9.4796e-004 6.8277e-004 4.7942e-004 3.1514e-004 1.7170e-004 5.9276e-005
          19 7.8947e-010 1.0899e-009 5.4766e-010 3.7080e-010 1.0450e-009 4.2451e-011 4.5089e-009 3.2620e-008 2.1341e-006 2.4985e-006 2.4161e-004 6.2959e-005 8.0847e-003 5.6253e-004 8.2397e-002 5.2331e-003 1.5946e-001 3.0268e-002 4.5605e-003 2.7114e-003 1.4162e-001 6.8644e-002 1.8491e-001 8.6766e-002 7.1812e-002 5.7965e-002 9.8171e-003 3.1725e-002 2.2447e-005 1.6999e-002 2.4801e-003 9.3826e-003 3.6366e-003 5.2888e-003 3.0605e-003 2.9725e-003 2.0730e-003 1.6361e-003 1.2525e-003 8.9983e-004 6.6429e-004 4.7827e-004 3.1441e-004 1.7026e-004 5.8645e-005
          20 4.0271e-010 6.2120e-010 5.2742e-010 1.5945e-013 5.5141e-010 2.6068e-010 2.7470e-009 4.1230e-009 8.2328e-007 1.8337e-008 1.0014e-004 1.9599e-005 3.3173e-003 1.1214e-003 3.6750e-002 8.3421e-003 1.0547e-001 9.8340e-004 1.5879e-002 3.5056e-002 7.7642e-002 1.1476e-004 7.9130e-005 4.9280e-002 7.1601e-002 9.5925e-002 1.3934e-001 7.1626e-002 1.1920e-001 3.1272e-002 6.9658e-002 8.6026e-003 3.2853e-002 1.2080e-003 1.3682e-002 3.5033e-006 5.3360e-003 1.7777e-004 2.0321e-003 3.2765e-004 7.6100e-004 3.0735e-004 2.4568e-004 1.4769e-004 5.0580e-005
          21 1.3394e-010 2.1505e-010 2.3602e-010 3.9942e-011 1.5234e-010 1.9924e-010 1.1454e-009 5.5215e-010 2.4699e-007 1.8865e-007 3.0554e-005 3.1538e-005 9.7119e-004 1.2624e-003 1.0601e-002 1.0711e-002 3.3912e-002 9.0351e-003 1.4121e-002 1.2716e-002 1.0477e-002 1.1479e-002 8.7807e-003 4.2079e-002 2.2553e-002 9.7592e-003 2.4131e-003 7.9843e-003 9.4283e-003 5.9758e-002 4.2389e-002 1.0495e-001 6.4732e-002 1.1260e-001 6.4431e-002 9.2656e-002 5.0357e-002 6.4436e-002 3.3539e-002 3.9548e-002 1.9288e-002 2.0155e-002 7.3849e-003 4.2895e-003 3.9310e-005
