   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17
           0 8.3662e-002 2.6468e-001 3.3504e-001 2.1939e-001 7.9721e-002 1.5855e-002 1.5574e-003 5.5734e-005 1.3997e-007 2.4950e-008 5.6862e-009 5.7893e-009 4.1907e-010 1.7076e-009 4.6874e-013 4.3074e-010 3.4666e-010 3.3033e-011
           1 1.5682e-001 1.7761e-001 6.1927e-003 1.1835e-001 2.8316e-001 1.9410e-001 5.6664e-002 6.9238e-003 2.4612e-004 1.8635e-008 1.7221e-007 2.1110e-010 3.5784e-009 1.2579e-009 1.5046e-009 6.4241e-012 1.4357e-010 2.4425e-011
           2 1.7754e-001 4.2172e-002 6.3426e-002 1.2336e-001 3.4591e-004 1.8514e-001 2.7317e-001 1.1709e-001 1.7177e-002 5.3062e-004 2.5418e-006 5.4628e-007 3.0932e-008 5.5531e-009 7.6779e-010 1.4670e-009 2.8939e-010 1.1518e-011
           3 1.5955e-001 2.7586e-005 1.0905e-001 4.8392e-003 1.0621e-001 4.8761e-002 6.5177e-002 2.9025e-001 1.8442e-001 3.1001e-002 6.4491e-004 3.2458e-005 3.9112e-007 1.8679e-007 9.0997e-008 1.0382e-008 4.9763e-012 6.2697e-011
           4 1.2614e-001 1.8463e-002 6.7676e-002 2.5732e-002 6.9240e-002 2.3692e-002 1.0945e-001 5.4549e-003 2.6088e-001 2.4825e-001 4.4571e-002 3.0828e-004 1.3962e-004 1.9746e-006 2.1318e-007 3.1677e-007 1.1663e-007 8.6795e-009
           5 9.2436e-002 4.7454e-002 1.9137e-002 6.6062e-002 4.3843e-003 8.1297e-002 1.4709e-003 1.0978e-001 5.7017e-003 2.1531e-001 3.0483e-001 5.1821e-002 3.4145e-005 2.6439e-004 4.1548e-005 2.9861e-006 6.1871e-008 1.6735e-011
           6 6.4724e-002 6.4816e-002 3.9821e-004 6.1910e-002 1.0886e-002 4.5642e-002 3.5960e-002 3.2622e-002 6.9650e-002 3.1463e-002 1.7858e-001 3.5537e-001 4.5518e-002 2.1962e-003 8.1621e-005 1.1760e-004 3.9403e-005 2.9285e-006
           7 4.4156e-002 6.8369e-002 5.2743e-003 3.4352e-002 3.8724e-002 4.8546e-003 6.0549e-002 2.5034e-003 6.3053e-002 2.8758e-002 5.3425e-002 1.6603e-001 3.9809e-001 2.2183e-002 8.9327e-003 5.2979e-004 2.2030e-006 4.5811e-007
           8 2.9727e-002 6.2881e-002 1.8332e-002 1.0966e-002 4.7624e-002 3.5895e-003 3.3775e-002 3.5323e-002 5.9385e-003 6.6677e-002 6.1634e-003 5.8744e-002 1.9078e-001 4.1171e-001 1.0788e-004 1.0264e-002 3.8813e-003 2.8429e-004
           9 1.9915e-002 5.3323e-002 2.9685e-002 8.2565e-004 3.7528e-002 2.0347e-002 6.1850e-003 4.5229e-002 7.2720e-003 2.6355e-002 5.0296e-002 5.6741e-005 4.5612e-002 2.7470e-001 3.3232e-001 3.6248e-002 1.7159e-004 3.4673e-005
          10 1.3351e-002 4.2983e-002 3.5914e-002 1.0913e-003 2.1570e-002 3.1760e-002 3.9205e-004 2.7365e-002 2.9162e-002 3.7145e-004 3.9947e-002 3.0016e-002 1.5589e-003 1.7856e-002 4.3138e-001 1.1121e-001 8.2330e-002 6.4803e-003
          11 8.9909e-003 3.3545e-002 3.7236e-002 6.1196e-003 8.8717e-003 3.1962e-002 8.2050e-003 8.2451e-003 3.3889e-002 8.2136e-003 9.7086e-003 3.9596e-002 1.5406e-002 5.0679e-003 5.4516e-004 5.3645e-001 1.5785e-002 3.6195e-005
          12 6.0933e-003 2.5626e-002 3.5116e-002 1.1669e-002 2.0547e-003 2.5028e-002 1.7073e-002 3.2639e-004 2.3296e-002 2.1445e-002 2.7481e-005 2.0271e-002 3.0769e-002 8.0659e-003 1.3576e-002 7.6382e-002 2.1064e-001 2.5767e-002
          13 4.1614e-003 1.9302e-002 3.1087e-002 1.5626e-002 2.4546e-005 1.6350e-002 2.1147e-002 1.5036e-003 1.0569e-002 2.4607e-002 6.1930e-003 3.8554e-003 2.3612e-002 2.0335e-002 7.4732e-003 5.9441e-002 1.8665e-001 5.4866e-003
