   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17
           0 7.0440e-002 2.4270e-001 3.3500e-001 2.3762e-001 9.2326e-002 1.9593e-002 2.1818e-003 1.0714e-004 5.3540e-007 4.4888e-008 3.1613e-009 4.5418e-008 7.1862e-010 3.5693e-009 4.1881e-010 1.4316e-010 2.1433e-010 2.0954e-011
           1 1.3787e-001 1.8352e-001 1.6105e-002 8.8429e-002 2.7502e-001 2.1639e-001 7.1680e-002 1.0500e-002 5.5176e-004 1.9948e-006 2.5236e-007 4.6324e-010 1.6542e-008 7.4348e-011 5.6644e-013 4.7590e-010 4.7644e-010 4.6891e-011
           2 1.6577e-001 5.8511e-002 4.1291e-002 1.3247e-001 2.3011e-003 1.4592e-001 2.8055e-001 1.4472e-001 2.7021e-002 1.4171e-003 2.7663e-007 1.3718e-006 1.7202e-008 1.6300e-008 2.3327e-011 1.7748e-010 4.9751e-011 2.5113e-011
           3 1.5618e-001 2.8032e-003 9.8062e-002 1.5885e-002 8.2686e-002 7.4440e-002 2.9965e-002 2.6614e-001 2.2066e-001 5.0791e-002 2.3360e-003 1.2707e-005 3.3700e-006 3.2764e-007 8.5844e-008 4.7823e-009 2.7351e-010 9.7086e-011
           4 1.2871e-001 8.1733e-003 7.6613e-002 1.0468e-002 8.1740e-002 6.4026e-003 1.1872e-001 7.8105e-004 2.0265e-001 2.8561e-001 7.7570e-002 2.4135e-003 1.4514e-004 7.1520e-007 1.7366e-006 6.0386e-007 1.3062e-007 7.9513e-009
           5 9.8181e-002 3.2964e-002 3.1658e-002 4.9996e-002 1.6121e-002 6.6123e-002 1.4075e-002 8.8195e-002 3.2120e-002 1.3205e-001 3.3700e-001 9.9983e-002 1.0111e-003 5.4102e-004 2.0914e-005 2.7736e-008 6.5807e-007 8.3622e-008
           6 7.1382e-002 5.2732e-002 4.8428e-003 6.0889e-002 1.5337e-003 5.8342e-002 1.4163e-002 5.6934e-002 3.4482e-002 7.2029e-002 8.0502e-002 3.8330e-001 1.0769e-001 1.4049e-004 7.7221e-004 2.1864e-004 3.7968e-005 2.1347e-006
           7 5.0404e-002 6.1043e-002 5.1815e-004 4.3888e-002 2.2363e-002 1.7351e-002 5.0407e-002 1.5616e-003 7.1906e-002 3.6714e-003 9.1381e-002 5.4567e-002 4.3617e-001 8.7123e-002 6.8664e-003 1.4091e-005 1.8942e-004 2.2152e-005
           8 3.5034e-002 6.0003e-002 8.2869e-003 2.1306e-002 3.8942e-002 1.0012e-004 4.4891e-002 1.4773e-002 2.4994e-002 5.2229e-002 2.0498e-003 8.7542e-002 5.3781e-002 4.9638e-001 3.2990e-002 2.1274e-002 3.5726e-003 1.8190e-004
           9 2.4186e-002 5.3618e-002 1.8470e-002 6.1534e-003 3.9300e-002 6.9485e-003 1.9214e-002 3.6863e-002 3.7291e-005 4.5373e-002 2.3489e-002 1.3666e-002 6.8530e-002 8.9215e-002 5.1579e-001 2.0025e-003 7.8111e-003 1.0894e-003
          10 1.6670e-002 4.5107e-002 2.6054e-002 3.4870e-004 2.9393e-002 1.9178e-002 2.7115e-003 3.5406e-002 1.1092e-002 1.2104e-002 4.3698e-002 5.3276e-003 2.3721e-002 3.9850e-002 1.9866e-001 3.5344e-001 8.5802e-002 4.2599e-003
          11 1.1501e-002 3.6423e-002 2.9642e-002 8.1332e-004 1.7530e-002 2.5694e-002 4.6858e-004 2.0654e-002 2.4833e-002 1.0824e-006 2.7609e-002 2.7825e-002 6.1578e-005 2.7525e-002 7.5874e-003 4.0021e-001 2.6650e-002 8.4558e-003
          12 7.9387e-003 2.8506e-002 2.9637e-002 3.8615e-003 8.3733e-003 2.5096e-002 5.3099e-003 7.5139e-003 2.6454e-002 5.8670e-003 7.7033e-003 3.0058e-002 1.2182e-002 1.0456e-003 3.0877e-002 1.7513e-002 3.5806e-001 2.4037e-002
          13 5.4527e-003 2.1643e-002 2.6965e-002 6.8679e-003 3.0175e-003 2.0225e-002 1.0239e-002 1.1865e-003 1.9593e-002 1.3476e-002 2.1191e-004 1.7814e-002 2.1027e-002 3.3115e-003 1.7314e-003 5.8825e-002 1.6944e-001 2.6501e-005
          14 3.6944e-003 1.5863e-002 2.2603e-002 8.4668e-003 6.7836e-004 1.4228e-002 1.2190e-002 1.9892e-005 1.1386e-002 1.5596e-002 1.2841e-003 6.6965e-003 1.8425e-002 9.9544e-003 3.6354e-004 1.6483e-007 2.1579e-001 9.3527e-003
          15 2.4814e-003 1.1311e-002 1.7783e-002 8.5017e-003 3.6815e-005 9.1911e-003 1.1423e-002 7.9743e-004 5.6191e-003 1.3391e-002 3.8361e-003 1.5011e-003 1.1755e-002 1.1589e-002 3.1174e-003 5.7730e-005 4.1763e-002 8.0787e-002
          16 1.7139e-003 8.1714e-003 1.3801e-002 7.7620e-003 3.9492e-005 5.8583e-003 9.6687e-003 1.6446e-003 2.5660e-003 1.0207e-002 5.1567e-003 9.6495e-005 6.5584e-003 9.8913e-003 4.8526e-003 6.6019e-004 8.8314e-003 1.3122e-001
          17 1.2418e-003 6.1294e-003 1.0929e-002 6.8998e-003 1.9009e-004 3.8354e-003 7.9860e-003 2.1616e-003 1.1160e-003 7.5662e-003 5.4591e-003 6.9447e-005 3.4849e-003 7.6061e-003 5.2214e-003 1.4721e-003 1.6197e-003 1.4890e-001
          18 8.9299e-004 4.5279e-003 8.4147e-003 5.7819e-003 3.1666e-004 2.4728e-003 6.2588e-003 2.2674e-003 4.3463e-004 5.3437e-003 4.9662e-003 3.5582e-004 1.7258e-003 5.3781e-003 4.6575e-003 1.8300e-003 9.0948e-005 1.5555e-001
          19 5.9835e-004 3.0949e-003 5.9282e-003 4.3256e-003 3.4334e-004 1.4959e-003 4.4291e-003 1.9402e-003 1.4464e-004 3.4537e-003 3.8492e-003 5.2264e-004 7.8103e-004 3.4246e-003 3.5042e-003 1.6836e-003 4.9834e-004 1.5186e-001
          20 3.2897e-004 1.7236e-003 3.3664e-003 2.5510e-003 2.4764e-004 7.6077e-004 2.5122e-003 1.2337e-003 4.0024e-005 1.8337e-003 2.2983e-003 4.2358e-004 3.0691e-004 1.7868e-003 2.0383e-003 1.0972e-003 3.5007e-004 1.5839e-001
          21 1.0401e-004 5.4823e-004 1.0804e-003 8.3300e-004 8.8068e-005 2.3116e-004 8.0493e-004 4.1599e-004 8.1511e-006 5.6851e-004 7.5274e-004 1.5693e-004 8.0482e-005 5.4823e-004 6.5825e-004 3.7207e-004 1.2028e-004 1.0802e-001
