   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18
           0 5.0924e-002 1.9291e-001 3.0490e-001 2.6324e-001 1.3595e-001 4.3005e-002 8.1413e-003 8.5121e-004 4.0500e-005 4.5072e-007 1.0115e-008 1.8204e-008 1.3129e-008 6.7568e-011 4.1661e-009 2.9988e-010 4.2686e-010 6.4303e-010 1.0287e-010
           1 1.1067e-001 1.8986e-001 5.0575e-002 2.5866e-002 2.0282e-001 2.4833e-001 1.3169e-001 3.5335e-002 4.6629e-003 2.4697e-004 2.2738e-006 4.5552e-008 1.6437e-008 1.4670e-008 1.4676e-009 4.6216e-009 1.5848e-010 2.5864e-010 8.2442e-011
           2 1.4282e-001 8.7679e-002 9.9422e-003 1.3033e-001 4.1193e-002 3.9193e-002 2.2653e-001 2.2162e-001 8.5695e-002 1.4159e-002 8.0133e-004 4.2063e-006 2.6364e-007 3.5089e-009 1.5872e-008 2.5909e-009 7.1513e-009 1.5759e-009 8.3576e-011
           3 1.4403e-001 1.7089e-002 6.9232e-002 5.3873e-002 2.4169e-002 1.1696e-001 5.4993e-003 1.1717e-001 2.6536e-001 1.5322e-001 3.1566e-002 1.8228e-003 2.6788e-006 6.0676e-007 4.7389e-008 3.5244e-008 9.7953e-011 3.4404e-009 5.9645e-010
           4 1.2596e-001 7.3623e-005 8.2534e-002 7.8951e-004 8.0422e-002 1.2087e-002 7.2757e-002 6.9057e-002 2.3209e-002 2.4569e-001 2.2584e-001 5.8225e-002 3.3084e-003 1.5476e-010 5.1475e-007 5.3249e-008 1.7617e-007 5.7535e-008 4.6818e-009
           5 1.0029e-001 1.1141e-002 5.4540e-002 1.5217e-002 5.2139e-002 1.4240e-002 6.7115e-002 6.6391e-003 1.0660e-001 1.8479e-003 1.7692e-001 2.9167e-001 9.6286e-002 5.3555e-003 9.0734e-006 1.6625e-007 1.5967e-009 2.7017e-008 5.9527e-009
           6 7.4879e-002 2.6022e-002 2.3646e-002 3.7966e-002 1.1774e-002 4.7045e-002 8.9108e-003 5.7288e-002 1.3325e-002 7.1960e-002 4.1593e-002 8.9459e-002 3.3878e-001 1.4945e-001 7.8337e-003 1.1394e-004 5.7480e-008 4.3686e-008 5.3774e-010
           7 5.4202e-002 3.4616e-002 6.3049e-003 4.2749e-002 5.6778e-007 4.4304e-002 2.8176e-003 4.6154e-002 8.4794e-003 5.4899e-002 1.5216e-002 8.9521e-002 2.0996e-002 3.5510e-001 2.1596e-001 7.6461e-003 9.9735e-004 3.4670e-005 7.9390e-007
           8 4.0120e-002 3.7896e-002 4.6088e-004 3.6238e-002 5.3617e-003 2.5733e-002 1.8903e-002 1.5106e-002 3.4772e-002 7.2938e-003 5.5157e-002 2.2262e-003 9.7995e-002 3.9854e-005 3.5418e-001 2.6409e-001 2.6891e-004 2.2126e-003 2.5304e-004
           9 3.0954e-002 3.8922e-002 5.4524e-004 2.6786e-002 1.4527e-002 9.8701e-003 2.9846e-002 6.5417e-004 3.8264e-002 2.6596e-003 3.9061e-002 1.9425e-002 3.1827e-002 6.7468e-002 9.0012e-003 3.9509e-001 2.1738e-001 2.2280e-002 8.0565e-004
          10 2.3788e-002 3.7345e-002 3.3039e-003 1.7061e-002 2.1119e-002 1.5252e-003 2.9323e-002 2.8880e-003 2.3309e-002 1.8607e-002 9.3096e-003 4.1484e-002 4.6467e-005 5.6742e-002 3.0960e-002 5.1263e-003 5.3234e-001 2.9709e-002 9.3599e-003
          11 1.8190e-002 3.4089e-002 6.6859e-003 9.3430e-003 2.3296e-002 1.3859e-004 2.1681e-002 1.1101e-002 8.0235e-003 2.7598e-002 2.9261e-005 3.1476e-002 1.6451e-002 1.0499e-002 5.5141e-002 9.6978e-003 1.1891e-002 5.0176e-001 3.3214e-002
          12 1.3836e-002 2.9895e-002 9.4470e-003 4.2835e-003 2.1789e-002 2.4354e-003 1.2814e-002 1.6949e-002 8.0795e-004 2.4400e-002 6.0461e-003 1.2324e-002 2.8855e-002 6.2258e-004 2.5786e-002 3.9974e-002 7.6778e-006 1.9276e-001 4.8099e-003
          13 1.0335e-002 2.5030e-002 1.0896e-002 1.5104e-003 1.8020e-002 5.3311e-003 6.0403e-003 1.7882e-002 3.7434e-004 1.5643e-002 1.3157e-002 1.7383e-003 2.4445e-002 1.0077e-002 3.5362e-003 2.8008e-002 3.1064e-002 5.8634e-002 5.0361e-002
          14 7.4993e-003 1.9869e-002 1.0825e-002 3.3315e-004 1.3491e-002 7.0149e-003 2.1897e-003 1.5146e-002 2.4530e-003 7.7945e-003 1.5054e-002 1.1505e-004 1.3979e-002 1.5904e-002 2.5880e-004 1.0313e-002 1.7882e-002 8.0476e-002 9.3665e-002
          15 5.0963e-003 1.4444e-002 9.1935e-003 1.7782e-005 9.0606e-003 6.8248e-003 5.5277e-004 1.0757e-002 3.8479e-003 3.0781e-003 1.2332e-002 1.5955e-003 5.9670e-003 1.4071e-002 3.0125e-003 1.9724e-003 1.0041e-002 2.4159e-004 2.3518e-001
          16 2.8744e-003 8.5205e-003 5.9829e-003 8.3704e-006 4.9672e-003 4.7306e-003 8.1121e-005 6.0093e-003 3.2598e-003 9.5255e-004 7.3495e-003 2.0784e-003 1.9473e-003 8.3859e-003 3.6253e-003 1.0408e-004 3.7507e-003 6.8575e-003 2.5554e-001
          17 8.4969e-004 2.5723e-003 1.8892e-003 1.0415e-005 1.4392e-003 1.5284e-003 6.3249e-006 1.7469e-003 1.1339e-003 1.8773e-004 2.1856e-003 8.2260e-004 3.9664e-004 2.4608e-003 1.3773e-003 4.3360e-007 8.1398e-004 1.2692e-003 2.8603e-001
