   v'->v''           0           1           2           3           4           5           6           7           8           9          10
          11 1.0892e-029 2.2067e-029 3.4575e-027 5.8517e-026 2.8168e-027 3.0925e-021 1.9651e-009 2.8672e-003 4.8598e-002 3.7971e-003 1.8803e-001
          12 1.7433e-028 1.9921e-028 1.5759e-025 9.8299e-025 7.5795e-024 7.9757e-020 1.1652e-008 4.1451e-003 5.9550e-002 4.0505e-002 1.0941e-002
          13 5.1780e-027 2.0169e-025 1.6786e-023 4.0877e-023 1.1334e-021 1.7540e-018 5.2936e-008 5.7501e-003 5.5770e-002 1.6000e-006 1.3237e-001
          14 4.1521e-024 1.0659e-020 3.6845e-019 3.0704e-019 2.1075e-017 7.6651e-016 1.9314e-007 7.7123e-003 5.9333e-002 6.5111e-003 1.3635e-002
          15 4.1291e-016 1.5539e-012 5.2350e-011 4.1609e-011 2.9595e-009 7.5154e-008 2.4347e-007 8.2088e-003 6.2109e-002 5.3902e-003 6.4470e-003
          16 2.5736e-024 9.5319e-022 1.8395e-020 2.9047e-021 7.0961e-019 1.6227e-016 5.8593e-007 9.9691e-003 5.5110e-002 2.8123e-003 7.5734e-002
          17 1.5025e-022 1.4066e-020 1.6847e-019 1.2774e-021 3.9344e-018 2.8094e-015 1.5214e-006 1.2551e-002 5.3712e-002 4.9461e-005 1.8574e-002
          18 1.3600e-020 6.2997e-019 4.8215e-018 1.9918e-018 7.0525e-017 5.1254e-014 3.4664e-006 1.5539e-002 4.8396e-002 9.2737e-003 3.4948e-002
          19 1.1716e-008 3.3609e-007 1.6141e-006 3.2013e-006 1.9180e-005 4.3493e-003 1.3646e-001 4.9929e-004 3.0237e-002 2.1049e-002 7.0521e-003
          20 6.4850e-016 1.8435e-014 8.7578e-014 1.7889e-013 1.0408e-012 2.2507e-010 6.6374e-006 1.8937e-002 4.3854e-002 4.6925e-003 2.4297e-002
          21 6.9071e-018 1.3312e-016 3.5003e-016 2.7801e-015 5.5878e-015 1.6427e-014 1.3327e-005 2.2773e-002 3.7668e-002 1.5942e-002 1.1640e-002
          22 5.5501e-017 7.6301e-016 7.9386e-016 3.0944e-014 3.3168e-014 3.5451e-012 2.3861e-005 2.7176e-002 3.1391e-002 1.1544e-002 2.9365e-002
          23 1.5938e-015 1.5953e-014 1.2153e-015 1.2372e-012 8.0094e-013 8.2774e-011 4.2704e-005 3.2368e-002 2.4761e-002 2.0144e-002 1.8142e-003
          24 6.9110e-009 5.2865e-008 1.7388e-008 7.2182e-006 2.7781e-006 1.1722e-004 7.7720e-002 4.3842e-002 5.4943e-002 3.6707e-002 2.1581e-002
          25 2.7931e-013 2.0130e-012 1.2782e-012 3.1170e-010 1.0456e-010 3.1371e-009 4.5115e-005 3.8053e-002 1.8425e-002 1.6163e-002 3.2771e-002
          26 5.9156e-014 2.8732e-013 2.0404e-012 1.0059e-010 1.0127e-011 9.3099e-011 1.1777e-004 4.6306e-002 1.1625e-002 2.0142e-002 4.3310e-005
          27 2.4127e-013 6.3400e-013 3.1675e-011 6.9192e-010 1.5161e-013 7.7017e-009 2.5943e-004 5.7938e-002 5.3932e-003 1.4760e-002 3.1816e-002
          28 5.7972e-012 2.7734e-012 2.7771e-009 3.4045e-008 3.4959e-009 5.8164e-007 1.2687e-003 9.0593e-002 5.1801e-005 1.0377e-002 6.2275e-004
          29 4.2973e-010 1.3349e-012 3.7392e-007 3.7442e-006 8.0603e-007 6.3737e-005 2.7848e-002 1.5902e-001 1.0664e-001 4.0071e-002 1.1704e-002
          30 4.3255e-012 1.3117e-011 1.1536e-008 8.6684e-008 4.1181e-008 1.2964e-006 2.4071e-005 5.8892e-002 1.0845e-003 1.3713e-002 3.1390e-002
          31 5.8722e-014 1.1725e-010 2.0552e-008 1.0006e-007 1.1521e-007 9.4247e-007 6.5767e-004 9.7186e-002 2.7816e-003 5.5599e-003 1.8861e-003
          32 1.0140e-011 1.0347e-009 9.7524e-008 3.2495e-007 6.8083e-007 1.5547e-006 2.2492e-003 1.2121e-001 2.4889e-002 2.1577e-004 7.1456e-003
          33 6.2338e-011 2.8093e-009 1.9141e-007 4.6526e-007 1.4880e-006 9.8326e-007 2.2247e-003 3.7593e-002 3.0587e-002 9.2045e-003 7.0420e-003
          34 9.8325e-011 2.8697e-009 1.4750e-007 2.4145e-007 1.2353e-006 9.2303e-008 5.3580e-004 2.9710e-005 6.1354e-003 8.2553e-003 1.1715e-003
          35 1.4288e-010 3.2269e-009 1.2967e-007 1.2819e-007 1.1282e-006 1.0275e-008 6.6690e-005 5.5464e-003 3.6533e-005 2.1759e-003 8.1876e-003
          36 2.0567e-010 4.0209e-009 1.3157e-007 6.9885e-008 1.1512e-006 1.0578e-007 2.9331e-007 5.8469e-003 1.0204e-003 7.4494e-005 8.8265e-005
          37 2.6119e-010 4.7156e-009 1.2871e-007 2.9435e-008 1.1093e-006 1.8995e-007 7.5308e-006 2.5999e-003 1.7658e-003 3.2582e-004 7.4828e-004
          38 2.9254e-010 5.0873e-009 1.1702e-007 6.3812e-009 9.8331e-007 2.2705e-007 1.1005e-005 4.9958e-004 1.1594e-003 6.6528e-004 1.8977e-003
          39 3.0150e-010 5.2106e-009 1.0115e-007 1.6607e-011 8.2825e-007 2.4614e-007 6.8425e-006 5.9992e-006 3.9478e-004 4.9748e-004 3.8384e-005
          40 2.9333e-010 5.1657e-009 8.4167e-008 6.0951e-009 6.7821e-007 2.7853e-007 2.5492e-006 5.2487e-005 5.0384e-005 1.9728e-004 1.3283e-003
          41 2.7097e-010 4.9642e-009 6.7068e-008 2.0102e-008 5.4281e-007 3.3952e-007 5.1978e-007 9.2351e-005 1.6043e-006 3.0366e-005 1.4575e-004
          42 2.3808e-010 4.6182e-009 5.0694e-008 3.8093e-008 4.2556e-007 4.3181e-007 2.1938e-008 6.5144e-005 2.6149e-005 5.2376e-010 4.1835e-004
          43 1.9933e-010 4.1574e-009 3.5939e-008 5.6937e-008 3.2751e-007 5.4633e-007 1.4404e-008 2.7114e-005 3.3053e-005 9.8511e-006 2.9060e-004
          44 1.5932e-010 3.6213e-009 2.3493e-008 7.4504e-008 2.4766e-007 6.6377e-007 2.3417e-008 6.2836e-006 2.2089e-005 1.5881e-005 1.3734e-004
          45 1.2143e-010 3.0435e-009 1.3704e-008 8.9448e-008 1.8330e-007 7.5922e-007 1.7170e-009 3.4440e-007 9.4516e-006 1.1275e-005 2.4226e-004
          46 8.7848e-011 2.4527e-009 6.6644e-009 1.0091e-007 1.3148e-007 8.1032e-007 1.7234e-008 2.2907e-007 2.3359e-006 5.9392e-006 7.9556e-005
          47 6.0032e-011 1.8818e-009 2.2790e-009 1.0864e-007 9.0153e-008 8.0725e-007 9.2035e-008 7.7490e-007 1.5684e-007 1.9155e-006 1.3307e-004
          48 3.8455e-011 1.3597e-009 2.5610e-010 1.1282e-007 5.7772e-008 7.5435e-007 1.9412e-007 7.6617e-007 6.3096e-008 2.1342e-007 6.2890e-005
          49 2.2801e-011 9.0830e-010 1.7164e-010 1.1381e-007 3.3250e-008 6.6584e-007 2.8409e-007 4.5440e-007 2.6811e-007 3.1000e-010 6.3911e-005
          50 1.2260e-011 5.4277e-010 1.5396e-009 1.1215e-007 1.5870e-008 5.5990e-007 3.4412e-007 1.6791e-007 3.0164e-007 6.8298e-008 4.6471e-005
          51 5.7583e-012 2.7072e-010 3.8662e-009 1.0823e-007 5.0696e-009 4.5227e-007 3.7640e-007 2.3776e-008 1.9934e-007 1.6077e-007 3.2041e-005
          52 2.1931e-012 9.4292e-011 6.6903e-009 1.0250e-007 3.3633e-010 3.5420e-007 3.9057e-007 3.0754e-009 7.4427e-008 1.1968e-007 2.9030e-005
          53 5.6074e-013 9.9993e-012 9.6212e-009 9.5432e-008 1.0312e-009 2.7163e-007 3.9417e-007 4.0817e-008 7.2023e-009 3.5709e-008 1.7775e-005
          54 3.9890e-014 9.6617e-012 1.2334e-008 8.7311e-008 6.3195e-009 2.0556e-007 3.8894e-007 8.0512e-008 4.8150e-009 7.3868e-009 1.5652e-005
          55 3.0480e-014 8.1471e-011 1.4616e-008 7.8608e-008 1.5170e-008 1.5480e-007 3.7429e-007 9.7684e-008 2.9230e-008 5.4312e-011 1.0332e-005
          56 1.4984e-013 2.1114e-010 1.6326e-008 6.9590e-008 2.6406e-008 1.1642e-007 3.4863e-007 9.4812e-008 5.3239e-008 1.1320e-008 7.4457e-006
          57 2.0585e-013 3.8301e-010 1.7408e-008 6.0571e-008 3.8802e-008 8.7509e-008 3.1285e-007 8.3529e-008 7.1501e-008 3.9173e-008 5.7969e-006
          58 1.5423e-013 5.8173e-010 1.7877e-008 5.1813e-008 5.1229e-008 6.5437e-008 2.7038e-007 7.1915e-008 8.3357e-008 4.6772e-008 3.1157e-006
          59 4.9773e-014 7.9304e-010 1.7788e-008 4.3501e-008 6.2721e-008 4.8165e-008 2.2598e-007 6.2166e-008 8.5195e-008 4.2699e-008 2.8821e-006
          60 1.3083e-015 1.0025e-009 1.7193e-008 3.5723e-008 7.2406e-008 3.4257e-008 1.8386e-007 5.3279e-008 7.5747e-008 4.8025e-008 1.0109e-006
          61 1.3397e-013 1.1997e-009 1.6213e-008 2.8654e-008 7.9836e-008 2.2984e-008 1.4737e-007 4.4186e-008 6.0477e-008 5.5106e-008 1.0849e-006
          62 5.6025e-013 1.3747e-009 1.4938e-008 2.2348e-008 8.4691e-008 1.3954e-008 1.1754e-007 3.4870e-008 4.6394e-008 4.7074e-008 1.6548e-007
          63 1.3619e-012 1.5216e-009 1.3473e-008 1.6868e-008 8.6980e-008 7.1085e-009 9.4123e-008 2.6350e-008 3.6642e-008 3.0937e-008 2.1980e-007
          64 2.5775e-012 1.6343e-009 1.1901e-008 1.2222e-008 8.6789e-008 2.5155e-009 7.5857e-008 1.9598e-008 3.0223e-008 2.1816e-008 1.5016e-009
          65 4.2088e-012 1.7134e-009 1.0318e-008 8.4207e-009 8.4566e-008 2.5619e-010 6.1437e-008 1.4940e-008 2.4879e-008 2.0313e-008 5.2193e-009
          66 6.2142e-012 1.7573e-009 8.7745e-009 5.4163e-009 8.0620e-008 3.1161e-010 4.9502e-008 1.1983e-008 1.9222e-008 1.9140e-008 5.1351e-008
          67 8.5216e-012 1.7672e-009 7.3198e-009 3.1552e-009 7.5380e-008 2.5188e-009 3.9144e-008 1.0062e-008 1.3574e-008 1.3669e-008 1.0940e-010
          68 1.1048e-011 1.7476e-009 5.9923e-009 1.5691e-009 6.9329e-008 6.5601e-009 2.9902e-008 8.5304e-009 9.0045e-009 7.3610e-009 1.3436e-008
          69 1.3673e-011 1.6991e-009 4.8017e-009 5.7431e-010 6.2731e-008 1.1973e-008 2.1608e-008 6.9292e-009 6.0256e-009 4.1713e-009 1.1753e-008
          70 1.6310e-011 1.6285e-009 3.7654e-009 8.6702e-011 5.6012e-008 1.8238e-008 1.4439e-008 5.1493e-009 4.3911e-009 3.7059e-009 1.6238e-013
          71 1.8840e-011 1.5382e-009 2.8797e-009 1.8587e-011 4.9366e-008 2.4790e-008 8.6068e-009 3.3584e-009 3.5078e-009 4.1334e-009 5.2471e-009
          72 2.1172e-011 1.4331e-009 2.1405e-009 2.8448e-010 4.3001e-008 3.1112e-008 4.2990e-009 1.8488e-009 2.8457e-009 3.6563e-009 5.0758e-009
          73 2.3241e-011 1.3182e-009 1.5390e-009 8.0348e-010 3.7079e-008 3.6797e-008 1.5511e-009 8.1557e-010 2.1104e-009 2.0806e-009 2.5794e-013
          74 2.4976e-011 1.1969e-009 1.0614e-009 1.5007e-009 3.1662e-008 4.1515e-008 2.2461e-010 2.6000e-010 1.3069e-009 7.6933e-010 7.7488e-010
          75 2.6333e-011 1.0727e-009 6.9367e-010 2.3094e-009 2.6792e-008 4.5078e-008 4.9204e-011 4.3384e-011 6.2740e-010 2.8788e-010 3.1657e-009
          76 2.7309e-011 9.4963e-010 4.2132e-010 3.1736e-009 2.2497e-008 4.7452e-008 6.8913e-010 4.1865e-015 2.1467e-010 2.6474e-010 1.3646e-010
          77 2.7880e-011 8.2963e-010 2.2921e-010 4.0434e-009 1.8740e-008 4.8635e-008 1.8147e-009 1.5953e-011 4.4695e-011 4.1131e-010 3.1488e-011
          78 2.8067e-011 7.1534e-010 1.0362e-010 4.8817e-009 1.5500e-008 4.8761e-008 3.1556e-009 4.2651e-011 3.1539e-012 4.4635e-010 6.7835e-010
          79 2.7868e-011 6.0781e-010 3.1740e-011 5.6535e-009 1.2720e-008 4.7942e-008 4.5205e-009 7.3039e-011 4.6819e-013 2.2094e-010 7.7470e-010
          80 2.7303e-011 5.0836e-010 2.2422e-012 6.3316e-009 1.0353e-008 4.6344e-008 5.7980e-009 1.1730e-010 4.2694e-012 1.3085e-011 2.4845e-011
          81 2.6301e-011 4.1646e-010 4.9539e-012 6.8680e-009 8.3246e-009 4.3974e-008 6.9133e-009 1.8962e-010 1.4352e-011 4.9972e-011 1.8541e-010
          82 2.4742e-011 3.3168e-010 3.0048e-011 7.1870e-009 6.5686e-009 4.0749e-008 7.7864e-009 2.9810e-010 4.4442e-011 1.5982e-010 3.4343e-011
