   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13
           0 9.1719e-001 7.7220e-002 5.2827e-003 2.9424e-004 1.0076e-005 6.5906e-007 3.4317e-007 4.8061e-007 5.5542e-007 3.3561e-007 9.5927e-008 9.6726e-009 7.5216e-011 2.0203e-009
           1 8.0757e-002 7.6403e-001 1.3774e-001 1.5762e-002 1.5548e-003 1.3541e-004 1.4760e-005 2.6172e-006 1.2997e-006 1.1345e-006 7.4089e-007 3.2486e-007 1.1498e-007 3.8908e-008
           2 2.0458e-003 1.5303e-001 6.2189e-001 1.8684e-001 3.1112e-002 4.4090e-003 5.7351e-004 8.0779e-005 1.3090e-005 3.7250e-006 2.1542e-006 1.3729e-006 7.5835e-007 3.8546e-007
           3 1.3076e-007 5.7150e-003 2.2373e-001 4.8833e-001 2.2163e-001 4.9480e-002 9.1718e-003 1.5834e-003 2.7980e-004 5.2873e-005 1.3248e-005 5.1372e-006 2.5801e-006 1.3809e-006
           4 9.9725e-008 1.1224e-005 1.1293e-002 2.8902e-001 3.6641e-001 2.4284e-001 6.9700e-002 1.6193e-002 3.5026e-003 7.6963e-004 1.7495e-004 4.5698e-005 1.5414e-005 6.3198e-006
           5 5.9847e-007 3.4982e-007 5.5533e-005 1.9582e-002 3.4732e-001 2.5676e-001 2.5070e-001 9.0611e-002 2.5675e-002 6.7579e-003 1.7921e-003 4.9040e-004 1.4680e-004 4.9772e-005
           6 4.9636e-007 1.3176e-006 9.3498e-008 1.7165e-004 3.1496e-002 3.9702e-001 1.6111e-001 2.4451e-001 1.1053e-001 3.7617e-002 1.1786e-002 3.7107e-003 1.2096e-003 4.1381e-004
           7 8.9477e-009 6.8620e-007 1.6027e-006 1.8548e-007 4.5221e-004 4.8244e-002 4.3464e-001 8.2875e-002 2.2349e-001 1.2727e-001 5.1664e-002 1.9010e-002 7.0083e-003 2.6209e-003
           8 5.2131e-010 2.3385e-008 8.6555e-007 1.9438e-006 2.9110e-006 1.0892e-003 7.1537e-002 4.5495e-001 2.7132e-002 1.8673e-001 1.3748e-001 6.6544e-002 2.8597e-002 1.1874e-002
           9 1.9699e-008 6.2140e-010 5.1249e-008 1.0693e-006 2.5977e-006 1.5006e-005 2.4809e-003 1.0352e-001 4.5053e-001 9.6529e-004 1.3448e-001 1.3536e-001 7.9163e-002 3.8477e-002
          10 5.0350e-008 5.6116e-008 1.3380e-008 1.2855e-007 1.1069e-006 3.5969e-006 5.7741e-005 5.4636e-003 1.4639e-001 4.1166e-001 1.2413e-002 7.1422e-002 1.1295e-001 7.9915e-002
