   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51          52          53          54          55          56          57          58          59          60          61          62          63
           0 2.4960e-002 1.4283e-001 3.6714e-001 3.5602e-001 1.0120e-001 1.4175e-005 6.6660e-003 4.4658e-006 8.7137e-004 4.9099e-005 1.0258e-004 5.7849e-005 2.9843e-007 1.6388e-005 7.1562e-006 1.3744e-008 2.7479e-006 1.9051e-006 7.1658e-008 3.0242e-007 4.7474e-007 1.5760e-007 1.1519e-009 4.3452e-008 8.3584e-008 5.3203e-008 7.5574e-009 4.2824e-009 2.4187e-008 2.3831e-008 7.2620e-009 2.2097e-013 3.4254e-009 5.3698e-009 3.0938e-009 7.3438e-010 1.9227e-011 5.1345e-011 1.2036e-010 1.6531e-010 2.5784e-010 3.9516e-010 4.5700e-010 3.2397e-010 8.7812e-011 6.0803e-012 1.9875e-010 4.9445e-010 6.2039e-010 4.8064e-010 2.1453e-010 2.8103e-011 1.4526e-011 1.1933e-010 2.2834e-010 2.6543e-010 2.2561e-010 1.4844e-010 7.5974e-011 2.9132e-011 7.5554e-012 1.0500e-012 4.6831e-014 1.7769e-016
           1 3.9834e-001 3.1784e-001 1.6208e-001 8.4764e-002 2.2438e-002 1.0076e-002 3.3005e-003 8.2275e-004 2.2918e-004 7.7333e-005 2.6427e-005 6.6527e-006 1.0773e-006 2.0617e-007 1.0061e-007 5.4127e-008 1.9541e-008 5.2765e-009 4.8565e-010 3.7887e-010 1.0923e-009 1.5277e-010 3.1107e-010 7.8345e-010 2.1123e-010 2.4738e-011 1.7522e-010 6.3848e-011 1.7850e-012 2.9413e-011 6.3857e-012 7.2257e-012 2.3681e-011 5.4287e-012 6.7032e-012 3.7620e-011 3.5507e-011 5.4655e-012 6.2616e-012 3.5799e-011 4.3195e-011 1.8625e-011 2.4668e-013 1.0061e-011 2.8444e-011 2.9484e-011 1.3896e-011 1.0740e-012 2.8358e-012 1.3396e-011 2.0173e-011 1.7408e-011 8.9529e-012 1.9147e-012 5.0975e-014 2.3013e-012 5.4011e-012 6.9087e-012 6.3527e-012 4.6048e-012 2.7371e-012 1.3459e-012 5.3465e-013 2.1399e-013
           2 1.5377e-001 2.0449e-001 7.1218e-003 1.9130e-002 4.2725e-001 1.6008e-001 9.3671e-003 1.7025e-002 9.2861e-007 1.3988e-003 2.7893e-005 3.0598e-004 1.6958e-004 3.1846e-007 3.2977e-005 1.9820e-005 8.7054e-008 5.2947e-006 5.1215e-006 7.8207e-007 1.6370e-007 9.7284e-007 7.5812e-007 1.2698e-007 3.1916e-008 2.1032e-007 1.8349e-007 4.6883e-008 4.3482e-011 2.0290e-008 3.2824e-008 2.4354e-008 9.9531e-009 1.0142e-009 1.1334e-009 6.6974e-009 1.0006e-008 7.2488e-009 2.1533e-009 7.8215e-013 1.2171e-009 2.6704e-009 2.4498e-009 1.2256e-009 2.8575e-010 3.7518e-012 4.7634e-011 1.0112e-010 9.7051e-011 7.7356e-011 7.1708e-011 8.4983e-011 1.0975e-010 1.2834e-010 1.2194e-010 8.7473e-011 4.2070e-011 9.0590e-012 1.5610e-013 9.7744e-012 2.2640e-011 2.5479e-011 1.6482e-011 8.3365e-012
           3 3.3005e-001 1.9050e-003 2.3057e-001 1.7225e-001 1.2820e-002 2.3367e-001 5.3638e-003 2.8746e-003 6.9043e-003 3.1378e-003 2.8841e-004 3.8060e-007 5.6051e-006 3.5797e-005 3.0700e-005 6.3420e-006 8.9600e-008 1.7085e-006 5.9783e-007 1.2572e-008 3.3529e-007 3.3084e-007 1.0485e-007 2.1961e-010 4.6996e-008 8.0694e-008 3.6535e-008 9.5505e-010 8.1489e-009 1.5724e-008 9.0594e-009 2.0970e-009 5.7495e-011 2.2670e-010 8.8748e-010 1.6583e-009 1.9759e-009 1.2972e-009 2.4803e-010 8.5954e-011 8.5226e-010 1.3628e-009 9.7937e-010 2.7935e-010 9.1488e-015 1.5613e-010 3.2418e-010 2.7921e-010 1.2429e-010 2.0468e-011 3.9096e-013 9.5222e-012 8.6757e-012 1.2887e-012 1.3395e-012 8.7544e-012 1.4077e-011 1.2203e-011 6.1524e-012 1.3577e-012 9.1737e-017 5.0803e-013 6.7666e-013 4.3244e-013
           4 4.4495e-002 2.5550e-001 2.7515e-003 1.6132e-001 9.3168e-002 6.5326e-002 3.6570e-001 9.2893e-004 1.5230e-003 2.6002e-003 5.3319e-003 9.4139e-004 1.8321e-005 8.7985e-005 6.9137e-008 4.7871e-005 4.6745e-005 6.9252e-006 1.1283e-006 5.5601e-006 2.9507e-006 1.1131e-007 5.8172e-007 1.1835e-006 5.8199e-007 4.4460e-008 4.9073e-008 1.7079e-007 1.5789e-007 6.3881e-008 3.5157e-009 1.2053e-008 4.0461e-008 3.9970e-008 1.7308e-008 1.7167e-009 1.0175e-009 5.1296e-009 6.5263e-009 5.0660e-009 2.8356e-009 1.0490e-009 1.0992e-010 1.1998e-010 8.5265e-010 1.6718e-009 1.9061e-009 1.4026e-009 6.0661e-010 8.1253e-011 3.0242e-011 2.5942e-010 4.6765e-010 5.0105e-010 3.8756e-010 2.3008e-010 1.0559e-010 3.5851e-011 7.6527e-012 4.5134e-013 2.1502e-013 7.6388e-013 6.2891e-013 3.4069e-013
           5 4.4075e-002 2.1036e-002 1.6507e-001 6.1124e-005 1.6705e-001 2.4752e-001 5.7384e-002 2.5925e-001 3.2314e-002 1.0509e-004 2.9080e-004 3.1099e-003 2.3752e-003 3.4074e-004 3.7060e-006 3.2725e-005 2.0139e-007 1.9437e-005 2.5127e-005 7.8095e-006 3.2879e-008 2.0148e-006 2.6574e-006 7.5732e-007 5.0787e-009 3.9638e-007 5.0712e-007 2.5249e-007 3.7974e-008 8.2990e-009 7.8638e-008 1.0886e-007 6.1857e-008 9.8193e-009 1.6654e-009 1.4704e-008 1.8775e-008 1.2542e-008 5.3961e-009 1.3381e-009 1.8751e-011 5.9830e-010 2.3555e-009 4.0197e-009 4.1850e-009 2.6783e-009 8.2342e-010 7.0666e-012 3.7006e-010 1.0511e-009 1.2858e-009 9.9164e-010 5.1856e-010 1.7342e-010 2.6346e-011 5.3997e-014 8.7767e-012 1.4083e-011 1.2022e-011 7.8501e-012 4.5817e-012 2.4926e-012 1.1425e-012 5.0347e-013
           6 3.0408e-005 3.5088e-002 3.1314e-002 1.2540e-001 4.4408e-005 1.2519e-001 3.0474e-001 1.1926e-001 2.0384e-001 4.9155e-002 1.3468e-003 4.0290e-005 1.0657e-003 2.3821e-003 9.9909e-004 5.9259e-005 2.8916e-005 2.9350e-005 2.7282e-008 1.4289e-005 2.0375e-005 7.7686e-006 1.2262e-007 1.5817e-006 2.5126e-006 1.1518e-006 9.7767e-008 1.0897e-007 4.5902e-007 4.6179e-007 1.7818e-007 7.1489e-009 2.9487e-008 8.0507e-008 7.7172e-008 4.3793e-008 1.3904e-008 5.2480e-010 3.8987e-009 1.4962e-008 2.0583e-008 1.5430e-008 5.9196e-009 4.7024e-010 5.5506e-010 2.4609e-009 3.2381e-009 2.6849e-009 1.7402e-009 9.9755e-010 5.3509e-010 2.4931e-010 6.9543e-011 2.3459e-014 7.0601e-011 2.6421e-010 4.9361e-010 6.5078e-010 6.7579e-010 5.8106e-010 4.2206e-010 2.5415e-010 1.1798e-010 5.1426e-011
           7 3.1773e-003 1.7017e-002 8.4120e-003 5.1606e-002 9.2901e-002 5.3862e-005 1.0511e-001 3.8005e-001 1.1943e-001 1.5209e-001 5.8818e-002 7.7411e-003 5.0254e-008 2.5002e-004 1.5122e-003 1.3884e-003 3.6995e-004 3.3473e-006 2.6610e-005 1.5703e-005 1.3801e-008 1.0753e-005 1.4729e-005 5.7489e-006 2.6812e-007 6.5761e-007 1.8134e-006 1.3901e-006 3.2932e-007 7.5609e-009 2.5102e-007 3.5567e-007 2.2782e-007 7.4973e-008 3.8625e-009 1.4378e-008 5.7894e-008 7.5743e-008 5.0927e-008 1.5702e-008 4.0265e-010 3.1619e-009 8.7634e-009 1.0155e-008 8.4588e-009 5.9251e-009 3.4422e-009 1.3258e-009 1.0714e-010 2.7473e-010 1.5617e-009 2.9208e-009 3.3725e-009 2.7551e-009 1.6304e-009 6.5773e-010 1.3673e-010 4.5795e-013 4.3639e-011 1.0753e-010 1.2779e-010 1.0211e-010 5.5336e-011 2.5891e-011
           8 8.4597e-004 3.0920e-005 1.9235e-002 9.5834e-004 5.5953e-002 6.7497e-002 1.2763e-004 9.0088e-002 4.2188e-001 1.4669e-001 1.2666e-001 5.1672e-002 1.5478e-002 8.3039e-005 2.8048e-005 6.6444e-004 1.2549e-003 6.7846e-004 9.0270e-005 2.7520e-006 2.6957e-005 9.7422e-006 4.4951e-007 8.9202e-006 1.0472e-005 4.7724e-006 4.1008e-007 4.5060e-007 1.5811e-006 1.2799e-006 4.2645e-007 2.0638e-008 6.6247e-008 2.4907e-007 3.0089e-007 1.7564e-007 3.7223e-008 5.2501e-010 2.5903e-008 4.6133e-008 4.5269e-008 3.3095e-008 1.7837e-008 5.0137e-009 5.4836e-013 3.9081e-009 1.0834e-008 1.3563e-008 1.0544e-008 5.3815e-009 1.6547e-009 1.7899e-010 2.6379e-011 2.4900e-010 4.5876e-010 6.1236e-010 7.4058e-010 8.4285e-010 8.8471e-010 8.3190e-010 6.7954e-010 4.5657e-010 2.2845e-010 1.0340e-010
           9 6.2744e-006 2.7192e-003 2.8828e-003 1.6729e-002 8.6987e-004 6.0189e-002 4.6413e-002 4.0160e-004 9.3287e-002 4.1584e-001 1.6841e-001 1.3070e-001 3.5122e-002 2.3780e-002 3.3947e-004 2.9039e-005 2.3115e-004 9.2266e-004 7.7461e-004 2.3952e-004 1.0101e-005 1.4363e-005 1.9227e-005 3.3234e-006 1.1095e-006 7.8214e-006 8.2368e-006 3.2002e-006 2.2574e-007 2.8160e-007 1.1269e-006 1.1910e-006 5.4185e-007 5.9861e-008 2.5298e-008 1.5248e-007 2.1908e-007 1.8386e-007 9.1009e-008 1.5905e-008 1.8796e-009 2.5652e-008 4.3373e-008 4.0568e-008 2.7105e-008 1.3676e-008 4.4360e-009 2.6555e-010 9.3746e-010 4.6703e-009 8.3045e-009 9.3316e-009 7.5634e-009 4.5955e-009 2.0621e-009 6.1463e-010 7.3422e-011 7.3088e-012 9.3742e-011 1.7820e-010 2.0827e-010 1.7440e-010 9.9078e-011 4.7604e-011
