   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51          52          53          54          55          56          57          58          59          60          61          62          63          64          65          66          67          68          69          70          71          72          73          74          75          76          77          78          79
           0 9.9851e-001 4.6630e-006 1.2978e-003 1.7707e-004 1.4801e-042 1.9402e-040 1.5028e-028 1.0064e-037 3.3092e-036 2.0945e-034 1.5487e-032 2.5567e-030 5.4347e-018 2.0046e-028 2.8443e-028 1.9231e-027 2.1199e-026 4.8525e-025 3.3244e-013 1.7928e-024 1.4966e-024 6.3231e-023 1.6513e-021 8.3274e-020 6.8541e-008 5.8327e-018 2.3555e-018 7.5827e-018 4.7882e-017 6.8366e-016 5.4758e-007 6.7649e-013 8.9455e-015 1.1714e-014 3.2253e-014 1.7248e-013 7.7424e-012 8.7111e-008 1.7212e-012 5.7596e-013 3.3322e-013 3.5575e-014 5.4982e-012 7.4090e-009 2.8504e-010 9.7343e-011 1.6516e-010 4.6597e-010 2.2010e-009 2.0529e-008 4.2495e-008 1.2660e-008 7.0301e-009 6.8515e-009 9.0560e-009 1.4030e-008 2.1126e-008 2.4492e-008 2.0824e-008 1.5607e-008 1.2095e-008 1.0145e-008 9.1258e-009 8.5832e-009 8.1834e-009 7.6337e-009 6.7397e-009 5.5365e-009 4.2639e-009 3.1445e-009 2.2433e-009 1.5406e-009 1.0154e-009 6.3097e-010 3.5082e-010 1.5985e-010 4.5562e-011 1.1136e-012 1.8746e-011 8.4030e-011
           1 7.9171e-005 9.1170e-001 5.6262e-002 2.9575e-002 3.5000e-043 7.4818e-038 1.5455e-024 2.2994e-034 1.1366e-033 3.4426e-032 1.5550e-030 1.6755e-028 2.6844e-016 8.4018e-027 6.6269e-027 1.5233e-026 1.4953e-027 2.2164e-023 1.1066e-010 2.5280e-021 4.3443e-021 3.2658e-020 4.3405e-019 1.4456e-017 9.3866e-006 7.3968e-016 2.2753e-016 5.6358e-016 2.7046e-015 2.8357e-014 1.6010e-005 1.9301e-011 1.5559e-013 9.6571e-014 5.9585e-014 4.4237e-014 6.9390e-011 1.2473e-006 7.7427e-011 1.0258e-010 3.0455e-010 1.5182e-009 2.0147e-008 8.8432e-006 2.4312e-007 3.9773e-008 4.1046e-008 7.9383e-008 2.7627e-007 2.0332e-006 3.6840e-006 9.1334e-007 4.0951e-007 3.2392e-007 3.4992e-007 4.4601e-007 5.5612e-007 5.3444e-007 3.7178e-007 2.2244e-007 1.3341e-007 8.3260e-008 5.2692e-008 3.1955e-008 1.6861e-008 6.2965e-009 7.4167e-010 5.4850e-010 4.7820e-009 1.1876e-008 2.0683e-008 3.0417e-008 4.0855e-008 5.2244e-008 6.4192e-008 7.6675e-008 8.9222e-008 1.0047e-007 1.0955e-007 1.1396e-007
           2 1.3412e-003 8.5304e-002 7.0996e-001 1.6632e-001 1.6310e-039 3.0818e-036 3.2186e-023 4.1133e-033 1.1978e-032 2.2403e-031 5.8524e-030 2.8147e-028 1.7216e-016 1.9722e-027 4.8276e-027 3.1039e-025 1.3731e-023 1.2971e-021 3.1685e-009 5.4619e-020 5.3371e-020 2.6485e-019 2.4716e-018 5.8851e-017 2.9601e-005 2.1194e-015 4.3445e-016 6.3292e-016 1.3176e-015 1.8350e-015 1.5374e-006 2.3970e-012 2.6893e-013 1.0233e-012 6.0832e-012 6.2689e-011 5.2850e-009 7.0109e-005 2.3152e-009 1.7823e-009 3.6131e-009 1.3365e-008 1.3803e-007 5.1821e-005 1.3298e-006 1.7705e-007 1.4971e-007 2.3752e-007 6.7637e-007 4.1213e-006 6.6067e-006 1.3499e-006 4.6100e-007 2.6079e-007 1.8400e-007 1.3185e-007 6.8970e-008 1.1036e-008 3.8479e-009 3.7178e-008 8.6316e-008 1.4758e-007 2.2643e-007 3.2895e-007 4.5649e-007 5.9789e-007 7.2614e-007 8.1288e-007 8.5258e-007 8.6344e-007 8.6200e-007 8.5344e-007 8.4710e-007 8.4893e-007 8.5100e-007 8.5398e-007 8.5286e-007 8.3814e-007 8.0836e-007 7.5269e-007
           3 4.7897e-005 1.2732e-003 2.2452e-001 5.9725e-001 2.8530e-038 2.4062e-035 1.4410e-022 1.5292e-032 1.6249e-032 2.4406e-032 3.6839e-030 2.4626e-027 8.0907e-015 3.5687e-025 7.6623e-025 7.5116e-024 1.2831e-022 5.8235e-021 9.1425e-009 1.2186e-019 5.4129e-020 8.9604e-020 7.2671e-020 4.1228e-018 1.1904e-005 1.2983e-015 9.5589e-016 4.3445e-015 3.4564e-014 5.8493e-013 5.3229e-004 6.6238e-010 9.8269e-012 1.4312e-011 4.3899e-011 2.6522e-010 1.3890e-008 1.6391e-004 3.8443e-009 1.8400e-009 2.1988e-009 4.2841e-009 1.8308e-008 2.6766e-006 3.5752e-008 2.3582e-010 9.1974e-009 5.4068e-008 3.6165e-007 4.0649e-006 9.1375e-006 2.9887e-006 1.8076e-006 1.8801e-006 2.6133e-006 4.2145e-006 6.5601e-006 7.8297e-006 6.8460e-006 5.2810e-006 4.2182e-006 3.6544e-006 3.4043e-006 3.3277e-006 3.3124e-006 3.2447e-006 3.0307e-006 2.6590e-006 2.2135e-006 1.7924e-006 1.4343e-006 1.1375e-006 9.0171e-007 7.1660e-007 5.6341e-007 4.3680e-007 3.2972e-007 2.3786e-007 1.6182e-007 1.0088e-007
           4 2.0820e-005 1.6042e-003 3.7244e-003 1.8469e-001 4.9836e-037 2.0692e-034 5.6743e-022 4.1647e-032 3.1850e-033 3.2724e-030 3.2499e-028 5.0434e-026 9.3623e-014 3.1301e-024 3.0017e-024 1.0552e-023 2.4510e-023 7.5073e-022 8.2556e-009 2.1903e-019 4.2943e-019 3.1711e-018 3.9207e-017 1.1844e-015 7.0906e-004 5.4201e-014 1.4765e-014 3.2053e-014 1.3276e-013 1.1691e-012 5.3259e-004 6.3183e-010 3.5169e-012 8.8148e-013 4.0747e-013 5.5180e-011 1.0154e-008 1.5309e-004 6.7752e-009 6.8683e-009 1.7028e-008 7.3873e-008 8.7268e-007 3.5636e-004 9.4909e-006 1.4133e-006 1.3344e-006 2.3688e-006 7.5885e-006 5.1879e-005 8.9825e-005 2.0810e-005 8.5523e-006 6.1545e-006 6.0042e-006 6.8537e-006 7.5786e-006 6.3588e-006 3.7392e-006 1.7842e-006 7.7213e-007 2.8485e-007 6.1648e-008 1.8877e-010 7.3594e-008 2.7718e-007 5.8580e-007 9.3710e-007 1.2680e-006 1.5594e-006 1.8184e-006 2.0464e-006 2.2628e-006 2.4892e-006 2.7083e-006 2.9233e-006 3.1187e-006 3.2554e-006 3.3190e-006 3.2524e-006
           5 2.2315e-006 3.8178e-010 3.0862e-003 1.9304e-002 3.1682e-036 3.9010e-034 1.4381e-022 1.1565e-031 2.9460e-030 1.1654e-028 4.6737e-027 3.3845e-025 3.4289e-013 7.4702e-024 3.0640e-025 3.0813e-023 2.0725e-021 1.8565e-019 3.9961e-007 6.2684e-018 4.3900e-018 1.3912e-017 7.0160e-017 6.3963e-016 8.1855e-005 2.2609e-015 1.3503e-015 2.2099e-014 2.7476e-013 5.8201e-012 6.0127e-003 7.5294e-009 1.2210e-010 1.9009e-010 6.1688e-010 3.9331e-009 2.1815e-007 2.6156e-003 6.4601e-008 3.3732e-008 4.5562e-008 1.0751e-007 6.5202e-007 1.5547e-004 3.1149e-006 1.4425e-007 9.9827e-009 4.2183e-008 9.0114e-007 1.4741e-005 3.7964e-005 1.4233e-005 9.6073e-006 1.0758e-005 1.5724e-005 2.6256e-005 4.1880e-005 5.0888e-005 4.5126e-005 3.5214e-005 2.8395e-005 2.4795e-005 2.3258e-005 2.2879e-005 2.2917e-005 2.2597e-005 2.1261e-005 1.8807e-005 1.5807e-005 1.2945e-005 1.0500e-005 8.4647e-006 6.8432e-006 5.5703e-006 4.5105e-006 3.6271e-006 2.8674e-006 2.1952e-006 1.6154e-006 1.1197e-006
           6 1.3174e-006 9.3014e-005 9.1995e-004 3.6369e-004 1.3429e-034 1.7106e-032 2.6678e-023 8.6080e-031 3.6006e-029 1.0257e-027 2.1704e-026 2.9537e-025 5.5158e-014 1.8647e-023 1.7391e-022 2.4714e-021 4.3198e-020 1.5964e-018 1.9332e-006 2.0870e-017 3.1068e-018 7.0832e-019 1.9608e-016 1.2871e-014 1.0255e-002 8.4246e-013 2.7620e-013 6.6067e-013 2.8757e-012 2.6067e-011 1.2256e-002 1.4580e-008 8.8709e-011 3.2405e-011 4.7057e-013 4.3447e-010 1.0377e-007 1.6029e-003 7.3604e-008 7.5286e-008 1.8439e-007 7.8173e-007 8.9639e-006 3.5751e-003 9.4119e-005 1.3481e-005 1.2190e-005 2.0644e-005 6.2858e-005 4.0904e-004 6.8572e-004 1.5101e-004 5.7886e-005 3.8413e-005 3.4118e-005 3.4900e-005 3.3881e-005 2.4141e-005 1.1240e-005 3.6217e-006 6.6334e-007 5.6050e-010 5.4818e-007 1.9979e-006 4.2961e-006 7.2977e-006 1.0530e-005 1.3318e-005 1.5291e-005 1.6598e-005 1.7504e-005 1.8110e-005 1.8632e-005 1.9237e-005 1.9773e-005 2.0270e-005 2.0621e-005 2.0597e-005 2.0152e-005 1.9006e-005
           7 7.7789e-007 9.6527e-006 8.8466e-006 1.7765e-003 1.2441e-032 1.3227e-030 1.5019e-025 6.5306e-029 2.1025e-027 5.0051e-026 9.1658e-025 1.4288e-023 1.8451e-014 1.4949e-022 1.7841e-021 1.7173e-020 1.4420e-019 8.4013e-019 1.6150e-007 2.4889e-017 1.2098e-016 9.3992e-016 9.4006e-015 1.9232e-013 7.6710e-002 4.9219e-012 5.5413e-013 2.2180e-013 1.3853e-013 3.0669e-011 5.4578e-002 6.9718e-008 1.3998e-009 2.3377e-009 7.5483e-009 4.5724e-008 2.3313e-006 2.7235e-002 6.1638e-007 2.7783e-007 3.0821e-007 5.4517e-007 2.0019e-006 2.3498e-004 2.5066e-006 1.5688e-007 1.5846e-006 7.5256e-006 4.4680e-005 4.6194e-004 9.9146e-004 3.0409e-004 1.7036e-004 1.6410e-004 2.1143e-004 3.1660e-004 4.5879e-004 5.1057e-004 4.1520e-004 2.9645e-004 2.1824e-004 1.7372e-004 1.4830e-004 1.3249e-004 1.2014e-004 1.0676e-004 8.9942e-005 7.0642e-005 5.2137e-005 3.6945e-005 2.5406e-005 1.6889e-005 1.0841e-005 6.6207e-006 3.6758e-006 1.7310e-006 5.6875e-007 5.2666e-008 6.3192e-008 4.5135e-007
           8 3.5734e-009 4.1187e-006 1.3277e-004 3.5516e-004 9.0553e-030 7.7791e-028 1.4452e-024 3.0929e-026 7.9973e-025 1.5161e-023 2.1908e-022 2.6035e-021 9.2239e-016 2.5694e-020 2.1943e-019 1.6331e-018 1.0981e-017 6.8521e-017 1.0008e-007 3.1301e-016 1.7515e-015 8.4685e-015 3.8093e-014 1.4343e-013 2.3083e-003 1.8525e-012 5.1030e-012 2.4299e-011 1.4858e-010 1.6346e-009 8.7513e-001 1.0493e-006 7.5498e-009 4.1733e-009 2.7125e-009 8.5339e-012 7.6628e-007 1.3882e-002 7.9704e-007 8.7458e-007 2.0862e-006 8.2600e-006 8.6502e-005 3.2114e-002 8.1616e-004 1.0385e-004 8.2233e-005 1.1987e-004 3.0772e-004 1.6742e-003 2.4735e-003 4.3815e-004 1.1838e-004 4.6628e-005 1.6940e-005 1.5911e-006 5.7422e-006 3.8732e-005 7.7906e-005 1.0390e-004 1.2351e-004 1.4506e-004 1.7227e-004 2.0582e-004 2.4322e-004 2.7719e-004 2.9710e-004 2.9636e-004 2.7889e-004 2.5464e-004 2.2990e-004 2.0632e-004 1.8601e-004 1.6953e-004 1.5467e-004 1.4135e-004 1.2855e-004 1.1503e-004 1.0099e-004 8.5642e-005
           9 1.8908e-007 7.1765e-006 4.5618e-005 2.2649e-006 1.0753e-027 8.6433e-026 4.3183e-025 3.2096e-024 7.7350e-023 1.3619e-021 1.8225e-020 1.9979e-019 2.2242e-016 1.8041e-018 1.4073e-017 9.4807e-017 5.6973e-016 3.0536e-015 1.0031e-008 1.5071e-014 6.7487e-014 2.8077e-013 1.1055e-012 4.2417e-012 3.5404e-003 1.0108e-011 4.2168e-011 1.3823e-010 4.3416e-010 1.2882e-009 3.7145e-003 1.8400e-008 1.7303e-008 5.9538e-008 2.5166e-007 1.6391e-006 7.9894e-005 9.0956e-001 1.8541e-005 6.8022e-006 5.6178e-006 6.2714e-006 7.9165e-006 1.2063e-005 1.9469e-005 3.0066e-005 6.5375e-005 1.8528e-004 8.0689e-004 6.7735e-003 1.3033e-002 3.4607e-003 1.6505e-003 1.3646e-003 1.5192e-003 1.9743e-003 2.4898e-003 2.4067e-003 1.6777e-003 1.0033e-003 6.0102e-004 3.7551e-004 2.3976e-004 1.4934e-004 8.4343e-005 3.7889e-005 9.7501e-006 6.5348e-008 5.0613e-006 1.8808e-005 3.6740e-005 5.5933e-005 7.5183e-005 9.4565e-005 1.1316e-004 1.3083e-004 1.4679e-004 1.5899e-004 1.6651e-004 1.6631e-004
