   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51          52          53          54          55          56          57          58          59          60          61          62          63          64          65          66          67          68          69          70          71          72          73          74          75          76          77          78          79          80          81          82          83          84          85          86          87          88          89          90          91          92          93          94          95          96          97          98          99         100         101         102         103         104         105         106         107         108         109         110         111
          10 1.0727e-009 1.8811e-011 7.8713e-010 4.5180e-007 3.3059e-006 6.6548e-006 2.6250e-004 3.1686e-003 2.1589e-005 1.7803e-037 4.5351e-027 5.2382e-035 5.3426e-033 4.8907e-031 5.9619e-029 5.1259e-017 3.0367e-027 6.0109e-028 2.1405e-025 2.6447e-023 3.1526e-012 1.0360e-021 9.3660e-023 6.4779e-021 1.4095e-018 3.9732e-007 4.6481e-017 2.1869e-017 2.0090e-017 4.5191e-014 1.1830e-003 1.5263e-012 4.6901e-012 6.7088e-011 9.6872e-009 1.7786e-003 1.2423e-008 3.0627e-008 4.2416e-007 4.5679e-004 1.9626e-005 4.7041e-006 1.4792e-005 4.4506e-005 2.4939e-005 1.0496e-005 5.6065e-006 2.4886e-006 6.2753e-007 1.0576e-008 2.1872e-007 8.5878e-007 1.6454e-006 2.3942e-006 3.0077e-006 3.4437e-006 3.6982e-006 3.7940e-006 3.7670e-006 3.6483e-006 3.4552e-006 3.2039e-006 2.9090e-006 2.5843e-006 2.2453e-006 1.9040e-006 1.5693e-006 1.2522e-006 9.6259e-007 7.0774e-007 4.9373e-007 3.2203e-007 1.9207e-007 1.0026e-007 4.1556e-008 1.0234e-008 8.3546e-011 5.1900e-009 2.0334e-008 4.1230e-008 6.4517e-008 8.7851e-008 1.0962e-007 1.2882e-007 1.4494e-007 1.5787e-007 1.6771e-007 1.7456e-007 1.7881e-007 1.8060e-007 1.8011e-007 1.7769e-007 1.7340e-007 1.6749e-007 1.6007e-007 1.5130e-007 1.4153e-007 1.3082e-007 1.1946e-007 1.0771e-007 9.5737e-008 8.3801e-008 7.2154e-008 6.0955e-008 5.0421e-008 4.0704e-008 3.1941e-008 2.4216e-008 1.7583e-008 1.2060e-008 7.6330e-009 4.3052e-009
          11 2.3317e-009 6.5715e-009 2.0773e-009 1.6531e-008 4.3959e-006 9.6273e-007 7.1393e-011 1.0610e-003 2.0354e-003 1.3015e-035 9.4878e-029 2.2772e-033 1.9534e-031 1.1031e-029 4.4497e-028 3.1475e-018 2.2703e-026 5.8172e-025 1.7742e-023 8.7954e-022 5.2202e-011 9.6919e-021 6.3821e-021 5.8800e-019 4.5213e-017 8.4793e-006 7.7388e-016 1.5131e-016 7.3260e-016 3.0134e-013 5.1551e-003 4.3553e-012 4.6790e-012 1.0349e-011 2.2981e-010 1.5356e-004 5.2182e-009 3.6644e-008 9.5353e-007 1.4696e-003 6.9629e-005 2.3961e-005 1.0277e-004 3.8982e-004 2.7775e-004 1.6622e-004 1.3939e-004 1.1565e-004 8.5141e-005 5.7928e-005 3.7360e-005 2.2503e-005 1.2326e-005 5.8892e-006 2.2389e-006 5.0972e-007 4.8995e-009 2.0142e-007 7.3860e-007 1.3918e-006 2.0305e-006 2.5852e-006 3.0241e-006 3.3371e-006 3.5287e-006 3.6073e-006 3.5784e-006 3.4537e-006 3.2485e-006 2.9787e-006 2.6675e-006 2.3324e-006 1.9941e-006 1.6667e-006 1.3599e-006 1.0841e-006 8.4321e-007 6.4007e-007 4.7257e-007 3.3851e-007 2.3368e-007 1.5415e-007 9.5563e-008 5.4058e-008 2.6352e-008 9.6239e-009 1.5412e-009 2.1612e-010 4.1238e-009 1.2024e-008 2.2876e-008 3.5809e-008 5.0023e-008 6.4835e-008 7.9579e-008 9.3653e-008 1.0665e-007 1.1804e-007 1.2754e-007 1.3493e-007 1.4003e-007 1.4279e-007 1.4333e-007 1.4166e-007 1.3804e-007 1.3268e-007 1.2589e-007 1.1791e-007 1.0897e-007 9.9173e-008 8.8243e-008 7.5712e-008
          12 6.9666e-010 6.7416e-009 1.8243e-009 1.4572e-007 1.4231e-006 1.6093e-006 9.7295e-006 8.7461e-005 1.9210e-003 1.8055e-033 1.1512e-028 2.6216e-031 1.8650e-029 8.6507e-028 2.9408e-026 2.6072e-023 7.8613e-025 1.7340e-023 3.2442e-022 4.9958e-021 6.2591e-012 1.2843e-019 1.5821e-018 2.5874e-017 7.8594e-016 7.0265e-005 2.8380e-015 2.5047e-015 1.4129e-013 1.0047e-011 1.0833e-001 6.0810e-011 2.4426e-011 5.0471e-015 1.5738e-008 3.9270e-003 4.1218e-008 1.0353e-007 9.1664e-007 4.5167e-004 1.3180e-005 1.3038e-009 1.3959e-005 1.4640e-004 1.9478e-004 2.0614e-004 2.6920e-004 3.2123e-004 3.2787e-004 3.0526e-004 2.7027e-004 2.2829e-004 1.8384e-004 1.4142e-004 1.0409e-004 7.3129e-005 4.8849e-005 3.0861e-005 1.8272e-005 9.9418e-006 4.7667e-006 1.8356e-006 4.2875e-007 4.8073e-009 1.7238e-007 6.5948e-007 1.2814e-006 1.9145e-006 2.4797e-006 2.9291e-006 3.2438e-006 3.4186e-006 3.4671e-006 3.4068e-006 3.2553e-006 3.0404e-006 2.7831e-006 2.5074e-006 2.2260e-006 1.9530e-006 1.6943e-006 1.4563e-006 1.2402e-006 1.0457e-006 8.7259e-007 7.1990e-007 5.8623e-007 4.6975e-007 3.6954e-007 2.8394e-007 2.1179e-007 1.5224e-007 1.0415e-007 6.6600e-008 3.8571e-008 1.9029e-008 6.8911e-009 1.0082e-009 2.4459e-010 3.4870e-009 9.6843e-009 1.7875e-008 2.7222e-008 3.6991e-008 4.6605e-008 5.5605e-008 6.3664e-008 7.0537e-008 7.6024e-008 7.9856e-008 8.1348e-008 7.9261e-008
          13 1.4749e-011 1.5401e-009 1.9832e-010 7.2832e-008 4.7724e-008 3.9236e-006 1.3025e-006 1.6316e-006 5.0837e-004 3.3747e-031 2.7362e-028 4.2025e-029 2.5551e-027 1.0074e-025 2.8940e-024 2.0300e-022 6.4937e-023 1.1933e-021 1.8549e-020 2.5108e-019 1.1440e-013 2.9766e-018 3.2389e-017 3.1894e-016 2.6103e-015 1.1700e-005 4.6845e-014 3.5798e-013 3.9948e-012 1.0658e-010 6.0940e-001 1.2067e-010 9.9484e-011 5.6262e-009 8.5932e-007 1.4567e-001 7.0110e-007 6.7587e-007 1.3371e-006 2.7419e-005 1.2865e-005 3.6229e-005 2.4767e-004 1.0076e-003 6.6548e-004 2.9843e-004 1.4014e-004 3.6239e-005 2.8867e-010 2.8117e-005 9.3176e-005 1.6807e-004 2.3217e-004 2.7398e-004 2.9037e-004 2.8341e-004 2.5861e-004 2.2311e-004 1.8366e-004 1.4511e-004 1.1023e-004 8.0544e-005 5.6547e-005 3.8004e-005 2.4296e-005 1.4579e-005 8.0016e-006 3.8317e-006 1.4375e-006 2.9907e-007 2.4135e-011 2.1515e-007 7.0188e-007 1.2889e-006 1.8596e-006 2.3466e-006 2.7153e-006 2.9621e-006 3.0921e-006 3.1254e-006 3.0790e-006 2.9759e-006 2.8319e-006 2.6596e-006 2.4705e-006 2.2730e-006 2.0734e-006 1.8746e-006 1.6813e-006 1.4942e-006 1.3147e-006 1.1453e-006 9.8608e-007 8.3881e-007 7.0389e-007 5.8196e-007 4.7395e-007 3.7926e-007 2.9784e-007 2.2907e-007 1.7196e-007 1.2551e-007 8.8577e-008 5.9897e-008 3.8306e-008 2.2653e-008 1.1888e-008 5.0615e-009 1.3467e-009 3.1508e-011 4.7945e-010 2.0145e-009
          14 1.8355e-013 6.0579e-011 4.2931e-013 5.1368e-009 1.0237e-007 2.1912e-006 8.9040e-007 8.9649e-006 3.3744e-005 2.8462e-028 2.7581e-026 2.8676e-026 1.4066e-024 4.4616e-023 1.0281e-021 1.1464e-020 1.8440e-020 2.6971e-019 3.3198e-018 3.5320e-017 5.4870e-015 3.3135e-016 2.7890e-015 2.1410e-014 1.5245e-013 8.1033e-007 9.7965e-013 6.1947e-012 3.6500e-011 1.6805e-010 1.0470e-001 2.3695e-009 1.3312e-008 1.2165e-007 6.0956e-006 7.2852e-001 8.4837e-007 6.5841e-007 6.8234e-005 1.1403e-001 5.2124e-003 1.2718e-003 3.0900e-003 6.4399e-003 2.0411e-003 1.9870e-004 1.7659e-005 2.7965e-004 5.3902e-004 6.0380e-004 5.0212e-004 3.2314e-004 1.5206e-004 4.0275e-005 4.2223e-007 1.8976e-005 7.1327e-005 1.3317e-004 1.8712e-004 2.2398e-004 2.4077e-004 2.3912e-004 2.2316e-004 1.9785e-004 1.6797e-004 1.3719e-004 1.0792e-004 8.1808e-005 5.9698e-005 4.1800e-005 2.7979e-005 1.7743e-005 1.0524e-005 5.6897e-006 2.6657e-006 9.6546e-007 1.8286e-007 1.6362e-009 1.8570e-007 5.6667e-007 1.0282e-006 1.4952e-006 1.9207e-006 2.2769e-006 2.5512e-006 2.7411e-006 2.8510e-006 2.8866e-006 2.8608e-006 2.7826e-006 2.6625e-006 2.5131e-006 2.3422e-006 2.1596e-006 1.9713e-006 1.7831e-006 1.6013e-006 1.4272e-006 1.2640e-006 1.1130e-006 9.7431e-007 8.4806e-007 7.3422e-007 6.3171e-007 5.4012e-007 4.5858e-007 3.8638e-007 3.2266e-007 2.6655e-007 2.1709e-007 1.7292e-007 1.3289e-007
          15 1.1385e-010 3.1278e-011 2.6973e-010 3.1458e-009 2.0475e-007 4.9876e-007 2.9226e-006 2.5162e-006 1.6321e-006 1.9337e-025 1.2993e-023 1.6348e-023 6.7144e-022 1.7795e-020 3.4182e-019 4.4733e-018 5.0991e-018 6.1843e-017 6.2909e-016 5.5091e-015 8.4281e-015 4.2354e-014 2.9037e-013 1.8027e-012 1.0251e-011 3.5358e-010 5.4072e-011 2.6751e-010 1.2576e-009 5.7703e-009 1.6477e-002 2.3255e-008 1.0079e-007 4.0868e-007 6.5384e-007 8.5275e-002 1.6992e-005 9.2488e-005 1.1513e-003 7.7330e-001 2.6636e-002 1.3754e-003 4.8581e-005 1.0005e-002 1.8038e-002 1.7669e-002 1.7109e-002 1.3098e-002 7.3297e-003 2.9803e-003 7.4836e-004 3.5577e-005 8.0794e-005 3.1900e-004 4.6774e-004 4.6211e-004 3.4927e-004 2.0462e-004 8.5271e-005 1.6953e-005 3.8933e-007 2.2366e-005 6.5106e-005 1.1256e-004 1.5351e-004 1.8189e-004 1.9561e-004 1.9566e-004 1.8477e-004 1.6626e-004 1.4364e-004 1.1961e-004 9.6379e-005 7.5245e-005 5.6844e-005 4.1549e-005 2.9280e-005 1.9816e-005 1.2750e-005 7.6957e-006 4.2435e-006 2.0381e-006 7.6152e-007 1.5258e-007 5.2491e-010 1.3927e-007 4.4336e-007 8.2124e-007 1.2108e-006 1.5710e-006 1.8780e-006 2.1222e-006 2.2997e-006 2.4149e-006 2.4730e-006 2.4818e-006 2.4521e-006 2.3892e-006 2.3018e-006 2.1965e-006 2.0775e-006 1.9496e-006 1.8170e-006 1.6813e-006 1.5458e-006 1.4120e-006 1.2816e-006 1.1557e-006 1.0344e-006 9.1695e-007 7.9914e-007 6.7526e-007
          16 6.4652e-010 4.2480e-010 2.3239e-009 8.5359e-009 1.3588e-007 2.2163e-008 2.4733e-006 3.3994e-010 6.6706e-006 2.7942e-022 1.6036e-020 1.9205e-020 6.3999e-019 1.3735e-017 2.1327e-016 1.7979e-015 2.5669e-015 2.5065e-014 2.0480e-013 1.4369e-012 7.6682e-012 8.8246e-012 4.8174e-011 2.3727e-010 1.0659e-009 9.2147e-009 4.4212e-009 1.7093e-008 6.2255e-008 2.1560e-007 2.7220e-004 7.1964e-007 2.3326e-006 7.5014e-006 2.7197e-005 3.1231e-002 6.5578e-005 2.1697e-004 6.5432e-004 1.3566e-002 6.8932e-003 1.9363e-002 1.1819e-001 4.1825e-001 2.2936e-001 7.3126e-002 1.8855e-002 5.7857e-004 3.6653e-003 1.1809e-002 1.5804e-002 1.4442e-002 1.0131e-002 5.5923e-003 2.3307e-003 6.1216e-004 3.6949e-005 5.0645e-005 2.2997e-004 3.5666e-004 3.7100e-004 2.9862e-004 1.9125e-004 9.2880e-005 2.7726e-005 1.2038e-006 6.8853e-006 3.3159e-005 6.8129e-005 1.0230e-004 1.2972e-004 1.4748e-004 1.5529e-004 1.5422e-004 1.4589e-004 1.3260e-004 1.1629e-004 9.8863e-005 8.1538e-005 6.5370e-005 5.0897e-005 3.8496e-005 2.8212e-005 1.9956e-005 1.3556e-005 8.7688e-006 5.3270e-006 2.9645e-006 1.4436e-006 5.5241e-007 1.1771e-007 1.0906e-011 9.0448e-008 3.0675e-007 5.8815e-007 8.9089e-007 1.1861e-006 1.4532e-006 1.6813e-006 1.8650e-006 2.0019e-006 2.0936e-006 2.1442e-006 2.1568e-006 2.1375e-006 2.0911e-006 2.0232e-006 1.9380e-006 1.8383e-006 1.7244e-006 1.5885e-006 1.4165e-006
          17 1.2139e-009 1.2566e-009 5.0140e-009 5.6843e-009 4.8087e-008 2.0722e-008 1.2852e-006 8.9209e-007 3.5926e-006 3.7937e-019 1.8611e-017 2.1354e-017 5.8140e-016 1.0170e-014 1.2843e-013 9.4206e-013 1.2543e-012 9.9138e-012 6.5395e-011 3.6937e-010 1.4247e-009 1.8206e-009 7.9526e-009 3.1239e-008 1.1156e-007 4.4868e-007 3.6657e-007 1.1186e-006 3.2035e-006 8.6865e-006 5.8534e-005 2.2524e-005 5.6330e-005 1.3718e-004 3.2606e-004 1.4448e-003 7.9158e-004 1.9189e-003 5.1614e-003 6.1453e-002 2.6074e-003 1.8512e-002 4.2670e-002 1.9867e-002 1.5418e-002 1.0003e-001 1.9154e-001 2.1642e-001 1.5878e-001 8.0419e-002 2.5744e-002 2.6794e-003 9.1418e-004 6.7104e-003 1.1237e-002 1.1771e-002 9.2978e-003 5.8436e-003 2.9048e-003 1.0533e-003 2.0344e-004 1.0818e-007 8.4658e-005 2.1706e-004 2.8826e-004 2.8039e-004 2.1876e-004 1.3884e-004 6.8199e-005 2.1317e-005 1.3107e-006 3.9197e-006 2.1680e-005 4.6848e-005 7.2849e-005 9.5173e-005 1.1119e-004 1.2019e-004 1.2237e-004 1.1892e-004 1.1110e-004 1.0049e-004 8.8308e-005 7.5580e-005 6.3122e-005 5.1502e-005 4.1062e-005 3.1948e-005 2.4239e-005 1.7865e-005 1.2734e-005 8.7249e-006 5.6844e-006 3.4670e-006 1.9250e-006 9.2256e-007 3.3718e-007 6.0465e-008 2.1096e-009 8.8595e-008 2.6252e-007 4.8078e-007 7.1279e-007 9.3724e-007 1.1412e-006 1.3172e-006 1.4619e-006 1.5742e-006 1.6535e-006 1.6974e-006 1.6944e-006 1.6220e-006
          18 1.3152e-009 1.7038e-009 5.5252e-009 1.8339e-009 6.9850e-009 6.8475e-008 4.7904e-007 1.7484e-006 8.1387e-007 5.8248e-015 2.1042e-013 2.2210e-013 4.0805e-012 4.8012e-011 4.0692e-010 2.2417e-009 2.6630e-009 1.4090e-008 6.2230e-008 2.3570e-007 7.0651e-007 7.8155e-007 2.3095e-006 6.1868e-006 1.5236e-005 3.0518e-005 3.5004e-005 7.5929e-005 1.5738e-004 3.1461e-004 7.3669e-005 6.1160e-004 1.1624e-003 2.1691e-003 3.9817e-003 1.0510e-005 7.1912e-003 1.2782e-002 2.2249e-002 1.4042e-004 3.8795e-002 6.5933e-002 1.0053e-001 4.3909e-002 6.5317e-003 3.0189e-002 1.1763e-002 2.7295e-003 5.0983e-002 1.2031e-001 1.5503e-001 1.3777e-001 8.9545e-002 4.1398e-002 1.1296e-002 5.3144e-004 1.4604e-003 5.7422e-003 8.5187e-003 8.5790e-003 6.7337e-003 4.2912e-003 2.2016e-003 8.4766e-004 1.9113e-004 3.4459e-006 4.3995e-005 1.4144e-004 2.0798e-004 2.1922e-004 1.8620e-004 1.3146e-004 7.5929e-005 3.2795e-005 7.5874e-006 5.4815e-010 6.2219e-006 2.1149e-005 3.9835e-005 5.8349e-005 7.3937e-005 8.5204e-005 9.1660e-005 9.3512e-005 9.1452e-005 8.6391e-005 7.9261e-005 7.0850e-005 6.1927e-005 5.2977e-005 4.4390e-005 3.6469e-005 2.9342e-005 2.3109e-005 1.7780e-005 1.3329e-005 9.7132e-006 6.8389e-006 4.6208e-006 2.9627e-006 1.7686e-006 9.5091e-007 4.3042e-007 1.3750e-007 1.3832e-008 1.1165e-008 9.0697e-008 2.2178e-007 3.8024e-007 5.4588e-007 6.9692e-007 8.0385e-007
          19 9.9686e-010 1.4564e-009 3.9513e-009 2.1905e-010 6.7602e-011 7.8142e-008 1.2268e-007 1.6901e-006 1.8662e-008 2.2392e-010 4.9451e-009 4.5634e-009 4.4543e-008 2.7778e-007 1.2518e-006 4.4148e-006 4.3981e-006 1.2716e-005 3.1552e-005 6.9743e-005 1.4969e-004 1.4150e-004 2.6992e-004 4.9285e-004 8.6928e-004 1.5796e-003 1.4892e-003 2.4788e-003 4.0119e-003 6.3095e-003 9.3588e-004 9.6501e-003 1.4349e-002 2.0736e-002 2.9047e-002 1.5547e-005 3.9247e-002 5.0705e-002 6.1679e-002 3.7517e-003 6.2931e-002 5.9109e-002 2.2307e-002 1.2922e-002 5.6882e-002 2.1285e-002 1.7304e-005 1.0164e-002 1.1700e-002 6.1964e-004 1.0477e-002 5.0293e-002 9.3582e-002 1.1111e-001 9.6376e-002 6.3253e-002 3.0426e-002 9.1531e-003 7.2959e-004 6.3553e-004 3.4994e-003 5.8016e-003 6.3187e-003 5.3440e-003 3.7106e-003 2.1315e-003 9.7660e-004 3.1594e-004 4.4046e-005 3.2907e-006 5.7954e-005 1.2184e-004 1.5624e-004 1.5474e-004 1.2714e-004 8.8287e-005 5.0640e-005 2.1994e-005 5.2673e-006 3.5355e-009 3.7594e-006 1.3386e-005 2.5858e-005 3.8680e-005 5.0060e-005 5.8925e-005 6.4799e-005 6.7605e-005 6.7689e-005 6.5462e-005 6.1458e-005 5.6270e-005 5.0349e-005 4.4144e-005 3.7966e-005 3.2057e-005 2.6612e-005 2.1696e-005 1.7371e-005 1.3644e-005 1.0490e-005 7.8731e-006 5.7492e-006 4.0602e-006 2.7524e-006 1.7695e-006 1.0585e-006 5.6926e-007 2.5666e-007 8.1124e-008 8.0665e-009 5.4604e-009
          20 5.7508e-010 8.9933e-010 2.0569e-009 4.3571e-012 2.7270e-009 5.8608e-008 1.7460e-008 1.1318e-006 7.6819e-008 8.4027e-006 6.7603e-005 4.7749e-005 1.4226e-004 3.1654e-004 6.1868e-004 1.3473e-003 1.1330e-003 1.9627e-003 3.2083e-003 4.9818e-003 8.6631e-003 7.4143e-003 1.0648e-002 1.4797e-002 1.9878e-002 3.0126e-002 2.5850e-002 3.2533e-002 3.9651e-002 4.6674e-002 1.1763e-002 5.2881e-002 5.7290e-002 5.8851e-002 5.6478e-002 1.6704e-005 4.9427e-002 3.7581e-002 2.2229e-002 5.7896e-005 8.0250e-003 1.7509e-005 9.4584e-003 1.1863e-002 2.8123e-003 2.7236e-002 3.0925e-002 9.0174e-003 2.3674e-004 7.0906e-003 6.7400e-003 3.1343e-004 6.2290e-003 3.0189e-002 5.8277e-002 7.2778e-002 6.7209e-002 4.7931e-002 2.6134e-002 9.9432e-003 1.8115e-003 1.4051e-005 1.3372e-003 3.1305e-003 4.0646e-003 3.9307e-003 3.0931e-003 2.0379e-003 1.1169e-003 4.8433e-004 1.4241e-004 1.3877e-005 5.9631e-006 4.4264e-005 8.3243e-005 1.0311e-004 1.0121e-004 8.3814e-005 5.9369e-005 3.5341e-005 1.6440e-005 4.7351e-006 1.6322e-007 1.4365e-006 6.7335e-006 1.4219e-005 2.2343e-005 2.9925e-005 3.6230e-005 4.0824e-005 4.3564e-005 4.4558e-005 4.3989e-005 4.2175e-005 3.9417e-005 3.6023e-005 3.2305e-005 2.8450e-005 2.4648e-005 2.1026e-005 1.7656e-005 1.4592e-005 1.1866e-005 9.4767e-006 7.4253e-006 5.6951e-006 4.2651e-006 3.1066e-006 2.1883e-006 1.4777e-006 9.4209e-007 5.5493e-007
          21 2.4508e-010 3.9807e-010 7.8895e-010 5.8351e-011 3.0582e-009 2.9747e-008 7.4539e-010 5.3253e-007 1.2868e-007 1.5484e-002 3.5850e-002 1.3998e-002 2.4897e-002 2.9025e-002 3.8902e-002 6.1703e-002 4.4473e-002 5.2301e-002 5.6886e-002 6.0992e-002 8.2861e-002 6.2460e-002 6.1598e-002 5.8478e-002 5.2714e-002 6.2151e-002 4.5052e-002 3.5917e-002 2.6049e-002 1.6534e-002 1.4434e-003 8.4065e-003 2.6498e-003 9.1110e-005 1.0384e-003 4.8776e-007 5.1036e-003 1.0959e-002 1.6227e-002 4.7865e-004 1.7159e-002 1.2816e-002 2.0192e-003 5.0589e-003 4.6682e-003 6.0220e-004 1.1077e-002 1.5284e-002 5.5819e-003 1.2506e-006 2.7373e-003 3.8291e-003 7.4807e-004 1.2187e-003 1.0579e-002 2.4799e-002 3.5160e-002 3.6265e-002 2.9061e-002 1.8293e-002 8.6464e-003 2.5972e-003 2.0839e-004 1.8657e-004 1.0534e-003 1.8149e-003 2.0759e-003 1.8647e-003 1.3940e-003 8.8066e-004 4.6364e-004 1.9102e-004 5.0718e-005 2.9252e-006 5.4204e-006 2.5525e-005 4.3750e-005 5.2205e-005 5.0419e-005 4.1597e-005 2.9657e-005 1.7957e-005 8.6303e-006 2.6765e-006 1.6087e-007 5.1952e-007 2.9018e-006 6.4310e-006 1.0370e-005 1.4158e-005 1.7410e-005 1.9908e-005 2.1536e-005 2.2304e-005 2.2287e-005 2.1614e-005 2.0465e-005 1.8966e-005 1.7257e-005 1.5442e-005 1.3596e-005 1.1780e-005 1.0050e-005 8.4351e-006 6.9688e-006 5.6661e-006 4.5336e-006 3.5664e-006 2.7526e-006 2.0758e-006 1.5154e-006 1.0559e-006
