   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50
           0 6.0750e-004 1.6267e-003 8.4094e-003 9.9665e-004 2.4039e-002 5.0715e-002 5.4257e-003 8.8146e-002 1.4095e-001 3.9702e-002 1.7069e-001 2.4512e-001 2.9740e-002 8.1672e-002 7.0756e-002 2.4113e-003 1.3595e-002 1.5133e-002 2.0302e-003 9.7666e-004 3.4438e-003 1.8243e-003 1.0008e-004 2.5597e-004 6.4021e-004 4.0692e-004 6.9037e-005 8.8496e-006 9.1317e-005 1.1500e-004 6.3589e-005 1.2532e-005 4.3404e-007 1.2156e-005 2.1281e-005 1.8396e-005 9.2940e-006 2.1385e-006 3.0636e-010 1.2517e-006 3.0398e-006 3.6925e-006 3.0883e-006 1.9141e-006 8.5032e-007 2.1990e-007 7.3730e-009 3.8535e-008 1.3645e-007 1.9067e-007 1.5503e-007
           1 8.7351e-001 9.7540e-006 4.7789e-005 1.1772e-001 1.2535e-004 2.2167e-004 5.9551e-003 3.4694e-004 3.7676e-004 3.5067e-004 5.0706e-004 2.7678e-004 6.6962e-005 3.0779e-004 6.6920e-005 2.6164e-005 8.9741e-005 2.7354e-005 8.5094e-007 1.8115e-005 1.4481e-005 1.9832e-006 7.7580e-007 3.8030e-006 3.0917e-006 7.5411e-007 8.0046e-009 5.0482e-007 7.6970e-007 4.6969e-007 1.0341e-007 1.3915e-009 7.8319e-008 1.3735e-007 1.1037e-007 4.6924e-008 6.1695e-009 1.6741e-009 1.4439e-008 2.4046e-008 2.3419e-008 1.5984e-008 7.7216e-009 2.2560e-009 1.3867e-010 2.5471e-010 1.2142e-009 2.0630e-009 2.3937e-009 2.1550e-009 1.4120e-009
           2 2.4164e-002 1.1950e-002 3.8917e-002 7.4086e-002 6.8475e-002 8.2912e-002 1.0481e-001 7.4040e-002 3.5197e-002 1.3106e-001 1.3770e-002 2.9221e-002 1.6417e-001 9.6288e-004 4.7257e-002 5.6953e-002 3.6541e-003 8.2952e-003 1.6983e-002 5.4407e-003 4.0991e-005 3.0005e-003 3.3498e-003 9.6780e-004 1.8863e-006 5.1267e-004 7.6499e-004 4.0699e-004 5.5347e-005 1.6782e-005 1.1816e-004 1.5054e-004 9.2734e-005 2.5269e-005 1.2506e-007 9.9502e-006 2.5029e-005 2.7864e-005 1.9383e-005 8.4310e-006 1.5776e-006 4.0018e-008 1.6226e-006 3.6440e-006 4.5898e-006 4.2599e-006 3.1852e-006 1.9793e-006 1.0325e-006 4.4842e-007 1.5451e-007
           3 8.3348e-002 7.5664e-003 2.1183e-002 5.0274e-001 3.1590e-002 3.2114e-002 1.6409e-001 2.0662e-002 7.0760e-003 2.4145e-004 8.5398e-005 2.3088e-002 2.8432e-002 6.7322e-003 3.2589e-002 1.2876e-002 7.2816e-004 9.1695e-003 6.0322e-003 2.4914e-004 1.1588e-003 2.2662e-003 9.8579e-004 2.2775e-005 2.3734e-004 4.9457e-004 3.0900e-004 5.4327e-005 6.3461e-006 7.3627e-005 1.0012e-004 6.1866e-005 1.5858e-005 2.4160e-009 8.0316e-006 1.8048e-005 1.8526e-005 1.1605e-005 4.1606e-006 3.8888e-007 3.1079e-007 1.8550e-006 3.1149e-006 3.3234e-006 2.6608e-006 1.6744e-006 8.1965e-007 2.8675e-007 5.3808e-008 4.3855e-010 6.6707e-009
           4 1.0995e-002 4.7167e-002 8.7077e-002 1.5609e-001 8.1672e-002 4.4041e-002 6.9789e-002 9.0141e-003 1.6082e-005 1.8567e-001 2.6988e-002 1.2870e-002 5.6765e-002 8.9219e-002 1.6964e-002 1.5625e-002 4.5456e-002 1.4095e-002 7.5106e-004 1.2390e-002 1.0048e-002 1.2838e-003 7.5248e-004 3.2364e-003 2.4925e-003 5.1460e-004 3.4317e-005 5.5208e-004 7.3183e-004 3.9776e-004 6.6892e-005 8.2178e-006 1.0020e-004 1.5386e-004 1.1831e-004 4.9588e-005 6.4767e-006 1.8889e-006 1.6289e-005 2.7772e-005 2.7695e-005 1.9186e-005 9.1914e-006 2.4837e-006 7.0840e-008 5.6308e-007 2.0260e-006 3.1242e-006 3.3746e-006 2.8504e-006 1.7727e-006
           5 5.3875e-003 8.9200e-002 1.0131e-001 1.0025e-001 4.8945e-002 5.7765e-003 2.7975e-001 3.0588e-003 2.3514e-002 5.9478e-002 1.4085e-002 6.7486e-004 7.1950e-002 4.2352e-003 3.5358e-002 7.4036e-002 1.1370e-002 7.3963e-003 2.7761e-002 1.3304e-002 9.2675e-005 4.6869e-003 7.3424e-003 2.9039e-003 3.4621e-005 9.1356e-004 1.8163e-003 1.1668e-003 2.2976e-004 1.4610e-005 2.6081e-004 3.9700e-004 2.7912e-004 9.2823e-005 3.4378e-006 1.9258e-005 6.4310e-005 8.0514e-005 6.1330e-005 2.9696e-005 7.0537e-006 6.8050e-009 3.5698e-006 9.7324e-006 1.3288e-005 1.3012e-005 1.0196e-005 6.6575e-006 3.6860e-006 1.7273e-006 6.5088e-007
           6 1.3505e-003 1.9193e-001 8.5139e-002 3.1398e-002 3.7079e-003 1.4911e-002 1.9831e-001 4.4650e-002 4.0860e-002 3.9521e-002 7.3260e-003 1.8236e-003 4.4063e-002 7.2232e-002 5.1537e-002 4.7261e-004 5.4140e-002 5.2500e-002 5.3971e-003 7.9716e-003 2.2435e-002 1.1311e-002 3.1974e-004 2.8808e-003 6.0662e-003 3.5225e-003 4.2696e-004 2.3377e-004 1.2367e-003 1.3516e-003 6.4500e-004 8.0327e-005 3.3543e-005 2.2523e-004 3.1691e-004 2.3692e-004 9.8964e-005 1.3330e-005 3.4652e-006 3.2301e-005 5.7351e-005 6.0051e-005 4.4627e-005 2.4111e-005 8.5086e-006 1.1284e-006 1.8757e-007 2.1656e-006 4.1832e-006 4.7756e-006 3.5317e-006
           7 4.3754e-004 2.6215e-001 7.6829e-003 1.1102e-002 3.0534e-002 5.7188e-002 1.0429e-001 2.2800e-002 1.3533e-004 2.0109e-001 4.0043e-003 1.5530e-002 5.4847e-004 1.3211e-005 3.6533e-002 8.9265e-002 1.8601e-002 9.8375e-003 5.0530e-002 3.1127e-002 1.1488e-003 7.6882e-003 1.6181e-002 8.0483e-003 3.7363e-004 1.5727e-003 4.1807e-003 3.1516e-003 7.9934e-004 4.9636e-006 5.5960e-004 1.0032e-003 7.7945e-004 2.9379e-004 2.0302e-005 3.7027e-005 1.5887e-004 2.1674e-004 1.7561e-004 9.1062e-005 2.4688e-005 3.8666e-007 7.8638e-006 2.5199e-005 3.6551e-005 3.7144e-005 2.9949e-005 2.0065e-005 1.1405e-005 5.5018e-006 2.1372e-006
           8 1.3313e-004 2.5161e-001 6.1487e-002 3.0839e-003 7.8297e-002 1.2190e-002 4.0958e-002 6.5981e-003 2.6435e-002 1.6808e-001 4.7381e-002 1.7959e-002 6.7828e-003 4.7230e-003 1.8884e-003 2.1013e-002 8.0629e-002 5.2430e-002 9.3360e-004 2.3478e-002 4.0890e-002 1.5552e-002 6.9303e-007 7.9851e-003 1.2236e-002 5.6072e-003 2.7132e-004 1.0618e-003 3.0826e-003 2.6885e-003 9.7492e-004 3.4481e-005 2.1541e-004 6.6082e-004 7.2663e-004 4.4141e-004 1.3193e-004 2.8404e-006 3.7536e-005 1.1855e-004 1.5738e-004 1.3653e-004 8.4369e-005 3.5351e-005 7.2113e-006 1.0909e-008 4.7220e-006 1.1938e-005 1.6081e-005 1.5478e-005 1.0428e-005
           9 4.2724e-005 1.2077e-001 2.9258e-001 1.7444e-003 3.0347e-004 3.0025e-002 1.5026e-002 4.6081e-002 9.1970e-003 7.9701e-002 1.3702e-002 7.8379e-002 6.7494e-002 5.0432e-005 3.3421e-003 5.8437e-003 4.9801e-003 5.5672e-002 6.6706e-002 1.3013e-002 5.0634e-003 3.0609e-002 2.5754e-002 4.6398e-003 1.0400e-003 8.1362e-003 8.6310e-003 3.1925e-003 6.1885e-005 9.4181e-004 2.3423e-003 2.0788e-003 8.6383e-004 7.6534e-005 8.2740e-005 4.0734e-004 5.6210e-004 4.4265e-004 2.1170e-004 4.4846e-005 3.3437e-007 3.6986e-005 8.7360e-005 1.1007e-004 9.9385e-005 7.0044e-005 3.9279e-005 1.6965e-005 5.0764e-006 7.4758e-007 4.0266e-009
