   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42
           0 4.0221e-001 3.2778e-001 1.6599e-001 6.7691e-002 2.4399e-002 8.1637e-003 2.6111e-003 8.1083e-004 2.4638e-004 7.3833e-005 2.2087e-005 6.6694e-006 2.0284e-006 6.0874e-007 1.7582e-007 4.8995e-008 1.4123e-008 4.8234e-009 2.0945e-009 1.0061e-009 4.0178e-010 8.4697e-011 8.0447e-014 2.8413e-011 5.1145e-011 3.3449e-011 6.4155e-012 1.3131e-012 1.6763e-011 3.2130e-011 3.3011e-011 2.1116e-011 7.2600e-012 3.1101e-013 1.9188e-012 8.1342e-012 1.3840e-011 1.6021e-011 1.4477e-011 1.0716e-011 6.4217e-012 2.6355e-012 7.6889e-013
           1 3.8897e-001 1.9734e-003 1.5186e-001 1.9714e-001 1.3659e-001 7.1272e-002 3.1744e-002 1.2841e-002 4.8769e-003 1.7714e-003 6.2429e-004 2.1658e-004 7.4735e-005 2.5654e-005 8.6798e-006 2.8735e-006 9.4107e-007 3.1676e-007 1.1492e-007 4.5262e-008 1.8012e-008 6.2911e-009 1.5626e-009 1.6988e-010 9.2541e-013 2.1470e-011 2.5249e-012 1.7399e-011 8.7519e-011 1.4423e-010 1.3426e-010 7.4168e-011 1.7469e-011 2.6720e-013 2.0380e-011 5.2404e-011 7.2592e-011 7.2395e-011 5.7038e-011 3.6787e-011 1.9295e-011 7.1635e-012 2.0030e-012
           2 1.6585e-001 2.5672e-001 7.8241e-002 1.3970e-002 1.1246e-001 1.4311e-001 1.0851e-001 6.3684e-002 3.2157e-002 1.4726e-002 6.3073e-003 2.5823e-003 1.0272e-003 4.0081e-004 1.5386e-004 5.8170e-005 2.1781e-005 8.1764e-006 3.1170e-006 1.2084e-006 4.6762e-007 1.7471e-007 6.1133e-008 2.0034e-008 6.6030e-009 2.5909e-009 1.4137e-009 1.0001e-009 7.2318e-010 4.3032e-010 1.6960e-010 2.3969e-011 4.7798e-012 5.1240e-011 9.2382e-011 9.5195e-011 6.7544e-011 3.3463e-011 1.0241e-011 1.0858e-012 9.9380e-014 4.7647e-013 2.2888e-013
           3 3.8043e-002 2.8609e-001 7.5927e-002 1.5344e-001 1.1664e-002 2.8464e-002 9.5967e-002 1.1159e-001 8.6903e-002 5.4507e-002 2.9857e-002 1.4938e-002 7.0287e-003 3.1712e-003 1.3878e-003 5.9306e-004 2.4906e-004 1.0364e-004 4.3091e-005 1.7966e-005 7.4788e-006 3.0797e-006 1.2466e-006 4.9909e-007 2.0234e-007 8.5969e-008 3.9135e-008 1.8788e-008 8.9657e-009 3.8974e-009 1.3807e-009 3.3147e-010 3.0103e-011 2.2199e-012 1.4701e-011 9.3785e-012 5.3618e-013 3.4915e-012 1.5088e-011 2.3944e-011 2.2734e-011 1.2012e-011 3.8382e-012
           4 4.6529e-003 1.0872e-001 3.0173e-001 2.7610e-003 1.3598e-001 6.1249e-002 3.5252e-005 4.0143e-002 8.4233e-002 8.9755e-002 7.0215e-002 4.5826e-002 2.6592e-002 1.4258e-002 7.2377e-003 3.5287e-003 1.6680e-003 7.7117e-004 3.5196e-004 1.5973e-004 7.2238e-005 3.2468e-005 1.4450e-005 6.3766e-006 2.8183e-006 1.2678e-006 5.8794e-007 2.8060e-007 1.3486e-007 6.2956e-008 2.7446e-008 1.0820e-008 3.8093e-009 1.2405e-009 4.3100e-010 2.0846e-010 1.6143e-010 1.6384e-010 1.6733e-010 1.4928e-010 1.0635e-010 4.8983e-011 1.4947e-011
           5 2.5641e-004 1.7674e-002 1.8596e-001 2.5000e-001 1.3649e-002 7.8376e-002 9.2982e-002 1.4368e-002 6.9574e-003 4.7004e-002 7.3861e-002 7.3169e-002 5.6906e-002 3.8136e-002 2.3162e-002 1.3131e-002 7.0763e-003 3.6733e-003 1.8579e-003 9.2385e-004 4.5394e-004 2.2078e-004 1.0639e-004 5.0958e-005 2.4418e-005 1.1790e-005 5.7563e-006 2.8328e-006 1.3921e-006 6.7594e-007 3.2253e-007 1.5203e-007 7.2125e-008 3.5442e-008 1.8544e-008 1.0436e-008 6.2172e-009 3.7866e-009 2.2665e-009 1.2849e-009 6.5270e-010 2.4590e-010 6.9685e-011
           6 3.2856e-006 1.0514e-003 3.8087e-002 2.5066e-001 1.8205e-001 5.0747e-002 3.0258e-002 9.2181e-002 3.9789e-002 3.4411e-004 1.7819e-002 4.9457e-002 6.4099e-002 5.9731e-002 4.6114e-002 3.1556e-002 1.9857e-002 1.1757e-002 6.6607e-003 3.6588e-003 1.9662e-003 1.0387e-003 5.4114e-004 2.7909e-004 1.4329e-004 7.3651e-005 3.8014e-005 1.9684e-005 1.0185e-005 5.2487e-006 2.6949e-006 1.3874e-006 7.2407e-007 3.8735e-007 2.1367e-007 1.2113e-007 6.9771e-008 4.0191e-008 2.2784e-008 1.2473e-008 6.2766e-009 2.3798e-009 6.7809e-010
           7 3.9251e-008 7.7031e-006 2.2073e-003 6.1285e-002 2.9890e-001 1.2743e-001 7.9786e-002 6.1432e-003 7.2652e-002 5.6590e-002 9.0576e-003 3.0710e-003 2.6831e-002 4.8387e-002 5.4689e-002 4.8644e-002 3.7311e-002 2.5897e-002 1.6756e-002 1.0307e-002 6.1071e-003 3.5178e-003 1.9848e-003 1.1038e-003 6.0806e-004 3.3284e-004 1.8138e-004 9.8594e-005 5.3587e-005 2.9210e-005 1.6012e-005 8.8409e-006 4.9171e-006 2.7518e-006 1.5484e-006 8.7609e-007 4.9920e-007 2.8684e-007 1.6579e-007 9.4910e-008 5.0663e-008 2.0160e-008 5.8636e-009
           8 3.2030e-008 4.4823e-007 2.5171e-006 2.9976e-003 8.1571e-002 3.3637e-001 9.5021e-002 9.1590e-002 2.7628e-005 4.9903e-002 6.0882e-002 2.0968e-002 7.6445e-005 1.1277e-002 3.2095e-002 4.4799e-002 4.5921e-002 3.9350e-002 2.9971e-002 2.1048e-002 1.3955e-002 8.8666e-003 5.4517e-003 3.2704e-003 1.9286e-003 1.1249e-003 6.5122e-004 3.7480e-004 2.1470e-004 1.2271e-004 7.0249e-005 4.0445e-005 2.3481e-005 1.3749e-005 8.1052e-006 4.7990e-006 2.8498e-006 1.6959e-006 1.0081e-006 5.8968e-007 3.1972e-007 1.2842e-007 3.7480e-008
           9 2.1954e-008 1.7394e-008 2.5440e-006 9.6432e-006 2.6074e-003 9.3313e-002 3.7105e-001 8.4654e-002 8.8476e-002 1.8928e-003 3.2111e-002 5.6534e-002 2.9459e-002 3.0903e-003 3.1895e-003 1.8953e-002 3.3619e-002 3.9771e-002 3.7862e-002 3.1443e-002 2.3830e-002 1.6927e-002 1.1452e-002 7.4651e-003 4.7377e-003 2.9514e-003 1.8141e-003 1.1033e-003 6.6531e-004 3.9913e-004 2.3924e-004 1.4383e-004 8.6903e-005 5.2762e-005 3.2151e-005 1.9645e-005 1.2039e-005 7.4007e-006 4.5455e-006 2.7413e-006 1.5237e-006 6.2145e-007 1.8241e-007
