   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42
          10 5.9604e-009 4.7403e-009 1.8176e-009 6.6943e-006 1.3460e-004 1.0191e-003 9.1056e-002 4.0716e-001 9.7163e-002 7.4271e-002 5.1016e-003 2.0963e-002 4.8634e-002 3.2985e-002 7.3201e-003 3.2345e-004 1.0128e-002 2.3714e-002 3.2303e-002 3.3915e-002 3.0517e-002 2.4787e-002 1.8708e-002 1.3380e-002 9.2046e-003 6.1533e-003 4.0235e-003 2.5861e-003 1.6420e-003 1.0348e-003 6.4982e-004 4.0737e-004 2.5519e-004 1.5989e-004 1.0037e-004 6.3263e-005 4.0090e-005 2.5510e-005 1.6184e-005 1.0026e-005 5.6801e-006 2.3411e-006 6.8970e-007
          11 2.6217e-009 8.5308e-009 6.9349e-010 2.3593e-007 5.8966e-006 4.8925e-004 2.5645e-005 7.0532e-002 4.3874e-001 1.4026e-001 5.0967e-002 7.3007e-003 1.5416e-002 4.0498e-002 3.2512e-002 1.0247e-002 6.9913e-005 5.0516e-003 1.6180e-002 2.5182e-002 2.8875e-002 2.7883e-002 2.4041e-002 1.9129e-002 1.4379e-002 1.0374e-002 7.2505e-003 4.9424e-003 3.3079e-003 2.1876e-003 1.4356e-003 9.3681e-004 6.0867e-004 3.9446e-004 2.5571e-004 1.6622e-004 1.0845e-004 7.0840e-005 4.5956e-005 2.8979e-005 1.6630e-005 6.9063e-006 2.0402e-006
          12 3.3867e-009 2.6637e-011 6.1876e-009 5.9164e-009 1.7442e-006 4.9071e-007 8.6611e-004 3.3582e-003 3.4033e-002 4.4169e-001 2.2808e-001 2.1647e-002 9.3322e-003 1.4591e-002 3.3000e-002 2.9802e-002 1.1056e-002 5.5267e-004 2.5229e-003 1.1077e-002 1.9278e-002 2.3824e-002 2.4355e-002 2.2022e-002 1.8335e-002 1.4391e-002 1.0794e-002 7.8248e-003 5.5353e-003 3.8469e-003 2.6363e-003 1.7869e-003 1.2026e-003 8.0661e-004 5.4061e-004 3.6226e-004 2.4249e-004 1.6171e-004 1.0669e-004 6.8240e-005 3.9618e-005 1.6577e-005 4.9114e-006
          13 2.4328e-009 3.1408e-009 2.9039e-011 2.1153e-008 1.9539e-007 3.6982e-006 6.7101e-005 5.8679e-004 1.3130e-002 2.2511e-003 3.7131e-001 3.6385e-001 5.2905e-004 1.4875e-002 2.0037e-002 2.4909e-002 2.6603e-002 9.8259e-003 8.4738e-004 1.4420e-003 7.9213e-003 1.4861e-002 1.9354e-002 2.0560e-002 1.9290e-002 1.6651e-002 1.3493e-002 1.0438e-002 7.8161e-003 5.7087e-003 4.0841e-003 2.8771e-003 2.0076e-003 1.3927e-003 9.6165e-004 6.6097e-004 4.5234e-004 3.0792e-004 2.0717e-004 1.3487e-004 7.9402e-005 3.3504e-005 9.9570e-006
          14 8.8796e-011 2.3005e-010 9.1201e-010 3.9666e-009 7.3440e-009 1.4070e-006 2.2128e-007 3.0903e-004 2.2190e-005 2.1022e-002 1.9174e-002 1.9836e-001 4.8871e-001 2.1814e-002 3.3368e-002 4.0457e-002 1.3353e-002 2.5629e-002 6.5851e-003 8.2362e-004 1.1613e-003 6.0900e-003 1.1761e-002 1.5654e-002 1.6903e-002 1.6284e-002 1.4376e-002 1.1892e-002 9.4415e-003 7.2562e-003 5.4163e-003 3.9613e-003 2.8640e-003 2.0519e-003 1.4556e-003 1.0237e-003 7.1588e-004 4.9789e-004 3.4174e-004 2.2616e-004 1.3468e-004 5.7191e-005 1.7034e-005
          15 1.5202e-009 6.6265e-010 2.0398e-012 1.3527e-009 2.1727e-008 1.0612e-007 2.6769e-006 3.3709e-005 3.5740e-004 3.3437e-003 1.0082e-002 9.9768e-002 1.8604e-002 4.4091e-001 1.0021e-001 7.9714e-002 1.0035e-001 6.8992e-004 3.3891e-002 1.4985e-003 1.0462e-003 1.7234e-003 4.7375e-003 9.8868e-003 1.2442e-002 1.3645e-002 1.3231e-002 1.1714e-002 9.9057e-003 7.9789e-003 6.1953e-003 4.7215e-003 3.5328e-003 2.5925e-003 1.8815e-003 1.3592e-003 9.7547e-004 6.9126e-004 4.7996e-004 3.2025e-004 1.9211e-004 8.2009e-005 2.4479e-005
          16 1.1844e-009 9.0746e-010 2.8120e-010 1.5932e-009 1.4306e-009 1.3073e-009 1.1505e-006 2.6367e-007 2.0397e-004 3.3657e-005 1.0088e-002 2.7145e-003 1.2234e-001 6.3422e-002 1.5340e-001 1.2191e-001 1.2109e-001 2.1459e-001 1.7711e-002 7.2742e-002 3.8059e-003 4.8849e-003 5.9993e-003 2.2248e-003 1.0180e-002 8.7367e-003 1.1250e-002 9.8440e-003 9.1757e-003 7.5935e-003 6.1910e-003 4.8861e-003 3.7313e-003 2.8285e-003 2.1093e-003 1.5464e-003 1.1266e-003 8.1352e-004 5.7447e-004 3.8789e-004 2.3449e-004 1.0054e-004 3.0058e-005
          17 3.3558e-010 2.8502e-010 2.4366e-010 8.8013e-011 6.3351e-010 6.2682e-009 3.0381e-007 8.2323e-007 5.7343e-005 9.2565e-005 3.1670e-003 2.6752e-003 5.4127e-002 1.1061e-002 2.0569e-001 2.0083e-003 1.2720e-002 3.8730e-002 2.2558e-001 7.7322e-002 1.5915e-001 6.0053e-002 3.7014e-002 3.6418e-002 1.2714e-003 2.1677e-002 1.8350e-003 1.3204e-002 4.6432e-003 8.0212e-003 4.5162e-003 4.7380e-003 3.2115e-003 2.6904e-003 1.9829e-003 1.4749e-003 1.1157e-003 8.0343e-004 5.6789e-004 3.9112e-004 2.4051e-004 1.0382e-004 3.1087e-005
          18 3.2425e-011 2.3630e-011 7.3212e-011 8.8812e-011 1.0239e-009 1.9974e-009 7.4009e-008 8.9142e-007 1.2800e-005 1.0939e-004 6.7793e-004 4.0186e-003 1.2255e-002 3.6247e-002 6.5951e-002 3.7054e-002 4.7292e-002 2.9383e-002 3.4928e-002 1.8277e-002 1.6241e-002 1.0358e-001 1.1148e-001 1.0166e-001 1.3444e-001 4.9971e-002 9.2515e-002 1.4822e-002 4.8031e-002 2.3309e-003 2.1378e-002 3.4935e-005 8.7924e-003 1.9599e-004 3.5082e-003 4.2656e-004 1.3968e-003 4.2385e-004 5.4394e-004 3.0194e-004 1.7896e-004 8.1647e-005 2.4970e-005
          19 3.9534e-014 1.0821e-013 1.1945e-011 1.3522e-010 4.0576e-010 3.3661e-010 1.7251e-008 3.9084e-007 2.5597e-006 5.0151e-005 1.2092e-004 1.9473e-003 2.0117e-003 2.0645e-002 1.1856e-002 3.6929e-002 1.7266e-002 2.4901e-003 1.2239e-004 3.8083e-002 1.8017e-002 3.7286e-002 1.0018e-002 1.3071e-004 1.4842e-003 3.3954e-002 2.8783e-002 9.4214e-002 5.9174e-002 1.2043e-001 6.7404e-002 1.0818e-001 5.6413e-002 7.8320e-002 3.8399e-002 4.8175e-002 2.1722e-002 2.4888e-002 9.3512e-003 8.9811e-003 1.6016e-003 4.4804e-004 5.3018e-005
          20 2.6621e-013 6.0641e-013 1.7649e-012 4.4470e-011 9.2132e-011 5.3140e-011 3.5026e-009 9.7104e-008 4.7856e-007 1.2646e-005 2.1049e-005 4.9714e-004 3.2545e-004 5.4781e-003 1.9204e-003 1.1114e-002 3.5577e-003 1.3482e-004 1.3672e-004 1.1783e-002 4.0188e-003 6.3852e-003 3.6050e-004 9.2928e-004 3.1214e-003 1.4392e-002 9.4529e-003 2.1002e-002 7.4760e-003 1.2085e-002 1.1407e-003 1.3400e-003 1.8833e-003 3.0398e-003 1.7482e-002 2.3860e-002 5.2092e-002 6.8735e-002 1.1450e-001 1.5234e-001 2.1940e-001 2.0249e-001 2.4454e-002
