# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + D2(X1Sg,vi=0) -> e + D2(g3Sg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  0  1.39218E+01    1.83250E-02  -5.64860E-03   3.35810E-02  -6.19800E-02   4.41560E-02
   1 <-  0  1.41319E+01    2.77040E-02  -1.28050E-02   7.52470E-02  -1.38530E-01   9.81910E-02
   2 <-  0  1.43303E+01    3.44730E-02  -1.96980E-02   1.13090E-01  -2.09450E-01   1.47310E-01
   3 <-  0  1.45195E+01    3.58960E-02  -2.13490E-02   1.21680E-01  -2.27630E-01   1.61490E-01
   4 <-  0  1.47007E+01    3.76660E-02  -2.34050E-02   1.30380E-01  -2.46390E-01   1.73320E-01
   5 <-  0  1.48739E+01    3.63410E-02  -2.17380E-02   1.19680E-01  -2.28080E-01   1.60290E-01
   6 <-  0  1.50394E+01    3.24660E-02  -1.73480E-02   9.52880E-02  -1.83040E-01   1.29550E-01
   7 <-  0  1.51973E+01    2.97200E-02  -1.44720E-02   7.86700E-02  -1.51530E-01   1.06630E-01
   8 <-  0  1.53478E+01    2.60560E-02  -1.10780E-02   5.98880E-02  -1.15510E-01   8.11240E-02
   9 <-  0  1.54909E+01    2.16390E-02  -7.62500E-03   4.12770E-02  -7.97550E-02   5.63420E-02
  10 <-  0  1.56266E+01    1.86940E-02  -5.65390E-03   3.04040E-02  -5.85720E-02   4.11350E-02
  11 <-  0  1.57548E+01    1.59600E-02  -4.09300E-03   2.18850E-02  -4.19940E-02   2.93390E-02
  12 <-  0  1.58755E+01    1.33690E-02  -2.85410E-03   1.52130E-02  -2.90830E-02   2.02750E-02
  13 <-  0  1.59885E+01    1.08970E-02  -1.88690E-03   1.00710E-02  -1.92090E-02   1.34380E-02
  14 <-  0  1.60934E+01    9.26940E-03  -1.35410E-03   7.18390E-03  -1.36330E-02   9.48120E-03
  15 <-  0  1.61897E+01    7.91850E-03  -9.79570E-04   5.16150E-03  -9.74500E-03   6.73480E-03
  16 <-  0  1.62767E+01    6.72150E-03  -6.99880E-04   3.66580E-03  -6.89090E-03   4.74030E-03
  17 <-  0  1.63533E+01    5.64420E-03  -4.89630E-04   2.55240E-03  -4.78090E-03   3.28030E-03
  18 <-  0  1.64186E+01    4.68830E-03  -3.35430E-04   1.74260E-03  -3.25530E-03   2.23220E-03
  19 <-  0  1.64727E+01    3.89710E-03  -2.30320E-04   1.19410E-03  -2.22660E-03   1.52870E-03
  20 <-  0  1.65175E+01    3.33130E-03  -1.67300E-04   8.64840E-04  -1.60960E-03   1.10500E-03
  21 <-  0  1.65551E+01    2.93090E-03  -1.28730E-04   6.61830E-04  -1.22870E-03   8.40610E-04
  22 <-  0  1.65865E+01    2.56860E-03  -9.83530E-05   5.03300E-04  -9.32400E-04   6.36060E-04
  23 <-  0  1.66118E+01    2.20600E-03  -7.22310E-05   3.68200E-04  -6.80910E-04   4.63440E-04
  24 <-  0  1.66306E+01    1.80610E-03  -4.82560E-05   2.45260E-04  -4.52960E-04   3.07770E-04
  25 <-  0  1.66426E+01    1.32530E-03  -2.59290E-05   1.31530E-04  -2.42720E-04   1.64750E-04
  26 <-  0  1.66481E+01    7.59190E-04  -8.49970E-06   4.30800E-05  -7.94640E-05   5.39110E-05
  27 <-  0  1.66495E+01    2.83820E-04  -1.18770E-06   6.01820E-06  -1.11000E-05   7.52960E-06
  28 <-  0  1.66497E+01    1.74530E-04  -4.49070E-07   2.27550E-06  -4.19690E-06   2.84690E-06
  DE <-  0  1.66497E+01    7.71170E-03  -7.18950E-04   3.24190E-03  -5.46250E-03   3.72040E-03
