# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + D2(X1Sg,vi=0) -> e + D2(d3Pu) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  0  1.38914E+01    2.72630E-02  -1.48770E-02   1.25110E-01  -2.46410E-01   2.11300E-01
   1 <-  0  1.40918E+01    3.85660E-02  -2.93930E-02   2.59530E-01  -4.94030E-01   4.30730E-01
   2 <-  0  1.42845E+01    4.91840E-02  -4.71120E-02   3.98560E-01  -7.65920E-01   6.49650E-01
   3 <-  0  1.44690E+01    1.58660E-01  -3.27050E-01   1.48470E+00  -2.36990E+00   1.45140E+00
   4 <-  0  1.46458E+01    4.83350E-02  -4.44920E-02   3.79590E-01  -7.17450E-01   6.06340E-01
   5 <-  0  1.48149E+01    4.72400E-02  -4.20520E-02   3.44540E-01  -6.57730E-01   5.43940E-01
   6 <-  0  1.49769E+01    1.22940E-01  -1.94150E-01   8.75630E-01  -1.38890E+00   8.42860E-01
   7 <-  0  1.51320E+01    3.42010E-02  -2.16810E-02   1.80930E-01  -3.38070E-01   2.80340E-01
   8 <-  0  1.52802E+01    3.04990E-02  -1.71040E-02   1.38250E-01  -2.59330E-01   2.11210E-01
   9 <-  0  1.54215E+01    2.30680E-02  -9.72840E-03   8.36710E-02  -1.51860E-01   1.26610E-01
  10 <-  0  1.55558E+01    2.01350E-02  -7.36160E-03   6.17670E-02  -1.12230E-01   9.22130E-02
  11 <-  0  1.56830E+01    1.76620E-02  -5.62700E-03   4.59210E-02  -8.37050E-02   6.77230E-02
  12 <-  0  1.58031E+01    1.52800E-02  -4.18510E-03   3.34950E-02  -6.11150E-02   4.88860E-02
  13 <-  0  1.59162E+01    8.83890E-03  -1.40190E-03   1.47700E-02  -2.42440E-02   2.15430E-02
  14 <-  0  1.60222E+01    1.00230E-02  -1.78250E-03   1.49110E-02  -2.65130E-02   2.15230E-02
  15 <-  0  1.61210E+01    8.79640E-03  -1.36530E-03   1.11390E-02  -1.99580E-02   1.60210E-02
  16 <-  0  1.62123E+01    7.69780E-03  -1.03990E-03   8.30710E-03  -1.49840E-02   1.19180E-02
  17 <-  0  1.62959E+01    6.67840E-03  -7.78750E-04   6.13290E-03  -1.11100E-02   8.78080E-03
  18 <-  0  1.63715E+01    5.53380E-03  -5.32300E-04   4.25080E-03  -7.65410E-03   6.08350E-03
  19 <-  0  1.64385E+01   -1.26190E-08   1.75600E-04  -1.16890E-03   5.57110E-03  -4.32940E-03
  20 <-  0  1.64961E+01   -7.27700E-10   1.58300E-04  -1.22040E-03   5.16620E-03  -4.10210E-03
  21 <-  0  1.65431E+01    3.12550E-03  -1.68010E-04   1.37870E-03  -2.45720E-03   1.97370E-03
  22 <-  0  1.65777E+01    2.48500E-03  -1.05950E-04   8.63550E-04  -1.54210E-03   1.23490E-03
  23 <-  0  1.66010E+01    2.00780E-03  -6.90640E-05   5.60440E-04  -1.00200E-03   8.00770E-04
  24 <-  0  1.66180E+01    1.70690E-03  -4.98550E-05   4.03370E-04  -7.21690E-04   5.75960E-04
  25 <-  0  1.66307E+01    1.44370E-03  -3.56330E-05   2.87720E-04  -5.15000E-04   4.10590E-04
  26 <-  0  1.66398E+01    1.18540E-03  -2.40100E-05   1.93600E-04  -3.46620E-04   2.76160E-04
  27 <-  0  1.66458E+01    9.10390E-04  -1.41550E-05   1.14020E-04  -2.04190E-04   1.62610E-04
  28 <-  0  1.66489E+01    5.74720E-04  -5.63990E-06   4.54110E-05  -8.13280E-05   6.47490E-05
  29 <-  0  1.66497E+01    1.62910E-04  -4.53110E-07   3.64780E-06  -6.53320E-06   5.20100E-06
  DE <-  0  1.66497E+01    4.09000E-07  -5.45890E-06   2.84370E-03  -4.01400E-03   4.57070E-03
