# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + D2(X1Sg,vi=0) -> e + D2(j3Dg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  0  1.39748E+01    1.66300E-02  -4.74930E-03   2.95810E-02  -5.38530E-02   4.08580E-02
   1 <-  0  1.41716E+01    3.02940E-02  -1.55020E-02   9.12130E-02  -1.68150E-01   1.22510E-01
   2 <-  0  1.43632E+01    3.72560E-02  -2.32290E-02   1.35080E-01  -2.49200E-01   1.80260E-01
   3 <-  0  1.45446E+01    3.77690E-02  -2.36880E-02   1.38060E-01  -2.53860E-01   1.83820E-01
   4 <-  0  1.47168E+01    3.77920E-02  -2.34340E-02   1.35020E-01  -2.47390E-01   1.76500E-01
   5 <-  0  1.48825E+01    3.41170E-02  -1.89380E-02   1.09390E-01  -1.99550E-01   1.42070E-01
   6 <-  0  1.50418E+01    2.97410E-02  -1.43030E-02   8.29330E-02  -1.51020E-01   1.07720E-01
   7 <-  0  1.51944E+01    2.60850E-02  -1.09410E-02   6.29450E-02  -1.14920E-01   8.18030E-02
   8 <-  0  1.53396E+01    2.14860E-02  -7.43140E-03   4.29120E-02  -7.89790E-02   5.71040E-02
   9 <-  0  1.54772E+01    1.59340E-02  -4.15050E-03   2.48000E-02  -4.65440E-02   3.54540E-02
  10 <-  0  1.56080E+01    1.50940E-02  -3.70520E-03   2.10940E-02  -4.02540E-02   3.01000E-02
  11 <-  0  1.57320E+01    1.22920E-02  -2.48840E-03   1.41530E-02  -2.78140E-02   2.13830E-02
  12 <-  0  1.58489E+01    8.59100E-03  -1.26290E-03   7.50590E-03  -1.56060E-02   1.30150E-02
  13 <-  0  1.59588E+01    8.42880E-03  -1.20700E-03   6.88940E-03  -1.45170E-02   1.16880E-02
  14 <-  0  1.60616E+01    7.13600E-03  -8.78730E-04   5.04640E-03  -1.09840E-02   8.95800E-03
  15 <-  0  1.61572E+01    5.85190E-03  -6.03740E-04   3.53130E-03  -7.97220E-03   6.63970E-03
  16 <-  0  1.62455E+01    4.71340E-03  -4.01870E-04   2.41320E-03  -5.66390E-03   4.83540E-03
  17 <-  0  1.63262E+01    3.30700E-03  -2.07120E-04   1.31290E-03  -3.29590E-03   3.00510E-03
  18 <-  0  1.63991E+01    3.00680E-03  -1.75260E-04   1.13480E-03  -2.89510E-03   2.59870E-03
  19 <-  0  1.64638E+01    2.88140E-08   1.18510E-05  -1.61750E-04   5.54940E-04  -3.55060E-04
  20 <-  0  1.65198E+01    2.02000E-03  -7.92390E-05   5.32150E-04  -1.43630E-03   1.34330E-03
  21 <-  0  1.65666E+01    1.88310E-03  -6.66960E-05   4.31980E-04  -1.12830E-03   1.02470E-03
  22 <-  0  1.66035E+01    1.58980E-03  -4.73250E-05   3.04820E-04  -7.91550E-04   7.13950E-04
  23 <-  0  1.66297E+01    1.24650E-03  -2.90640E-05   1.87050E-04  -4.85320E-04   4.37040E-04
  24 <-  0  1.66446E+01    8.17990E-04  -1.25210E-05   8.06470E-05  -2.09400E-04   1.88630E-04
  25 <-  0  1.66491E+01    2.91320E-04  -1.58870E-06   1.02380E-05  -2.65960E-05   2.39670E-05
  26 <-  0  1.66497E+01    1.01540E-04  -1.93010E-07   1.24390E-06  -3.23170E-06   2.91240E-06
  DE <-  0  1.66497E+01    8.08480E-03  -1.02770E-03   5.61480E-03  -1.11520E-02   7.96750E-03
